,KIRREL3 (84623)
ACH-000004,0.04348709814075962
ACH-000005,0.2649506736038685
ACH-000007,-0.06295007402857447
ACH-000009,0.10687272680188692
ACH-000011,0.060770421706153925
ACH-000012,0.05500717593036928
ACH-000013,0.001380051280814883
ACH-000014,-0.13330997525584934
ACH-000015,0.22465305436778812
ACH-000017,-0.03945512103475614
ACH-000018,0.017815480832115475
ACH-000019,0.004072703988134241
ACH-000021,-0.03200476009010327
ACH-000022,0.0801120030078657
ACH-000025,0.08815858305442056
ACH-000028,0.010251627083748036
ACH-000030,0.12981914711420367
ACH-000035,0.02378747856231121
ACH-000036,0.05698618373225699
ACH-000037,0.10339854210900938
ACH-000039,0.12114829910619372
ACH-000040,-0.06197983681735445
ACH-000041,0.10705745152541186
ACH-000042,0.028696791025488427
ACH-000045,0.2042576033397852
ACH-000047,0.07261590707273888
ACH-000052,-0.1544169939714746
ACH-000053,-0.059561173700708285
ACH-000054,0.003856984357065912
ACH-000055,-0.27791118879933635
ACH-000060,0.04090729102915404
ACH-000067,0.05437673579006174
ACH-000070,0.06774295481009368
ACH-000075,-0.09680481876703068
ACH-000078,0.008145075200643493
ACH-000082,0.12584087479096925
ACH-000085,-0.2898442882461456
ACH-000086,-0.0040276362172966575
ACH-000087,0.2424888542624043
ACH-000092,0.07478601837329862
ACH-000095,-0.009388548865698593
ACH-000097,0.05497773789421853
ACH-000098,0.0815134458728119
ACH-000099,-0.09999509594512564
ACH-000108,-0.015278689899219619
ACH-000113,0.054250325493183496
ACH-000116,-0.04807468801453517
ACH-000118,-0.054957120766927416
ACH-000120,-0.14784563648678747
ACH-000123,0.0920338294469082
ACH-000127,0.15059001865586366
ACH-000128,-0.030074580292955906
ACH-000132,-0.08792445615786365
ACH-000133,0.12548350417245374
ACH-000137,-0.014123249089638369
ACH-000138,-0.017143563569458422
ACH-000142,-0.2122950105571076
ACH-000143,0.1877781619481758
ACH-000146,0.046501794702623216
ACH-000148,0.018707655958139342
ACH-000150,-0.1955169074960877
ACH-000152,0.2061905472717516
ACH-000153,0.037438087677345834
ACH-000159,-0.06129719407081152
ACH-000160,0.19399608758282705
ACH-000163,0.10231598144360066
ACH-000167,0.4807360776724279
ACH-000168,0.06819456463610543
ACH-000169,0.11147871922868706
ACH-000178,-0.07623309571471333
ACH-000183,-0.0290215770815098
ACH-000188,-0.17573693120175524
ACH-000189,-0.04611920292512085
ACH-000190,0.006947943811457347
ACH-000198,-0.030184064688104712
ACH-000203,-0.28191650454976513
ACH-000204,-0.186531948032592
ACH-000206,0.22444453033857573
ACH-000207,0.2785075252216017
ACH-000208,0.17362469351246596
ACH-000210,-0.07597827122044265
ACH-000211,0.10412874437813167
ACH-000215,0.03887561919977723
ACH-000221,-0.060582868966325865
ACH-000222,0.1094488450476928
ACH-000223,0.008535337288697806
ACH-000226,0.02825070495264754
ACH-000227,0.08447170471461847
ACH-000228,0.05316785886961111
ACH-000231,0.08005344061434562
ACH-000232,-0.0964953399403079
ACH-000233,0.10939739415001264
ACH-000234,-0.11154132868206924
ACH-000235,0.0007051480006761676
ACH-000237,-0.004146091221589182
ACH-000238,-0.07466223956234483
ACH-000242,-0.25648985657866824
ACH-000243,-0.05813360100759143
ACH-000244,0.01854894601497333
ACH-000246,0.036248470912767165
ACH-000248,0.021706051003810255
ACH-000250,-0.02952629213065733
ACH-000251,-0.11270601188233235
ACH-000252,0.3941109111384025
ACH-000253,0.033286533133324935
ACH-000255,0.07880083324184609
ACH-000256,-0.010299045247914616
ACH-000257,-0.051168752837297694
ACH-000258,-0.03926468202407998
ACH-000259,-0.16722703991927618
ACH-000260,-0.08829022584783948
ACH-000261,-0.05420905265920775
ACH-000262,0.3455142658901856
ACH-000263,0.3753279439066721
ACH-000264,-0.12877407705308538
ACH-000265,-0.019146356318922416
ACH-000266,-0.007303162433944448
ACH-000272,0.12778323036495734
ACH-000274,-0.0305115173532828
ACH-000277,-0.2562478485541634
ACH-000278,-0.010593000695929123
ACH-000279,-0.037889440180670135
ACH-000280,0.016016639647507182
ACH-000281,-0.30071624171282285
ACH-000288,-0.042788486780603735
ACH-000291,0.015258410989926053
ACH-000293,0.026879218769466025
ACH-000294,0.061502367981113686
ACH-000295,-0.26740643711362017
ACH-000296,0.01230415499689922
ACH-000302,0.1270988831823101
ACH-000304,-0.11342824160890808
ACH-000307,-0.04276831833591351
ACH-000308,0.11524385840707907
ACH-000310,0.10617524039981607
ACH-000311,-0.020238581096241444
ACH-000312,-0.0202062001945284
ACH-000315,-0.14748381087190324
ACH-000316,0.026739129148552948
ACH-000317,0.004574805616329278
ACH-000318,0.006495362545602099
ACH-000319,-0.10158229091663036
ACH-000320,-0.1603665107727959
ACH-000322,-0.12693109962954766
ACH-000323,-0.06168797593973405
ACH-000324,-0.08286022492502715
ACH-000329,0.08434044230965733
ACH-000330,-0.010546769426127641
ACH-000331,0.09490376603371588
ACH-000332,-0.019619183691702725
ACH-000334,0.09126889400867884
ACH-000335,0.016054642811147924
ACH-000336,-0.222638890011474
ACH-000337,-0.12759637365564774
ACH-000338,-0.1804006368100116
ACH-000339,0.03723526702443029
ACH-000341,0.057799134609776336
ACH-000348,0.025886946087850426
ACH-000350,0.05860259535169252
ACH-000352,-0.0052944039852821975
ACH-000356,-0.11626635157015155
ACH-000361,-0.10788456438591937
ACH-000362,-0.06257592045264576
ACH-000363,-0.0960484839353586
ACH-000364,0.09590698731164912
ACH-000365,0.10562106233897416
ACH-000366,-0.05806203888934141
ACH-000368,0.017163178109992162
ACH-000374,-0.18725045560871093
ACH-000375,-0.11848215990937196
ACH-000376,0.013461838820660222
ACH-000381,-0.1015949456270579
ACH-000383,-1.7182777255950485e-05
ACH-000387,0.019463985971367958
ACH-000389,-0.040401943349166115
ACH-000390,0.138436516228335
ACH-000393,-0.12163000600935958
ACH-000395,0.17111252466877808
ACH-000396,0.030256316634246886
ACH-000397,0.07841990209886149
ACH-000401,0.02132174633448716
ACH-000402,-0.035950330819751984
ACH-000403,-0.0340479336483356
ACH-000404,0.24355783400663295
ACH-000406,0.00792670110030091
ACH-000407,0.026921437251398863
ACH-000408,0.12226641997212816
ACH-000410,0.00751352863893562
ACH-000411,0.03159585849124966
ACH-000414,0.012277994407825014
ACH-000415,0.09155380402669704
ACH-000416,0.06860266418101482
ACH-000420,-0.06566347283980528
ACH-000421,0.07603657994125393
ACH-000424,0.2509386093484851
ACH-000425,0.10500861463857226
ACH-000426,0.01176572885909075
ACH-000427,-0.16750602663007844
ACH-000433,-0.3083248094238801
ACH-000435,-0.10245381997501836
ACH-000436,-0.00686879701046881
ACH-000444,0.098051371745247
ACH-000445,-0.0925767430926408
ACH-000448,0.06966936461321394
ACH-000450,0.2004062379441333
ACH-000452,0.058819874915320286
ACH-000454,0.06784233582518592
ACH-000458,0.09209186821459013
ACH-000459,0.09109079293503088
ACH-000460,-0.011168038358419405
ACH-000461,-0.012478876906304674
ACH-000463,-0.01813240382189137
ACH-000464,0.15189208238518748
ACH-000466,0.03936210166744731
ACH-000467,-0.006706874710135864
ACH-000468,0.023947793674758817
ACH-000469,0.03930768638396612
ACH-000470,0.00751320264600667
ACH-000471,0.1009947912889775
ACH-000472,-0.01693731230855225
ACH-000473,-0.3054625503009229
ACH-000475,-0.033220177183202464
ACH-000476,-0.1238534783483968
ACH-000477,-0.09973242926822352
ACH-000479,-0.3765564401842553
ACH-000480,-0.0038838993911132
ACH-000481,0.10430473227197053
ACH-000483,0.14873694076166424
ACH-000484,-0.20815885186029845
ACH-000485,-0.054178231003424594
ACH-000486,0.01071847274910249
ACH-000487,-0.12637604324065393
ACH-000488,-0.002472021562839329
ACH-000490,-0.017027372185665492
ACH-000491,0.0453864932920842
ACH-000495,-0.15852754316688789
ACH-000496,0.016203739023985066
ACH-000499,-0.08913839484473747
ACH-000500,0.07627509333256681
ACH-000502,-0.07526623275534157
ACH-000503,-0.015888090843668098
ACH-000505,0.09748821376553912
ACH-000507,0.03535982713312977
ACH-000510,0.1182890143483711
ACH-000511,-0.034719426224664236
ACH-000512,-0.1696109983690091
ACH-000516,-0.03273850849097824
ACH-000517,0.13616025238236182
ACH-000518,-0.0364373941247343
ACH-000520,0.03764867621073658
ACH-000521,-0.12774768998567304
ACH-000522,0.1412057657864341
ACH-000524,0.12539688850937838
ACH-000527,-0.01606327049113245
ACH-000528,-0.032878738204076066
ACH-000537,-0.04913949716611851
ACH-000541,0.1865610771836352
ACH-000542,0.08568897858223966
ACH-000544,0.059656463406495164
ACH-000545,-0.06903291268264071
ACH-000547,-0.1237495208039191
ACH-000548,0.12750014252900296
ACH-000549,-0.18021262599508853
ACH-000550,0.005540407400516788
ACH-000552,-0.025420288762258315
ACH-000556,-0.05281571115497127
ACH-000557,-0.016418064139782862
