,ATG4B (23192)
ACH-000004,-0.10393124026817566
ACH-000005,-0.09493187802849884
ACH-000007,-0.17993926259552362
ACH-000009,-0.20149188306756266
ACH-000011,-0.12524801739100722
ACH-000012,-0.15430322112217532
ACH-000013,-0.05077199588055853
ACH-000014,-0.20197390743064186
ACH-000015,-0.1201869453638767
ACH-000017,0.13989635322499358
ACH-000018,-0.24368072366085214
ACH-000019,-0.2330809841354141
ACH-000021,-0.2177663381879726
ACH-000022,-0.19493510840816275
ACH-000025,-0.3094820921991829
ACH-000028,-0.09794023238669652
ACH-000030,3.744756244460906e-05
ACH-000035,-0.3180193115545349
ACH-000036,-0.15493604131098698
ACH-000037,-0.24280358136759994
ACH-000039,-0.281654790787424
ACH-000040,-0.3296171550972959
ACH-000041,-0.3804224072567281
ACH-000042,-0.2398634732090629
ACH-000045,-0.014854468121416022
ACH-000047,-0.1791481085034895
ACH-000052,-0.3873076192957413
ACH-000053,-0.23177063821960314
ACH-000054,-0.32700906318641765
ACH-000055,-0.07794846200117875
ACH-000060,-0.19033112134215946
ACH-000067,-0.4494784878533081
ACH-000070,-0.062109590510241376
ACH-000075,-0.2022940158553025
ACH-000078,-0.4673138289986922
ACH-000082,-0.25956716115369355
ACH-000085,-0.3823190478691392
ACH-000086,-0.15856664062914666
ACH-000087,-0.21893806769508875
ACH-000092,-0.17496582755925824
ACH-000095,-0.2648427239512776
ACH-000097,-0.19598222422517786
ACH-000098,-0.34843560510221777
ACH-000099,-0.3678693302278874
ACH-000108,-0.3226829528892057
ACH-000113,-0.15019466602273998
ACH-000116,-0.1098204419981874
ACH-000118,-0.05563644450929471
ACH-000120,-0.24643246987704245
ACH-000123,-0.18943106701927345
ACH-000127,-0.21873916663676396
ACH-000128,-0.2492072802179024
ACH-000132,-0.17989886969877214
ACH-000133,-0.35964799086151794
ACH-000137,-0.14263080312991805
ACH-000138,-0.09131343520798284
ACH-000142,-0.1034408071011868
ACH-000143,-0.4592647711723765
ACH-000146,-0.1509110160307305
ACH-000148,-0.18194312113618866
ACH-000150,-0.4032322302646191
ACH-000152,-0.3393526942104229
ACH-000153,-0.05074319191553441
ACH-000159,-0.1902992434846091
ACH-000160,-0.06908932434318488
ACH-000163,-0.3322923714508731
ACH-000167,-0.15584461006177633
ACH-000168,-0.4407134944940376
ACH-000169,-0.3134813792968379
ACH-000178,-0.3525456433204031
ACH-000183,-0.15342814128193374
ACH-000188,-0.2308897463739856
