,MGAT4D (152586)
ACH-000004,0.20296346303414706
ACH-000005,0.3145389810418636
ACH-000007,0.119784945136569
ACH-000009,0.15491445756091096
ACH-000011,0.028527521882836714
ACH-000012,0.19894971626002755
ACH-000013,0.1909709074348849
ACH-000014,0.04671038158216992
ACH-000015,0.05553399882493645
ACH-000017,0.0982685016783907
ACH-000018,-0.06297201639709467
ACH-000019,0.0499487274224023
ACH-000021,0.0776626433391854
ACH-000022,0.0961033951859164
ACH-000025,0.17207207039668426
ACH-000028,0.1142490775096408
ACH-000030,0.11293864248333485
ACH-000035,0.05046207155952795
ACH-000036,0.12914199303088958
ACH-000037,0.06541042027143126
ACH-000039,0.010010696291405993
ACH-000040,0.1533988032470152
ACH-000041,0.0852971651154842
ACH-000042,0.08236458468072526
ACH-000045,0.12701013054062396
ACH-000047,0.13239694157283718
ACH-000052,0.2058342295044996
ACH-000053,0.08444379135971075
ACH-000054,0.1771282957043822
ACH-000055,0.03008476400178074
ACH-000060,-0.12574282543796522
ACH-000067,-0.07669938942836317
ACH-000070,0.08777361372373782
ACH-000075,0.12624003972950434
ACH-000078,0.06857294008033415
ACH-000082,0.08151416296094323
ACH-000085,0.2544596074420249
ACH-000086,0.0951791226489621
ACH-000087,-0.09892010516468586
ACH-000092,-0.055981758261873536
ACH-000095,0.006596546470906189
ACH-000097,0.1043785789414365
ACH-000098,0.014572994219943897
ACH-000099,-0.010170089429416343
ACH-000108,0.03955238940413311
ACH-000113,0.133115410621769
ACH-000116,0.13218145175256407
ACH-000118,0.17917980715554516
ACH-000120,-0.04865195113711681
ACH-000123,0.11085214206039776
ACH-000127,0.13499379510056095
ACH-000128,0.009859150595990069
ACH-000132,-0.028880290897908518
ACH-000133,0.10568550180575802
ACH-000137,0.1398545084665398
ACH-000138,0.14320137096783586
ACH-000142,0.05312748275307005
ACH-000143,-0.0076833982327788345
ACH-000146,0.10027328591974637
ACH-000148,0.1468971386498032
ACH-000150,0.10266440426013096
ACH-000152,0.10619997310063893
ACH-000153,-0.17938195118700825
ACH-000159,0.048086678895905836
ACH-000160,0.2289106005771289
ACH-000163,0.14353281209098678
ACH-000167,0.1545969792762763
ACH-000168,0.1496141791768659
ACH-000169,0.10983206921919332
ACH-000178,0.21287357330055512
ACH-000183,-0.06424562017514637
ACH-000188,0.15404847646855666
ACH-000189,0.19058358281806992
ACH-000190,0.031567928748498016
ACH-000198,0.1271332987955718
ACH-000203,-0.28484698280084003
ACH-000204,0.00991096623273692
ACH-000206,0.13953234175661036
ACH-000207,0.22245164915336774
ACH-000208,0.3782200920914752
ACH-000210,0.10849710977836917
ACH-000211,-0.029135466643691037
ACH-000215,0.05354577394261797
ACH-000221,0.1574408668851798
ACH-000222,0.16360343747856138
ACH-000223,0.09898272227196064
ACH-000226,0.17583241321017154
ACH-000227,0.04440728940214735
ACH-000228,0.15557128079356508
ACH-000231,0.07289165571643894
ACH-000232,0.10469056137716404
ACH-000233,0.20412984186633987
ACH-000234,-0.02074185177479944
ACH-000235,0.05267900423279342
ACH-000237,-0.041111450814330784
ACH-000238,0.0001770734006386278
ACH-000242,0.3111469514374228
ACH-000243,0.019639664656850145
