,UBC (7316)
ACH-000004,-0.41683660825030816
ACH-000005,-0.25190986381158903
ACH-000007,-0.8729570069828445
ACH-000009,-0.3157973890385541
ACH-000011,-0.7111510907345848
ACH-000012,-0.5588322665166877
ACH-000013,-0.4316135844283223
ACH-000014,-0.6958545186285319
ACH-000015,-0.5048275906327204
ACH-000017,-1.127175549214482
ACH-000018,-0.5755029693499942
ACH-000019,-0.7160796607991234
ACH-000021,-0.3675005158218397
ACH-000022,-0.5039307790506143
ACH-000025,-0.6256625663022084
ACH-000028,-0.6230635884873171
ACH-000030,-0.524776476155474
ACH-000035,-0.392713250491866
ACH-000036,-0.8615734575572317
ACH-000037,-1.1210487879004858
ACH-000039,-0.5362009098567313
ACH-000040,-0.8577812980829381
ACH-000041,-0.4555552105780024
ACH-000042,-0.5519742439329466
ACH-000045,-0.5238324784856611
ACH-000047,-0.7353546588825737
ACH-000052,-0.3754724503018459
ACH-000053,-0.49138595326923207
ACH-000054,-0.6292730987585581
ACH-000055,-0.7274097148584097
ACH-000060,-0.7865122280489688
ACH-000067,-0.4657459113720213
ACH-000070,-0.6596712327854237
ACH-000075,-0.7608772883627515
ACH-000078,-0.7705696944787125
ACH-000082,-0.2965474932019217
ACH-000085,-0.7870847679268304
ACH-000086,-0.4811959934371671
ACH-000087,-0.7219387389048982
ACH-000092,-0.4951182997296151
ACH-000095,-0.4137173871751001
ACH-000097,-0.7638407041134958
ACH-000098,-0.6781659372610797
ACH-000099,-0.5008680817639505
ACH-000108,-0.32008971084098914
ACH-000113,-0.6282772612450876
ACH-000116,-0.7918522427570321
ACH-000118,-0.5963561824407088
ACH-000120,-0.5875053871396468
ACH-000123,-0.6147481019582239
ACH-000127,-0.4231700511663421
ACH-000128,-0.56406505764529
ACH-000132,-0.2544155553652502
ACH-000133,-0.5423692891136935
ACH-000137,-0.4118497056824574
ACH-000138,-0.6453831487497491
ACH-000142,-0.7666447187624298
ACH-000143,-0.5334243922915232
ACH-000146,-0.5004716220279879
ACH-000148,-0.8304016201702901
ACH-000150,-0.6660080462089633
ACH-000152,-0.7038760451473943
ACH-000153,-0.3338182772412453
ACH-000159,-0.39200279016021866
ACH-000160,-0.09983420778800528
ACH-000163,-0.5855847428532679
ACH-000167,-0.5216827840883348
ACH-000168,-0.4994021105428356
ACH-000169,-0.8289501792310826
ACH-000178,-0.7087147741446151
ACH-000183,-0.09620936901354787
ACH-000188,-0.7707800239951149
ACH-000189,-0.5824973935203956
ACH-000190,-0.925866988963705
ACH-000198,-0.6217184425043725
ACH-000203,-0.7262830004906542
ACH-000204,-0.7044580057326316
ACH-000206,-0.28990565015552594
ACH-000207,-1.0827026369985489
ACH-000208,-0.20983315771410307
ACH-000210,-0.3217235981324145
ACH-000211,-0.8888400559274751
ACH-000215,-0.5625651222520804
ACH-000221,-0.4588511500252469
ACH-000222,-0.5296277955492398
ACH-000223,-0.6380641148535786
ACH-000226,-0.526062470114342
ACH-000227,-0.5987690929748788
ACH-000228,-0.453138222371269
ACH-000231,-0.5590762131856469
ACH-000232,-0.4860453337682072
ACH-000233,-0.8065627587396833
ACH-000234,-0.96953936549259
ACH-000235,-0.5690759907938229
ACH-000237,-0.9290536926087608
ACH-000238,-1.0510341639198753
ACH-000242,-0.9758902679555704
ACH-000243,-0.9997753588690648
ACH-000244,-0.4497673012129135
ACH-000246,-0.7826912121654843
ACH-000248,-0.8480368069754565
ACH-000250,-0.7943712510006619
ACH-000251,-1.3991939657328778
ACH-000252,-0.5073017994647184
ACH-000253,-0.4612476546176858
ACH-000255,-0.5427095402526806
ACH-000256,-0.8009380678640281
ACH-000257,-0.7119895089077811
ACH-000258,-0.2902225342975345
ACH-000259,-0.7808182235205918
ACH-000260,-0.7119530127347657
ACH-000261,-0.4955598214103946
ACH-000262,-0.8716771533220999
ACH-000263,-0.4249947481265739
ACH-000264,-0.43141707298627774
ACH-000265,-0.3968816702312755
ACH-000266,-0.8640982219025037
ACH-000272,-0.2817651748680564
ACH-000274,-0.7619214995017494
ACH-000277,-0.6801451575073371
ACH-000278,-0.6598105894383246
ACH-000279,-0.5898794061211524
ACH-000280,-0.6579561397506073
ACH-000281,-0.518836827761896
ACH-000288,-0.5308091687462301
ACH-000291,-0.4886793201307622
ACH-000293,-0.6352266541562006
ACH-000294,0.15033881954822664
ACH-000295,-0.7568797986821226
ACH-000296,-0.337961341388829
ACH-000302,-0.4202742462470208
ACH-000304,-0.7633432617171274
ACH-000307,-0.3733434013095664
ACH-000308,-0.8247353512545872
ACH-000310,-0.30483751422283883
ACH-000311,-0.7865539411592776
ACH-000312,-0.420861834629735
ACH-000315,-0.5669713720806832
ACH-000316,-0.2840446556680449
ACH-000317,-0.25922866676168155
ACH-000318,-0.43379008300382504
ACH-000319,-0.5665216693035428
ACH-000320,-0.4845554718328151
ACH-000322,-1.0665137370691782
ACH-000323,-0.7694972358271722
ACH-000324,-0.8918490564735333
ACH-000329,-0.6193989801243113
ACH-000330,-1.0346616104093769
ACH-000331,-0.8502200448285451
