,IFNW1 (3467)
ACH-000004,0.10174177426718788
ACH-000005,-0.09505152909124336
ACH-000007,-0.2664220383685135
ACH-000009,-0.2279902872508783
ACH-000011,-0.01920170518182721
ACH-000012,0.12169728496712008
ACH-000013,-0.02559275240639049
ACH-000014,-0.1067333942080392
ACH-000015,-0.0414728585003346
ACH-000017,0.1376803147844572
ACH-000018,0.23427522987862134
ACH-000019,-0.0994023986797667
ACH-000021,-0.045538425537828636
ACH-000022,-0.07762408473723023
ACH-000025,0.12784519527581872
ACH-000028,-0.006958336351480169
ACH-000030,-0.06807299505520736
ACH-000035,-0.0018773588160333273
ACH-000036,-0.13158698732391286
ACH-000037,0.15942371827542984
ACH-000039,0.08003019873466835
ACH-000040,0.1903440146262916
ACH-000041,0.16475461497823252
ACH-000042,0.053362742285372085
ACH-000045,0.03729715013761136
ACH-000047,-0.026663987910727813
ACH-000052,-0.374708614987215
ACH-000053,0.07491123575858934
ACH-000054,-0.14161079268726764
ACH-000055,0.11602725369504376
ACH-000060,0.11974270411630115
ACH-000067,-0.013320278092624337
ACH-000070,0.07657996849688356
ACH-000075,-0.01143285448983624
ACH-000078,0.07807163225019267
ACH-000082,-0.1393265071021738
ACH-000085,-0.010477823654804607
ACH-000086,0.027967618206227302
ACH-000087,0.2507597615271224
ACH-000092,-0.03048809874160845
ACH-000095,0.014409728883484275
ACH-000097,0.04211155185164103
ACH-000098,-0.009385762491959585
ACH-000099,-0.057199287006490976
ACH-000108,-0.03623616542878705
ACH-000113,-0.1265954265956759
ACH-000116,0.22437365044124571
ACH-000118,-0.024417421553146627
ACH-000120,0.01926177901991239
ACH-000123,-0.03984714221069334
ACH-000127,0.06429069508905398
ACH-000128,0.15567489594801162
ACH-000132,-0.2365219038883748
ACH-000133,-0.008058370147890554
ACH-000137,0.027375948450750396
ACH-000138,0.01691680850307621
ACH-000142,0.12140700272952144
ACH-000143,-0.13692842995200324
ACH-000146,-0.0035502942668678063
ACH-000148,-0.030869706605623118
ACH-000150,-0.10508278401433067
ACH-000152,0.11549048397581295
ACH-000153,0.20593635926222892
ACH-000159,-0.15698585857550426
ACH-000160,-0.016356124199629028
ACH-000163,-0.046742883028761936
ACH-000167,0.3787512607680592
ACH-000168,-0.15745725959488585
ACH-000169,-0.02357427648771686
ACH-000178,0.02302067502029211
ACH-000183,-0.03860440228280021
ACH-000188,-0.06492530378285652
ACH-000189,-0.2739978847496043
ACH-000190,-0.16477931053552367
ACH-000198,-0.1178863292748925
ACH-000203,0.05125588500043583
ACH-000204,0.04941039390142443
ACH-000206,-0.1059366091212808
ACH-000207,0.16209819603582348
ACH-000208,0.13166887216772266
ACH-000210,0.053057693844136763
ACH-000211,-0.07367232321507444
ACH-000215,-0.13125141639393378
ACH-000221,0.05281979705040415
ACH-000222,0.019978856059064368
ACH-000223,0.06680403635349537
ACH-000226,0.19065334149749408
ACH-000227,0.03254805832827986
ACH-000228,0.15239368731704206
ACH-000231,-0.00286523160580912
ACH-000232,0.11175221475184402
ACH-000233,0.11072528157166336
ACH-000234,0.2256968217971593
ACH-000235,-0.06905681632075812
ACH-000237,-0.034587733818888175
ACH-000238,-0.2667394914182921
ACH-000242,0.15809861389438412
ACH-000243,-0.0686569522682331
ACH-000244,0.4298489202785271
ACH-000246,-0.08045910419964819
ACH-000248,0.12155956390947326
ACH-000250,0.02405566776341677
ACH-000251,0.2796382031357462
ACH-000252,-0.09039182763182783
ACH-000253,-0.11618297503748612
ACH-000255,0.03026836478190962
ACH-000256,-0.039786655069675464
ACH-000257,-0.15398062141864138
ACH-000258,-0.05755637329642095
ACH-000259,0.12937298855301696
ACH-000260,-0.0815182651436052
ACH-000261,-0.11245056375261576
ACH-000262,0.09105826509721583
ACH-000263,-0.34401074328293874
ACH-000264,-0.0738796564760846
ACH-000265,-0.1703823392377677
ACH-000266,-0.12943384622851786
ACH-000272,-0.18662950538530615
ACH-000274,-0.1780013584631842
ACH-000277,0.186155809024371
ACH-000278,-0.00840503241808196
ACH-000279,0.06852625931846898
ACH-000280,-0.12864035146070635
ACH-000281,-0.06394304489631962
ACH-000288,0.15177873935256025
ACH-000291,-0.04395196204114769
ACH-000293,0.00533567666415748
ACH-000294,0.3291785942098724
ACH-000295,-0.4208805787891851
ACH-000296,-0.02315233147831673
ACH-000302,0.10429182369011858
ACH-000304,0.0841187713017588
ACH-000307,-0.11614867728740087
ACH-000308,-0.1083917173310714
ACH-000310,0.03597784921619989
ACH-000311,0.08120586782593181
ACH-000312,0.0224094327918754
ACH-000315,-0.15298365543332135
ACH-000316,-0.05791994451512096
ACH-000317,-0.06667943831804257
ACH-000318,-0.01808046172754589
ACH-000319,-0.06199977805670659
ACH-000320,-0.13477736711312607
ACH-000322,-0.0905194436897684
ACH-000323,0.07638500801504043
ACH-000324,0.042388606479319184
ACH-000329,0.17914533541010744
ACH-000330,-0.09773628007883232
ACH-000331,-0.024117074193973846
ACH-000332,-0.1217542989483556
ACH-000334,0.024812646009574026
ACH-000335,-0.25313819419834
ACH-000336,-0.2665266591624477
ACH-000337,0.012564677667306843
ACH-000338,-0.34003497819127665
ACH-000339,-0.044766957622165454
ACH-000341,0.15446847395366034
ACH-000348,0.048300311016583136
ACH-000350,-0.0675074756351033
ACH-000352,-0.035355975564365615
ACH-000356,0.08632842897194619
ACH-000361,-0.14989443989616524
ACH-000362,0.0505419575518144
ACH-000363,0.03611361943443432
ACH-000364,-0.18402579446321535
ACH-000365,0.1304253414767568
ACH-000366,-0.1254224146397046
ACH-000368,0.1143715758577142
ACH-000374,-0.1447891261446357
ACH-000375,0.01332924962005357
ACH-000376,0.038246160861813004
ACH-000381,-0.048714926460818715
ACH-000383,-0.0653806285834872
ACH-000387,0.03832384056100745
ACH-000389,0.19220080889289204
ACH-000390,-0.06396732428013881
ACH-000393,-0.17384316597751276
ACH-000395,-0.039687367755800895
ACH-000396,0.09572107727520812
ACH-000397,-0.07672385538044084
ACH-000401,-0.3246184654073183
ACH-000402,0.2486317620604088
ACH-000403,8.535637583415658e-05
ACH-000404,-0.04497899537193791
ACH-000406,-0.041050554547510006
ACH-000407,-0.08596052134734843
ACH-000408,0.03369369760144233
ACH-000410,0.025147594873970225
ACH-000411,-0.08178718088906993
