,MORC2 (22880)
ACH-000004,-0.11218383674687528
ACH-000005,-0.7242927531643991
ACH-000007,-0.3714743172936851
ACH-000009,-0.09957236921098186
ACH-000011,-0.13442874870055904
ACH-000012,-0.1517429259951678
ACH-000013,-0.2645505847786702
ACH-000014,-0.3657229291217613
ACH-000015,-0.2181696188185517
ACH-000017,-0.3792776016020809
ACH-000018,-0.06875098737775855
ACH-000019,0.03040325677012304
ACH-000021,-0.1849985255961106
ACH-000022,-0.2592326596630583
ACH-000025,-0.2977648948456925
ACH-000028,-0.11457769927690517
ACH-000030,-0.2916407935041438
ACH-000035,-0.10256224469634144
ACH-000036,-0.5393952351103566
ACH-000037,0.0633991245546845
ACH-000039,-0.09061030750710984
ACH-000040,-0.3114563091811117
ACH-000041,-0.21912407394070293
ACH-000042,-0.3440339629663756
ACH-000045,-0.14858125458219062
ACH-000047,-0.08916192257931314
ACH-000052,-0.18470388531129647
ACH-000053,-0.2304800585875941
ACH-000054,-0.0017680377502498148
ACH-000055,-0.2046872257906194
ACH-000060,-0.09130331678633603
ACH-000067,-0.19915915191980307
ACH-000070,-0.3330530828048378
ACH-000075,-0.0847419413952249
ACH-000078,-0.0736000379871579
ACH-000082,0.040028432622995484
ACH-000085,-0.4118407643189022
ACH-000086,0.14608125377089168
ACH-000087,0.048148004147462745
ACH-000092,-0.1887251904401644
ACH-000095,-0.02417308990213669
ACH-000097,-0.21377842289808568
ACH-000098,-0.12004216991701915
ACH-000099,-0.2536724020594794
ACH-000108,-0.3061969465070953
ACH-000113,-0.28323931994975304
ACH-000116,-0.10676991014546387
ACH-000118,-0.11096546737415866
ACH-000120,0.080015507718502
ACH-000123,-0.05649420046737924
ACH-000127,-0.014943789134842919
ACH-000128,0.06841255955926799
ACH-000132,-0.06085785926917368
ACH-000133,-0.22611176361595364
ACH-000137,-0.36640787541544506
ACH-000138,-0.07209187788869317
ACH-000142,-0.1386784947296144
ACH-000143,-0.008439729479130638
ACH-000146,-0.34882099830883273
ACH-000148,-0.08253822925401476
ACH-000150,-0.11476744865594472
ACH-000152,-0.09172453002468996
ACH-000153,-0.2629328720599217
ACH-000159,0.15662685266475862
ACH-000160,-0.007087719029648757
ACH-000163,-0.11645265622871058
ACH-000167,0.2294020618171171
ACH-000168,-0.10142992255927312
ACH-000169,-0.21769527013982715
ACH-000178,-0.3620878776745784
ACH-000183,-0.16687326530265562
ACH-000188,-0.036585898825119714
ACH-000189,0.03757388281047177
ACH-000190,-0.19038494289748525
ACH-000198,-0.08320912390212594
ACH-000203,-0.21708739715370248
ACH-000204,0.24644344859874764
ACH-000206,-0.07716389758569768
ACH-000207,-0.0985966347653628
ACH-000208,-0.2287421252612477
ACH-000210,-0.0053834995199099995
ACH-000211,-0.25698189614495354
ACH-000215,-0.07923978970541838
ACH-000221,-0.2113773681621632
ACH-000222,-0.09994508212639903
ACH-000223,-0.21350097945561425
ACH-000226,-0.20266027100133602
ACH-000227,-0.07115456506315182
ACH-000228,-0.04644188191166297
ACH-000231,-0.03432275615173766
ACH-000232,-0.4656795392401351
ACH-000233,-0.2639124918948487
ACH-000234,0.030226550282178626
ACH-000235,-0.07322544568158419
ACH-000237,-0.13654046511403825
ACH-000238,-0.11931602163469394
ACH-000242,-0.13901033351158548
ACH-000243,-0.24289931724569944
ACH-000244,-0.263899794499502
ACH-000246,-0.0625919277297205
ACH-000248,-0.27117483607483
ACH-000250,0.0381036462976782
ACH-000251,-0.1338366794153369
ACH-000252,-0.2936977801937421
ACH-000253,-0.23301070739929886
ACH-000255,-0.1806904923863362
ACH-000256,-0.2782616024804115
ACH-000257,-0.10490044352567067
ACH-000258,-0.25309643609783883
ACH-000259,-0.28374642418850243
ACH-000260,-0.20092145519916904
ACH-000261,-0.2056226167752072
ACH-000262,-0.29909013630710485
ACH-000263,-0.10346638429418846
ACH-000264,-0.3080412072314219
ACH-000265,-0.08525956148071866
ACH-000266,-0.10450488918188257
ACH-000272,-0.11692130282675245
ACH-000274,-0.2033757700918782
ACH-000277,-0.2489890165496771
ACH-000278,-0.17498965517599369
ACH-000279,-0.28116989462631203
ACH-000280,-0.17599157239833782
ACH-000281,-0.2463990951261385
ACH-000288,-0.1699430673648522
ACH-000291,-0.025728617297541924
ACH-000293,-0.14375710344404405
ACH-000294,-0.13566149839847344
ACH-000295,-0.06287366940205454
