,DAO (1610)
ACH-000004,-0.31022077355334016
ACH-000005,0.05159092039696783
ACH-000007,-0.2395329132858654
ACH-000009,-0.1576638411461355
ACH-000011,-0.13634035578350434
ACH-000012,-0.05198308948367545
ACH-000013,-0.1476075288886841
ACH-000014,-0.16063296847525851
ACH-000015,-0.07732541878905824
ACH-000017,-0.057941676991308276
ACH-000018,-0.2374415921290147
ACH-000019,0.005728645223511208
ACH-000021,-0.16487370725508466
ACH-000022,-0.12998069607902374
ACH-000025,-0.20013641962732576
ACH-000028,-0.0554828079578435
ACH-000030,-0.06797726566975522
ACH-000035,-0.13553597175971147
ACH-000036,-0.08768233886656798
ACH-000037,-0.2828946033600165
ACH-000039,-0.08634296954964359
ACH-000040,-0.14186176662836286
ACH-000041,-0.1602459993584562
ACH-000042,-0.2326805994959246
ACH-000045,-0.20772385646994745
ACH-000047,-0.11681039384832086
ACH-000052,-0.05678200756416035
ACH-000053,-0.15849716776173312
ACH-000054,-0.12471406521089964
ACH-000055,-0.2044038709064316
ACH-000060,-0.10804464854488033
ACH-000067,-0.17326668722249006
ACH-000070,-0.18233887127411755
ACH-000075,-0.1700889067749622
ACH-000078,-0.1940185199945807
ACH-000082,-0.1863516743296076
ACH-000085,-0.3560353357831797
ACH-000086,-0.07429901515253177
ACH-000087,0.08574825310039676
ACH-000092,-0.10194502939361724
ACH-000095,-0.12851055621250804
ACH-000097,-0.08223301503722986
ACH-000098,-0.12060982045222987
ACH-000099,-0.15207575596144038
ACH-000108,-0.1114948538684902
ACH-000113,-0.18583835973832635
ACH-000116,-0.12998240480105844
ACH-000118,-0.19514699491617032
ACH-000120,-0.0996488989948352
ACH-000123,-0.2020947568791185
ACH-000127,-0.1394310771773213
ACH-000128,-0.3665075791997861
ACH-000132,-0.1213834288276521
ACH-000133,-0.1951077732844207
ACH-000137,-0.2801309578316882
ACH-000138,-0.1616877763547761
ACH-000142,-0.1258159509385625
ACH-000143,-0.06513095785572498
ACH-000146,-0.04192263341597485
ACH-000148,-0.06018624980792385
ACH-000150,-0.17342664315660578
ACH-000152,-0.10940919013177787
ACH-000153,-0.08434851489462114
ACH-000159,-0.16400902190628264
ACH-000160,-0.06561953357139542
ACH-000163,-0.2148785930506056
ACH-000167,0.01597403809140291
ACH-000168,-0.28165472582960605
ACH-000169,-0.14358474932753967
ACH-000178,-0.07670651222401796
ACH-000183,-0.2712973134029655
ACH-000188,0.000594416948124175
ACH-000189,-0.19088654738433086
ACH-000190,-0.229203113227275
ACH-000198,-0.1941823550723962
ACH-000203,0.03078668210681073
ACH-000204,-0.06616914635884236
ACH-000206,-0.21086285134810828
ACH-000207,-0.021045219408882126
ACH-000208,0.020031356094753545
ACH-000210,-0.0922141549353763
ACH-000211,-0.12826411959390432
ACH-000215,-0.2266568556488575
ACH-000221,-0.20808646267834327
ACH-000222,-0.1514110518988012
ACH-000223,-0.16977639505335662
ACH-000226,-0.017320159225518758
ACH-000227,-0.24245403683144906
ACH-000228,-0.0321117340183748
ACH-000231,-0.10471650007962248
ACH-000232,-0.12211075074303596
ACH-000233,-0.1859470388670524
ACH-000234,-0.2639542066664003
ACH-000235,-0.18927134121844486
ACH-000237,-0.19108138629380936
ACH-000238,-0.06757422257614502
ACH-000242,-0.209798196837138
ACH-000243,-0.10280051820853738
ACH-000244,-0.14487131999628342
ACH-000246,-0.03507516127150859
ACH-000248,-0.1480939611218445
ACH-000250,-0.2285733670406417
ACH-000251,-0.13155804381898947
ACH-000252,-0.16957485317415194
ACH-000253,-0.15041674966530624
ACH-000255,0.05224737277023931
ACH-000256,0.03881165713358429
ACH-000257,-0.34235580467029925
ACH-000258,-0.2612589654118564
ACH-000259,-0.19678210173252053
ACH-000260,-0.188361129009758
ACH-000261,-0.19454847212574025
ACH-000262,-0.2630485623525529
ACH-000263,-0.04901445529783807
ACH-000264,-0.0969246789957918
ACH-000265,-0.1781344416250032
ACH-000266,-0.1858047720195796
ACH-000272,-0.11127611884370167
ACH-000274,-0.08194985845029669
ACH-000277,0.02157531985142326
ACH-000278,-0.3483343946615837
ACH-000279,-0.06605733918763891
ACH-000280,-0.04673978853896106
ACH-000281,-0.3895422955172531
ACH-000288,-0.1303573821703826
ACH-000291,-0.18291794524006
ACH-000293,-0.030224988975319625
ACH-000294,-0.08248210451553459
ACH-000295,-0.2428956809559969
ACH-000296,-0.1985070070100554
ACH-000302,-0.09218097923006548
ACH-000304,0.042955842471963115
ACH-000307,-0.1526276424389874
ACH-000308,-0.1105935051760852
ACH-000310,0.0005559587844209803
ACH-000311,-0.2011073377715664
ACH-000312,-0.18297166399508816
ACH-000315,-0.13495907516907146
ACH-000316,-0.17934045616057526
ACH-000317,-0.050836160344100524
ACH-000318,-0.1904282640315735
ACH-000319,-0.06321634350934997
ACH-000320,-0.1820468956693448
ACH-000322,-0.09712237833828707
ACH-000323,-0.1382337035366575
ACH-000324,-0.12506178010600796
ACH-000329,-0.1149975845384208
ACH-000330,-0.17223680385543938
ACH-000331,-0.11934621647532888
ACH-000332,-0.16867127479419847
ACH-000334,-0.14677037494964715
ACH-000335,-0.18112326273904011
ACH-000336,-0.04966776932714044
ACH-000337,-0.11723246915889317
ACH-000338,-0.24864720176614724
