,PROB1 (389333)
ACH-000004,-0.2297641995313017
ACH-000005,-0.08868094640223367
ACH-000007,-0.18603137868883565
ACH-000009,-0.04619055145458343
ACH-000011,-0.01984139615308409
ACH-000012,-0.12980582198447546
ACH-000013,-0.21234610342720986
ACH-000014,-0.13189266577486244
ACH-000015,-0.0828877969414864
ACH-000017,-0.061397673490466875
ACH-000018,-0.04644461601949963
ACH-000019,0.16040643500273924
ACH-000021,-0.0484456670503878
ACH-000022,-0.13155496401133285
ACH-000025,0.006296187727577323
ACH-000028,-0.07865616365552085
ACH-000030,-0.06450442189443499
ACH-000035,-0.053509512990541415
ACH-000036,-0.08583957835363858
ACH-000037,-0.07985800611998753
ACH-000039,-0.28959965499408113
ACH-000040,-0.013155838630873828
ACH-000041,-0.0384864007514454
ACH-000042,-0.11174371875316053
ACH-000045,0.005689690180356402
ACH-000047,-0.2768347531148025
ACH-000052,-0.3073241923867571
ACH-000053,-0.10796299610504312
ACH-000054,-0.10604256852712583
ACH-000055,-0.12081615278870075
ACH-000060,-0.08889399369640136
ACH-000067,-0.016873592273807605
ACH-000070,-0.12544636427857722
ACH-000075,-0.16921824831623306
ACH-000078,0.03033854656978768
ACH-000082,-0.09356874228130203
ACH-000085,-0.016638268104950955
ACH-000086,-0.09607328808749016
ACH-000087,-0.1460804296087424
ACH-000092,-0.00045384993738984813
ACH-000095,-0.24301425670231006
ACH-000097,-0.06563026637752795
ACH-000098,0.002923659600002544
ACH-000099,-0.2530084024715299
ACH-000108,-0.058859362606087824
ACH-000113,-0.19771113539574567
ACH-000116,-0.0940916622288838
ACH-000118,-0.02400818201763904
ACH-000120,-0.017891340359359173
ACH-000123,-0.10502102535523923
ACH-000127,-0.07451787567240409
ACH-000128,-0.14016825251683845
ACH-000132,-0.10292680090773516
ACH-000133,-0.13103028796949673
ACH-000137,-0.051232129982649664
ACH-000138,-0.11737331206645812
ACH-000142,-0.04837583550452591
ACH-000143,-0.11485242615973372
ACH-000146,0.008506169229051376
ACH-000148,-0.1752030289652016
ACH-000150,-0.25897975325138983
ACH-000152,-0.3790316425590449
ACH-000153,-0.054108817688978066
ACH-000159,-0.042789037283372584
ACH-000160,-0.012288311112750968
ACH-000163,-0.1200053270665493
ACH-000167,-0.13287227123819
ACH-000168,-0.004264044065323244
ACH-000169,0.034562584548778405
ACH-000178,-0.11402439240197774
ACH-000183,-0.25456012943377176
ACH-000188,-0.1274067992609619
ACH-000189,-0.2193281912643427
ACH-000190,-0.07096095388883641
ACH-000198,-0.015339947330238584
ACH-000203,-0.13638567933006254
ACH-000204,-0.18249624022354716
ACH-000206,0.054296607868989634
ACH-000207,-0.0955165767212994
ACH-000208,-0.2293260661962844
ACH-000210,-0.24134823240522266
ACH-000211,-0.020208424100104445
ACH-000215,-0.07482656632589775
ACH-000221,-0.12809614580008175
ACH-000222,-0.10304950872702448
ACH-000223,-0.005713838541714443
ACH-000226,-0.007358171482881025
ACH-000227,-0.16147975755949515
ACH-000228,-0.1118206331412264
ACH-000231,-0.1254879914127585
ACH-000232,-0.2299596767578564
ACH-000233,-0.10856052437361326
ACH-000234,-0.08442751297889703
ACH-000235,-0.14217301296665535
ACH-000237,-0.02419968030759702
ACH-000238,-0.027918102940720876
ACH-000242,-0.13220258299388746
ACH-000243,0.0051534226628322105
ACH-000244,-0.17936499063223568
ACH-000246,-0.16777988200104005
ACH-000248,-0.08326502434980723
ACH-000250,-0.1506356231824634
ACH-000251,-0.14402613880810886
ACH-000252,-0.057941870844258114
ACH-000253,-0.03463239785967562
ACH-000255,-0.14701342413376148
ACH-000256,-0.06953214939496989
ACH-000257,-0.25111545749662617
ACH-000258,-0.10374086867647092
ACH-000259,-0.10420811713445118
ACH-000260,-0.16227738631526986
ACH-000261,-0.17033152587787975
ACH-000262,-0.1530291150881543
ACH-000263,-0.004245038474895476
ACH-000264,-0.2105621488798412
ACH-000265,-0.11590654476947328
ACH-000266,-0.06256904154428235
ACH-000272,-0.12666412478596048
ACH-000274,-0.05506082292705275
ACH-000277,-0.1310534216473716
ACH-000278,0.057879092744613087
ACH-000279,-0.18110195438992804
ACH-000280,-0.20653789470191056
ACH-000281,-0.3345019753069795
ACH-000288,-0.14317732216172666
ACH-000291,-0.07587726799032311
ACH-000293,-0.07105090065259577
ACH-000294,-0.13918695959314348
ACH-000295,-0.052906166139364254
ACH-000296,-0.17286873586322407
ACH-000302,-0.07585357464790599
ACH-000304,-0.2487031463003019
ACH-000307,-0.09021987594565524
ACH-000308,-0.15271540602535294
ACH-000310,-0.1929245442480653
ACH-000311,-0.024550197066586784
ACH-000312,0.0045403191055860105
ACH-000315,0.13334573896312685
ACH-000316,0.09639113374351474
ACH-000317,-0.08001414013439666
ACH-000318,0.10652447717396568
ACH-000319,-0.11468360373268766
ACH-000320,0.04037225298323082
ACH-000322,-0.02304391105347961
ACH-000323,-0.11406159390571902
ACH-000324,-0.03094143516973585
ACH-000329,-0.10974161317079467
ACH-000330,-0.2241128732249164
ACH-000331,0.005993082509052728
ACH-000332,-0.039360183030809404
ACH-000334,-0.1022270407609129
ACH-000335,-0.13872713298937886
ACH-000336,-0.08747832542377923
ACH-000337,-0.3153770956158806
ACH-000338,-0.12736507342303155
ACH-000339,-0.09624582859682064
ACH-000341,-0.19483538569006828
ACH-000348,-0.09550720009144664
ACH-000350,-0.20066584013467856
ACH-000352,-0.10827737643195004
ACH-000356,-0.3689907790878437
ACH-000361,-0.13980996837115542
ACH-000362,-0.044109084895936124
ACH-000363,0.01308433460902638
ACH-000364,-0.12212416719624646
ACH-000365,-0.044987116995552114
ACH-000366,-0.08482760166931441
ACH-000368,-0.23257282267899146
ACH-000374,-0.032199566932534084
ACH-000375,-0.021962580408018472
ACH-000376,-0.1483004144858215
ACH-000381,-0.1793136244076339
ACH-000383,-0.07175190586323575
ACH-000387,-0.08136622365821634
ACH-000389,-0.08529998539917248
ACH-000390,-0.16210304704178216
ACH-000393,-0.2190537194943519
ACH-000395,-0.020939840547165217
ACH-000396,-0.09175964194528696
ACH-000397,-0.2038980099661478
ACH-000401,-0.2533225387134899
ACH-000402,-0.025787801430836643
ACH-000403,-0.06823337193937004
ACH-000404,-0.02939743749779598
ACH-000406,-0.08097348593947787
ACH-000407,-0.037307905942430566
ACH-000408,-0.302722096599418
ACH-000410,-0.15670766494967547
ACH-000411,-0.15196537079076902
ACH-000414,-0.015566819939447831
ACH-000415,-0.09718955327922599
ACH-000416,-0.003803256374396685
ACH-000420,-0.1977400034568122
ACH-000421,-0.03793487243751974
ACH-000424,-0.11202759032682036
ACH-000425,-0.13524649510947384
ACH-000426,0.04340201314419628
ACH-000427,0.00655589657948516
ACH-000433,-0.06001426553539858
ACH-000435,0.10312339416011528
ACH-000436,-0.22446275655159392
ACH-000444,-0.09498467228207803
ACH-000445,-0.2732962569724069
ACH-000448,-0.10559429791818424
ACH-000450,-0.26072225596623794
ACH-000452,-0.07128206788431019
ACH-000454,-0.14615059587506926
ACH-000458,-0.09123862222536083
ACH-000459,-0.04008354006580453
ACH-000460,-0.1681743737388782
ACH-000461,-0.01813799341408972
ACH-000463,-0.125635457072809
ACH-000464,-0.15184269983289306
ACH-000466,0.035859837080098864
ACH-000467,-0.04514114801197834
ACH-000468,-0.15936870602220876
ACH-000469,-0.0737810716989481
ACH-000470,0.057537814546016815
ACH-000471,-0.11952711353704452
ACH-000472,-0.08373549405536143
ACH-000473,-0.13829198224709416
ACH-000475,-0.071648370968388
ACH-000476,-0.16759719767919354
ACH-000477,-0.12944839626772442
ACH-000479,-0.2619638481579447
ACH-000480,-0.04656430661074044
ACH-000481,-0.10291352023245118
ACH-000483,0.0699668712825347
ACH-000484,-0.2406867626796725
ACH-000485,-0.06062277837784909
ACH-000486,-0.14297019789023185
ACH-000487,-0.237429405503924
ACH-000488,-0.08278529616013906
ACH-000490,-0.05809359029515385
ACH-000491,-0.21341112120435424
ACH-000495,-0.1452307010874839
ACH-000496,0.023879359918467933
ACH-000499,-0.06625119139542851
ACH-000500,0.13495281917094498
ACH-000502,-0.0887801323180381
ACH-000503,-0.09235807646078432
ACH-000505,-0.1597351624406033
ACH-000507,-0.022717396686247792
ACH-000510,-0.025545397467928152
ACH-000511,-0.11956182529552845
ACH-000512,-0.0920375499466019
ACH-000516,-0.0842809952311844
ACH-000517,-0.02502212191602227
ACH-000518,-0.0019959635834996413
ACH-000520,-0.17870818317197326
ACH-000521,-0.15034489396856154
ACH-000522,-0.07000287291057596
ACH-000524,-0.07658676141642645
ACH-000527,-0.19092306959000402
ACH-000528,-0.03626228508003991
ACH-000537,-0.0432024011878273
ACH-000541,0.05008799182781795
ACH-000542,-0.17553717478778935
ACH-000544,-0.19143833887777334
ACH-000545,-0.10911645064732108
ACH-000547,-0.04004693748878165
ACH-000548,-0.01971444947039964
ACH-000549,-0.08970933913288613
ACH-000550,-0.11743259642506168
ACH-000552,0.01127912659081014
ACH-000556,-0.0413741004279148
ACH-000557,-0.06306360980302839
ACH-000569,-0.0885528204090671
ACH-000570,-0.0876953965042235
ACH-000571,-0.12732610754067442
ACH-000573,-0.02149645678222697
ACH-000576,-0.053893420476506505
ACH-000579,-0.17004987598883867
ACH-000580,-0.1451776431245968
ACH-000584,-0.21025235556591126
ACH-000585,-0.18935734742210214
ACH-000588,0.1022942713866233
ACH-000589,-0.08672906880414576
ACH-000591,0.04844298529829608
ACH-000593,-0.13890170117241954
ACH-000600,-0.2386855900651773
ACH-000601,-0.08691908800281557
ACH-000605,-0.14113368243939595
ACH-000606,-0.21252962115375096
ACH-000608,-0.09607083221777253
ACH-000614,0.10423934790326372
ACH-000616,-0.19435372152763372
ACH-000618,-0.08279729865163628
ACH-000619,-0.21056393621426034
ACH-000620,-0.2276045568364343
ACH-000621,-0.044858231327911405
ACH-000622,-0.12811001771442349
ACH-000623,-0.1835388941858757
ACH-000624,-0.11654269977629356
ACH-000627,-0.16463285390527385
ACH-000630,-0.09955472781980296
ACH-000631,-0.3212386586246128
ACH-000632,-0.058099667096261465
ACH-000633,-0.051704121952386266
ACH-000637,0.20964599952155508
ACH-000638,-0.07180691749238906
ACH-000646,-0.2398220968922859
ACH-000647,-0.12628018626108894
ACH-000648,-0.16430802021094038
ACH-000649,-0.1831079895231442
ACH-000651,-0.2431927170211493
ACH-000652,-0.07102938493671299
ACH-000653,-0.0753774987917652
ACH-000657,-0.15625851270808885
ACH-000658,-0.055943578359386084
ACH-000661,-0.0817232847049905
ACH-000662,-0.2661699323269518
ACH-000663,-0.019564035906794282
ACH-000665,-0.06440503271827801
ACH-000671,-0.08782253888352579
ACH-000672,-0.009070036293867227
ACH-000673,-0.2050981718887717
ACH-000676,-0.07585303014818921
