,NBPF15 (284565)
ACH-000004,-0.4025969495814883
ACH-000005,-0.6935597354203221
ACH-000007,-0.3696654899760424
ACH-000009,-0.4273441645130479
ACH-000011,-0.34325971021823826
ACH-000012,-0.2998802222533081
ACH-000013,-0.17519322482914942
ACH-000014,-0.5679141167038877
ACH-000015,-0.24703601035738285
ACH-000017,-0.3598176551137851
ACH-000018,-0.4664090471116425
ACH-000019,-0.35376899438785075
ACH-000021,-0.3231250954613543
ACH-000022,-0.4707075841875905
ACH-000025,-0.427591675625595
ACH-000028,-0.37895210327049106
ACH-000030,-0.3384611095849685
ACH-000035,-0.30405766144210056
ACH-000036,-0.3710506931297768
ACH-000037,-0.3164099026341091
ACH-000039,-0.4816855872370986
ACH-000040,-0.2696141708386365
ACH-000041,-0.3598815918589015
ACH-000042,-0.4600881498926928
ACH-000045,-0.258276872250194
ACH-000047,-0.28794477824157483
ACH-000052,-0.28330415681971305
ACH-000053,-0.3884376085163744
ACH-000054,-0.27715340653246906
ACH-000055,-0.5434689664980944
ACH-000060,-0.3844809815467654
ACH-000067,-0.35105238493861063
ACH-000070,-0.21408246196070807
ACH-000075,-0.3736095446656709
ACH-000078,-0.4110279278397926
ACH-000082,-0.1185486184717734
ACH-000085,-0.3270192653714411
ACH-000086,-0.3377195410058617
ACH-000087,-0.28049219338427483
ACH-000092,-0.2560549724349383
ACH-000095,-0.5428179061389026
ACH-000097,-0.4761086797139645
ACH-000098,-0.31677938453115123
ACH-000099,-0.3009438138381353
ACH-000108,-0.4171966433024619
ACH-000113,-0.430717253928026
ACH-000116,-0.21045079790917565
ACH-000118,-0.3481299438056984
ACH-000120,-0.3442271596865696
ACH-000123,-0.3540333306621897
ACH-000127,-0.3696089849884802
ACH-000128,-0.4567566742664009
ACH-000132,-0.048544861381014534
ACH-000133,-0.3054653451142304
ACH-000137,-0.1820986208735889
ACH-000138,-0.3779437772086712
ACH-000142,-0.30599791507845586
ACH-000143,-0.35343213680612495
ACH-000146,-0.486742476834686
ACH-000148,-0.3564551661727101
ACH-000150,-0.4622651254906522
ACH-000152,-0.3606889231501077
ACH-000153,-0.6275665528653499
ACH-000159,-0.3137613051462424
ACH-000160,-0.2070054559575316
ACH-000163,-0.4892240537758406
ACH-000167,-0.1830915712306478
ACH-000168,-0.4552416891914486
ACH-000169,-0.5132991731326978
ACH-000178,-0.29496295660090205
ACH-000183,-0.4569707788387899
ACH-000188,-0.3917455845534169
ACH-000189,-0.45924653398918097
ACH-000190,-0.32814813290279204
ACH-000198,-0.42223120136140013
ACH-000203,-0.14001794083327773
ACH-000204,-0.3983350351880312
ACH-000206,-0.38188317731378696
ACH-000207,-0.4612435797995513
ACH-000208,-0.4328940204770255
ACH-000210,-0.3591720789192404
ACH-000211,-0.30139104201006744
ACH-000215,-0.3618062492270353
ACH-000221,-0.4885313546069494
ACH-000222,-0.29331382641494785
ACH-000223,-0.30683905412468393
ACH-000226,-0.4042562808432035
ACH-000227,-0.2802575139590097
ACH-000228,-0.2243974977688512
ACH-000231,-0.29802330569519625
ACH-000232,-0.290549308662529
ACH-000233,-0.33514797497497634
ACH-000234,-0.4152479210032931
ACH-000235,-0.4110885030074729
ACH-000237,-0.40809448462959497
ACH-000238,-0.4309797821684097
ACH-000242,-0.5105343716938863
ACH-000243,-0.3848933871366608
ACH-000244,-0.2512220184209534
ACH-000246,-0.35224044884216243
ACH-000248,-0.19783022342408216
ACH-000250,-0.2298544413029493
ACH-000251,-0.6253097453507778
ACH-000252,-0.2282941539574296
ACH-000253,-0.4750502753613546
ACH-000255,-0.13082700811797512
ACH-000256,-0.4161882032269685
ACH-000257,-0.49306697385863796
ACH-000258,-0.05489297179616589
ACH-000259,-0.2834844872915295
ACH-000260,-0.2693795979176508
ACH-000261,-0.4267865562838764
ACH-000262,-0.3218977183374363
ACH-000263,-0.4288225525432486
ACH-000264,-0.2920606957962038
ACH-000265,-0.2078062114489957
ACH-000266,-0.2894990260724365
ACH-000272,-0.4907213981315102
ACH-000274,-0.2944206834031665
ACH-000277,-0.2859549925511785
ACH-000278,-0.26393343017508714
ACH-000279,-0.4746560305105553
ACH-000280,-0.3366051645568842
ACH-000281,-0.4534765953767381
ACH-000288,-0.3514997985125294
ACH-000291,-0.2726044827636815
ACH-000293,-0.2486379834869576
ACH-000294,-0.6906299167612691
ACH-000295,-0.44155433454299775
ACH-000296,-0.4144421575332761
ACH-000302,-0.42075844230325693
ACH-000304,-0.3330443063853609
ACH-000307,-0.4843717850631186
ACH-000308,-0.12912865172270652
ACH-000310,-0.22751114493588295
ACH-000311,-0.3142837102669842
ACH-000312,-0.2285211496663459
ACH-000315,-0.3766991031361549
ACH-000316,-0.4313125344313653
ACH-000317,-0.5912464003866735
ACH-000318,-0.6771588039068864
ACH-000319,-0.22930989290406925
ACH-000320,-0.4025432324960012
ACH-000322,-0.12517221961283995
ACH-000323,-0.2308519278362516
ACH-000324,-0.2887963614327433
ACH-000329,-0.35733575890326946
ACH-000330,-0.3628228587237381
ACH-000331,-0.4301036833814333
ACH-000332,-0.37996841428521294
ACH-000334,-0.3070384579084177
ACH-000335,-0.5323959612006608
ACH-000336,-0.4094440959740716
ACH-000337,-0.2280453268391163
ACH-000338,0.033544253579769465
ACH-000339,-0.3633835545060777
ACH-000341,-0.5140061946375017
ACH-000348,-0.40697177733437984
ACH-000350,-0.4957714090488487
ACH-000352,-0.4011979413660446
ACH-000356,-0.4662376551110024
ACH-000361,-0.362422655876978
ACH-000362,-0.4746841308498145
ACH-000363,-0.1966517018238751
ACH-000364,-0.3357682733262052
ACH-000365,-0.44825433965007017
ACH-000366,-0.3489828714395309
ACH-000368,-0.3748924169189458
ACH-000374,-0.3157261312286612
ACH-000375,-0.2901281883763161
ACH-000376,-0.4974232916657842
ACH-000381,-0.5379149356697989
ACH-000383,-0.41380427797649294
ACH-000387,-0.6949065338395521
ACH-000389,-0.23141098204991906
ACH-000390,-0.4919785038115782
ACH-000393,-0.367941432479634
ACH-000395,-0.3710937808681631
ACH-000396,-0.27895869129267725
ACH-000397,-0.435539401284602
ACH-000401,-0.2870221795232143
ACH-000402,-0.5185246428788777
ACH-000403,-0.3942475657023334
ACH-000404,-0.4474064019430029
ACH-000406,-0.44987576824248254
ACH-000407,-0.3226602258595662
ACH-000408,-0.419467637576336
ACH-000410,-0.31143984691292403
ACH-000411,-0.34483285434505945
ACH-000414,-0.35771504983555563
ACH-000415,-0.33955708295743964
ACH-000416,-0.4090680333479472
ACH-000420,-0.3807327875914656
ACH-000421,-0.44276289941189706
ACH-000424,-0.4809595552043303
ACH-000425,-0.08012019380584158
ACH-000426,-0.2071452980222248
ACH-000427,-0.3769077532657716
ACH-000433,-0.3489674239703362
ACH-000435,-0.3802204403048225
ACH-000436,-0.5568314248980942
ACH-000444,-0.19524896252287674
ACH-000445,-0.13755253798635056
ACH-000448,-0.3737060286878882
ACH-000450,-0.5424525771376133
ACH-000452,-0.3548226485689775
ACH-000454,-0.6218017296220643
ACH-000458,-0.212772345756729
ACH-000459,-0.4516489852474331
ACH-000460,-0.28973671519980954
ACH-000461,-0.3324474109362083
ACH-000463,-0.34298133522977003
ACH-000464,-0.3926565921935287
ACH-000466,-0.8000083058167452
ACH-000467,-0.3223672262729428
ACH-000468,-0.3450728202937153
ACH-000469,-0.30033139364961703
ACH-000470,-0.5106259153191377
ACH-000471,-0.4440590901775763
ACH-000472,-0.2064710334627375
ACH-000473,-0.3527669700574498
ACH-000475,-0.2798273968695076
ACH-000476,-0.24845819319163864
ACH-000477,-0.35284732086614395
ACH-000479,-0.2521275084670344
ACH-000480,-0.3839648081622243
ACH-000481,-0.4182929206834479
ACH-000483,-0.6789508347057638
ACH-000484,-0.4538679915254686
ACH-000485,-0.5480274402725717
ACH-000486,-0.3865290397817818
ACH-000487,-0.4671323159752482
ACH-000488,-0.4664484750689104
ACH-000490,-0.3581385832206949
ACH-000491,-0.4155876178301383
ACH-000495,-0.339950022981174
ACH-000496,-0.4434154783911659
