,MOGS (7841)
ACH-000178,-0.4280704185325767
ACH-000183,-0.3896743686192232
ACH-000188,-0.2506059888717664
ACH-000189,-0.3349601378196417
ACH-000190,-0.3730435105216443
ACH-000198,-0.05574458746636424
ACH-000203,-0.5483115524372804
ACH-000204,-0.1509984704798902
ACH-000206,-0.571539789588702
ACH-000207,-0.3911756760026876
ACH-000208,-0.5109282944181118
ACH-000210,-0.042581241367757074
ACH-000211,-0.19790167588988333
ACH-000215,-0.294507471367072
ACH-000221,-0.3563671490202464
ACH-000222,-0.358887389991894
ACH-000223,-0.21003438959653076
ACH-000226,-0.24751721007041386
ACH-000227,-0.38321043649486536
ACH-000228,-0.3562179934027726
ACH-000231,-0.2509930329261298
ACH-000232,-0.2830759517477907
ACH-000233,-0.1819697340970343
ACH-000234,-0.10064657713930332
ACH-000235,-0.1444889251971214
ACH-000237,-0.177986339513105
ACH-000238,-0.2751500163147039
ACH-000242,-0.26659204031970496
ACH-000243,-0.34593752143050893
ACH-000244,-0.283135697674136
ACH-000246,-0.20789442883874254
ACH-000248,-0.2378518427444291
ACH-000250,-0.24147574570601466
ACH-000251,-0.08951485954926798
ACH-000252,-0.5634277898464142
ACH-000253,-0.2411943791122797
ACH-000255,-0.4859908678440573
ACH-000256,-0.3820340143945452
ACH-000257,-0.3731635801268329
ACH-000258,-0.1946688562330449
ACH-000259,-0.2255051438522258
ACH-000260,-0.2360862929629041
ACH-000261,-0.2319238356772345
ACH-000262,-0.19706610027222093
ACH-000263,-0.17523103833708875
ACH-000264,-0.2972419341368941
ACH-000265,-0.13176857810666165
ACH-000266,-0.1891140499655726
ACH-000272,-0.3968857910684176
ACH-000274,-0.3248187917499677
ACH-000277,-0.21432549679022447
ACH-000278,-0.2735180053979093
ACH-000279,-0.2648686246273187
ACH-000280,-0.07613153127545565
ACH-000281,-0.39386663424913065
ACH-000288,-0.27278367126789943
ACH-000291,-0.37681399481633937
ACH-000293,-0.19368044040996185
ACH-000294,-0.2610200981452752
ACH-000295,-0.2136343443804612
ACH-000296,-0.3783687159202668
ACH-000302,-0.24494411655856085
ACH-000304,-0.3359604331963197
ACH-000307,-0.2274291213223369
ACH-000308,-0.19253596461876896
ACH-000310,-0.15151855989203789
ACH-000311,-0.25851552676613954
ACH-000312,-0.19637922741776467
ACH-000315,-0.7253188152987421
ACH-000316,-0.1849727599483228
ACH-000317,-0.30110209972152463
ACH-000318,-0.08099778140095998
ACH-000319,-0.2499588710324105
ACH-000320,-0.08942518719848441
ACH-000322,-0.4549750856699664
ACH-000323,-0.004997999499039171
ACH-000324,-0.25519872200197896
ACH-000329,-0.2931535087392226
ACH-000330,-0.435750524112731
ACH-000331,-0.3540889854470421
ACH-000332,-0.3538214538460866
ACH-000334,-0.2580846544263082
ACH-000335,-0.4003469250998292
ACH-000336,-0.3598201318064202
ACH-000337,-0.024284992971710682
ACH-000338,-0.15103055106854482
ACH-000339,-0.31502576883885425
ACH-000341,-0.4912123608795502
ACH-000348,-0.2212804949942137
ACH-000350,-0.27819173023189936
ACH-000352,-0.3329294144714778
ACH-000356,-0.3943468696224972
ACH-000361,-0.1980197504167102
ACH-000362,-0.31724618019629264
ACH-000363,-0.13877974125622386
ACH-000364,-0.3935418102277046
ACH-000365,-0.4293012468705165
ACH-000366,-0.2503574969663028
ACH-000368,-0.6456273371180047
ACH-000374,-0.30053527216634845
ACH-000375,-0.134272935286473
ACH-000376,-0.3859242551541479
ACH-000381,-0.38727346685578173
ACH-000383,-0.1276472911131866
ACH-000387,-0.2286043464523393
ACH-000389,-0.5345293562550668
ACH-000390,-0.2351918597533048
ACH-000393,-0.3459454436380248
ACH-000395,-0.06311532412812475
ACH-000396,-0.3073112832331739
ACH-000397,-0.4458257032793405
ACH-000401,-0.31082823932523457
ACH-000402,-0.02481765829713869
ACH-000403,-0.3556249157660124
ACH-000404,-0.5664742322280018
ACH-000406,-0.2388453655465898
ACH-000407,-0.16868649693851395
ACH-000408,-0.5657127128627443
ACH-000410,-0.2730829642545148
ACH-000411,-0.2694195590709568
ACH-000414,-0.1524343125204078
ACH-000415,-0.3451151747731805
ACH-000416,-0.2259453341924713
ACH-000420,-0.2797616171502051
ACH-000421,-0.3088937966408078
ACH-000424,-0.2999551218463441
ACH-000425,-0.2028297784078148
ACH-000426,-0.22185275233647606
ACH-000427,-0.028408590499229912
ACH-000433,-0.4357552576525525
ACH-000435,-0.5946728028172278
ACH-000436,-0.2824653836302957
ACH-000444,-0.13473155334759046
ACH-000445,-0.34343958363297883
ACH-000448,-0.2510287364635047
ACH-000450,-0.458577215682756
ACH-000452,-0.19857828454445955
ACH-000454,-0.5167413348707471
ACH-000458,-0.3969449754988341
ACH-000459,-0.2540644666168237
ACH-000460,-0.3996520594806897
ACH-000461,-0.3629980872318348
ACH-000463,-0.2027604767550894
ACH-000464,-0.36451331828809824
ACH-000466,-0.31959059794892064
ACH-000467,-0.2908327157471691
ACH-000468,-0.3880510869627629
ACH-000469,-0.22437452637430091
ACH-000470,-0.21024165957357424
ACH-000471,-0.4101267453750459
ACH-000472,-0.16258226393754502
ACH-000473,-0.25065160819944643
ACH-000475,-0.4482649225142105
ACH-000476,-0.16474583039226942
ACH-000477,-0.2044234940809596
ACH-000479,-0.28466887603110924
ACH-000480,-0.5252025782880559
ACH-000481,-0.2317453936872914
ACH-000483,-0.15378371474024016
ACH-000484,-0.27453489233445405
ACH-000485,-0.3747670209309233
ACH-000486,-0.35866174411806
ACH-000487,-0.2579575151095576
ACH-000488,-0.17880304791299764
ACH-000490,-0.4550283218438589
ACH-000491,-0.34048051341448143
ACH-000495,-0.4126892766561479
ACH-000496,-0.2872765544676519
ACH-000499,-0.3515268572368517
ACH-000500,-0.1987249343213306
ACH-000502,-0.2828998800092753
ACH-000503,-0.3943436759827876
ACH-000505,-0.1711136825543535
ACH-000507,-0.2527950069801959
ACH-000510,-0.25806547336468616
ACH-000511,-0.3296982531097921
ACH-000512,-0.23817948251279375
ACH-000516,-0.18915273223704335
ACH-000517,-0.2630381348877598
ACH-000518,-0.3807941555366294
ACH-000520,-0.5022336505971758
ACH-000521,-0.30641148049070266
ACH-000522,-0.29907686433972763
ACH-000524,-0.2764753584197435
ACH-000527,-0.3035099168268699
ACH-000528,-0.2424858236126141
ACH-000537,-0.3564387732891756
ACH-000541,-0.4828651078838843
ACH-000542,-0.17581436444508186
ACH-000544,-0.3362434669005031
ACH-000545,-0.28932537263773833
ACH-000547,-0.4950543045123028
ACH-000548,-0.4167801323416921
ACH-000549,-0.4576670256880359
ACH-000550,-0.14762621088654154
ACH-000552,-0.4600412426316272
ACH-000556,-0.2589996676500153
ACH-000557,-0.12710625346561533
ACH-000569,-0.2728997106457981
ACH-000570,-0.15163632450496312
ACH-000571,-0.07331103587235711
ACH-000573,-0.2159505169127455
ACH-000576,-0.2970243736597801
ACH-000579,-0.4647481054915661
ACH-000580,-0.21953057680063368
ACH-000584,-0.2495890845972643
ACH-000585,-0.34465642080719394
ACH-000588,-0.3982326104135846
ACH-000589,-0.1037133515231632
ACH-000591,-0.2520787960166003
ACH-000593,-0.20741618416894347
ACH-000600,-0.14830668035920086
ACH-000601,-0.29696961708210706
ACH-000605,-0.20804767095379997
ACH-000606,-0.4525404591339236
ACH-000608,-0.2339491333128985
ACH-000614,-0.1605345629888172
ACH-000616,-0.2910639565939356
ACH-000618,-0.12918636499770522
ACH-000619,-0.2460755666536697
ACH-000620,-0.4032253448374264
ACH-000621,-0.2197159561948377
ACH-000622,-0.22639233953742285
ACH-000623,-0.2965097165962744
ACH-000624,-0.35727836459338624
ACH-000627,-0.3053310267165222
ACH-000630,-0.4937595712135386
ACH-000631,-0.0744714538812366
ACH-000632,-0.24644404891782595
ACH-000633,-0.4171149160317815
ACH-000637,-0.37818166937764336
ACH-000638,-0.13808046197408802
ACH-000646,-0.17358669292519374
ACH-000647,-0.27557041936930793
ACH-000648,-0.4183580217636099
ACH-000649,-0.36583966770705983
ACH-000651,-0.15481164136488745
ACH-000652,-0.268901222214502
ACH-000653,-0.1659575225522095
ACH-000657,-0.2453174714579428
ACH-000658,-0.20816219262042893
ACH-000661,-0.05429905097034751
ACH-000662,-0.3440916891342738
ACH-000663,-0.16882859602963352
ACH-000665,-0.4359608242780531
ACH-000671,-0.5197418760357719
ACH-000672,0.0014069149775983547
ACH-000673,-0.4231857545372717
ACH-000676,-0.16118174472628707
ACH-000677,-0.10545317724027313
ACH-000681,-0.17940914773424982
ACH-000683,-0.2828285787242338
ACH-000684,-0.11484597148667915
ACH-000688,-0.2318552924662957
ACH-000693,-0.1963291678333912
ACH-000694,-0.24062208569193716
ACH-000695,-0.17373164116147707
ACH-000696,-0.28251153615537
ACH-000697,-0.35223157437491065
ACH-000699,-0.26431068078038783
ACH-000701,-0.206985588475658
ACH-000706,-0.3141126205176005
ACH-000711,-0.2440101321235927
ACH-000713,-0.06464672773698689
ACH-000714,-0.096710503126892
ACH-000718,-0.387127059491923
ACH-000720,-0.3071068637764689
ACH-000721,-0.1849745642608986
ACH-000724,-0.1447972017036497
ACH-000725,-0.32031184527577705
ACH-000732,-0.05175697474695476
ACH-000734,-0.379900050550759
ACH-000735,-0.3785001765423953
ACH-000736,-0.15674289320247878
ACH-000738,-0.1397728881313686
ACH-000746,-0.20782273321052014
ACH-000747,-0.1248281243528516
ACH-000748,-0.17423772376314886
ACH-000753,-0.28106398501760715
ACH-000756,-0.4008816837000604
ACH-000757,-0.16861366733575542
ACH-000758,-0.20529164554725865
ACH-000760,-0.2632980637413968
ACH-000762,-0.408025641216834
ACH-000763,-0.06380536982856677
ACH-000764,-0.13265560052907854
ACH-000765,-0.3139755276719892
ACH-000766,-0.4647328743546594
ACH-000767,-0.374232876530688
ACH-000768,-0.1907951696573608
ACH-000769,-0.5369627602351602
ACH-000770,-0.19868352933690167
ACH-000771,-0.3318434178840459
ACH-000773,-0.2910378712856348
ACH-000776,-0.031021434293146837
ACH-000777,-0.3532568326287058
ACH-000778,-0.25107968586511603
ACH-000781,-0.24360102022682276
ACH-000782,-0.3460949987229973
ACH-000783,-0.16220087232000854
ACH-000784,-0.23113988510250305
ACH-000785,-0.35635461075392605
ACH-000787,-0.4364960104856546
ACH-000788,-0.2758939073764336
ACH-000791,-0.08807023208638592
ACH-000792,-0.3223156115420668
ACH-000794,-0.4038977567644713
ACH-000796,-0.4059322979943925
ACH-000798,-0.22138752141479154
ACH-000799,-0.5948515854115662
ACH-000800,-0.2212138482862876
ACH-000802,-0.21025502385573872
ACH-000804,-0.2235481593345517
ACH-000805,-0.13526075243426672
ACH-000809,-0.2319269181005667
ACH-000810,-0.3742307688620584
ACH-000811,-0.24237331760919226
ACH-000817,-0.5760626646956252
ACH-000819,-0.0971225284989445
ACH-000820,-0.1986969068966144
ACH-000821,-0.2582172802660394
ACH-000822,-0.2318756686302954
ACH-000823,-0.08624847019099488
ACH-000824,-0.1643712536754738
ACH-000827,-0.1604444889478502
ACH-000829,-0.21421877060300268
ACH-000831,-0.2585491010050186
ACH-000832,-0.5331113537109003
ACH-000833,-0.030903830804915038
ACH-000834,-0.3995932508428611
ACH-000835,-0.0726462718993784
ACH-000836,-0.34971940844777577
ACH-000837,-0.2506332858569684
ACH-000838,-0.20767027646674327
ACH-000839,-0.2926876174138702
ACH-000840,-0.2568182071441781
ACH-000841,-0.1172969604057773
ACH-000843,-0.2688115904554064
ACH-000846,-0.6394978876495083
ACH-000847,-0.2779705895148797
ACH-000848,-0.3691798129331668
ACH-000849,-0.3817047957594883
ACH-000851,-0.3612570648478365
ACH-000855,-0.07500352116784179
ACH-000856,-0.27385912247476923
ACH-000858,-0.1932474984278521
ACH-000859,-0.3061243499572217
ACH-000861,-0.2829597219645356
ACH-000862,-0.17341671685429824
ACH-000865,-0.21740997923397684
ACH-000866,-0.2414660288616756
ACH-000867,-0.2069096128578359
ACH-000869,-0.2585937712000094
ACH-000872,-0.31628921038015445
ACH-000873,-0.2103536883264865
ACH-000876,-0.17255169245970875
ACH-000878,-0.201793890326398
ACH-000880,-0.4562161101685333
ACH-000881,-0.21998925364976069
ACH-000882,-0.3396798187691804
ACH-000884,-0.3007485681628216
ACH-000885,-0.3947864793801761
ACH-000887,-0.17446205281726135
ACH-000889,-0.27322457312246073
ACH-000896,-0.2042845415354101
ACH-000898,-0.07947548669151316
ACH-000900,-0.2535126850659821
ACH-000901,-0.2454142011165939
ACH-000905,-0.23825276786773114
ACH-000906,-0.2332804485903429
ACH-000907,-0.3490197032984093
ACH-000910,-0.2661228251494009
ACH-000911,-0.10751807049935726
ACH-000912,-0.15949254832331672
ACH-000913,-0.2411298316500364
ACH-000915,-0.029399763126120262
ACH-000916,-0.4321598743132535
ACH-000917,-0.346025895664103
ACH-000920,-0.4273765646301215
ACH-000921,-0.21773931912794453
ACH-000924,-0.2606082454404877
ACH-000926,-0.2507337216433056
ACH-000928,-0.3358390008397767
ACH-000929,-0.1950926574725105
ACH-000932,-0.2162415937503148
ACH-000935,-0.20216222982465687
ACH-000936,-0.3668961047405334
ACH-000937,-0.22474678183653415
ACH-000938,-0.19948646161831807
ACH-000939,-0.2621761187714093
ACH-000941,-0.2155676830244537
ACH-000943,-0.4137218703192641
ACH-000946,-0.2411405792536197
ACH-000947,-0.1761221436265139
ACH-000948,-0.15692824088618848
ACH-000950,0.025620405014580648
ACH-000953,-0.10219605855514642
ACH-000954,-0.3676890921598685
ACH-000957,-0.3651257503379486
ACH-000958,-0.4794249707232058
ACH-000960,-0.2588532198236105
ACH-000963,-0.3927188740553458
ACH-000968,-0.09471878501718038
ACH-000969,-0.1710255762766926
ACH-000972,-0.2484211375108566
ACH-000973,-0.3338400875193456
ACH-000974,-0.3155194780920701
ACH-000978,-0.28943723106241065
ACH-000984,-0.3068115159531753
ACH-000986,-0.3258104713135449
ACH-000988,-0.3112848526595215
ACH-000993,-0.3865982845068923
ACH-000994,-0.4380780200912328
ACH-000996,-0.17667043509894134
ACH-001001,-0.2933239929662677
ACH-001020,-0.3949993772905294
ACH-001028,-0.28170506000088263
ACH-001031,0.11138927843521942
ACH-001038,-0.3635077222181071
ACH-001048,-0.18953463499869988
ACH-001050,-0.3421061373737763
ACH-001053,-0.3365244762043951
ACH-001054,-0.34605377658006675
ACH-001061,-0.2562618619998171
ACH-001067,-0.3478349832830803
ACH-001075,-0.08563055674736775
ACH-001096,-0.10550625703544493
ACH-001111,-0.6176075881591675
ACH-001119,-0.4383201448350416
ACH-001128,-0.4531063951273092
ACH-001134,-0.3317736919451773
ACH-001151,-0.2956975565062006
ACH-001163,-0.3506931041686784
ACH-001164,-0.3614724586871771
ACH-001183,-0.2217863502484068
ACH-001192,-0.24326049807743064
ACH-001193,-0.32680397309323594
ACH-001196,-0.2906612992946051
ACH-001197,-0.5308543118053174
ACH-001205,-0.2991642215225104
ACH-001211,-0.2121160957459376
ACH-001212,-0.22862904740586096
ACH-001228,-0.3919705849227517
ACH-001232,-0.306734139964684
ACH-001239,-0.2516799951662313
ACH-001270,-0.3307330645466877
ACH-001274,-0.17923822718035667
ACH-001275,0.02802799982106427
ACH-001277,-0.40036640784709465
ACH-001278,-0.2090442601192098
ACH-001280,-0.3336170152956736
ACH-001283,-0.2281459420593098
ACH-001289,-0.24939392812202704
ACH-001300,-0.26399885178314314
ACH-001301,-0.3980332592152008
ACH-001302,-0.4762284094819616
ACH-001306,-0.17160391096737002
ACH-001318,-0.2273761671915821
ACH-001322,-0.1830464743944789
ACH-001328,-0.4126106578233113
ACH-001332,-0.5457932654118594
ACH-001336,-0.3397530755079955
ACH-001346,-0.2535550715602266
ACH-001353,-0.35065416733481475
ACH-001354,-0.058254015883179536
ACH-001367,-0.2422895498635958
ACH-001368,-0.20880193428096455
ACH-001374,-0.6949988741398329
ACH-001377,-0.2198380534723248
ACH-001380,-0.21960644611289065
ACH-001391,-0.3195991035772069
ACH-001408,-0.28564647003675825
ACH-001430,-0.08528940391379343
ACH-001431,-0.18474401691540066
ACH-001450,-0.6575308760787132
ACH-001496,-0.2542226848044267
ACH-001500,-0.23155810144975786
ACH-001523,-0.302531756911948
ACH-001532,-0.3025473506113487
ACH-001550,-0.1528820966591469
ACH-001552,-0.2276695822611625
ACH-001554,-0.25393768294484365
ACH-001654,-0.009789290388593636
ACH-001735,-0.14061007101993606
ACH-001736,-0.061831597984927635
ACH-001737,-0.06692330041527668
ACH-001740,-0.3717966838569732
ACH-001745,-0.1363724466406414
ACH-001765,-0.11031379807835448
