,SSB (6741)
ACH-000004,-0.3464589966553028
ACH-000005,-0.4008701642876546
ACH-000007,-0.4316664117314285
ACH-000009,-0.4186245796795123
ACH-000011,-0.6363997670832596
ACH-000012,-0.2096790504521396
ACH-000013,-0.2616060037356274
ACH-000014,-0.34018795350544273
ACH-000015,-0.305324897757765
ACH-000017,-0.011375145922324132
ACH-000018,-0.6858692419435852
ACH-000019,-0.31841228501502106
ACH-000021,-0.28271810481741705
ACH-000022,-0.1799030080633188
ACH-000025,-0.639396352509223
ACH-000028,-0.3028691662601057
ACH-000030,-0.4972750424422959
ACH-000035,-0.3997032698399709
ACH-000036,-0.4134804484466056
ACH-000037,-0.057002354419460124
ACH-000039,-0.2901556189816322
ACH-000040,-0.3443028858273425
ACH-000041,-0.12098849058507655
ACH-000042,-0.3086280012954981
ACH-000045,-0.4218674429165097
ACH-000047,-0.2333768867808311
ACH-000052,-0.23332648230407016
ACH-000053,-0.2780174326374236
ACH-000054,-0.18821569364054652
ACH-000055,-0.6208503928924436
ACH-000060,-0.344860088869241
ACH-000067,-0.3782112359965631
ACH-000070,-0.4444761504060825
ACH-000075,-0.30101387525034634
ACH-000078,-0.11136816706485284
ACH-000082,-0.2944859205818253
ACH-000085,-0.22789879782191544
ACH-000086,-0.3889445851099679
ACH-000087,-0.5886015902551168
ACH-000092,-0.7160199046131643
ACH-000095,-0.5098630712610873
ACH-000097,0.1045180933030602
ACH-000098,-0.6287192068337895
ACH-000099,-0.21616878521100752
ACH-000108,-0.5010125310903034
ACH-000113,-0.3788430077294609
ACH-000116,-0.3928938306554086
ACH-000118,-0.2953323158597231
ACH-000120,-0.4717585919812168
ACH-000123,-0.3724812131203098
ACH-000127,-0.5204529679953273
ACH-000128,-0.38966251315585626
ACH-000132,-0.5116178839586221
ACH-000133,-0.34836039449860307
ACH-000137,-0.385033846074362
ACH-000138,-0.2318693561047557
ACH-000142,-0.4579215406405476
ACH-000143,-0.3412926756706766
ACH-000146,-0.22292238286658125
ACH-000148,-0.4773204662226633
ACH-000150,-0.4718262870763662
ACH-000152,-0.2417523767637621
ACH-000153,-0.2929412329806888
ACH-000159,-0.32964424171438395
ACH-000160,-0.2446657248778324
ACH-000163,-0.26873982082630354
ACH-000167,-0.6694245232730182
ACH-000168,-0.370535495791683
ACH-000169,-0.2799350812585131
ACH-000178,-0.5043809988403849
ACH-000183,-0.09394932804888728
ACH-000188,-0.4499720775000184
ACH-000189,-0.3549531259849789
ACH-000190,-0.5049025795852115
ACH-000198,-0.4050309140387553
ACH-000203,-0.4924135766996861
ACH-000204,-0.035253591275017176
ACH-000206,-0.3785737173903513
ACH-000207,-0.13606760946328084
ACH-000208,-0.34416338300118376
ACH-000210,-0.3679248659066325
ACH-000211,-0.2621521496042481
ACH-000215,-0.6285121741294256
ACH-000221,-0.4141690260577189
ACH-000222,-0.4782559037324299
ACH-000223,-0.4053511080003074
ACH-000226,-0.3986461003675241
ACH-000227,-0.3862783248379473
ACH-000228,-0.3457074930110977
ACH-000231,-0.6715442386631357
ACH-000232,-0.7028886319444528
ACH-000233,-0.155708765019739
ACH-000234,-0.334715775553216
ACH-000235,-0.3430100343092472
ACH-000237,-0.6344709075125221
ACH-000238,-0.5344729656100459
ACH-000242,-0.3231622941889116
ACH-000243,-0.4653850080065745
ACH-000244,-0.39477566597683655
ACH-000246,-0.43499596904374777
ACH-000248,-0.07163754400764907
ACH-000250,-0.37484919253261934
ACH-000251,-0.4936170794417765
ACH-000252,-0.3431130069647288
ACH-000253,-0.1917465415906535
ACH-000255,-0.4435090968555842
ACH-000256,-0.12953005746393104
ACH-000257,-0.07182173886441028
ACH-000258,-0.4651593876012813
ACH-000259,-0.1773692569911676
ACH-000260,-0.4662586065865989
ACH-000261,-0.1678143226027742
ACH-000262,-0.4561901606813487
ACH-000263,-0.15046285740842655
ACH-000264,-0.09276633138575904
ACH-000265,-0.459753746049131
ACH-000266,-0.250205202486335
ACH-000272,-0.399540358979591
ACH-000274,-0.28700911562433395
ACH-000277,-0.2891092726963452
ACH-000278,-0.4076278957941348
ACH-000279,-0.446738058051098
ACH-000280,-0.3535120055615825
ACH-000281,-0.3917893248260398
ACH-000288,-0.4508937080668351
ACH-000291,-0.29520570448026484
ACH-000293,-0.27444116866706864
ACH-000294,-0.20400893530382408
ACH-000295,-0.5457966394032862
ACH-000296,-0.6092875028595638
ACH-000302,-0.22588949444246195
ACH-000304,-0.2534086389193177
ACH-000307,-0.5889858695622441
ACH-000308,-0.1921159875011051
ACH-000310,-0.2380012425546769
ACH-000311,-0.2124227277556791
ACH-000312,-0.4551657101210436
ACH-000315,-0.4424476799144584
ACH-000316,-0.12716966609580924
ACH-000317,-0.32522558103711124
ACH-000318,-0.4438064571624755
ACH-000319,-0.36863986668319737
ACH-000320,-0.4881627370022101
ACH-000322,-0.3844066432913201
ACH-000323,-0.5190725404321548
ACH-000324,-0.4568765067614634
ACH-000329,-0.1472038277416311
ACH-000330,-0.13587797045171254
ACH-000331,-0.5583925735764181
ACH-000332,-0.4638859614311529
ACH-000334,-0.43405481542388813
ACH-000335,-0.4527519408239609
ACH-000336,-0.3463521592826781
ACH-000337,-0.006474003661296808
ACH-000338,-0.051982398033732134
ACH-000339,-0.4996179026565462
ACH-000341,-0.2870734912254944
ACH-000348,-0.12068635761687665
ACH-000350,-0.07933882281677151
ACH-000352,-0.1077662880866872
ACH-000356,-0.24328133422046944
ACH-000361,-0.3528890812127861
ACH-000362,-0.11966570042049662
ACH-000363,0.04619753209080611
ACH-000364,-0.4730859436595607
ACH-000365,0.010156343849790991
ACH-000366,-0.2696238167686674
ACH-000368,-0.4920878607414786
ACH-000374,-0.5091631451578204
ACH-000375,-0.4501168176806828
ACH-000376,-0.27167673737518505
ACH-000381,-0.2827495453969201
ACH-000383,-0.23717728758149725
ACH-000387,-0.4140653681675801
ACH-000389,-0.36134140250980057
ACH-000390,-0.25483944630570826
ACH-000393,-0.28604055902821623
ACH-000395,-0.13649647797095435
ACH-000396,-0.4498250280700757
ACH-000397,-0.4096589498261577
ACH-000401,-0.6030503587689177
ACH-000402,-0.05785037532282065
ACH-000403,-0.24956538256361235
ACH-000404,-0.32685350714049394
ACH-000406,-0.2601806963331155
ACH-000407,-0.4877370140525322
ACH-000408,-0.5451251678871495
ACH-000410,-0.4891328768161698
ACH-000411,-0.4729459144606914
ACH-000414,-0.04656817586753724
ACH-000415,-0.4873185904930836
ACH-000416,-0.3381904738208041
ACH-000420,-0.4127860940105744
ACH-000421,-0.2478904535958545
ACH-000424,-0.3725168688123915
ACH-000425,-0.29231116327559564
ACH-000426,-0.18155889229909608
ACH-000427,-0.2238224310256063
ACH-000433,-0.4294145629632663
ACH-000435,-0.3835275979149275
ACH-000436,-0.07228189445825414
ACH-000444,-0.415549661307555
ACH-000445,-0.5757524966242683
ACH-000448,-0.4300586865071311
ACH-000450,-0.17139235456349194
ACH-000452,-0.42417252654443616
ACH-000454,-0.4814212554554821
ACH-000458,-0.5565483958622471
ACH-000459,-0.396972807198684
ACH-000460,-0.4748548027252495
ACH-000461,-0.3736924229219111
ACH-000463,-0.3388308373713701
ACH-000464,-0.20623069833421415
ACH-000466,-0.3632370520475877
ACH-000467,-0.3292123067856151
ACH-000468,-0.3019436436918561
ACH-000469,-0.2638687900831597
ACH-000470,-0.09904943179757247
ACH-000471,-0.4611340152349432
ACH-000472,-0.6139558376515564
ACH-000473,-0.6568258338396794
ACH-000475,-0.2313146529844258
ACH-000476,-0.36451380174422543
ACH-000477,-0.2567982824133723
ACH-000479,-0.3777705709396427
ACH-000480,-0.4359239583624855
ACH-000481,-0.4276095118805507
ACH-000483,-0.4517600925088509
ACH-000484,-0.2133748603993072
ACH-000485,-0.2054882066471783
ACH-000486,-0.34756519513615114
ACH-000487,-0.6384774295005694
ACH-000488,-0.4439580172508664
ACH-000490,-0.7368327438884457
ACH-000491,-0.12798572891138985
ACH-000495,-0.5422501177040371
ACH-000496,-0.3340744836527221
ACH-000499,-0.6007081397190734
ACH-000500,-0.1688017642044711
ACH-000502,-0.21512844122694394
ACH-000503,-0.23256126868680874
ACH-000505,-0.36653370695113663
ACH-000507,-0.4789535172002589
ACH-000510,-0.5457532847461308
ACH-000511,-0.4775676917867597
ACH-000512,-0.2880634444650904
ACH-000516,-0.29447414493193
ACH-000517,-0.02738566619318854
ACH-000518,-0.3328228656702535
ACH-000520,-0.2755054585030998
ACH-000521,-0.3934974445053941
ACH-000522,-0.35877995827497383
ACH-000524,-0.15398188141925948
ACH-000527,-0.5883539407649938
ACH-000528,-0.2450649217131153
ACH-000537,-0.2395129299817012
ACH-000541,-0.010552896199938669
ACH-000542,-0.5860007152348724
