,HAMP (57817)
ACH-000159,-0.760731263766972
ACH-000160,-0.7751056009957575
ACH-000163,-0.2544234688212351
ACH-000167,-1.0499046472169726
ACH-000168,-0.8233609636343967
ACH-000169,-0.6766153563026754
ACH-000178,-0.478735390196075
ACH-000183,-0.6145838117283628
ACH-000188,-0.7873379160069133
ACH-000189,-0.5908767317184829
ACH-000190,-0.6091008847618757
ACH-000198,-0.5103799070194225
ACH-000203,-0.1297307824489367
ACH-000204,-0.42298978559082595
ACH-000206,-1.1098142340643646
ACH-000207,-0.6103063940092562
ACH-000208,-0.4339719574643528
ACH-000210,-0.6762140700139186
ACH-000211,-0.6745817038378263
ACH-000215,-0.6089331101681719
ACH-000221,-0.8062017514348735
ACH-000222,-0.588770809490124
ACH-000223,-0.5363524881239996
ACH-000226,-0.6043272163243122
ACH-000227,-0.7366513846836228
ACH-000228,-0.7877687332118084
ACH-000231,-0.4593739822017646
ACH-000232,-0.6510373667270455
ACH-000233,-0.6613588073328501
ACH-000234,-0.6820380432523051
ACH-000235,-0.6248325702891853
ACH-000237,-0.6008302600680315
ACH-000238,-0.4860876493302303
ACH-000242,-0.7165855885970477
ACH-000243,-0.6889170152926511
ACH-000244,-0.5402037413754277
ACH-000246,-0.6490999560823013
ACH-000248,-0.4943162432465393
ACH-000250,-0.5545596738049124
ACH-000251,-0.8078273858960905
ACH-000252,-0.6178476521383275
ACH-000253,-0.7523127939098491
ACH-000255,-0.7720487487269138
ACH-000256,-0.7244879722410649
ACH-000257,-0.5589987342704017
ACH-000258,-0.5763860857081832
ACH-000259,-0.7700784901633714
ACH-000260,-0.5454227232037897
ACH-000261,-0.6995965020189858
ACH-000262,-0.24717695766058975
ACH-000263,-0.7671119646638934
ACH-000264,-0.6086393751322068
ACH-000265,-0.7564506964141983
ACH-000266,-0.6999146128246295
ACH-000272,-0.5086691981777555
ACH-000274,-0.7642433823677701
ACH-000277,-0.7888788359626762
ACH-000278,-0.7385496814858176
ACH-000279,-0.6462785319074933
ACH-000280,-0.5406005748986706
ACH-000281,-0.3700587469464915
ACH-000288,-0.5658551625971695
ACH-000291,-0.6529759710438067
ACH-000293,-1.272279026070651
ACH-000294,-0.6491612869919406
ACH-000295,-0.7825232541069435
ACH-000296,-0.42695402737654103
ACH-000302,-0.8601229061107571
ACH-000304,-0.9004956431197259
ACH-000307,-0.5292083824003965
ACH-000308,-0.6867704083577846
ACH-000310,-0.7898695539117196
ACH-000311,-0.7344609642877928
ACH-000312,-0.4206298166613324
ACH-000315,-0.4221443314456
ACH-000316,-0.4315918781983959
ACH-000317,-0.3715028844292091
ACH-000318,-0.9186584667749164
ACH-000319,-0.5711100083309104
ACH-000320,-0.5271280676100188
ACH-000322,-0.2494779629448087
ACH-000323,-0.7170792928868194
ACH-000324,-0.6735135685685244
ACH-000329,-0.4855227565896691
ACH-000330,-0.5357759386565356
ACH-000331,-0.5764054600561295
ACH-000332,-0.6803949784716831
ACH-000334,-0.8926847371147373
ACH-000335,-0.6318964882544887
ACH-000336,-0.8037123514294798
ACH-000337,-0.6162882617831338
ACH-000338,0.12116386032258808
ACH-000339,-0.7613361570459632
ACH-000341,-0.7928937316624453
ACH-000348,-0.6249818845305017
ACH-000350,-0.8096351342302865
ACH-000352,-0.6211435560030779
ACH-000356,-0.6450630703863179
ACH-000361,-0.5508281849379925
ACH-000362,-0.6562021075463306
ACH-000363,-0.7077809669781743
ACH-000364,-0.7226281033658184
ACH-000365,-0.6640999556466541
ACH-000366,-0.7625302495911892
ACH-000368,-0.413477821190335
ACH-000374,-0.6152320667767315
ACH-000375,-0.6507495539274796
ACH-000376,-0.5882291894867671
ACH-000381,-0.4221822435595196
ACH-000383,-0.5602381492861884
ACH-000387,-0.6743186192490658
ACH-000389,-0.3000426364243177
ACH-000390,-0.7997662274673749
ACH-000393,-0.7285622734057068
ACH-000395,-0.6602284488678349
ACH-000396,-0.8116174985940856
ACH-000397,-0.8706103407128291
ACH-000401,-0.3357353040944049
ACH-000402,-0.8017682671521477
ACH-000403,-0.8537115346007021
ACH-000404,-0.6859367747022129
ACH-000406,-0.5912970927408806
ACH-000407,-0.6104567342373343
ACH-000408,-0.7032770303469277
ACH-000410,-0.507469338608469
ACH-000411,-0.672739483766731
ACH-000414,-0.8357757523386733
ACH-000415,-0.5943911950061042
ACH-000416,-0.5765040387824678
ACH-000420,-0.3825358689561236
ACH-000421,-0.6950783634041998
ACH-000424,-0.5496813238624124
ACH-000425,-0.5578824352699646
ACH-000426,-0.931247844925426
ACH-000427,-0.6689043823083064
ACH-000433,-0.6903095586949571
ACH-000435,-1.124278193501785
ACH-000436,-0.6889897135063503
ACH-000444,-0.4859988273918279
ACH-000445,-0.5386542313755645
ACH-000448,-0.6360318284481563
ACH-000450,-0.9571755876823894
ACH-000452,-0.5456773508683209
ACH-000454,-0.8272731208813453
ACH-000458,-0.5847719015190916
ACH-000459,-0.7219157567329058
ACH-000460,-0.7102554023469109
ACH-000461,-0.5076850554062922
ACH-000463,-0.4822364297253191
ACH-000464,-0.39744640016753535
ACH-000466,-0.8571939468594891
ACH-000467,-0.7699284039963008
ACH-000468,-0.7016467212961391
ACH-000469,-0.5605244627516431
ACH-000470,-0.6708924797814313
ACH-000471,-0.475568343264679
ACH-000472,-0.6988016767679239
ACH-000473,-0.7135450134533016
ACH-000475,-0.6557381696858375
ACH-000476,-0.5394405416016133
ACH-000477,-0.6360865193547687
ACH-000479,-0.3943742079371102
ACH-000480,-0.5157096472654957
ACH-000481,-0.6482156126145737
ACH-000483,-0.4172906248817223
ACH-000484,-0.6868306783684169
ACH-000485,-0.5039137865864837
ACH-000486,-0.7621458700823922
ACH-000487,-0.6297959086096063
ACH-000488,-0.6473826626191272
ACH-000490,-0.4728555315636061
ACH-000491,-0.7169238556745519
ACH-000495,-0.4577272372116555
ACH-000496,-0.5737237981332294
ACH-000499,-0.7904441490266186
ACH-000500,-0.02879110012186309
ACH-000502,-0.7726966961362125
ACH-000503,-0.6834281405400668
ACH-000505,-0.7638620723576969
ACH-000507,-0.6334185879653393
ACH-000510,-0.4080243398145788
ACH-000511,-0.5195564858932944
ACH-000512,-0.477107684612537
ACH-000516,-0.7711751269027424
ACH-000517,-0.6929343963009298
ACH-000518,-0.6937842207994256
ACH-000520,-0.6342859495162351
ACH-000521,-0.5566237617933858
ACH-000522,-0.6739404823043555
ACH-000524,-0.6550428584820857
ACH-000527,-0.5808128158013375
ACH-000528,-0.4212580144828788
ACH-000537,-0.4405846635554361
ACH-000541,-0.43074461956921695
ACH-000542,-0.5870156351900082
ACH-000544,-0.5184513632334251
ACH-000545,-0.6308426516659796
ACH-000547,-0.6918668718149094
ACH-000548,-0.610930802928285
ACH-000549,-0.641978775149078
ACH-000550,-0.5958325847863114
ACH-000552,-0.6857286215938058
ACH-000556,-0.7386873034279269
ACH-000557,-0.8187776675698761
ACH-000569,-0.4871917253870972
ACH-000570,-0.5406747160009313
ACH-000571,-0.4236758808226256
ACH-000573,-0.480999485803326
ACH-000576,-0.8454644110361483
ACH-000579,-0.7855993496674596
ACH-000580,-0.4268629710814698
ACH-000584,-0.6656312079336323
ACH-000585,-0.6390308808787103
ACH-000588,-0.751767467428218
ACH-000589,-0.6104244204447096
ACH-000591,-0.41699086149308173
ACH-000593,-0.6069509244141937
ACH-000600,-0.569494288608207
ACH-000601,-0.6046767830515435
ACH-000605,-0.9103972861773942
ACH-000606,-0.5652876864324619
ACH-000608,-0.8202676432468652
ACH-000614,-0.7237892678181401
ACH-000616,-0.6429874969121613
ACH-000618,-0.3946542057100965
ACH-000619,-0.5221300391775242
ACH-000620,-0.6558181463866078
ACH-000621,-0.7065368270068283
ACH-000622,-0.6574917889998153
ACH-000623,-0.6476375558132174
ACH-000624,-0.6281383888093587
ACH-000627,-0.5838633406274801
ACH-000630,-0.5029711913575854
ACH-000631,-0.4514495000283121
ACH-000632,-0.6675383957920272
ACH-000633,-0.5472324378949107
ACH-000637,-0.5334872807322029
ACH-000638,-0.5313364006407739
ACH-000646,-0.6688916406320102
ACH-000647,-0.5686908925972027
ACH-000648,-0.4987081267094829
ACH-000649,-0.464098289149824
ACH-000651,-0.4747091598290707
ACH-000652,-0.7523697134244195
ACH-000653,-0.4589539030431893
ACH-000657,-0.5325993257816732
ACH-000658,-0.761283153076604
ACH-000661,-0.7224310550997721
ACH-000662,-0.4765307134319259
ACH-000663,-0.6340079156524109
ACH-000665,-0.5365922415369344
ACH-000671,-0.6380722172317791
ACH-000672,-0.6478562295787901
ACH-000673,-0.6123979087533831
ACH-000676,-0.5070307973206765
ACH-000677,-0.7933210907136473
ACH-000681,-0.6661641733195262
ACH-000683,-0.5988854461896229
ACH-000684,-0.4403551291163665
ACH-000688,-0.7579132188351333
ACH-000693,-0.6015788898091524
ACH-000694,-0.6270096845784574
ACH-000695,-0.6914940428077059
ACH-000696,-0.6149681266329818
ACH-000697,-0.6897688378463698
ACH-000699,-0.5914158113970949
ACH-000701,-0.8495960183634069
ACH-000706,-0.4668628076371241
ACH-000711,-0.7311751246029038
ACH-000713,-0.430540860617032
ACH-000714,-0.4079895390585379
ACH-000718,-0.5488421326346289
ACH-000720,-0.6797248342494998
ACH-000721,-0.5462923807189143
ACH-000724,-1.1192894299509597
ACH-000725,-0.6804209650439005
ACH-000732,-0.5760134705487266
ACH-000734,-0.5067652632759068
ACH-000735,-0.6548707190109941
ACH-000736,-0.5657738985276889
ACH-000738,-0.61523096910548
ACH-000746,-0.6751502558409562
ACH-000747,-0.9271993378924231
ACH-000748,-0.6550354212369002
ACH-000753,-0.4861349000713399
ACH-000756,-0.6497958869326882
ACH-000757,-0.7103517697141913
ACH-000758,-0.7279444181638756
ACH-000760,-0.4590157093998408
ACH-000762,-0.5380011683635743
ACH-000763,-0.9815616133748271
ACH-000764,-0.5196944675688691
ACH-000765,-0.5115253757884459
ACH-000766,-0.6194577585503049
ACH-000767,-0.6390516305844505
ACH-000768,-0.6160327356420048
ACH-000769,-0.4155254293022171
ACH-000770,-0.7323278478576183
ACH-000771,-0.7334049191589167
ACH-000773,-0.7198468558238821
ACH-000776,-0.4683325324262257
ACH-000777,-0.6735164218040596
ACH-000778,-0.9229235906165209
ACH-000781,-0.6098292250269735
ACH-000782,-0.4397244218171793
ACH-000783,-0.7084668874447335
ACH-000784,-0.6012061750116782
ACH-000785,-0.6870815621905836
ACH-000787,-0.5602227889154057
ACH-000788,-0.622436906464557
ACH-000791,-0.7068817080799368
ACH-000792,-0.6807689852467511
ACH-000794,-0.5486093702563462
ACH-000796,-0.7690584232782859
ACH-000798,-0.5070096088945295
ACH-000799,-0.34919446929473363
ACH-000800,-0.7767080817303714
ACH-000802,-0.7687727514356638
ACH-000804,-0.9276665139049682
ACH-000805,-0.5443497120315813
ACH-000809,-0.3724966775211665
ACH-000810,-0.5802085898625529
ACH-000811,-0.6308431675700796
ACH-000817,-0.4996640560906141
ACH-000819,-0.5604080015968378
ACH-000820,-0.560026542730575
ACH-000821,-0.4199911643997689
ACH-000822,-0.8441166803846785
ACH-000823,-0.6128808842483721
ACH-000824,-0.8842701718830186
ACH-000827,-0.6731167147899114
ACH-000829,-0.5135494601588444
ACH-000831,-0.5998088972941156
ACH-000832,-0.334400719920585
ACH-000833,-0.35627943752257657
ACH-000834,-0.4580572043655105
ACH-000835,-0.5131555548570821
ACH-000836,-0.7739412056359085
ACH-000837,-0.5982764594819852
ACH-000838,-0.8878940467376107
ACH-000839,-0.4205912400956047
ACH-000840,-0.5936294239898016
ACH-000841,-0.4685313993290349
ACH-000843,-0.3978694524785685
ACH-000846,-0.6644526669849284
ACH-000847,-0.6587840794765557
ACH-000848,-0.6698779771327946
ACH-000849,-0.5882765098069631
ACH-000851,-0.6833648026853165
ACH-000855,-0.7759974979987444
ACH-000856,-0.5009225232595208
ACH-000858,-0.4728101590873266
ACH-000859,-0.16382127058824106
ACH-000861,-0.8332289080473403
ACH-000862,-0.6690174548181795
ACH-000865,-0.6928089843785171
ACH-000866,-0.6859841248785669
ACH-000867,-0.7330840712663544
ACH-000869,-0.6220701599404208
ACH-000872,-0.7924063593321935
ACH-000873,-0.3982107976787581
ACH-000876,-0.854935112366536
ACH-000878,-0.538130430873288
ACH-000880,-0.6170054800806076
ACH-000881,-0.5645919030843685
ACH-000882,-0.7119071119344607
ACH-000884,-0.7438309878715349
ACH-000885,-0.6845190836651154
ACH-000887,-0.6305315611709266
ACH-000889,-0.4681105197926037
ACH-000896,-0.7702708915791391
ACH-000898,-0.7394094329186762
ACH-000900,-0.6066838667214464
ACH-000901,-0.7638415981322861
ACH-000905,-0.5313742350378723
ACH-000906,-0.6714248717682737
ACH-000907,-0.4902387729007476
ACH-000910,-0.6786733804672044
ACH-000911,-0.7658337151174662
ACH-000912,-0.7214565288885071
ACH-000913,-0.4504720289100777
ACH-000915,-0.4998430052456484
ACH-000916,-0.03755268254925611
ACH-000917,-0.5196743447150771
ACH-000920,-0.7491996372406311
ACH-000921,-0.6757342233714184
ACH-000924,-0.5366104824552455
ACH-000926,-0.4460731399866693
ACH-000928,-0.7052912600787304
ACH-000929,-0.6252737720171805
ACH-000932,-0.6914727242606179
ACH-000935,-0.5578241118110722
ACH-000936,-0.6741386112314184
ACH-000937,-0.7428631191050751
ACH-000938,-0.7869488093122572
ACH-000939,-0.7279801373174819
ACH-000941,-0.8779920107488725
ACH-000943,-0.6892322412901556
ACH-000946,-0.6656409757439019
ACH-000947,-0.6181148997635297
ACH-000948,-0.8637037507022804
ACH-000950,-0.5388539428543156
ACH-000953,-0.5997134576027241
ACH-000954,-0.3748193752412848
ACH-000957,-0.73927893608812
ACH-000958,-0.8174623298998416
ACH-000960,-0.797456936242836
ACH-000963,-0.6516415588351596
ACH-000968,-0.7830975337213555
ACH-000969,-0.7563851298832084
ACH-000972,-0.3027776930515467
ACH-000973,-0.6029243498668277
ACH-000974,-0.689674539102845
ACH-000978,-1.1633975411786102
ACH-000984,-0.7062012754652912
ACH-000986,-0.5509788427905143
ACH-000988,-0.5918400217166441
ACH-000993,-0.5495403928397046
ACH-000994,-0.9499459651075591
ACH-000996,-0.42215882138654
ACH-001001,-0.5973604251908169
ACH-001020,-0.8670282768624593
ACH-001028,-0.5571685569869679
ACH-001031,-0.7271236714820021
ACH-001038,-0.7098080862555199
ACH-001048,-0.7102264792924156
ACH-001050,-0.4840162422655713
ACH-001053,-0.6700782854268015
ACH-001054,-0.4624523801677084
ACH-001061,-0.4007303489732933
ACH-001067,-0.44430861563236973
ACH-001075,-0.8543859028115935
ACH-001096,-0.5512122081693294
ACH-001111,-0.3819854319709241
ACH-001119,-0.520941509864473
ACH-001128,-0.9114210390243898
ACH-001134,-0.6501672346861918
ACH-001151,-0.7253485029607939
ACH-001163,-0.5328754379533538
ACH-001164,-0.9658660624794336
ACH-001183,-0.6909733464657545
ACH-001192,-0.4553662761271978
ACH-001193,-0.4783295358599286
ACH-001196,-0.6005239583424259
ACH-001197,-0.4145024503635276
ACH-001205,-0.6211148673736868
ACH-001211,-0.6764462219588359
ACH-001212,-0.5453712400651756
ACH-001228,-0.5572665747996146
ACH-001232,-0.6094149149504993
ACH-001239,-0.577317524438931
ACH-001270,-0.5207164422288943
ACH-001274,-0.6786001683860566
ACH-001275,-0.4862499625780726
ACH-001277,-0.5379515191742853
ACH-001278,-0.7991788865142679
ACH-001280,-0.9010719813456164
ACH-001283,-0.6630443704823858
ACH-001289,-0.5511808861207725
ACH-001300,-0.6021360407019555
ACH-001301,-0.495990155572322
ACH-001302,-0.991759502400534
ACH-001306,-0.4924079325999517
ACH-001318,-0.5293289052355109
ACH-001322,-0.24225359942665745
ACH-001328,-0.6674385027661313
ACH-001332,-0.9321001663154902
ACH-001336,-0.5883277972667114
ACH-001346,-0.5140401779833176
ACH-001353,-0.7799366775154711
ACH-001354,-0.972585174579468
ACH-001367,-0.2398636497250889
ACH-001368,-0.6607339757865964
ACH-001374,-0.7353878980961955
ACH-001377,-0.7733563959680572
ACH-001380,-0.6989003711946083
ACH-001391,-0.7223735873934365
ACH-001408,-0.9268947645324179
ACH-001430,-0.5394390653280634
ACH-001431,-0.7090823767334818
ACH-001450,-0.6321336944701811
ACH-001496,-0.619309796247672
ACH-001500,-0.6532374187249477
ACH-001523,-0.7467426126611627
ACH-001532,-0.5742680155178216
ACH-001550,-0.7505366529123114
ACH-001552,-0.6604152974375237
ACH-001554,-0.8898931887688045
ACH-001654,-0.6545726651760561
ACH-001735,-0.5951546854492976
ACH-001736,-0.7239267043634494
ACH-001737,-0.7186218623422759
ACH-001740,-0.665047359487738
ACH-001745,-0.7608110092693666
ACH-001765,-0.7158013447059356
