,PIEZO1 (9780)
ACH-000004,-0.3523860005756675
ACH-000005,-0.12405311678765192
ACH-000007,-0.06821600351711128
ACH-000009,0.01744625025622514
ACH-000011,-0.23369227800363265
ACH-000012,-0.10253987819890832
ACH-000013,-0.07455927768711146
ACH-000014,-0.230383869430606
ACH-000015,-0.0943629247701632
ACH-000017,-0.07447894026345751
ACH-000018,-0.22208098466501
ACH-000019,0.08720031697219399
ACH-000021,-0.04682947515103363
ACH-000022,0.023272193920036877
ACH-000025,-0.2802871544963059
ACH-000028,0.055285624776692216
ACH-000030,-0.0975450041692352
ACH-000035,-0.03587134136947456
ACH-000036,-0.22985216970594624
ACH-000037,-0.26289283399904684
ACH-000039,-0.2256550440934142
ACH-000040,-0.11338930586921048
ACH-000041,0.16066981786321693
ACH-000042,-0.1993430424039583
ACH-000045,-0.17574008170737804
ACH-000047,-0.16480512056023014
ACH-000052,-0.3276894067469009
ACH-000053,-0.034175564767777215
ACH-000054,-0.00653091010596069
ACH-000055,-0.3217319488648305
ACH-000060,-0.09995304027723777
ACH-000067,-0.22837736883559545
ACH-000070,-0.00795973309468637
ACH-000075,-0.14631645748157876
ACH-000078,-0.14414485217991246
ACH-000082,-0.20449159887345628
ACH-000085,0.016671089302111673
ACH-000086,-0.243604540544517
ACH-000087,-0.006150693173142298
ACH-000092,-0.13039065982721848
ACH-000095,-0.16541381871086153
ACH-000097,-0.08885988068805482
ACH-000098,-0.11782844492024293
ACH-000099,-0.17161863255871646
ACH-000108,-0.3193764133175298
ACH-000113,-0.24830072192962585
ACH-000116,-0.15819928060794847
ACH-000118,-0.09946945625022724
ACH-000120,-0.2720319251378867
ACH-000123,-0.0749182789012244
ACH-000127,-0.2997382583304967
ACH-000128,-0.2933672391978396
ACH-000132,0.012712606868920154
ACH-000133,-0.20086337051676173
ACH-000137,-0.23083774661133985
ACH-000138,-0.3246627883417503
ACH-000142,-0.20049811956036784
ACH-000143,-0.022125738656054387
ACH-000146,-0.048119683764949836
ACH-000148,-0.14844676522313974
ACH-000150,-0.10367506914929313
ACH-000152,-0.15297853244415852
ACH-000153,-0.04249413417516989
ACH-000159,-0.2430362642672952
ACH-000160,0.06192860088360212
ACH-000163,-0.07906382027398501
ACH-000167,0.10938463026508792
ACH-000168,-0.26761410395764795
ACH-000169,-0.1448131709713318
ACH-000178,-0.24331472690776776
ACH-000183,0.09980665496401746
ACH-000188,-0.17159435383329133
ACH-000189,-0.2369353270009547
ACH-000190,-0.12641084793914212
ACH-000198,-0.05351506164957365
ACH-000203,0.15723796014275887
ACH-000204,0.10149973021996513
ACH-000206,-0.2898781838592225
ACH-000207,-0.26942394548402065
ACH-000208,-0.5244525025973832
ACH-000210,-0.2732127304386324
ACH-000211,-0.1526060440585924
ACH-000215,-0.24101764382831595
ACH-000221,-0.4084230359387985
ACH-000222,-0.24857957825416466
ACH-000223,-0.13515980440989794
ACH-000226,-0.003049698686670039
ACH-000227,-0.21557307955010385
ACH-000228,-0.19956665913276267
ACH-000231,-0.14773875238600512
ACH-000232,-0.15121892415916774
ACH-000233,-0.13076154765699316
ACH-000234,-0.1247418584279115
ACH-000235,-0.18094713188209524
ACH-000237,-0.06612725540190327
ACH-000238,-0.2164712982121109
ACH-000242,-0.13093871171954005
ACH-000243,-0.12661359020768406
ACH-000244,-0.20878174176538072
ACH-000246,0.00256473393282753
ACH-000248,-0.11289557954951948
ACH-000250,-0.30562781366641795
ACH-000251,-0.3751096620531735
ACH-000252,0.041187217432366564
ACH-000253,-0.04781589862010715
ACH-000255,-0.10420019289912644
ACH-000256,-0.2008784710152532
ACH-000257,-0.30580105865211565
ACH-000258,-0.11492237578225918
ACH-000259,-0.28159646655075016
ACH-000260,-0.04469874009533256
ACH-000261,-0.09489877583734732
ACH-000262,-0.2525747083465503
ACH-000263,-0.11850189160375935
ACH-000264,-0.14137965501691607
ACH-000265,-0.07708686541125513
ACH-000266,-0.1291234877849201
ACH-000272,-0.1343863795874891
ACH-000274,-0.21581047390141087
ACH-000277,-0.009289924348653887
ACH-000278,-0.13348979400727196
ACH-000279,-0.11265444576075348
ACH-000280,-0.24636778905296655
ACH-000281,-0.22234693943056905
ACH-000288,-0.22761337106301405
ACH-000291,-0.08688186374965115
ACH-000293,-0.12369977875538796
ACH-000294,-0.15901712584632674
ACH-000295,-0.1302884309791702
ACH-000296,-0.08907791917892044
ACH-000302,-0.06889986063075826
ACH-000304,0.013599816511023414
ACH-000307,-0.08904149031700709
ACH-000308,-0.12723194803365626
ACH-000310,0.03787722223134719
ACH-000311,-0.14096888818889702
ACH-000312,-0.3528540304773886
ACH-000315,-0.21800979575151785
ACH-000316,-0.19547540092784552
ACH-000317,0.08261789584595841
ACH-000318,-0.11957714449503533
ACH-000319,-0.21256830123383133
ACH-000320,-0.3305216070601794
ACH-000322,-0.4859389164177969
ACH-000323,-0.13178340505599553
ACH-000324,-0.003192555647527375
ACH-000329,-0.1867262586265882
ACH-000330,-0.2190099250598324
ACH-000331,-0.06536804958003818
ACH-000332,-0.20673375998040372
ACH-000334,-0.32584634714156724
ACH-000335,-0.3905664630030576
ACH-000336,-0.1531930008732819
ACH-000337,-0.049025909735081315
ACH-000338,-0.05234345637084578
ACH-000339,-0.15944802757941556
ACH-000341,-0.2954841766323003
ACH-000348,-0.12312072441113504
ACH-000350,0.012748470496154848
ACH-000352,-0.0493271488834505
ACH-000356,0.026202886504222863
ACH-000361,-0.1267009120674987
ACH-000362,-0.017956470776559885
ACH-000363,-0.20906964618213286
ACH-000364,-0.2668172470725284
ACH-000365,-0.182613055954079
ACH-000366,-0.11847605158842375
ACH-000368,-0.07245578505654202
ACH-000374,-0.10063147508999196
ACH-000375,-0.009271660672082113
ACH-000376,-0.1224280478255879
ACH-000381,-0.13658930088963894
ACH-000383,-0.1512775266433903
ACH-000387,-0.2877918025496009
ACH-000389,-0.23483938449917294
ACH-000390,-0.2071901449883863
ACH-000393,-0.2759160304726534
ACH-000395,-0.34389604468488943
ACH-000396,-0.6759130983703158
ACH-000397,-0.2186495901116525
ACH-000401,-0.15300512961110302
ACH-000402,-0.610865026347188
ACH-000403,-0.26087696880077976
ACH-000404,0.05399344697105525
ACH-000406,-0.09001372084779731
ACH-000407,-0.2131376984907036
ACH-000408,-0.006059535876200372
ACH-000410,-0.08042446591681465
ACH-000411,-0.15920933488614938
ACH-000414,-0.22389519591239251
ACH-000415,-0.0471393873536263
ACH-000416,-0.18252911390946208
ACH-000420,-0.2132606969000004
ACH-000421,-0.08168217958333156
ACH-000424,-0.2116605125978045
ACH-000425,-0.14220016767758228
ACH-000426,0.10097394602791153
ACH-000427,-0.13558302404846895
ACH-000433,-0.3090568800125953
ACH-000435,-0.1924350593075695
