,WFDC10B (280664)
ACH-000004,-0.004517304601887094
ACH-000005,0.507820374321218
ACH-000007,0.14065687285148915
ACH-000009,-0.05619628653412271
ACH-000011,-0.04463379732565685
ACH-000012,0.10070232735211487
ACH-000013,0.10220317691461328
ACH-000014,0.027051174884515142
ACH-000015,-0.006353678455653796
ACH-000017,0.01569036475178859
ACH-000018,-0.110751448673077
ACH-000019,-0.020978604652106658
ACH-000021,0.015634822571279572
ACH-000022,0.10690347524420402
ACH-000025,-0.07574646039864688
ACH-000028,-0.06085414446610836
ACH-000030,-0.08701214560432281
ACH-000035,0.15449472282823196
ACH-000036,-0.03323925907651438
ACH-000037,0.0164947106442921
ACH-000039,0.06714436399773918
ACH-000040,-0.1867562313422224
ACH-000041,0.11877014215989153
ACH-000042,0.04629706865310312
ACH-000045,0.24516771901300755
ACH-000047,0.08348349783356848
ACH-000052,0.07405651345125458
ACH-000053,-0.008347655372624354
ACH-000054,-0.08608081043662917
ACH-000055,-0.05168012870431162
ACH-000060,0.12685031144370434
ACH-000067,0.020384288597743543
ACH-000070,0.09647986998282937
ACH-000075,-0.03614499837148232
ACH-000078,0.05281133679450658
ACH-000082,-0.14608642951028594
ACH-000085,-0.16050020681126964
ACH-000086,-0.021914401736535884
ACH-000087,0.16732497202198104
ACH-000092,0.059234095617046935
ACH-000095,-0.07210481729170633
ACH-000097,-0.09623971303450014
ACH-000098,0.10433925710471584
ACH-000099,0.02852823678446116
ACH-000108,-0.03035866241345767
ACH-000113,-0.035227949708277494
ACH-000116,-0.0053415296450439465
ACH-000118,-0.01580177172169964
ACH-000120,-0.049758640992507264
ACH-000123,-0.002215601436958654
ACH-000127,0.012770528542738396
ACH-000128,0.0276666975242206
ACH-000132,0.0014067051113200626
ACH-000133,-0.16696313870900995
ACH-000137,0.016997877729060983
ACH-000138,-0.002823643774737021
ACH-000142,0.08081317366124015
ACH-000143,0.07945522863992929
ACH-000146,-0.03283456887693866
ACH-000148,-0.07599148985591571
ACH-000150,0.05163831187300049
ACH-000152,-0.015008683318406175
ACH-000153,-0.16288272007548274
ACH-000159,0.15868171403763948
ACH-000160,-0.05161395854606058
ACH-000163,-0.03656619626184996
ACH-000167,-0.01479926241879984
ACH-000168,0.2414183483858167
ACH-000169,-0.07172694338136719
ACH-000178,0.01283894926800894
ACH-000183,0.01987660911058262
ACH-000188,0.055731704146615074
ACH-000189,-0.12156550335247505
ACH-000190,0.06707118662526443
