,LASP1 (3927)
ACH-000004,0.1734769697540394
ACH-000005,0.27881004871451465
ACH-000007,-0.22440791178385447
ACH-000009,-0.13430390572599624
ACH-000011,-0.2682906695345728
ACH-000012,-0.12903688119795562
ACH-000013,-0.11170618229112414
ACH-000014,-0.02384137600821501
ACH-000015,0.007570084146891931
ACH-000017,0.06736578798268199
ACH-000018,-0.1830998844123713
ACH-000019,-0.13832227677901454
ACH-000021,0.0228482287682218
ACH-000022,0.005314102712700275
ACH-000025,-0.03846027762516231
ACH-000028,-0.036065699760230586
ACH-000030,-0.11044094328108507
ACH-000035,-0.229418537989928
ACH-000036,-0.12935907641705668
ACH-000037,-0.0043725476917714015
ACH-000039,-0.2042432221620569
ACH-000040,-0.07049187220032417
ACH-000041,-0.06003711020898251
ACH-000042,0.038101359413662016
ACH-000045,0.05053296337308113
ACH-000047,-0.10205554144121264
ACH-000052,-0.2762456120070804
ACH-000053,-0.0677745847826137
ACH-000054,-0.07553817126856825
ACH-000055,0.045393085020894085
ACH-000060,-0.335378253566866
ACH-000067,-0.2222137540961377
ACH-000070,0.11546028402931358
ACH-000075,0.014821925279707118
ACH-000078,-0.16412779026683966
ACH-000082,-0.0988564571435092
ACH-000085,-0.3139232951234709
ACH-000086,-0.04453319896797233
ACH-000087,-0.12756343773165746
ACH-000092,-0.1623092035516632
ACH-000095,-0.10886486203736484
ACH-000097,-0.17058637003630944
ACH-000098,-0.1669156096128584
ACH-000099,-0.16013095474595898
ACH-000108,0.0012380328497463922
ACH-000113,-0.12434266675324696
ACH-000116,-0.1278369620927655
ACH-000118,-0.07132361193650949
ACH-000120,-0.2269754069039533
ACH-000123,-0.1769628133661589
ACH-000127,-0.11381403931100467
ACH-000128,-0.158304342805847
ACH-000132,-0.09502959590543174
ACH-000133,-0.12813273404698952
ACH-000137,-0.19916409819791356
ACH-000138,-0.2614819484910921
ACH-000142,-0.2189975797087719
ACH-000143,0.05377838268234083
ACH-000146,-0.04509100939507407
ACH-000148,-0.06806005104758334
ACH-000150,-0.253170418248513
ACH-000152,-0.13468913254008708
ACH-000153,-0.040528186409414566
ACH-000159,-0.043325682947898805
ACH-000160,-0.30704724048161514
ACH-000163,-0.3628846701973808
ACH-000167,-0.07955375362986544
ACH-000168,-0.10582328667128814
ACH-000169,-0.04813782815785568
ACH-000178,-0.08633879889492829
ACH-000183,-0.14426546782200214
ACH-000188,-0.21685848547173112
ACH-000189,-0.12030963518145026
ACH-000190,0.06971815207446039
ACH-000198,0.06413660096029407
ACH-000203,0.09265173819521152
ACH-000204,-0.2294317566882487
ACH-000206,0.0745010455439192
ACH-000207,-0.012563494304708092
ACH-000208,0.00975559920227726
ACH-000210,-0.2619575625616644
ACH-000211,-0.1574919212375978
ACH-000215,-0.17111051428294236
ACH-000221,0.003255875017198853
ACH-000222,0.12488139750458588
ACH-000223,-0.07420916067138568
ACH-000226,-0.03445059216333817
ACH-000227,-0.033233124545280573
ACH-000228,-0.1739474743440451
ACH-000231,-0.08511049571411393
ACH-000232,-0.0561830477289991
ACH-000233,-0.016997030295465714
ACH-000234,-0.06197683236121838
ACH-000235,-0.11039812550874001
ACH-000237,-0.07540138410611824
ACH-000238,-0.2429342436302368
ACH-000242,0.1236192919877536
ACH-000243,-0.2560797240093829
ACH-000244,-0.39518179266464337
ACH-000246,-0.09650257926767944
ACH-000248,-0.1924960284919387
ACH-000250,-0.13915325387042127
ACH-000251,-0.0434773806460554
ACH-000252,0.03853167954592605
ACH-000253,0.02059485435629179
ACH-000255,-0.19982439209618125
ACH-000256,-0.056656718107339736
ACH-000257,-0.08027467836227999
ACH-000258,0.0053941834369564436
ACH-000259,-0.08805588610827574
ACH-000260,-0.08522007553930001
ACH-000261,-0.08624674989774155
ACH-000262,-0.18232878591945456
ACH-000263,0.1064792609073411
ACH-000264,-0.09342147442983716
ACH-000265,-0.10276335776469173
ACH-000266,-0.03617624760488912
ACH-000272,0.04636954549469808
ACH-000274,-0.16925007754686652
ACH-000277,-0.09786701557669536
ACH-000278,-0.030566308548672712
ACH-000279,-0.07304879375526133
ACH-000280,-0.17323615999349729
ACH-000281,-0.2224007080545928
ACH-000288,-0.2001212549070477
ACH-000291,-0.17504738229196587
ACH-000293,-0.15527038837847168
ACH-000294,0.034010988879358835
ACH-000295,0.08118544388355033
ACH-000296,-0.12141265075428224
ACH-000302,-0.17357124192631826
ACH-000304,-0.17573903362578094
ACH-000307,-0.1111790122443414
ACH-000308,-0.022946751171709145
ACH-000310,-0.10225423118247508
ACH-000311,0.0072211631631471295
ACH-000312,-0.08339939819125831
ACH-000315,0.0532450585881776
ACH-000316,-0.09123419580187593
ACH-000317,0.023752240928794424
ACH-000318,0.04754444391646115
ACH-000319,-0.0977985397428539
ACH-000320,-0.03481921246927664
ACH-000322,-0.2090476753859402
ACH-000323,-0.3024597482472829
ACH-000324,-0.21889385249031246
ACH-000329,-0.1548844900049489
ACH-000330,-0.3913159957019736
ACH-000331,-0.09585852875658436
ACH-000332,-0.10129895581892123
ACH-000334,0.08256299793407075
ACH-000335,-0.2456210958407459
ACH-000336,-0.052676910738141534
ACH-000337,-0.027758901992811648
ACH-000338,-0.3530586283253015
ACH-000339,-0.13687500712987674
ACH-000341,-0.038786429151301975
ACH-000348,-0.07322843036343077
ACH-000350,-0.14715862622744816
ACH-000352,-0.02073987922774029
ACH-000356,-0.07214862596779152
ACH-000361,0.08805374963122357
ACH-000362,-0.05294449730724974
ACH-000363,-0.0787822693608388
ACH-000364,-0.2640034019411892
ACH-000365,0.03745673951556782
ACH-000366,-0.03855614862502005
ACH-000368,0.005289619704958207
ACH-000374,-0.2477590617026399
ACH-000375,-0.05923405663541172
ACH-000376,-0.09445217389523217
ACH-000381,-0.14356671829352047
ACH-000383,-0.35620106454749056
ACH-000387,-0.03814304227721689
ACH-000389,-0.04307795506925339
ACH-000390,-0.12310684734431165
ACH-000393,-0.14490587035671046
ACH-000395,-0.05209827072426645
ACH-000396,0.10860390105202912
ACH-000397,-0.4030846780081939
ACH-000401,-0.2834097138795349
ACH-000402,-0.3308587354281645
ACH-000403,-0.15617635992454226
ACH-000404,-0.23094124122366466
ACH-000406,0.0038940863143931523
ACH-000407,-0.15721065984075622
ACH-000408,-0.1707053723512109
ACH-000410,-0.055421524542158616
ACH-000411,-0.1795790415661149
ACH-000414,0.04386793650783087
ACH-000415,-0.1667960986052256
ACH-000416,-0.1684538203502958
ACH-000420,-0.1991076023471797
ACH-000421,-0.11378463881874915
ACH-000424,-0.25311709851087755
ACH-000425,-0.09186540544705127
ACH-000426,0.08384988430273982
ACH-000427,-0.4247886989439574
ACH-000433,-0.06692763079834926
ACH-000435,0.05414738041171783
ACH-000436,-0.09227569115485014
ACH-000444,-0.13646205463189762
ACH-000445,-0.1855105145321112
ACH-000448,-0.017766903569691687
ACH-000450,-0.027104683203707517
ACH-000452,-0.12245738472955828
ACH-000454,0.03011160545872038
ACH-000458,-0.07844300258149042
ACH-000459,0.004711369702146687
ACH-000460,-0.23605680070074075
ACH-000461,-0.07285415237767265
ACH-000463,-0.17639525304708847
ACH-000464,-0.03951695906620504
ACH-000466,-0.4563586041579714
ACH-000467,-0.1609572334512119
ACH-000468,-0.05747763896349384
ACH-000469,-0.2186043297789072
ACH-000470,0.050296810369627465
ACH-000471,-0.22289715383893408
ACH-000472,-0.0880000333467259
ACH-000473,-0.1195975042155548
ACH-000475,-0.07633605376139982
ACH-000476,-0.10047563859633857
ACH-000477,-0.1458119740565214
ACH-000479,-0.23949239312582854
ACH-000480,-0.12701959186707942
ACH-000481,-0.013498274937991713
ACH-000483,-0.1650324241304941
ACH-000484,0.0598410062317019
ACH-000485,0.002146623805527433
ACH-000486,-0.007020156612271359
ACH-000487,-0.0342806280102556
ACH-000488,-0.04750437241279763
ACH-000490,0.00026196265470882597
ACH-000491,-0.06811228375600316
ACH-000495,0.016884335447305963
ACH-000496,-0.13181699347976594
ACH-000499,-0.1476331070387155
ACH-000500,-0.25179331644156605
ACH-000502,-0.14699229564011826
ACH-000503,-0.2827771453540429
ACH-000505,-0.0454389445493174
ACH-000507,-0.012736651272901208
ACH-000510,-0.05778131778872678
ACH-000511,-0.15009270926947305
ACH-000512,0.058866823554580415
ACH-000516,-0.061941214467720336
ACH-000517,-0.2476240135959224
ACH-000518,-0.06329269504832716
ACH-000520,-0.16144270722849854
ACH-000521,-0.4446195044015036
ACH-000522,-0.037663909567536805
ACH-000524,-0.19649926907696685
ACH-000527,-0.1269322952298693
ACH-000528,-0.09024093978645284
ACH-000537,-0.0472512411306255
ACH-000541,0.18399470102612625
ACH-000542,-0.10192496322206344
ACH-000544,-0.2802964119768705
ACH-000545,-0.043145138658531416
ACH-000547,-0.0914996638592985
ACH-000548,0.04192334719978015
ACH-000549,-0.1251298290739537
ACH-000550,-0.3932860975047985
ACH-000552,-0.20667482360618075
