,BRWD1 (54014)
ACH-000004,0.052154924932294136
ACH-000005,-0.20260364038837508
ACH-000007,-0.03097677167395285
ACH-000009,-0.052078261801011216
ACH-000011,-0.09865277278681613
ACH-000012,-0.2238012569586376
ACH-000013,0.056097831214069235
ACH-000014,0.12076308955241985
ACH-000015,-0.058390734157961165
ACH-000017,-0.163416279215894
ACH-000018,0.03419848470016432
ACH-000019,-0.03418546598602568
ACH-000021,0.03005475563166048
ACH-000022,-0.01530902518820111
ACH-000025,-0.06503453984905723
ACH-000028,-0.2061973384783978
ACH-000030,0.013366341067367086
ACH-000035,0.01036316671882713
ACH-000036,-0.2853360332035684
ACH-000037,-0.125502677340562
ACH-000039,0.05403069185700973
ACH-000040,0.05871132025577878
ACH-000041,-0.004309996356898453
ACH-000042,-0.04181544252428879
ACH-000045,-0.006283322196089054
ACH-000047,-0.09742868530353946
ACH-000052,0.0908925359736917
ACH-000053,-0.020084480981188563
ACH-000054,-0.029941566114258474
ACH-000055,-0.02248541934415084
ACH-000060,-0.25846440031758466
ACH-000067,0.12900732666274753
ACH-000070,0.008149839288896106
ACH-000075,-0.03522557550185668
ACH-000078,-0.11434688937274785
ACH-000082,0.0016578530711725279
ACH-000085,-0.20173379182479628
ACH-000086,-0.049934327527741976
ACH-000087,-0.13397044520513365
ACH-000092,-0.05359120245829825
ACH-000095,-0.0923000031996179
ACH-000097,-0.129056858017259
ACH-000098,-0.03816198047018756
ACH-000099,-0.1898840659204093
ACH-000108,0.07923615904940344
ACH-000113,-0.2083136300003479
ACH-000116,-0.21520012840782146
ACH-000118,-0.04516345144190218
ACH-000120,0.0318189459804153
ACH-000123,-0.09201062856648994
ACH-000127,-0.20799867553555326
ACH-000128,0.08471810172271581
ACH-000132,-0.16747298350691647
ACH-000133,-0.15174500017980955
ACH-000137,-0.14851029989402406
ACH-000138,0.006873449407630986
ACH-000142,-0.16633535583604903
ACH-000143,-0.268890239639656
ACH-000146,-0.1458432002089647
ACH-000148,-0.04276179245988719
ACH-000150,-0.2452773062408066
ACH-000152,-0.15471549162490192
ACH-000153,0.030361936878670524
ACH-000159,-0.0855805643303708
ACH-000160,-0.028770003158443736
ACH-000163,0.12376741791903675
ACH-000167,0.2291763542683801
ACH-000168,-0.22243596317441072
ACH-000169,0.039908657597758974
ACH-000178,-0.11738243579352585
ACH-000183,-0.14522937471198225
ACH-000188,-0.2498531675778858
ACH-000189,-0.06639928665895119
ACH-000190,-0.060260142793117775
ACH-000198,-0.08482704808334128
ACH-000203,-0.26253128718326696
ACH-000204,0.1619455446430599
ACH-000206,0.057173734910006935
ACH-000207,-0.10194117093672356
ACH-000208,-0.02365984897176157
ACH-000210,-0.17109923592638665
ACH-000211,-0.14457639376890788
ACH-000215,-0.1349961328857544
ACH-000221,-0.11112341391590112
ACH-000222,0.005489321815459407
ACH-000223,-0.2239458909736572
ACH-000226,-0.03305905614890902
ACH-000227,0.02755037826594733
ACH-000228,-0.107980883877234
ACH-000231,-0.17142301474162147
ACH-000232,-0.12451006703594275
ACH-000233,-0.030053078354724126
ACH-000234,-0.040773945361899565
ACH-000235,-0.09837692869679984
ACH-000237,-0.11964692148442665
ACH-000238,-0.10925249045474536
ACH-000242,-0.11010043334352806
ACH-000243,-0.02743646725048547
ACH-000244,-0.013265136124151807
ACH-000246,-0.2526537966416861
ACH-000248,-0.08401756339979227
ACH-000250,-0.07875000592577595
ACH-000251,0.11490222202484895
ACH-000252,-0.04941609314908303
ACH-000253,-0.058479168974322676
ACH-000255,-0.1988930665200589
ACH-000256,-0.004100037990507585
ACH-000257,-0.02711480917614531
ACH-000258,-0.2011039760205648
ACH-000259,-0.052811607476624035
ACH-000260,-0.17334428358411608
ACH-000261,-0.06430474579219424
ACH-000262,-0.07870353170057996
ACH-000263,-0.052116850722548236
