,PSMB7 (5695)
ACH-000004,-0.7161707469172138
ACH-000005,-0.4186385603514568
ACH-000007,-0.37597068940320144
ACH-000009,-0.5753221257547633
ACH-000011,-0.5944722717886171
ACH-000012,-0.9320473732513064
ACH-000013,-0.4672998372113417
ACH-000014,-1.030234626733318
ACH-000015,-0.6557291339804219
ACH-000017,-0.3182140435316909
ACH-000018,-0.8094557969295929
ACH-000019,-0.7228901530484321
ACH-000021,-0.4982972781821344
ACH-000022,-0.6523056117579696
ACH-000025,-0.9141729338138996
ACH-000028,-0.6484724550405477
ACH-000030,-0.7620798723907813
ACH-000035,-0.6734770758834834
ACH-000036,-0.8311568688369468
ACH-000037,-0.09851571140747199
ACH-000039,-0.7517532970558229
ACH-000040,-0.7326468439030942
ACH-000041,-0.4763082696196855
ACH-000042,-0.5762206882165449
ACH-000045,-0.9450372589646294
ACH-000047,-0.6662468923821895
ACH-000052,-0.6855716787256435
ACH-000053,-0.4902897802733802
ACH-000054,-0.8795483762203976
ACH-000055,-0.6515415638645181
ACH-000060,-0.8220069990759249
ACH-000067,-0.7580117578859036
ACH-000070,-0.4561876495811491
ACH-000075,-0.5781140830037526
ACH-000078,-0.5653969662737091
ACH-000082,-0.6782622222730861
ACH-000085,-0.9025403273863746
ACH-000086,-0.7862129219834294
ACH-000087,-0.6431294410806726
ACH-000092,-0.7224402044701187
ACH-000095,-0.6669632292186987
ACH-000097,-0.6192815878138812
ACH-000098,-0.675181991866028
ACH-000099,-0.6360212948923171
ACH-000108,-0.7295628321799779
ACH-000113,-0.6183572523421448
ACH-000116,-0.3847690619071975
ACH-000118,-0.7176792003230222
ACH-000120,-0.7607068379021317
ACH-000123,-0.6225517217509192
ACH-000127,-0.5880032802953404
ACH-000128,-0.42989198725064975
ACH-000132,-0.7712043257714191
ACH-000133,-0.7755273790691719
ACH-000137,-0.9506655384089486
ACH-000138,-0.7125763278828309
ACH-000142,-0.7404230741719674
ACH-000143,-0.6370128737515329
ACH-000146,-0.2138568514742488
ACH-000148,-0.7121969128409088
ACH-000150,-0.7474987589160138
ACH-000152,-0.7101899243835902
ACH-000153,-0.8715894238280774
ACH-000159,-0.963779102992786
ACH-000160,-0.6607296681458089
ACH-000163,-0.8567945285455407
ACH-000167,0.7521578379081905
ACH-000168,-0.7099105621488776
ACH-000169,-0.8534637753281346
ACH-000178,-0.5959220936037137
ACH-000183,-0.4730067969722753
ACH-000188,-0.7502982544379658
ACH-000189,-0.7100080268408319
ACH-000190,-0.7541485521418932
ACH-000198,-0.7774817101662019
ACH-000203,-1.3256636909397082
ACH-000204,-0.5334319117595753
ACH-000206,-0.4870914678517461
ACH-000207,-0.5231235509200696
ACH-000208,-0.8448675246993068
ACH-000210,-0.6127923605404928
ACH-000211,-0.7344582487847574
ACH-000215,-0.8519626786885224
ACH-000221,-0.6372323136847277
ACH-000222,-0.6775868369363496
ACH-000223,-0.4591694143498426
ACH-000226,-0.8314216258745236
ACH-000227,-0.5464189286057927
ACH-000228,-0.2930595647236991
ACH-000231,-0.8365000193047925
ACH-000232,-0.8414081435405251
ACH-000233,-0.6993314626909009
ACH-000234,-0.8394439720163202
ACH-000235,-0.8128880335776489
ACH-000237,-0.7987733494159662
ACH-000238,-0.9411481961868072
ACH-000242,-0.8869731623413492
ACH-000243,-0.6648774284976401
ACH-000244,-0.8797960398749579
ACH-000246,-0.8888326282549194
ACH-000248,-0.5008935829189708
ACH-000250,-0.8237688578020109
ACH-000251,-0.8672386810258459
ACH-000252,-0.8442871321570525
ACH-000253,-0.7128835425711779
ACH-000255,-0.8653916085520641
ACH-000256,-0.8591626383560934
ACH-000257,-0.4681191886680561
ACH-000258,-0.7102503159795608
ACH-000259,-0.5915001312690795
ACH-000260,-0.8259065072559257
ACH-000261,-0.9254015184669128
ACH-000262,-0.7781401987142014
ACH-000263,-0.7833360622480334
ACH-000264,-0.8856864398125281
ACH-000265,-0.5934444007758255
ACH-000266,-0.7508874579313958
ACH-000272,-0.8184492446170424
ACH-000274,-0.9112869830545052
ACH-000277,-0.7588569514862948
ACH-000278,-0.7759070213416355
ACH-000279,-0.3101780722538208
ACH-000280,-0.9548400104439156
ACH-000281,-0.39708151826693466
ACH-000288,-0.6834470745072531
ACH-000291,-0.8273599594741545
ACH-000293,-0.522428964371635
ACH-000294,-0.2947022445693833
ACH-000295,-0.8149718322682461
ACH-000296,-0.5771133545000716
ACH-000302,-0.4997630208965711
ACH-000304,-0.6358543765158989
ACH-000307,-0.6779672486324062
ACH-000308,-0.6534204220693082
ACH-000310,-0.6909200373213391
ACH-000311,-0.6882451503458186
ACH-000312,-0.6213653283983461
ACH-000315,-0.10696987759108197
ACH-000316,-0.9807982666321596
ACH-000317,-0.7625408860062195
ACH-000318,-0.6236271728557538
ACH-000319,-0.7392005494598926
ACH-000320,-0.4597813745338273
ACH-000322,-0.9781640868955924
ACH-000323,-1.0325929247995556
ACH-000324,-0.954436105883986
ACH-000329,-0.388129319910938
ACH-000330,-0.5560560492191516
ACH-000331,-0.7151737247642815
ACH-000332,-0.62619955837018
ACH-000334,-0.2004415369939311
ACH-000335,-0.7822603133718239
ACH-000336,-0.595944601246493
ACH-000337,-0.8828960075052616
ACH-000338,-0.778195270890996
ACH-000339,-0.7416400149747715
ACH-000341,-0.5371724016464252
ACH-000348,-0.6276156011645961
ACH-000350,-0.527853114363832
ACH-000352,-0.5684455330054242
ACH-000356,-1.0623610218549029
ACH-000361,-1.1764319068233409
ACH-000362,-0.6803140856742926
ACH-000363,-0.7049357711200277
ACH-000364,-0.7549961006037116
ACH-000365,-0.19964972073831866
ACH-000366,-0.6873450422453514
ACH-000368,-0.8538111319447801
ACH-000374,-0.8879885003979289
ACH-000375,-0.5342179051644063
ACH-000376,-0.6497557997845596
ACH-000381,-0.6798222051963393
ACH-000383,-0.8758567678421719
ACH-000387,-0.5226466369426289
ACH-000389,-0.7949349930138025
ACH-000390,-0.9122061400885814
ACH-000393,-0.8770227598399635
ACH-000395,-1.1106668728230005
ACH-000396,-0.4313327379896244
ACH-000397,-0.920038644136158
ACH-000401,-0.6260980542116305
ACH-000402,-1.0040984929922705
ACH-000403,-0.4366727189696373
ACH-000404,-0.8548060534817868
ACH-000406,-0.7403645488029084
ACH-000407,-0.7767737115623223
ACH-000408,-0.7276950853423432
ACH-000410,-0.5537591050722632
ACH-000411,-0.8758892794485063
ACH-000414,-0.6301630611319026
ACH-000415,-0.6069776008714879
ACH-000416,-0.6880172790512868
ACH-000420,-0.740358169018252
ACH-000421,-0.6037839886352094
ACH-000424,-0.6949560279911803
ACH-000425,-0.4924765564866267
ACH-000426,-0.4850065393067204
ACH-000427,-0.7626999727098766
ACH-000433,-0.8222114486563936
ACH-000435,-1.0924126316229668
ACH-000436,-0.4622517582285571
ACH-000444,-1.0539339399336236
ACH-000445,-0.863984602685492
ACH-000448,-0.6701983417749078
ACH-000450,-0.5237126350775276
ACH-000452,-0.6245174856868313
ACH-000454,-0.6720011828853337
ACH-000458,-0.6242138974993865
ACH-000459,-0.02333173852541429
ACH-000460,-0.7581301059156234
ACH-000461,-0.7624896679314778
ACH-000463,-0.6785306627444833
ACH-000464,-0.7302785769477104
ACH-000466,-0.4033777166460617
ACH-000467,-0.6864662741181375
ACH-000468,-0.8253354373961259
ACH-000469,-0.8023822444205864
ACH-000470,-0.7414079229484929
ACH-000471,-0.8719107755678874
ACH-000472,-0.8412023253368578
ACH-000473,-0.7533282695706165
ACH-000475,-0.7432227999251956
ACH-000476,-0.9456768151076248
ACH-000477,-0.7280436093867226
ACH-000479,-0.7286889011412097
ACH-000480,-0.5110345544947211
ACH-000481,-0.8445337298841576
ACH-000483,-0.7608531639293332
ACH-000484,-0.38390075012157227
ACH-000485,-0.8583582967344662
ACH-000486,-0.9416591244265792
ACH-000487,-0.6798850148217432
ACH-000488,-0.7529077973709242
ACH-000490,-0.5343839827082121
ACH-000491,-0.6465442930724961
ACH-000495,-0.755336970746468
ACH-000496,-0.6855511821333102
ACH-000499,-0.4690447872645946
ACH-000500,-0.19146041543582484
ACH-000502,-0.6782989411588242
ACH-000503,-0.3812185574955419
ACH-000505,-0.7488908451233943
ACH-000507,-0.7996694620233977
ACH-000510,-0.6125748249444942
ACH-000511,-0.8536338839315902
ACH-000512,-0.4540326648089029
ACH-000516,-0.97001336895886
ACH-000517,-0.8463362675433912
ACH-000518,-0.7600279663552894
ACH-000520,-0.9241413058255624
ACH-000521,-0.9412102997880004
ACH-000522,-0.8243027076815869
ACH-000524,-0.4755085374329587
ACH-000527,-0.6358071224400966
ACH-000528,-0.6196806087983204
ACH-000537,-0.9411052037032748
ACH-000541,-0.5405850258392861
ACH-000542,-0.8843588945698032
ACH-000544,-0.8313710979808869
ACH-000545,-0.83998957953295
ACH-000547,-0.6387670178020416
ACH-000548,-0.7836695856960121
ACH-000549,-0.8406883735069209
ACH-000550,-0.7117482961305437
ACH-000552,-0.36365273194088144
ACH-000556,-0.6573688861381405
ACH-000557,0.2461256403992986
ACH-000569,-0.8183949609054365
ACH-000570,-0.7626262776597356
ACH-000571,-0.024314305563188282
ACH-000573,-1.0320784466383286
ACH-000576,-0.5720251779564036
ACH-000579,-0.7727916647581331
ACH-000580,-0.7549134256513306
ACH-000584,-0.6963449894133217
ACH-000585,-0.5029667411009002
ACH-000588,-0.5362491384139588
ACH-000589,-0.8235332316257022
ACH-000591,-0.5683941308016109
ACH-000593,-0.6176270647436124
ACH-000600,-0.7295882599762221
ACH-000601,-0.7881979674318655
ACH-000605,-0.6291113894180522
ACH-000606,-0.6876410812466672
ACH-000608,-0.9753818856760864
ACH-000614,-0.5359564555790152
ACH-000616,-0.6763878073599062
ACH-000618,-0.5717714237973822
ACH-000619,-0.804914386435013
ACH-000620,-0.5795415274991087
ACH-000621,-0.6584138257469804
ACH-000622,-0.6231335010235719
ACH-000623,-0.697049857771084
ACH-000624,-0.8326035511863877
ACH-000627,-0.6799484799104801
ACH-000630,-0.7659815651044823
ACH-000631,-0.9583027028930504
ACH-000632,-0.7873363455027221
ACH-000633,-0.6527078849940859
ACH-000637,-0.5502652566286965
ACH-000638,-0.7571908566121882
ACH-000646,-0.6494552834918409
ACH-000647,-0.6619994607334541
ACH-000648,-0.7280278336972187
ACH-000649,-0.7793827530862073
ACH-000651,-0.6141954377657013
ACH-000652,-0.7161934806374034
ACH-000653,-0.1633186444205235
ACH-000657,-0.807460561250985
ACH-000658,-0.08420097710756506
ACH-000661,-0.9156927213692776
ACH-000662,-0.7311805139697942
ACH-000663,-0.5217682222928791
ACH-000665,-0.9865541857600758
ACH-000671,-0.4671697537803641
ACH-000672,-1.0295136178183657
ACH-000673,-0.807850875852527
ACH-000676,-0.5655248574023719
ACH-000677,-0.7650529222111032
ACH-000681,-0.5605348628852045
ACH-000683,-0.4271688042039757
ACH-000684,-0.846487345568524
ACH-000688,-0.9689622064851192
ACH-000693,-0.5765412450579144
ACH-000694,-0.673690078463425
ACH-000695,-0.9883481833713014
ACH-000696,-0.8710252898173987
ACH-000697,-0.7403759574905459
ACH-000699,-1.0288379328456485
ACH-000701,-0.5415511740035079
ACH-000706,-0.6701255740360552
ACH-000711,-0.7679138582604927
ACH-000713,-0.8174550844682702
ACH-000714,-0.7371380590917587
ACH-000718,-0.8359905831083017
ACH-000720,-0.7224586704220607
ACH-000721,-0.6807480602838127
ACH-000724,-0.6252795806091128
ACH-000725,-0.6676749273779135
ACH-000732,-0.6745613005464905
ACH-000734,-0.526414676096655
ACH-000735,-0.7355982208231754
ACH-000736,-0.8869483760538579
ACH-000738,-0.7072928825569007
ACH-000746,-0.6153190282764465
ACH-000747,-0.8706284309172875
ACH-000748,-0.8216053371926126
ACH-000753,-0.7664640341802946
ACH-000756,-0.941818710216576
ACH-000757,-0.5792878416527336
ACH-000758,-0.6411969491878418
ACH-000760,-0.9572419947735776
ACH-000762,-0.5728938649900563
ACH-000763,-0.5673836561216038
ACH-000764,-0.665971866257497
ACH-000765,-0.8284964834378019
ACH-000766,-0.7698844749471034
ACH-000767,-0.6723037756538152
ACH-000768,-0.814982660000492
ACH-000769,-0.6762347448146209
ACH-000770,-0.7139128372068371
ACH-000771,-0.8657520073960807
ACH-000773,-0.5556742510093592
ACH-000776,-0.8489089327432657
ACH-000777,-0.7197190301867655
ACH-000778,-1.0808776460295668
ACH-000781,-0.4694860469169336
ACH-000782,-0.860717473968063
ACH-000783,-0.8792389089311129
ACH-000784,-0.4249322074187712
ACH-000785,-0.7670105843559856
ACH-000787,-0.6198415375669725
ACH-000788,-0.9126628470902796
ACH-000791,-0.7571490059234767
ACH-000792,-0.5852533563956847
ACH-000794,-0.5999022210156175
ACH-000796,-0.99129470299066
ACH-000798,-0.8425974934502295
