,SRC (6714)
ACH-000004,0.07272152132952946
ACH-000005,0.08528897432321522
ACH-000007,0.051140545410804664
ACH-000009,-0.1809839013561266
ACH-000011,-0.4960400512972245
ACH-000012,0.061533540352628466
ACH-000013,0.0960970313239838
ACH-000014,-0.0845451360940259
ACH-000015,0.064381868716583
ACH-000017,0.038726831854798534
ACH-000018,-0.3500612933534916
ACH-000019,-0.03548885132595971
ACH-000021,0.044759413262854535
ACH-000022,-0.17665443390613725
ACH-000025,-0.19081320010774666
ACH-000028,0.04766542257911163
ACH-000030,-0.11190678737686242
ACH-000035,-0.03796419360129005
ACH-000036,0.10652817454415447
ACH-000037,0.008455077741510804
ACH-000039,0.08045054209905139
ACH-000040,0.09111215823122247
ACH-000041,0.035134232898136275
ACH-000042,0.016874710746912918
ACH-000045,0.08461329514623726
ACH-000047,0.12380880882064685
ACH-000052,-0.17002003622988654
ACH-000053,-0.02192606517219905
ACH-000054,-0.009253471236672913
ACH-000055,0.03729855399261348
ACH-000060,-0.2781223415138975
ACH-000067,-0.01816758331365365
ACH-000070,0.03498817773014022
ACH-000075,-0.22091559550377732
ACH-000078,-0.09697001538997306
ACH-000082,-0.009276172207356131
ACH-000085,-0.2221798866681128
ACH-000086,-0.07414579004660739
ACH-000087,0.02052998060462297
ACH-000092,-0.1393851383501937
ACH-000095,0.019183066236853574
ACH-000097,-0.06636779578307626
ACH-000098,-0.05142406466094642
ACH-000099,-0.1302813858295345
ACH-000108,-0.33340850309265746
ACH-000113,-0.055920093527862216
ACH-000116,0.0646758229540026
ACH-000118,-0.2012868240771576
ACH-000120,-0.11954309481669805
ACH-000123,-0.0667244272958898
ACH-000127,-0.04376654167617145
ACH-000128,-0.0927953070369189
ACH-000132,0.2445349787184272
ACH-000133,-0.1342441879910543
ACH-000137,0.12929844260056525
ACH-000138,-0.42987547401019377
ACH-000142,-0.19892368285881076
ACH-000143,-0.22590859653153056
ACH-000146,0.08218013683075784
ACH-000148,-0.002628006361542045
ACH-000150,0.07551301649399464
ACH-000152,-0.048383932179871234
ACH-000153,0.1067517038757984
