,SRP68 (6730)
ACH-000004,-0.4636052037935228
ACH-000005,-0.3406773118979957
ACH-000007,-0.7742968575204658
ACH-000009,-0.8661399283573704
ACH-000011,-0.5868959462981213
ACH-000012,-0.8014217505492617
ACH-000013,-0.6071130819782246
ACH-000014,-0.5172657641309389
ACH-000015,-0.603450599236644
ACH-000017,-0.8855460495332421
ACH-000018,-0.6570917695447799
ACH-000019,-0.5249187699027309
ACH-000021,-0.59710407585035
ACH-000022,-0.6778555602746841
ACH-000025,-0.5700054948290245
ACH-000028,-0.5478255326481648
ACH-000030,-0.6959757376902775
ACH-000035,-0.829976098651443
ACH-000036,-0.5828753756867342
ACH-000037,-0.5948362405577067
ACH-000039,-0.5712790291689284
ACH-000040,-0.5683212438795141
ACH-000041,-0.5523692646064489
ACH-000042,-0.665801189986008
ACH-000045,-0.5633565300843147
ACH-000047,-0.649607736544982
ACH-000052,-0.7961777033565056
ACH-000053,-0.6451539543767705
ACH-000054,-0.765232102189768
ACH-000055,-0.6432026760251991
ACH-000060,-0.8002203807135616
ACH-000067,-0.544938068977981
ACH-000070,-0.4852805574861634
ACH-000075,-0.8463256522677991
ACH-000078,-0.5031060365334273
ACH-000082,-0.7680490338186413
ACH-000085,-0.5961097993890043
ACH-000086,-0.8766928746148747
ACH-000087,-0.5286798228777139
ACH-000092,-0.7332257798204567
ACH-000095,-0.514554367456678
ACH-000097,-0.4421515761281856
ACH-000098,-0.8940935243395026
ACH-000099,-0.630305653678673
ACH-000108,-0.8376282722244219
ACH-000113,-0.7488599266397835
ACH-000116,-0.5996623761142401
ACH-000118,-0.7444272181352951
ACH-000120,-0.5647860250658967
ACH-000123,-0.6758957787964314
ACH-000127,-0.6423887873252612
ACH-000128,-0.5711176098796257
ACH-000132,-0.7809280350278499
ACH-000133,-0.6664001404053017
ACH-000137,-0.6237449364835322
ACH-000138,-0.6188873276061184
ACH-000142,-0.6420018231775182
ACH-000143,-0.7030163172279966
ACH-000146,-0.6384153066395933
ACH-000148,-0.6731978434710514
ACH-000150,-0.4308618672615808
ACH-000152,-1.0644043662350084
ACH-000153,-0.5392724786562832
ACH-000159,-0.6039352689277117
ACH-000160,-0.7203071614062392
ACH-000163,-0.5885095336804127
ACH-000167,-0.8396280944111894
ACH-000168,-0.7819609907958623
ACH-000169,-0.6363484096509502
ACH-000178,-0.6317454101563089
ACH-000183,-0.9003929849409416
ACH-000188,-0.6673728702772921
ACH-000189,-0.6924858597264967
ACH-000190,-0.7159821252203501
ACH-000198,-0.5777999440831153
ACH-000203,-0.8122796703539074
ACH-000204,-0.7573962911448292
ACH-000206,-0.6100715245929905
ACH-000207,-0.5662306083390191
ACH-000208,-0.4959362964713202
ACH-000210,-0.8952449381703587
ACH-000211,-0.6478773850692883
ACH-000215,-0.6143280147125139
ACH-000221,-0.6168988629052237
ACH-000222,-0.6721011468333713
ACH-000223,-0.7799339600927312
ACH-000226,-0.5682869099535992
ACH-000227,-0.6035212598323816
ACH-000228,-0.6874909453653483
ACH-000231,-0.7299678458751037
ACH-000232,-0.5938613260679242
ACH-000233,-0.4866515027635293
ACH-000234,-0.5417191769538653
ACH-000235,-0.7144987982602367
ACH-000237,-0.6531573263280392
ACH-000238,-0.682254225052886
ACH-000242,-0.6562533786725082
ACH-000243,-0.7971297407806796
ACH-000244,-0.5158878825366748
ACH-000246,-0.6763336155206159
ACH-000248,-0.9556664438584096
ACH-000250,-0.7392456554117329
ACH-000251,-0.69937735880274
ACH-000252,-0.8327351956468879
ACH-000253,-0.4945470698285488
ACH-000255,-0.6885261911081095
ACH-000256,-0.7364379318999054
ACH-000257,-0.5416299073988701
ACH-000258,-0.5405098495777061
ACH-000259,-0.5973124450177472
ACH-000260,-0.5547660219857377
ACH-000261,-0.6408845580119246
ACH-000262,-0.6856800329012127
ACH-000263,-0.3734252898894713
ACH-000264,-0.8257409347927598
ACH-000265,-0.5938640410060616
ACH-000266,-0.7395978228213792
ACH-000272,-0.917875690754704
ACH-000274,-0.8529639716900903
ACH-000277,-0.663183583180934
ACH-000278,-0.4857224194202055
ACH-000279,-0.7289641786854274
ACH-000280,-0.6518997818669016
ACH-000281,-0.9082761826101692
ACH-000288,-0.8096762241290778
ACH-000291,-0.6814447930487422
ACH-000293,-0.5787286867133603
ACH-000294,-0.3925771491612489
ACH-000295,-0.6342684715777669
ACH-000296,-0.6193495183746128
ACH-000302,-0.6742083389989275
ACH-000304,-0.6642072824684945
ACH-000307,-0.8651988958553631
ACH-000308,-0.7908704538954396
ACH-000310,-0.559549482376232
ACH-000311,-0.5420842926841515
ACH-000312,-0.6502771010019528
ACH-000315,-0.9083204208489656
ACH-000316,-0.6145430904806705
ACH-000317,-0.5258460570854749
ACH-000318,-0.4453666191817113
ACH-000319,-0.706805538846248
ACH-000320,-0.4694973410322461
ACH-000322,-0.4878139035070612
ACH-000323,-0.8143738797623662
ACH-000324,-0.6668962502054654
ACH-000329,-0.5467655564349814
ACH-000330,-0.8610378199744201
ACH-000331,-0.693343800689567
ACH-000332,-0.6317615637595662
ACH-000334,-0.5825226606945526
ACH-000335,-0.4573246625739254
ACH-000336,-0.46100927586806895
ACH-000337,-0.7427738230594605
ACH-000338,-0.23693959947977916
ACH-000339,-0.7360389279921025
ACH-000341,-0.47153007476979797
ACH-000348,-0.7249858009062571
ACH-000350,-0.493076709638987
