,GREM2 (64388)
ACH-000004,0.168366639049147
ACH-000005,0.3166578183690869
ACH-000007,0.04855221847670498
ACH-000009,0.0246459511123501
ACH-000011,-0.000969000263825596
ACH-000012,0.014511916259845863
ACH-000013,-0.03515140767123004
ACH-000014,0.15720555471892916
ACH-000015,-0.04567172002617189
ACH-000017,-0.06510698705812656
ACH-000018,-0.06731316362309903
ACH-000019,-0.0907476637932572
ACH-000021,-0.035886637079481434
ACH-000022,0.008567799733950377
ACH-000025,-0.10743436204696012
ACH-000028,0.02028571402612037
ACH-000030,0.034057583457712017
ACH-000035,0.06947914700339303
ACH-000036,-0.004249620341275521
ACH-000037,-0.1329977821552189
ACH-000039,-0.0336166814269783
ACH-000040,0.07611339306282447
ACH-000041,-0.04727330769710457
ACH-000042,-0.006724009286559348
ACH-000045,0.11459525152537316
ACH-000047,-0.011894355477187537
ACH-000052,-0.030348258540272576
ACH-000053,0.03630049494358332
ACH-000054,0.017451695306418363
ACH-000055,-0.12193551053464916
ACH-000060,-0.010698725269734387
ACH-000067,-0.1157861757749844
ACH-000070,0.06634003054517004
ACH-000075,-0.024233939010507424
ACH-000078,0.11229730047270928
ACH-000082,-0.06464588240194352
ACH-000085,0.3241359585428417
ACH-000086,-0.10949391191405566
ACH-000087,0.10372162065275578
ACH-000092,-0.026233726830377876
ACH-000095,0.06340966714600434
ACH-000097,0.08765291273062477
ACH-000098,0.020746656661097283
ACH-000099,-0.0012042115063421153
ACH-000108,-0.0008132411869998282
ACH-000113,0.1050232272382042
ACH-000116,0.09225009025672766
ACH-000118,0.09086327669685676
ACH-000120,-0.04347971680792704
ACH-000123,0.029542075406058736
ACH-000127,-0.06230642897528432
ACH-000128,0.06290042971190014
ACH-000132,0.02555786360230041
ACH-000133,-0.004868177360616879
ACH-000137,-0.0707925218834822
ACH-000138,0.09461112291635547
ACH-000142,-0.1147748023371427
ACH-000143,-0.034294694080289345
ACH-000146,0.017688751493685054
ACH-000148,-0.002708037185212016
ACH-000150,0.1743940754899181
ACH-000152,0.01863728764449666
ACH-000153,-0.010549560725434105
ACH-000159,-0.0067660586327815036
ACH-000160,0.04507587944559927
ACH-000163,0.15075296604785868
ACH-000167,0.2415650098905129
ACH-000168,-0.04097634219665198
ACH-000169,0.16503797646790405
ACH-000178,0.07182718958060755
ACH-000183,0.05967570001609991
