,NVL (4931)
ACH-000004,-0.783872711676202
ACH-000005,-0.8500575629889743
ACH-000007,-1.0212662751231012
ACH-000009,-1.1837074907590135
ACH-000011,-0.9163889666093183
ACH-000012,-0.9629879686636854
ACH-000013,-1.0258988214249791
ACH-000014,-0.8608756360356393
ACH-000015,-0.8911189784633441
ACH-000017,-0.871051215176588
ACH-000018,-1.0536466958205617
ACH-000019,-0.935440961116512
ACH-000021,-0.965659637794964
ACH-000022,-0.8712318056080409
ACH-000025,-0.9415615122739608
ACH-000028,-0.7858842005457743
ACH-000030,-0.9044139236328176
ACH-000035,-1.0541377458397858
ACH-000036,-1.0144103711312842
ACH-000037,-0.6995772502141594
ACH-000039,-0.9405052189218686
ACH-000040,-0.9651922213225858
ACH-000041,-0.8445494788466205
ACH-000042,-0.8624447705863333
ACH-000045,-1.0966091523654746
ACH-000047,-0.9003187333890229
ACH-000052,-0.8656771212101372
ACH-000053,-0.9799041323516712
ACH-000054,-0.9494034167947876
ACH-000055,-0.8463100925590851
ACH-000060,-0.6639338922944289
ACH-000067,-1.064020230961534
ACH-000070,-0.7127261330974777
ACH-000075,-0.8750927997385696
ACH-000078,-0.8785775573760178
ACH-000082,-0.9077314057986337
ACH-000085,-0.7561087513971854
ACH-000086,-0.8398982777923629
ACH-000087,-0.7829298445901648
ACH-000092,-0.8387664564344008
ACH-000095,-0.8386135005330521
ACH-000097,-0.7267694788274645
ACH-000098,-1.054537275732555
ACH-000099,-1.0050393759179197
ACH-000108,-0.8657171414366014
ACH-000113,-0.6400958661884067
ACH-000116,-0.6959862280579178
ACH-000118,-0.9722130338812708
ACH-000120,-0.8758479783458598
ACH-000123,-1.054152954602226
ACH-000127,-0.8176766972840455
ACH-000128,-0.9957301748828858
ACH-000132,-0.723040862904676
ACH-000133,-0.8542787237831074
ACH-000137,-1.171318500846061
ACH-000138,-1.0222350309657198
ACH-000142,-1.0461109384813476
ACH-000143,-1.0887366781829662
ACH-000146,-0.8229973066566221
ACH-000148,-0.9895589505949516
ACH-000150,-0.8490333412774232
ACH-000152,-0.9926171779295484
ACH-000153,-1.2072717513864522
ACH-000159,-0.8558286261502751
ACH-000160,-1.209870533866096
ACH-000163,-1.0959961487492953
ACH-000167,-1.5454609475205248
ACH-000168,-0.8491667829223117
ACH-000169,-0.9699603876850772
ACH-000178,-0.7984368190821153
ACH-000183,-0.8804224501554881
ACH-000188,-1.0852212916218529
ACH-000189,-1.051816206593795
ACH-000190,-0.7082839748175125
ACH-000198,-0.9242946643236832
ACH-000203,-0.8786880710722561
ACH-000204,-1.0631534999778005
ACH-000206,-0.5110943281686225
ACH-000207,-0.9740705759574064
ACH-000208,-0.8459542677769959
ACH-000210,-0.6590340342300219
ACH-000211,-0.8484856762972526
ACH-000215,-0.7759911356389345
ACH-000221,-0.7524324286939464
ACH-000222,-0.9619467035783726
ACH-000223,-1.0740139479002122
ACH-000226,-0.9678571676677376
ACH-000227,-0.7810930821702047
ACH-000228,-0.8208614477972727
ACH-000231,-0.8330994851868448
ACH-000232,-0.892686454731941
ACH-000233,-0.8885255721870456
ACH-000234,-0.7076850159348389
ACH-000235,-0.8082418711600605
ACH-000237,-1.0699869058084357
ACH-000238,-0.7600608597870866
ACH-000242,-1.165591170332919
ACH-000243,-1.0059661620859313
ACH-000244,-1.0220856966180754
ACH-000246,-0.7496734921177405
ACH-000248,-0.9364919773572942
ACH-000250,-0.816888166091058
ACH-000251,-1.0214993946843531
ACH-000252,-1.1103932753468404
ACH-000253,-0.9475524701548721
ACH-000255,-0.8910293543881731
ACH-000256,-0.8981031299005539
ACH-000257,-0.8162841693389885
ACH-000258,-0.661010042087786
ACH-000259,-0.8257721491567771
ACH-000260,-1.0579924544533053
ACH-000261,-0.9613629402633777
ACH-000262,-0.8889012525918698
ACH-000263,-0.9689026374168548
ACH-000264,-0.9162112206296396
ACH-000265,-0.8400586574902016
ACH-000266,-0.9206423551504472
ACH-000272,-0.8870902447943112
ACH-000274,-0.8381717398929629
ACH-000277,-1.0267822236378268
ACH-000278,-0.9158245865384209
ACH-000279,-0.8871162837797251
ACH-000280,-1.0214556861844064
ACH-000281,-0.7256354577656341
ACH-000288,-0.8865776362467178
ACH-000291,-0.8706162042306511
ACH-000293,-0.7372357329757623
ACH-000294,-1.1365752257174049
ACH-000295,-1.0429372205325582
ACH-000296,-1.0233022641839733
ACH-000302,-0.890804374727196
ACH-000304,-1.0307659486630945
ACH-000307,-1.0457943517302242
ACH-000308,-0.8219604865364646
ACH-000310,-0.826406066332708
ACH-000311,-0.767839260441707
ACH-000312,-0.7837937533570309
ACH-000315,-0.7137013869955352
ACH-000316,-1.2142593012406775
ACH-000317,-1.160860266584133
ACH-000318,-1.1379296250448687
ACH-000319,-1.1749586471363411
ACH-000320,-0.9631176645305816
ACH-000322,-0.9858605194045428
ACH-000323,-1.0009934090128811
ACH-000324,-0.8963335409537322
