,TLN1 (7094)
ACH-000004,-0.4569578210004437
ACH-000005,-0.5507447683511968
ACH-000007,-0.8700915024264584
ACH-000009,-0.5702618817604653
ACH-000011,-0.9985092336241151
ACH-000012,-0.7110757482135187
ACH-000013,-0.6950935827243778
ACH-000014,-0.9911649536449012
ACH-000015,-0.6976057267478001
ACH-000017,-0.8970394683296086
ACH-000018,-0.9615657395232704
ACH-000019,-0.9228170706256624
ACH-000021,-0.8667006094056428
ACH-000022,-0.4954834280882093
ACH-000025,-0.7934820724129432
ACH-000028,-0.6468664288133951
ACH-000030,-0.8441887694112045
ACH-000035,-0.7399652052255968
ACH-000036,-0.7748164418648084
ACH-000037,-0.7271938754803585
ACH-000039,-0.6408283014004021
ACH-000040,-0.9668794575655656
ACH-000041,-0.5993122659495517
ACH-000042,-0.9153100873403074
ACH-000045,-0.7597026004128855
ACH-000047,-1.0140709153813232
ACH-000052,-0.8810762055001006
ACH-000053,-0.4593472811861746
ACH-000054,-0.8411895828390467
ACH-000055,-0.6930893836719195
ACH-000060,-0.778898777318734
ACH-000067,-1.0418781400463868
ACH-000070,-0.6562700407059255
ACH-000075,-0.7449015074045063
ACH-000078,-0.5414237089041357
ACH-000082,-0.8510148064188551
ACH-000085,-1.0955611061569426
ACH-000086,-0.5481844224594109
ACH-000087,-0.6761759912092236
ACH-000092,-0.7969656790502437
ACH-000095,-0.6921068267315679
ACH-000097,-0.7389457408826353
ACH-000098,-0.7480066349137907
ACH-000099,-0.5758716268654139
ACH-000108,-0.8904350805786708
ACH-000113,-0.6859886980927347
ACH-000116,-0.5085180440369265
ACH-000118,-0.9667467476489664
ACH-000120,-0.7282391260354759
ACH-000123,-0.6788379864686369
ACH-000127,-0.8836963217491072
ACH-000128,-0.546403736078983
ACH-000132,-0.8534038400334737
ACH-000133,-0.8039253666326799
ACH-000137,-0.5257823537088543
ACH-000138,-0.8722025492652545
ACH-000142,-0.7340086604980575
ACH-000143,-0.632313116984192
ACH-000146,-0.39650556309899937
ACH-000148,-0.7682312783137011
ACH-000150,-0.8010030333854102
ACH-000152,-0.8180378992598787
ACH-000153,-0.5860892928589327
ACH-000159,-0.7392567745671906
ACH-000160,-0.8588902390612867
ACH-000163,-0.6633150977337918
ACH-000167,-1.029776306045676
ACH-000168,-0.4893195273683023
ACH-000169,-0.6601561292447458
ACH-000178,-0.9047849050376416
ACH-000183,-0.614516041438104
ACH-000188,-0.8362119319134841
ACH-000189,-0.8647364830643353
ACH-000190,-0.8219744765511875
ACH-000198,-0.7950746057875029
ACH-000203,-0.8749505837020217
ACH-000204,-0.4835124334773194
ACH-000206,-0.6964636114362872
ACH-000207,-0.5907358999202671
ACH-000208,-0.9489906306570579
ACH-000210,-0.4841596798801443
ACH-000211,-0.6472716319800207
ACH-000215,-0.8620878143761287
ACH-000221,-0.6032213239268598
ACH-000222,-0.9302214813218412
ACH-000223,-0.8575289583954465
ACH-000226,-0.4152229561438405
ACH-000227,-0.5651410243171784
ACH-000228,-0.8521357038883601
ACH-000231,-0.4949035809120181
ACH-000232,-0.7879738853129055
ACH-000233,-0.3950360576528612
ACH-000234,-0.935518617948734
ACH-000235,-0.8988608023857287
ACH-000237,-0.8927399828494352
ACH-000238,-0.5024413877143492
ACH-000242,-0.9500082659431992
ACH-000243,-0.819157280162795
ACH-000244,-0.8347461365233664
ACH-000246,-1.0275766905015375
ACH-000248,-0.8688017970074201
ACH-000250,-0.7335019866295163
ACH-000251,-0.6457860512467297
ACH-000252,-1.070660275596615
ACH-000253,-0.5425767112477892
ACH-000255,-0.9789998157873984
ACH-000256,-0.8506381697840159
ACH-000257,-0.8172640689677744
ACH-000258,-0.3935745210978551
ACH-000259,-0.5792757433842894
ACH-000260,-0.5836841382972973
ACH-000261,-0.8588427824972991
ACH-000262,-1.0297636399502843
ACH-000263,-0.6399930124883488
ACH-000264,-0.6314694834785974
ACH-000265,-0.8199164967129055
ACH-000266,-0.8603906101282316
ACH-000272,-0.77018122392417
ACH-000274,-0.6165784792498394
ACH-000277,-0.5813669211551106
ACH-000278,-0.8416112133919774
ACH-000279,-0.5698033810897107
ACH-000280,-0.8319226862540705
ACH-000281,-0.7079777480352482
ACH-000288,-0.7023785898824622
ACH-000291,-0.5313351366337825
ACH-000293,-0.5689467665494274
ACH-000294,-0.4361845382746197
ACH-000295,-0.6457144987248001
ACH-000296,-0.8104655261095389
ACH-000302,-0.7202156277239851
ACH-000304,-0.8329542281343522
ACH-000307,-0.9947926350950184
ACH-000308,-0.8643857748446178
ACH-000310,-0.539536121084442
ACH-000311,-0.8265175462731135
ACH-000312,-0.5102613340041571
ACH-000315,-0.5462372776612543
ACH-000316,-0.8941846449224002
ACH-000317,-0.5716526919929548
ACH-000318,-0.8672358675749956
ACH-000319,-0.6982499495516196
ACH-000320,-0.7421932391449979
ACH-000322,-0.911097488016668
ACH-000323,-0.9077938779588888
ACH-000324,-0.7413689439941903
ACH-000329,-0.6676476471406674
ACH-000330,-0.5643745191771412
ACH-000331,-1.0272802976465698
ACH-000332,-1.0131980528303302
ACH-000334,-0.681737928326931
ACH-000335,-0.6135563289505964
ACH-000336,-1.0290340583155202
ACH-000337,-0.6218863117270117
ACH-000338,-0.6985680045322245
ACH-000339,-0.8890516442409996
ACH-000341,-0.3630594774974845
ACH-000348,-0.9003531157087065
ACH-000350,-0.5648151074149755
ACH-000352,-0.7132152964774412
ACH-000356,-0.679801372958715
ACH-000361,-0.6739200835082162
ACH-000362,-0.7399456004975694
ACH-000363,-0.4795952877060288
ACH-000364,-0.9135295753755632
ACH-000365,-0.6784252843241129
ACH-000366,-0.4513321889488209
ACH-000368,-0.8262833174891662
ACH-000374,-0.8115736888381876
ACH-000375,-0.8473322286966939
ACH-000376,-0.7346854641143221
ACH-000381,-0.70273330510177
ACH-000383,-0.6049880913381912
ACH-000387,-0.4381529872157677
ACH-000389,-0.8372261783767716
ACH-000390,-0.5220459814294488
ACH-000393,-0.8593704463212875
ACH-000395,-0.9275200818591977
ACH-000396,-1.1739385498369628
ACH-000397,-0.9621360014327176
ACH-000401,-0.8090942399348793
ACH-000402,-0.5911493292116139
ACH-000403,-0.890170813901124
ACH-000404,-0.6179436247670117
ACH-000406,-0.3904731072784968
ACH-000407,-0.8809796364160358
ACH-000408,-1.166734558696439
ACH-000410,-0.6497701109249925
ACH-000411,-0.7712777332999201
ACH-000414,-0.7904413101370921
ACH-000415,-0.5701291956004974
