,FAHD2A (51011)
ACH-000521,-0.3400057801081128
ACH-000522,-0.2745272270307884
ACH-000524,-0.18018718818085194
ACH-000527,-0.1663844235425301
ACH-000528,-0.2569244326379693
ACH-000537,-0.29646374096949946
ACH-000541,-0.2311792957120553
ACH-000542,-0.2299885337374029
ACH-000544,-0.22219956581526967
ACH-000545,-0.3408634582293116
ACH-000547,-0.3232399293131361
ACH-000548,-0.391070995062831
ACH-000549,-0.4216689260653888
ACH-000550,-0.38000107872915706
ACH-000552,-0.2667208829898541
ACH-000556,-0.2535166362097696
ACH-000557,-0.14331640907616575
ACH-000569,-0.3640465323514527
ACH-000570,-0.2657437706601625
ACH-000571,-0.12164151287332076
ACH-000573,-0.257543837255425
ACH-000576,-0.07873802681823898
ACH-000579,-0.5201697561244957
ACH-000580,-0.34305419185574704
ACH-000584,-0.2595635297597959
ACH-000585,-0.16356329845989498
ACH-000588,-0.3581505302747118
ACH-000589,-0.18221583196939548
ACH-000591,-0.2369365505610552
ACH-000593,-0.3100460403354541
ACH-000600,-0.28132587594448205
ACH-000601,-0.2847620964057252
ACH-000605,-0.2960070314014379
ACH-000606,-0.2307157323532952
ACH-000608,-0.22965937501542866
ACH-000614,-0.360858461167781
ACH-000616,-0.29381978436688
ACH-000618,-0.30306867770662343
ACH-000619,-0.3763856068985776
ACH-000620,-0.2840144905304621
ACH-000621,-0.2020192922471911
ACH-000622,-0.16094422904936906
ACH-000623,-0.2328938714586828
ACH-000624,-0.31722676662397514
ACH-000627,-0.2058535805403605
ACH-000630,-0.34222045285652264
ACH-000631,-0.2413024457262665
ACH-000632,-0.2187262815648505
ACH-000633,-0.21922518047583908
ACH-000637,-0.4169227271929124
ACH-000638,-0.2702267849099565
ACH-000646,-0.3669770054471198
ACH-000647,-0.32902905392566545
ACH-000648,-0.32392144812212154
ACH-000649,-0.37674096459681344
ACH-000651,-0.1174932789599281
ACH-000652,-0.029931560452313714
ACH-000653,-0.22891347602190545
ACH-000657,-0.2100698814304834
ACH-000658,-0.08692573846712656
ACH-000661,-0.17906481525841728
ACH-000662,-0.5045385658956871
ACH-000663,-0.3279903018841652
ACH-000665,-0.4509870505811795
ACH-000671,-0.11801605742098475
ACH-000672,-0.19479349226985293
ACH-000673,-0.30792914808485633
ACH-000676,-0.2426084554526351
ACH-000677,-0.33050958124340674
ACH-000681,-0.3821934784948549
ACH-000683,-0.1513639536751149
ACH-000684,-0.42601435866375903
ACH-000688,-0.2109911215282553
ACH-000693,-0.3376939191671165
ACH-000694,-0.2756517999769087
ACH-000695,-0.4439008664784213
ACH-000696,-0.2597391650786144
ACH-000697,-0.4230861668684515
ACH-000699,-0.2575033186078027
ACH-000701,-0.20510858553821976
ACH-000706,-0.13264629059721916
ACH-000711,-0.2941544174985017
ACH-000713,-0.2588215827136005
ACH-000714,-0.21598293014902767
ACH-000718,-0.2553547402632497
ACH-000720,-0.3367796690177769
ACH-000721,-0.5197807633029577
ACH-000724,-0.1813943666109981
ACH-000725,-0.04949378164655168
ACH-000732,-0.4408095723243946
ACH-000734,-0.3159902545739289
ACH-000735,-0.2334218744064897
ACH-000736,-0.29906971884401684
ACH-000738,-0.3358642175232361
ACH-000746,-0.026839668538058664
ACH-000747,-0.2764933210361081
ACH-000748,-0.214315528369652
ACH-000753,-0.1900509503894805
ACH-000756,-0.3668402123889925
ACH-000757,-0.2645788085147165
ACH-000758,-0.12580507149384804
ACH-000760,-0.1697569345378147
ACH-000762,-0.27474253490786715
ACH-000763,-0.2892839801034742
ACH-000764,-0.20683278174766576
ACH-000765,-0.061719644607648214
ACH-000766,-0.26627771115989635
ACH-000767,-0.060811424615719235
ACH-000768,-0.3632226388650503
ACH-000769,-0.344416477343328
ACH-000770,-0.3248415640361696
ACH-000771,-0.19383804748848288
ACH-000773,-0.17700522702256447
ACH-000776,-0.20508322089122324
ACH-000777,-0.25476608675067225
ACH-000778,-0.19318307198536488
ACH-000781,-0.19601009365075805
ACH-000782,-0.288961607557893
ACH-000783,-0.1251237805522457
ACH-000784,-0.2580670224289097
ACH-000785,-0.3371236300345153
ACH-000787,-0.2425334207680563
ACH-000788,-0.31588934642811245
ACH-000791,-0.2524042923713843
ACH-000792,-0.22048069225337286
ACH-000794,-0.13355326198294296
ACH-000796,-0.3101642922061941
ACH-000798,-0.3963992186082005
ACH-000799,-0.21359173215916952
ACH-000800,-0.3442378399759673
ACH-000802,-0.2347656223021236
ACH-000804,-0.1957680443395478
ACH-000805,-0.1432212890627948
ACH-000809,-0.2394338496734413
ACH-000810,-0.5162096491619717
ACH-000811,-0.3445485722812848
ACH-000817,-0.05940569761034761
ACH-000819,-0.3294779257335413
ACH-000820,-0.20187182592888092
ACH-000821,-0.2132217243677335
ACH-000822,-0.1156193198338526
ACH-000823,-0.2447524803847188
ACH-000824,-0.15489324599476098
ACH-000827,-0.3003175425293402
ACH-000829,-0.338954351441357
ACH-000831,-0.4301102871001993
ACH-000832,-0.36033614485988463
ACH-000833,-0.046748644366228574
ACH-000834,-0.2936499335870477
ACH-000835,-0.22796602450865985
ACH-000836,-0.4426101591186397
ACH-000837,-0.19536285766510014
ACH-000838,-0.025233240465233384
ACH-000839,-0.17741750010908186
ACH-000840,-0.27253264207579103
ACH-000841,-0.15643025184558276
ACH-000843,-0.2887052713633321
ACH-000846,-0.2983386604697257
ACH-000847,-0.33408519779003193
ACH-000848,-0.1519105113800131
ACH-000849,-0.39333657956620616
ACH-000851,-0.3896663961475616
ACH-000855,-0.3074489299935593
ACH-000856,-0.2682909725658709
ACH-000858,-0.3845597106440409
ACH-000859,-0.3759998048977128
ACH-000861,-0.4541012366527896
ACH-000862,-0.32480460097286684
ACH-000865,-0.2268208706039246
ACH-000866,-0.1529944836942097
ACH-000867,-0.3135791396690156
ACH-000869,-0.20660068842505988
ACH-000872,-0.33792760933458504
ACH-000873,-0.27034811850457185
ACH-000876,-0.32345701725410564
ACH-000878,-0.20717686736594398
ACH-000880,-0.3596156443308
ACH-000881,-0.3410094076900205
ACH-000882,-0.28319787709935085
ACH-000884,-0.1872705148606586
ACH-000885,-0.24610771032240902
ACH-000887,-0.4244740049977441
ACH-000889,-0.4394838062717179
ACH-000896,-0.3100070767653658
ACH-000898,-0.2877757586169746
ACH-000900,-0.3821004745973715
ACH-000901,-0.2456438452119684
ACH-000905,-0.22904433934674695
ACH-000906,-0.2178992623543335
ACH-000907,-0.13420420588915247
ACH-000910,-0.05492084869124583
ACH-000911,-0.2893782473489473
ACH-000912,-0.2413955139674098
ACH-000913,-0.14149671558694013
ACH-000915,-0.2815357575427813
ACH-000916,-0.5652736116579823
ACH-000917,-0.23971276798621924
ACH-000920,-0.09174451922779743
ACH-000921,-0.2220928733153921
ACH-000924,-0.24878765819424795
ACH-000926,-0.17294871329586192
ACH-000928,-0.3244885984084756
ACH-000929,-0.2443634296220824
ACH-000932,-0.10557013492512342
ACH-000935,-0.3419046100747973
ACH-000936,-0.4050356335870913
ACH-000937,-0.057773870292967176
ACH-000938,-0.24645965676287065
ACH-000939,-0.17529455705835115
ACH-000941,-0.3663465120143107
ACH-000943,-0.21283781958397172
ACH-000946,-0.2841444652821025
ACH-000947,-0.261213386931442
ACH-000948,-0.143771774262762
ACH-000950,-0.42477679375651933
ACH-000953,-0.1997430731238049
ACH-000954,-0.5883505254768634
ACH-000957,-0.15338558008797507
ACH-000958,-0.2583254573805943
ACH-000960,-0.21080927441637856
ACH-000963,-0.5228707791365627
ACH-000968,-0.005217782721157551
ACH-000969,-0.1699939675816398
ACH-000972,-0.2932021906741161
ACH-000973,-0.2283695048164733
ACH-000974,-0.12158938076766565
ACH-000978,-0.2647610889885657
ACH-000984,-0.1209090971812471
ACH-000986,-0.10911477272594287
ACH-000988,-0.05564718698698525
ACH-000993,-0.223431134861368
ACH-000994,-0.20523416989759305
ACH-000996,-0.3006281968019503
ACH-001001,-0.18363022686254585
ACH-001020,-0.39990328418677396
ACH-001028,-0.3460964970469432
ACH-001031,-0.37309774256657613
ACH-001038,-0.2956113604894954
ACH-001048,-0.2585842490675197
ACH-001050,-0.2180554269974672
ACH-001053,-0.0023439046484841105
ACH-001054,-0.22511945078255755
ACH-001061,-0.2673149228020348
ACH-001067,-0.3204793985211989
ACH-001075,-0.27839125579631296
ACH-001096,-0.14551616329302405
ACH-001111,-0.4867805183230175
ACH-001119,-0.2281117469082948
ACH-001128,-0.36378652590831534
ACH-001134,-0.3469746132677826
ACH-001151,-0.2662284211878179
ACH-001163,-0.1952565736559644
ACH-001164,-0.4286891361493599
ACH-001183,-0.2408185284860969
ACH-001192,-0.28123475755521504
ACH-001193,-0.06831189580620621
ACH-001196,-0.2309685662647861
ACH-001197,-0.281577058632767
ACH-001205,0.018631956973923225
ACH-001211,-0.2388590842218704
ACH-001212,-0.2262328287043134
ACH-001228,-0.3485568559369667
ACH-001232,-0.3698431107204661
ACH-001239,-0.3943792820220245
ACH-001270,-0.518544559850619
ACH-001274,-0.20867945772969065
ACH-001275,-0.1627847721080659
ACH-001277,-0.4263079688352508
ACH-001278,-0.15940932865236412
ACH-001280,-0.002575393375470753
ACH-001283,-0.3044676936313214
ACH-001289,-0.3067680471449635
ACH-001300,-0.17991303776352466
ACH-001301,-0.26114869961658177
ACH-001302,-0.23530730669224315
ACH-001306,-0.34641521371165296
ACH-001318,-0.3894912105967983
ACH-001322,-0.25005978318500394
ACH-001328,-0.26056297499293113
ACH-001332,-0.1853163228706339
ACH-001336,-0.2748688405170733
ACH-001346,-0.2534297414860526
ACH-001353,-0.25971617085490245
ACH-001354,-0.3567100387104772
ACH-001367,-0.03004751341347895
ACH-001368,-0.23904248329353586
ACH-001374,-0.14103269279815675
ACH-001377,-0.2283248732174753
ACH-001380,-0.25557648662275145
ACH-001391,-0.2303086170148798
ACH-001408,-0.20732419305262648
ACH-001430,-0.05074105512158168
ACH-001431,-0.27126830128329177
ACH-001450,-0.15873254274566473
ACH-001496,-0.12310660117416998
ACH-001500,-0.399778624002782
ACH-001523,-0.2883648710286121
ACH-001532,-0.3075564089393687
ACH-001550,-0.3783563770045111
ACH-001552,-0.15723463312975247
ACH-001554,-0.43522384778970735
ACH-001654,-0.31093169447043084
ACH-001735,-0.20932440310745645
ACH-001736,-0.22507464994601126
ACH-001737,-0.4491228151036956
ACH-001740,-0.03794522523813275
ACH-001745,-0.2315654912002662
ACH-001765,-0.2631302855308783
