,RABL3 (285282)
ACH-000004,0.19183366160977933
ACH-000005,-0.2787128427097282
ACH-000007,0.14061500721057935
ACH-000009,0.08768016069265795
ACH-000011,0.3178481576465971
ACH-000012,0.033096056757049894
ACH-000013,0.0588959805601943
ACH-000014,-0.11807985903671266
ACH-000015,-0.07855943595721772
ACH-000017,0.27323419955343736
ACH-000018,-0.00022485907901137548
ACH-000019,-0.0013486139700598938
ACH-000021,0.1230527571335613
ACH-000022,0.13957546878136504
ACH-000025,-0.221928826957237
ACH-000028,-0.038477251855900715
ACH-000030,0.09916280232331784
ACH-000035,-0.2227026586117934
ACH-000036,-0.3783443751951305
ACH-000037,0.17810826785263315
ACH-000039,-0.003953417335874132
ACH-000040,-0.17472062652567255
ACH-000041,0.024288796651915814
ACH-000042,0.11762814524943024
ACH-000045,-0.15279740130131889
ACH-000047,0.09758431674311638
ACH-000052,-0.00015743931382209206
ACH-000053,0.015508343136016931
ACH-000054,0.04483062929738869
ACH-000055,0.1091739780441654
ACH-000060,0.07524543610159666
ACH-000067,-0.04128550697437025
ACH-000070,0.028314021171016137
ACH-000075,0.1869092055341148
ACH-000078,0.027514045254926758
ACH-000082,0.08916488137824809
ACH-000085,0.12646717039020924
ACH-000086,-0.06000156690638862
ACH-000087,0.3136614634724412
ACH-000092,-0.11817360705347148
ACH-000095,0.09095764817592204
ACH-000097,0.08893522651720018
ACH-000098,-0.1869494374924689
ACH-000099,0.06147106205728022
ACH-000108,-0.004439794357635353
ACH-000113,0.11473229784778922
ACH-000116,0.07679654075323873
ACH-000118,0.047867577246223175
ACH-000120,-0.05967579251421633
ACH-000123,0.02182345117087156
ACH-000127,0.0914977685465961
ACH-000128,-0.1055551928423092
ACH-000132,0.13892255937753162
ACH-000133,-0.16874767981499525
ACH-000137,0.08983031645495113
ACH-000138,0.14774642883993838
ACH-000142,0.13412473631849406
ACH-000143,0.0329699110051146
ACH-000146,0.1371914721093309
ACH-000148,-0.058316477204330426
ACH-000150,0.10856619042061552
ACH-000152,-0.06732121889085106
ACH-000153,0.053598022146802635
ACH-000159,0.22413065572235866
ACH-000160,0.051567962951138885
ACH-000163,-0.291238498411289
ACH-000167,0.2540505866284089
ACH-000168,0.23795736317741176
ACH-000169,-0.19594605122104494
ACH-000178,0.12090200350540699
ACH-000183,0.10968141029095624
ACH-000188,0.22815687670046525
ACH-000189,-0.22728505659267625
ACH-000190,-0.06351743981065233
ACH-000198,0.07622751241499384
ACH-000203,0.15626686217934715
ACH-000204,-0.01654083220115881
ACH-000206,0.01066824908266556
ACH-000207,0.04856558434736481
ACH-000208,0.0845072734521086
ACH-000210,0.2359005896037841
ACH-000211,0.09972540937343073
ACH-000215,0.09557197102810187
ACH-000221,-0.0756364378430569
ACH-000222,-0.05515881541194866
ACH-000223,0.0295780980379317
ACH-000226,0.07695412475282327
ACH-000227,0.026215972385576408
ACH-000228,0.19389487616158935
ACH-000231,0.13082163376918762
ACH-000232,-0.03902353420325447
