,ACTL6A (86)
ACH-000004,-1.2492446922651146
ACH-000005,-1.2866195886106315
ACH-000007,-1.140209824444656
ACH-000009,-1.14704085152762
ACH-000011,-1.0451594938674595
ACH-000012,-1.081963726673702
ACH-000013,-1.1229677518494594
ACH-000014,-0.9728740773284356
ACH-000015,-1.0422151390969303
ACH-000017,-1.010392444285183
ACH-000018,-1.0578753666991298
ACH-000019,-0.9983656658794516
ACH-000021,-1.146571038900967
ACH-000022,-0.8905376025004598
ACH-000025,-1.194185560857707
ACH-000028,-1.1053671735488717
ACH-000030,-1.0869289426766229
ACH-000035,-1.224699860462516
ACH-000036,-1.185335808112312
ACH-000037,-1.376223665068729
ACH-000039,-1.200083690971778
ACH-000040,-1.1049880322036274
ACH-000041,-1.379743138258792
ACH-000042,-0.9263335780696508
ACH-000045,-0.9839457730771808
ACH-000047,-0.8335457143666872
ACH-000052,-1.2408052170006831
ACH-000053,-1.191081514354276
ACH-000054,-1.0839458690237636
ACH-000055,-1.159777203113056
ACH-000060,-1.3356773949019525
ACH-000067,-1.226535994661824
ACH-000070,-1.0398066733231572
ACH-000075,-1.1216024389767536
ACH-000078,-0.7032295554242599
ACH-000082,-0.9373510146574264
ACH-000085,-0.9786281762150292
ACH-000086,-1.131338683661242
ACH-000087,-0.9178489519057096
ACH-000092,-0.983432348378665
ACH-000095,-1.2934309109797375
ACH-000097,-1.275616397018854
ACH-000098,-1.0923184933383898
ACH-000099,-0.32324503271632554
ACH-000108,-1.1721719669629709
ACH-000113,-1.0893737647468416
ACH-000116,-0.9752876879954224
ACH-000118,-1.0437207002044842
ACH-000120,-1.343472063001368
ACH-000123,-1.127202387469974
ACH-000127,-0.9785213644968148
ACH-000128,-1.3938656881497438
ACH-000132,-0.9904507785858976
ACH-000133,-1.0586552004393197
ACH-000137,-1.203584186602518
ACH-000138,-1.0623459839223302
ACH-000142,-1.212127601412124
ACH-000143,-1.2478551648959015
ACH-000146,-1.1025465246421644
ACH-000148,-1.0911458251379746
ACH-000150,-1.128373211681147
ACH-000152,-1.1209691399677184
ACH-000153,-1.2924314415165548
ACH-000159,-1.0685514124715692
ACH-000160,-0.7434222478726666
ACH-000163,-1.0576381515518989
ACH-000167,-1.0555488105381021
ACH-000168,-1.1236855880189156
ACH-000169,-1.237332802061202
ACH-000178,-1.1487259330987123
ACH-000183,-1.1756725246600594
ACH-000188,-1.0724620712684692
ACH-000189,-1.0065647881828077
ACH-000190,-0.9649979096952738
ACH-000198,-1.0381833179497737
ACH-000203,-0.8777507935361556
ACH-000204,-0.9740546290905309
ACH-000206,-0.8778137915379025
ACH-000207,-1.0532055104569342
ACH-000208,-1.2587146210524154
ACH-000210,-0.8780864603432247
ACH-000211,-1.1253310691469685
ACH-000215,-1.3310922507569662
ACH-000221,-1.1727061875380094
ACH-000222,-1.1669206540336
ACH-000223,-0.9528380628696704
ACH-000226,-1.1382931294291851
ACH-000227,-0.5985922975026772
ACH-000228,-1.0780201270051002
ACH-000231,-1.2528227019440892
ACH-000232,-1.1152241897927948
ACH-000233,-1.0303423875603377
ACH-000234,-0.8806410672498556
ACH-000235,-1.061392611672855
ACH-000237,-1.1504213585442484
ACH-000238,-1.3044658726462808
ACH-000242,-1.1611843469795975
ACH-000243,-1.1437866937866294
ACH-000244,-1.041928399391199
ACH-000246,-0.9651620350534368
ACH-000248,-1.1688396945760908
ACH-000250,-1.0742005040715272
ACH-000251,-1.1761922109791902
ACH-000252,-1.418063791896782
ACH-000253,-1.055312050556183
ACH-000255,-1.222690815956495
ACH-000256,-1.016260362284046
ACH-000257,-1.134441752685762
ACH-000258,-1.2380661357593221
ACH-000259,-0.8566550376765413
ACH-000260,-1.2624444552217844
ACH-000261,-1.0886990128380438
ACH-000262,-0.941407161443666
ACH-000263,-1.2696116742489163
ACH-000264,-1.245367022357712
ACH-000265,-1.0766169918531594
ACH-000266,-1.1521080281979923
ACH-000272,-0.7251514338572302
ACH-000274,-1.0154212948573271
ACH-000277,-1.1107186029236449
ACH-000278,-1.1934046396181928
ACH-000279,-1.2929380727373652
ACH-000280,-1.0709982848603523
ACH-000281,-1.2994028644723121
ACH-000288,-1.288077147024404
ACH-000291,-1.0432468426567854
ACH-000293,-1.0854222632232364
ACH-000294,-1.1778839962793666
ACH-000295,-1.251345450981424
ACH-000296,-1.2308009038958043
ACH-000302,-1.237423247078669
ACH-000304,-1.1684928955041614
ACH-000307,-1.0702591862516375
ACH-000308,-1.11056886914461
ACH-000310,-0.8256913874578379
ACH-000311,-1.2182018525803506
ACH-000312,-0.722638955907659
ACH-000315,-1.0773505808360742
ACH-000316,-1.217540060693663
ACH-000317,-1.1267082954325267
ACH-000318,-0.8060548358331251
ACH-000319,-1.2471517048207226
ACH-000320,-1.0398862209684467
ACH-000322,-1.0165166060271038
ACH-000323,-1.0688796878190248
ACH-000324,-1.1563027882955828
ACH-000329,-1.1952334859931866
ACH-000330,-1.2196110562796734
ACH-000331,-1.2739359460652342
ACH-000332,-1.0793880832350429
ACH-000334,-1.2270112180933244
