,NGFR (4804)
ACH-000263,-0.2685696386665795
ACH-000264,-0.2201003448838565
ACH-000265,-0.2888156750075457
ACH-000266,-0.17685135753898765
ACH-000272,-0.20258986624695147
ACH-000274,-0.2868747374465895
ACH-000277,-0.27966197596713954
ACH-000278,-0.23628740710006596
ACH-000279,-0.2709186628692434
ACH-000280,-0.0925597591889013
ACH-000281,-0.0535847852267386
ACH-000288,-0.3071227939857706
ACH-000291,-0.26533587690062743
ACH-000293,-0.20433173758333076
ACH-000294,-0.16449907197827726
ACH-000295,-0.3778991198544122
ACH-000296,-0.14953641836418524
ACH-000302,-0.10677691955530692
ACH-000304,-0.2401615029896104
ACH-000307,-0.1880010830330229
ACH-000308,-0.15081779645324667
ACH-000310,-0.230194713594122
ACH-000311,-0.1524676423357512
ACH-000312,-0.19885192309388056
ACH-000315,-0.06742318230883695
ACH-000316,-0.3182392280470656
ACH-000317,-0.2729528392124083
ACH-000318,-0.1874430166257838
ACH-000319,-0.16473531183699605
ACH-000320,-0.06867564797547131
ACH-000322,-0.2631899250278659
ACH-000323,-0.1665927466521372
ACH-000324,-0.2179969271787052
ACH-000329,-0.2873276591362849
ACH-000330,-0.38730208561140217
ACH-000331,-0.12726028732446235
ACH-000332,-0.1836342417426128
ACH-000334,-0.1275676723384379
ACH-000335,-0.15989981662344074
ACH-000336,-0.059912547974827327
ACH-000337,-0.15892294987802424
ACH-000338,-0.13196488948062146
ACH-000339,-0.12177913917396915
ACH-000341,-0.04833735127128711
ACH-000348,-0.23905507514290886
ACH-000350,-0.24116817884608585
ACH-000352,-0.2462302746449591
ACH-000356,-0.30831477806010216
ACH-000361,-0.21680770089709334
ACH-000362,-0.2222663181044716
ACH-000363,-0.20284294680271672
ACH-000364,-0.17203609595134128
ACH-000365,-0.14931852893619002
ACH-000366,-0.15144619731155906
ACH-000368,-0.2912091915557581
ACH-000374,-0.2189145369160204
ACH-000375,-0.11593276080389806
ACH-000376,-0.11269411065946425
ACH-000381,-0.2838762779825873
ACH-000383,-0.19720506715946973
ACH-000387,-0.128040494308011
ACH-000389,-0.33882084479713315
ACH-000390,-0.25524867510459875
ACH-000393,-0.2144147092126604
ACH-000395,-0.17671313087897972
ACH-000396,-0.09564897675349822
ACH-000397,-0.2593276401807976
ACH-000401,-0.1968989394497785
ACH-000402,-0.26918652306464785
ACH-000403,-0.13621627446991916
ACH-000404,-0.4823300497457086
ACH-000406,-0.21372978325407035
ACH-000407,-0.2759021895333361
ACH-000408,-0.2665150035095481
ACH-000410,-0.026228789400931745
ACH-000411,-0.2339113020471495
ACH-000414,-0.25203411356084754
ACH-000415,-0.16052186838096072
ACH-000416,-0.2419459498389653
ACH-000420,-0.26825967370930864
ACH-000421,-0.17879445927840015
ACH-000424,-0.4034594487442898
ACH-000425,-0.21956336032680634
ACH-000426,-0.055397426825996736
ACH-000427,-0.20312936339243925
ACH-000433,-0.3012594250191149
ACH-000435,-0.2614017571924712
ACH-000436,-0.08319735767815663
ACH-000444,-0.1432335116885757
ACH-000445,-0.1292647092681749
ACH-000448,-0.09041949998078863
ACH-000450,-0.2774389512398325
ACH-000452,-0.19950524034728265
ACH-000454,-0.2084508574007136
ACH-000458,-0.2034265602666264
ACH-000459,0.18026571724948245
ACH-000460,-0.12693820869481073
ACH-000461,-0.2634003008868112
ACH-000463,-0.1711200500071835
ACH-000464,-0.19376884378702786
ACH-000466,-0.2907434531896756
ACH-000467,-0.05494421318296512
ACH-000468,-0.33410548987806915
ACH-000469,-0.23503917940631144
ACH-000470,-0.18861409639267013
ACH-000471,-0.21950386427774202
ACH-000472,-0.21802141237717712
ACH-000473,-0.2814329310167857
ACH-000475,-0.1883260125095033
ACH-000476,-0.3200748793696277
ACH-000477,-0.1684822337790393
ACH-000479,-0.01799321543591815
ACH-000480,-0.15535730135639025
ACH-000481,-0.2094649768298
ACH-000483,-0.05003431409512661
ACH-000484,-0.21274842453729195
ACH-000485,-0.3122018733103701
ACH-000486,-0.2142093329818024
ACH-000487,-0.14162045670192785
ACH-000488,-0.14056469667077875
ACH-000490,-0.0354910794562069
ACH-000491,-0.2978781154142574
ACH-000495,-0.08355500133983244
ACH-000496,-0.17802012845225892
ACH-000499,-0.06905474668776132
ACH-000500,-0.4923152719373324
ACH-000502,-0.2554378494185645
ACH-000503,-0.09078578844230974
ACH-000505,-0.12245121586514827
ACH-000507,-0.2371043228100876
ACH-000510,-0.263147287257051
ACH-000511,-0.1301261984184892
ACH-000512,-0.008960988039425065
ACH-000516,-0.14398250224561396
ACH-000517,-0.20552747097740484
ACH-000518,-0.4019590302595837
ACH-000520,-0.19673415080094556
ACH-000521,-0.3950859273243006
ACH-000522,-0.2636795612926473
ACH-000524,-0.20595622213236095
ACH-000527,-0.1853246820783242
ACH-000528,-0.18108594863901534
ACH-000537,-0.2441386928886231
ACH-000541,0.02613378394642091
ACH-000542,-0.2779021554757205
ACH-000544,-0.36014301429675083
ACH-000545,-0.18761115690321276
ACH-000547,-0.30947870678095524
ACH-000548,-0.16254420792158175
ACH-000549,-0.17095000274618255
ACH-000550,-0.1873930452538024
ACH-000552,-0.18156961765683047
ACH-000556,-0.19237943823422135
ACH-000557,-0.11967506557237492
ACH-000569,-0.5046869391303812
ACH-000570,-0.20059092777364745
ACH-000571,-0.1868523239155077
ACH-000573,-0.15015229198166585
ACH-000576,-0.15594540799065182
ACH-000579,-0.23301887931661855
ACH-000580,-0.20788243582205748
ACH-000584,-0.2645437789920197
ACH-000585,-0.10735409319711617
ACH-000588,-0.2759683681202401
ACH-000589,-0.229597747288992
ACH-000591,-0.13912105101727695
ACH-000593,-0.2694899356739521
ACH-000600,-0.11767682144758665
ACH-000601,-0.17705855081183788
ACH-000605,-0.17130086373324474
ACH-000606,-0.1389521239271993
ACH-000608,-0.23066984561271445
ACH-000614,-0.12540466050292048
ACH-000616,-0.1638560569898407
ACH-000618,-0.13646395893309293
ACH-000619,-0.22866659476646214
ACH-000620,-0.12225349071051772
ACH-000621,-0.08427461665376558
ACH-000622,-0.2887885327174296
ACH-000623,-0.27159167948432444
ACH-000624,-0.15448819456142365
ACH-000627,-0.2771082224571356
ACH-000630,-0.17449615341988267
ACH-000631,-0.54797912785871
ACH-000632,-0.2583270029467904
ACH-000633,-0.3332938114469945
ACH-000637,-0.08976805759734684
ACH-000638,-0.1859651925866198
ACH-000646,-0.21670439452341655
ACH-000647,-0.2874946321002175
ACH-000648,-0.13640518350863273
ACH-000649,-0.22861339574078166
ACH-000651,-0.1988258849396663
ACH-000652,-0.3056378060969285
ACH-000653,-0.20308663021086093
ACH-000657,-0.1916978283390901
ACH-000658,-0.198291047908248
ACH-000661,-0.2381258354862873
ACH-000662,-0.18639708861609885
ACH-000663,-0.315269350592568
ACH-000665,-0.15288174107076674
ACH-000671,-0.1464005762820468
ACH-000672,-0.2859463898291233
ACH-000673,-0.2101897218338228
ACH-000676,-0.4251444119044953
ACH-000677,-0.11497896501963505
ACH-000681,-0.19203893851744547
ACH-000683,-0.262449718394881
ACH-000684,-0.28251492119832594
ACH-000688,-0.2426896836681616
ACH-000693,-0.2206547312479112
ACH-000694,-0.14952135043415807
ACH-000695,-0.1081592368714453
ACH-000696,-0.2331377066016898
ACH-000697,-0.438530779940332
ACH-000699,-0.2201223093942618
ACH-000701,-0.12844885225776234
ACH-000706,-0.14455895632693164
ACH-000711,-0.17653295739004732
ACH-000713,-0.07206539207530906
ACH-000714,-0.2866261788567572
ACH-000718,-0.05395265347133114
ACH-000720,-0.20297273797326454
ACH-000721,-0.2559426880193416
ACH-000724,-0.07727703974829632
ACH-000725,-0.32666366923671075
ACH-000732,-0.17563407561575142
ACH-000734,-0.16480911483259306
ACH-000735,-0.18988306150031764
ACH-000736,-0.2689826555934715
ACH-000738,-0.1739285339838505
ACH-000746,-0.2684853900913049
ACH-000747,-0.2873473105128522
ACH-000748,-0.2620296928254214
ACH-000753,-0.27090654041238993
ACH-000756,-0.13417809271708495
ACH-000757,-0.13684022934298687
ACH-000758,-0.1875590751390734
ACH-000760,-0.149981393363329
ACH-000762,-0.038132711174999466
ACH-000763,-0.15586618776938432
ACH-000764,-0.2630301473835288
ACH-000765,-0.26119881004425305
ACH-000766,-0.2985539545330501
ACH-000767,-0.3237298847632541
ACH-000768,-0.16321919678059138
ACH-000769,-0.15513020219022
ACH-000770,-0.10176476087176972
ACH-000771,-0.22205734924843976
ACH-000773,-0.35710130887304936
ACH-000776,-0.2392366909736475
ACH-000777,-0.2479666444177341
ACH-000778,-0.22861054562532396
ACH-000781,-0.20312231576718776
ACH-000782,-0.21862761483457246
ACH-000783,-0.17178692566183487
ACH-000784,-0.24453364952673004
ACH-000785,-0.1518269295178718
ACH-000787,-0.12336319688021465
ACH-000788,-0.2556671267831716
ACH-000791,-0.16269028739918567
ACH-000792,-0.22204427589199985
ACH-000794,-0.1371549563284901
ACH-000796,-0.14979372063686694
ACH-000798,-0.06699599106249618
ACH-000799,-0.15050539582820566
ACH-000800,-0.1802682326749492
ACH-000802,-0.2524346081498444
ACH-000804,-0.2135558336943004
ACH-000805,-0.1917865617644302
ACH-000809,-0.2271516176244701
ACH-000810,-0.3829745907868702
ACH-000811,-0.3219179924482765
ACH-000817,-0.20154938505238654
ACH-000819,-0.14588456922334386
ACH-000820,-0.1625689693032285
ACH-000821,-0.1626262797923448
ACH-000822,-0.2196752082336435
ACH-000823,-0.10586548542553133
ACH-000824,-0.13591261968586174
ACH-000827,-0.18559669161529527
ACH-000829,-0.21231508828090806
ACH-000831,-0.2956390566914942
ACH-000832,-0.10975710960172974
ACH-000833,-0.20053022401371529
ACH-000834,-0.2739040323131773
ACH-000835,-0.23968584940563395
ACH-000836,-0.10192507398669087
ACH-000837,-0.19380893663788487
ACH-000838,-0.21058722850105294
ACH-000839,-0.43523301121011493
ACH-000840,-0.4608388700308942
ACH-000841,-0.2737548577698948
ACH-000843,-0.20944910838757316
ACH-000846,-0.1541654601591869
ACH-000847,-0.041543833242194725
ACH-000848,-0.18976412384429028
ACH-000849,-0.1379533067070375
ACH-000851,-0.17079535262288484
ACH-000855,-0.14128841497415226
ACH-000856,-0.1787194296167767
ACH-000858,-0.1853539720848109
ACH-000859,-0.10172343329907856
ACH-000861,-0.1545588074159566
ACH-000862,-0.10781748097096333
ACH-000865,-0.1025252636921056
ACH-000866,-0.21910847472666534
ACH-000867,-0.12444390265420238
ACH-000869,-0.17654239098133734
ACH-000872,-0.2437130597661972
ACH-000873,-0.14846008149063858
ACH-000876,-0.27041752266117325
ACH-000878,-0.21554547758768164
ACH-000880,-0.2995441306283033
ACH-000881,-0.2933011432673609
ACH-000882,-0.1678020953803429
ACH-000884,-0.3320825555903305
ACH-000885,-0.18931910323293136
ACH-000887,-0.19764054395732752
ACH-000889,-0.16849478748783747
ACH-000896,-0.20931990304362025
ACH-000898,-0.2064011635450069
ACH-000900,-0.21687573387894807
ACH-000901,-0.19736601639086152
ACH-000905,-0.22760390776772416
ACH-000906,-0.21673885130613446
ACH-000907,-0.2729991866030905
ACH-000910,-0.21769377011834545
ACH-000911,-0.2760298581584914
ACH-000912,-0.23684815161020065
ACH-000913,-0.3011305562565121
ACH-000915,-0.2566814190200902
ACH-000916,-0.2365998855462196
ACH-000917,-0.34111878637147564
ACH-000920,0.0581837826531813
ACH-000921,-0.2890596821204987
ACH-000924,-0.2101228663359066
ACH-000926,-0.16583094148298716
ACH-000928,-0.18517948263422213
ACH-000929,-0.07485524652445898
ACH-000932,-0.11514455088047007
ACH-000935,-0.12017414650286168
ACH-000936,-0.22318799382235066
ACH-000937,-0.1666523103074286
ACH-000938,-0.03577778950511153
ACH-000939,-0.3021913360723862
ACH-000941,-0.12417960534209754
ACH-000943,-0.20342829408841706
ACH-000946,-0.05123037167894241
ACH-000947,-0.1583886884438558
ACH-000948,-0.32593858357778066
ACH-000950,-0.2681200282056304
ACH-000953,-0.20970003926138311
ACH-000954,-0.26448127108644737
ACH-000957,-0.21986645172998764
ACH-000958,-0.09237286379574637
ACH-000960,-0.12294360623514508
ACH-000963,-0.18417123737786695
ACH-000968,-0.1890875503409721
ACH-000969,-0.20453421450328127
ACH-000972,-0.4378043235215892
ACH-000973,-0.08795579898102505
ACH-000974,-0.2040258387966544
ACH-000978,-0.018662134261922814
ACH-000984,-0.2838105274626088
ACH-000986,-0.09318120463478696
ACH-000988,-0.2165502434630595
ACH-000993,-0.0304885506172336
ACH-000994,-0.0911610606656784
ACH-000996,-0.183258274578242
ACH-001001,-0.17227972681351664
ACH-001020,-0.2477901284985541
ACH-001028,-0.24214941378276936
ACH-001031,-0.1848096537509699
ACH-001038,-0.2785304869635104
ACH-001048,-0.24700096055016185
ACH-001050,-0.31711577087365955
ACH-001053,-0.2604644535950971
ACH-001054,-0.1987079172932446
ACH-001061,-0.2326981506273517
ACH-001067,-0.2724408750367622
ACH-001075,-0.1797412306550073
ACH-001096,-0.221732110486552
ACH-001111,-0.3431251195165554
ACH-001119,-0.3080902338566213
ACH-001128,-0.08218881710139023
ACH-001134,-0.2670165873631293
ACH-001151,-0.1321056409826197
ACH-001163,-0.3964500283310486
ACH-001164,-0.21988758311522535
ACH-001183,-0.039395336518526634
ACH-001192,-0.21335377494667904
ACH-001193,-0.4022254467536164
ACH-001196,-0.3052674149637121
ACH-001197,-0.2097017452025282
ACH-001205,-0.17958353520336898
ACH-001211,-0.25037078939635943
ACH-001212,-0.2708082308877436
ACH-001228,-0.2496846372615387
ACH-001232,-0.24698601208261786
ACH-001239,-0.350528426060198
ACH-001270,-0.12026823751728755
ACH-001274,-0.2075377703185946
ACH-001275,-0.16826963555961316
ACH-001277,-0.21795451684097986
ACH-001278,-0.18208247501032354
ACH-001280,-0.22392976336003734
ACH-001283,-0.4279306945529329
ACH-001289,-0.20834945934655585
ACH-001300,-0.16775016304242918
ACH-001301,-0.19456261472162567
ACH-001302,0.02086084993340419
ACH-001306,-0.18940908141549093
ACH-001318,-0.21871789839410927
ACH-001322,-0.08434948023060232
ACH-001328,-0.12449503559696412
ACH-001332,-0.006937476422697919
ACH-001336,-0.11693558347649023
ACH-001346,-0.2524320210928985
ACH-001353,-0.24902796610461356
ACH-001354,-0.4497420824916813
ACH-001367,-0.1299357611909503
ACH-001368,-0.1903921746346816
ACH-001374,-0.30962926477884745
ACH-001377,-0.36215361798760176
ACH-001380,-0.1654024804878668
ACH-001391,-0.258715401292232
ACH-001408,-0.2622384229072637
ACH-001430,0.10668751781210448
ACH-001431,-0.2414801429029196
ACH-001450,-0.2573631170496534
ACH-001496,-0.20924803645904444
ACH-001500,-0.2833682177803026
ACH-001523,-0.1805865719706555
ACH-001532,-0.2047558057908214
ACH-001550,-0.13262804324258565
ACH-001552,-0.2083455200799048
ACH-001554,-0.2023277905956473
ACH-001654,-0.1832064039174304
ACH-001735,-0.2351049936003088
ACH-001736,-0.12416956784963673
ACH-001737,0.1014623480798312
ACH-001740,-0.16367068736269394
ACH-001745,-0.2335019899656646
ACH-001765,-0.1454915289581735
