,NGFR (4804)
ACH-000004,-0.21671326440368024
ACH-000005,0.13064916881346128
ACH-000007,-0.14522453718433295
ACH-000009,-0.3706406683834039
ACH-000011,-0.24050421082595244
ACH-000012,-0.2801009477281449
ACH-000013,-0.06564117883556309
ACH-000014,-0.25940526086945065
ACH-000015,-0.19354278260914265
ACH-000017,-0.14663316588944614
ACH-000018,-0.1096254082227897
ACH-000019,-0.4127052591659772
ACH-000021,-0.31232214226984595
ACH-000022,-0.16506652684607875
ACH-000025,-0.16101663216472853
ACH-000028,-0.16159140102676406
ACH-000030,-0.2045548934457377
ACH-000035,-0.32502430267027543
ACH-000036,-0.3263729705637487
ACH-000037,-0.14472179158799026
ACH-000039,-0.29586856856887983
ACH-000040,-0.316104135388023
ACH-000041,-0.15489111682643014
ACH-000042,-0.245437597288946
ACH-000045,-0.1387993388956224
ACH-000047,-0.2625568046573206
ACH-000052,-0.17273818079585432
ACH-000053,-0.17411156549095122
ACH-000054,-0.30704947242575964
ACH-000055,0.004115826611529829
ACH-000060,-0.12039954610163055
ACH-000067,-0.16487281468327228
ACH-000070,-0.20884899775116528
ACH-000075,-0.1872169787302856
ACH-000078,-0.2033587196092883
ACH-000082,-0.17703332931517046
ACH-000085,-0.0935072632766606
ACH-000086,-0.182293683577103
ACH-000087,-0.16694444189646465
ACH-000092,-0.2654242208592385
ACH-000095,-0.2652789150091416
ACH-000097,-0.26570150618336075
ACH-000098,-0.2582326088389433
ACH-000099,-0.21595011193784494
ACH-000108,-0.1373476604249778
ACH-000113,-0.16572474120524036
ACH-000116,-0.24641342517076506
ACH-000118,-0.1266498189316134
ACH-000120,-0.2129332601419103
ACH-000123,-0.3187578902954284
ACH-000127,-0.16508342925612102
ACH-000128,-0.2921724262178051
ACH-000132,-0.15906827896097714
ACH-000133,-0.2005483861122185
ACH-000137,-0.2157411161216984
ACH-000138,-0.2896600448263079
ACH-000142,-0.2305161662675392
ACH-000143,-0.19570331127397428
ACH-000146,-0.17912666602424174
ACH-000148,-0.23074230939616974
ACH-000150,-0.22202450037066232
ACH-000152,-0.3038397357865489
ACH-000153,-0.3833212239075259
ACH-000159,-0.2856183259171337
ACH-000160,-0.10309621953599853
ACH-000163,-0.2310457449244776
ACH-000167,-0.2374892401389811
ACH-000168,-0.07729386565869377
ACH-000169,-0.10687278899968128
ACH-000178,-0.11790522550523636
ACH-000183,-0.2541818430221155
ACH-000188,-0.06600289497287476
ACH-000189,-0.11315893747324758
ACH-000190,-0.08239002920979857
ACH-000198,-0.2672799571253241
ACH-000203,-0.7848560997498718
ACH-000204,-0.18150156668365905
ACH-000206,-0.17084105868547667
ACH-000207,-0.11892511073584125
ACH-000208,0.004046064871510331
ACH-000210,-0.05485562288869116
ACH-000211,-0.1590816086310306
ACH-000215,-0.29904376710523745
ACH-000221,-0.19808034450373915
ACH-000222,-0.3300939150784657
ACH-000223,-0.15104751780133052
ACH-000226,-0.1746633367727316
ACH-000227,-0.23367100107160396
ACH-000228,-0.17682906731717446
ACH-000231,-0.2356045170694485
ACH-000232,-0.17645899911251547
ACH-000233,-0.17257067223011752
ACH-000234,-0.1309610252630131
ACH-000235,-0.2353133071457734
ACH-000237,-0.2649247684225693
ACH-000238,-0.3850008519169433
ACH-000242,-0.13579659399644686
ACH-000243,-0.2430138712853295
ACH-000244,-0.4932335429400088
ACH-000246,-0.20167266751757326
ACH-000248,-0.2125439473820222
ACH-000250,-0.23324518215112305
ACH-000251,-0.3003867671352137
ACH-000252,-0.2976165636249269
ACH-000253,-0.12329389563957137
ACH-000255,-0.2743568452086689
ACH-000256,-0.12238535571617574
ACH-000257,-0.2297996201013832
ACH-000258,-0.1561499869561388
ACH-000259,-0.1484763481484461
ACH-000260,-0.1255809192997427
ACH-000261,-0.21396772146628254
ACH-000262,-0.1020484070987035
