,CRHBP (1393)
ACH-000004,-0.08663249843956955
ACH-000005,0.07924733366448826
ACH-000007,0.04229024955813359
ACH-000009,-0.03373876661609323
ACH-000011,0.0008933215558066689
ACH-000012,-0.05548100848095442
ACH-000013,0.04345493729014351
ACH-000014,-0.06242666629162361
ACH-000015,-0.18044187501722286
ACH-000017,-0.1449276747400021
ACH-000018,-0.18870367816467146
ACH-000019,-0.006693525893427496
ACH-000021,-0.10943250302099317
ACH-000022,-0.03337546073189323
ACH-000025,0.10046833784460978
ACH-000028,-0.10617475423900076
ACH-000030,-0.03142469215508194
ACH-000035,0.07974774989599888
ACH-000036,-0.133834907683247
ACH-000037,-0.12551649808268342
ACH-000039,-0.012876231762795192
ACH-000040,-0.09397328462437236
ACH-000041,-0.0313519409658592
ACH-000042,-0.11667692102685785
ACH-000045,-0.12394476921432472
ACH-000047,-0.06313222767846816
ACH-000052,-0.08167698018366573
ACH-000053,-0.0838874205984603
ACH-000054,-0.12475241797734846
ACH-000055,0.07889788204575174
ACH-000060,-0.14320628741031433
ACH-000067,-0.028933304397622664
ACH-000070,0.06901137372616911
ACH-000075,0.06743533487176223
ACH-000078,-0.09805934202819216
ACH-000082,-0.08887045844013411
ACH-000085,-0.056943157975578224
ACH-000086,-0.0298395500783263
ACH-000087,-0.25796773010685176
ACH-000092,-0.022121130167375474
ACH-000095,-0.04459351832392399
ACH-000097,-0.07145199373661572
ACH-000098,-0.17576283672909626
ACH-000099,0.02599949606198764
ACH-000108,-0.10589675624042597
ACH-000113,-0.0930538257555067
ACH-000116,-0.050669239204130766
ACH-000118,-0.09115194032990967
ACH-000120,-0.07301805340480122
ACH-000123,-0.07172147139789373
ACH-000127,-0.08933792258677524
ACH-000128,-0.18054274895201464
ACH-000132,0.018397698471315418
ACH-000133,0.05917103828105475
ACH-000137,0.040921962977244604
ACH-000138,-0.05018682211515504
ACH-000142,-0.12954407477239302
ACH-000143,0.04776060330771639
ACH-000146,-0.07124038482470736
ACH-000148,-0.0739383303099873
ACH-000150,-0.02749722069911168
ACH-000152,-0.1226539838979609
ACH-000153,-0.13607877380908526
ACH-000159,-0.10545816808518108
ACH-000160,0.056038372220302585
ACH-000163,-0.08365042367643294
ACH-000167,-0.07382378372811504
ACH-000168,-0.08597890950115629
ACH-000169,-0.12724695100782002
ACH-000178,-0.12068585247325757
ACH-000183,-0.14014167003765834
ACH-000188,-0.13885992033856567
ACH-000189,-0.07031760510128984
ACH-000190,-0.0314850243356183
ACH-000198,-0.07602031701165793
ACH-000203,-0.13746603244204264
ACH-000204,-0.2572825752665646
ACH-000206,0.14362629322076972
ACH-000207,-0.0011465288231960336
ACH-000208,-0.10065310632677918
ACH-000210,-0.003542552943808981
ACH-000211,-0.026102534312181302
ACH-000215,-0.004600102582980082
ACH-000221,0.026849809608448412
ACH-000222,0.011577799161203372
ACH-000223,0.03770965296074517
ACH-000226,-0.1091929916462918
