,TSLP (85480)
ACH-000004,0.05761565466825928
ACH-000005,0.26473258545635026
ACH-000007,0.12599270858319173
ACH-000009,0.1793469826089496
ACH-000011,0.02572357705063266
ACH-000012,0.07018128621698325
ACH-000013,0.17829674657106562
ACH-000014,0.08448905833434286
ACH-000015,-0.0012389744499536881
ACH-000017,0.13244306142034934
ACH-000018,0.061426980317052085
ACH-000019,0.25906189008671154
ACH-000021,0.1466267287908681
ACH-000022,0.141883729672138
ACH-000025,0.22074138925720446
ACH-000028,0.14292864496724195
ACH-000030,0.10558801514852244
ACH-000035,0.18677197052036884
ACH-000036,0.16981817301076566
ACH-000037,0.0715375057803807
ACH-000039,0.03465702403934681
ACH-000040,0.07648060207540705
ACH-000041,0.11993726626656186
ACH-000042,0.16565224851885427
ACH-000045,0.23652409514295625
ACH-000047,0.07488634262152452
ACH-000052,0.09327964139733952
ACH-000053,0.11252445432021344
ACH-000054,0.15397835094698314
ACH-000055,-0.03840761117663727
ACH-000060,0.09420543703771088
ACH-000067,0.16117755718038626
ACH-000070,0.1558590752232792
ACH-000075,0.20607819779001205
ACH-000078,0.02765400776587132
ACH-000082,0.0316433075836331
ACH-000085,0.2878323026564043
ACH-000086,0.13933309448689188
ACH-000087,0.004708226743180094
ACH-000092,0.04049067140903187
ACH-000095,0.14513150532543292
ACH-000097,0.12762019865487464
ACH-000098,0.12929516724934353
ACH-000099,0.04154720164720728
ACH-000108,0.05953220562037662
ACH-000113,0.15476267987358255
ACH-000116,0.09824129755378667
ACH-000118,0.21737584622274864
ACH-000120,0.1437085043735283
ACH-000123,0.06769963905691151
ACH-000127,0.0693903129285176
ACH-000128,0.2380848873464976
ACH-000132,0.1179055633018514
ACH-000133,-0.004251818927718021
ACH-000137,0.037432055806618535
ACH-000138,0.09790473238507157
ACH-000142,0.05209666190605403
ACH-000143,0.0641971928811105
ACH-000146,0.036749917748431365
ACH-000148,0.12395408069478035
ACH-000150,0.034890284734207216
ACH-000152,0.12822225507912774
ACH-000153,0.2692774543155109
ACH-000159,0.2079902888109239
ACH-000160,0.07211755484893596
ACH-000163,0.01895435502380652
ACH-000167,-0.4388337355537832
ACH-000168,-0.020676466357683488
ACH-000169,0.18009401418333773
ACH-000178,0.11228062063832897
ACH-000183,0.17476713497966828
ACH-000188,0.032909686799816484
ACH-000189,0.06107758230659379
ACH-000190,0.2955473345984406
ACH-000198,0.15208975501560196
ACH-000203,0.06661112346483915
ACH-000204,0.2146205676553844
ACH-000206,0.1496930311376102
ACH-000207,0.15400215829634695
ACH-000208,0.023161880888883983
ACH-000210,0.007870866132389562
ACH-000211,0.09340840274086627
ACH-000215,0.14711881016815245
ACH-000221,0.28427135820158783
ACH-000222,0.26241180325722263
ACH-000223,0.0452821182840979
ACH-000226,0.05649153359065515
ACH-000227,-0.035651384759228404
ACH-000228,0.1452058177485276
ACH-000231,0.09887824480210212
ACH-000232,0.06547509897077917
ACH-000233,0.14267454496859094
ACH-000234,0.0678174515295473
ACH-000235,0.1139248391152898
ACH-000237,0.0922938143389618
ACH-000238,0.17392692973564786
ACH-000242,0.6094165818930913
ACH-000243,0.15062503835792815
ACH-000244,0.2501613670493679
ACH-000246,0.15072878225319644
ACH-000248,0.14376718508072606
ACH-000250,0.1901494308711576
ACH-000251,0.07097410029062991
ACH-000252,0.2819907696969445
ACH-000253,0.08899375408367878
ACH-000255,0.14754930334206764
