,CDKN1C (1028)
ACH-000004,-0.12181130613814554
ACH-000005,-0.1190814884364238
ACH-000007,0.3118958737957204
ACH-000009,-0.024424027929312014
ACH-000011,-0.08224098720908819
ACH-000012,-0.14290349323829699
ACH-000013,-0.022355091337232454
ACH-000014,0.10062903263391544
ACH-000015,-0.11930529162969992
ACH-000017,-0.15498051714701436
ACH-000018,-0.2853157806932558
ACH-000019,-0.0965405573340037
ACH-000021,-0.014573371825909447
ACH-000022,0.026788053495154302
ACH-000025,-0.027259272896502318
ACH-000028,-0.1518178118390846
ACH-000030,-0.0259897504265172
ACH-000035,0.0442313265673381
ACH-000036,-0.03746732096416881
ACH-000037,0.0020586198031300827
ACH-000039,-0.1976323780268793
ACH-000040,-0.14246062339237522
ACH-000041,0.07595408702162294
ACH-000042,-0.008099958014488852
ACH-000045,-0.04576494925090395
ACH-000047,-0.09368990519148794
ACH-000052,-0.08905958557740279
ACH-000053,-0.10984083641629924
ACH-000054,0.06368620252904554
ACH-000055,-0.1252091660560712
ACH-000060,0.11026109893755157
ACH-000067,0.11121672370000958
ACH-000070,-0.04883940417650172
ACH-000075,-0.07016047480954972
ACH-000078,0.16148668542281136
ACH-000082,0.022285622528989087
ACH-000085,-0.14332336448736074
ACH-000086,-0.06644100420024619
ACH-000087,-0.030843880427902537
ACH-000092,-0.007950533021568864
ACH-000095,0.0014141336984448624
ACH-000097,-0.07593824838790815
ACH-000098,0.02635670969802913
ACH-000099,0.008085875449213551
ACH-000108,-0.005181913690788531
ACH-000113,-0.1719880930678175
ACH-000116,-0.031504611948158616
ACH-000118,0.1280944131127543
ACH-000120,-0.03092007413882785
ACH-000123,-0.16634364804837468
ACH-000127,0.00714477359255328
ACH-000128,-0.10166497799401944
ACH-000132,0.2275471541458774
ACH-000133,-0.05870613415611405
ACH-000137,-0.1564911305171224
ACH-000138,-0.008106921007872216
ACH-000142,-0.04803869636742873
ACH-000143,0.035121828323072916
ACH-000146,-0.1265391240763179
ACH-000148,0.1572640941628933
ACH-000150,0.004827760268320493
ACH-000152,0.10339376244879572
ACH-000153,-0.21233592612242236
ACH-000159,-0.061667830639149365
ACH-000160,0.014075843717938604
ACH-000163,-0.06355593227701829
ACH-000167,-0.21329096134106496
ACH-000168,0.07727102466813156
ACH-000169,0.047853984668820106
ACH-000178,-9.132892296235016e-05
ACH-000183,-0.07671114740863197
ACH-000188,0.05048969099460545
ACH-000189,0.02729044727430311
ACH-000190,0.06604418865528996
ACH-000198,0.008031430656035506
ACH-000203,0.17699798722956311
ACH-000204,0.0025742260918043863
ACH-000206,-0.0077689834511087295
ACH-000207,-0.02032061306612904
ACH-000208,0.09405298954593383
ACH-000210,-0.003101300303319681
ACH-000211,0.08007504484882677
ACH-000215,-0.021857464626303436
ACH-000221,0.01547504762520294
ACH-000222,0.016780225277841548
ACH-000223,-0.04248054556836622
ACH-000226,0.0198212112171121
ACH-000227,0.05074871909408045
ACH-000228,0.05555520706073402
ACH-000231,-0.008822995917063897
ACH-000232,0.0007489600073011201
ACH-000233,0.011970494001104972
ACH-000234,-0.12093661103646974
ACH-000235,-0.09540786672034
ACH-000237,0.19798455195761208
ACH-000238,-0.041280640896221715
ACH-000242,0.02448449005343075
ACH-000243,-0.056019597417044376
ACH-000244,-0.200662051151778
ACH-000246,-0.0647737921856428
ACH-000248,-0.06446819062837014
ACH-000250,-0.06088657436779624
ACH-000251,0.22581195705163384
ACH-000252,0.09240447628230676
ACH-000253,-0.02115220885435674
ACH-000255,0.1289154850376675
ACH-000256,-0.035242629999315565
ACH-000257,-0.0572373948344473
ACH-000258,0.3100051658722953
ACH-000259,-0.05199686582544304
