,MAP6 (4135)
ACH-000004,0.04989938230051615
ACH-000005,-0.30728160193790616
ACH-000007,0.09780539401221358
ACH-000009,0.05695885398120658
ACH-000011,-0.2800522631331523
ACH-000012,-0.1200728702392932
ACH-000013,-0.059404323326199326
ACH-000014,-0.020270947973766957
ACH-000015,-0.1102339472952093
ACH-000017,-0.10888889494865847
ACH-000018,-0.07251220912124316
ACH-000019,-0.2939565998113698
ACH-000021,0.008372068003389722
ACH-000022,0.00787840880889618
ACH-000025,0.15620618281487178
ACH-000028,-0.21444312314892294
ACH-000030,-0.18683001365184404
ACH-000035,0.06031993399446055
ACH-000036,-0.1929151293387607
ACH-000037,-0.06345807790539587
ACH-000039,0.018072687268778174
ACH-000040,-0.20207580319975527
ACH-000041,-0.08166516730273901
ACH-000042,-0.1822316626481702
ACH-000045,-0.13299547390099473
ACH-000047,-0.05218214719199614
ACH-000052,-0.18511370497411533
ACH-000053,-0.045542056693402166
ACH-000054,-0.1450945595390155
ACH-000055,-0.01796822425654639
ACH-000060,0.03956955210129705
ACH-000067,0.13025946608230393
ACH-000070,-0.14312184923517862
ACH-000075,-0.15408977194337564
ACH-000078,0.055875715653772216
ACH-000082,-0.17325219533152275
ACH-000085,0.06915639246970509
ACH-000086,-0.20779974338164264
ACH-000087,-0.056363781221700715
ACH-000092,0.005886479114780046
ACH-000095,-0.010089099387158828
ACH-000097,-0.04587380108143944
ACH-000098,-0.08780539397579655
ACH-000099,-0.07327758861191237
ACH-000108,-0.2511478752829283
ACH-000113,0.04519055761182608
ACH-000116,-0.25853762857950224
ACH-000118,-0.19117813457194693
ACH-000120,-0.01557610884469156
ACH-000123,-0.15663861993113454
ACH-000127,-0.218821655796004
ACH-000128,-0.08446021374271362
ACH-000132,-0.001725898470585924
ACH-000133,-0.01212582515505462
ACH-000137,-0.3223280815995775
ACH-000138,-0.2045998566393981
ACH-000142,-0.06785534262421561
ACH-000143,0.20705307246417645
ACH-000146,-0.1468036533820989
ACH-000148,-0.03171987903439506
ACH-000150,0.03810199476226316
ACH-000152,-0.2317677915726155
ACH-000153,0.02312321894698946
ACH-000159,-0.0013967236746980714
ACH-000160,-0.14228339426672776
ACH-000163,-0.05377097332393067
ACH-000167,0.0333094026054906
ACH-000168,-0.17111015691672832
ACH-000169,-0.08822954569170313
ACH-000178,-0.06882587880283256
ACH-000183,-0.07601686758602713
ACH-000188,-0.05913549607145384
ACH-000189,-0.2883757776619895
ACH-000190,-0.007570987414196766
ACH-000198,-0.10781292181554186
ACH-000203,0.01880406361442857
ACH-000204,0.06281319832450721
ACH-000206,0.038003304745754383
ACH-000207,-0.18930666552168007
ACH-000208,-0.021059689069578783
ACH-000210,0.1524344728776108
ACH-000211,-0.05655436630257873
ACH-000215,-0.0946963094677428
ACH-000221,-0.2551632856620922
ACH-000222,-0.06970551309853662
ACH-000223,0.03143572227063686
ACH-000226,-0.1465136595442123
ACH-000227,0.011276219005094505
ACH-000228,-0.27770938912651466
ACH-000231,-0.005722010519238741
ACH-000232,-0.10166195864445922
ACH-000233,-0.011741501607251412
ACH-000234,0.02855975594917777
ACH-000235,-0.1178516912642764
ACH-000237,-0.2687314453301799
ACH-000238,0.11748391736624528
ACH-000242,0.08374628645109615
ACH-000243,-0.06076289388929961
ACH-000244,-0.07675698283701203
ACH-000246,0.055244592279375886
ACH-000248,-0.08915842619017435
ACH-000250,-0.1187758070107537
ACH-000251,-0.15675973712108518
ACH-000252,0.04886030394156906
ACH-000253,-0.053221059609170056
ACH-000255,0.012285240311099623
ACH-000256,-0.17628242736383565
ACH-000257,0.17322583036994146
ACH-000258,0.008240879239572993
ACH-000259,-0.19354655556170855
ACH-000260,-0.10072981353750272
ACH-000261,-0.02273071451715884
ACH-000262,-0.28063959682532513
ACH-000263,-0.057845826215629725
ACH-000264,-0.07172048710466089
ACH-000265,-0.09472751299429792
ACH-000266,-0.08400631156048544
ACH-000272,-0.03654016672933249
ACH-000274,-0.20526318645611974
ACH-000277,0.03802598332386799
ACH-000278,-0.2084348921260932
ACH-000279,0.017781807253814903
ACH-000280,-0.014046966558412146
ACH-000281,-0.04462594679906158
ACH-000288,-0.016341207715107886
ACH-000291,-0.09547149043218214
ACH-000293,-0.17914685105478625
ACH-000294,0.07109216170716791
ACH-000295,-0.1383651584770314
ACH-000296,-0.061861608843749485
ACH-000302,-0.10694483703529524
ACH-000304,0.0697500297279561
ACH-000307,-0.008597840693028332
ACH-000308,-0.0869173514914145
ACH-000310,0.020897109366350874
ACH-000311,-0.11095404652992023
ACH-000312,-0.19449127932209426
ACH-000315,-0.2930677743667749
ACH-000316,-0.13529878932320644
ACH-000317,-0.2642215008739123
ACH-000318,-0.0739220344148956
ACH-000319,-0.16630075446033246
ACH-000320,-0.1980439226520097
ACH-000322,0.0544630774710638
ACH-000323,-0.22434040510102746
ACH-000324,-0.008763937597881721
ACH-000329,-0.047227252337326685
ACH-000330,-0.11234371991308137
ACH-000331,-0.029677458128886555
ACH-000332,-0.09134046401979423
ACH-000334,0.017525206078958144
ACH-000335,-0.009710510733915665
ACH-000336,-0.05906277754069225
ACH-000337,-0.35019689952069033
ACH-000338,-0.43380079222541457
ACH-000339,0.010928342848777608
ACH-000341,-0.23453844488924264
ACH-000348,0.09279516176913448
ACH-000350,-0.13569854291618846
ACH-000352,-0.1381939560958501
ACH-000356,-0.05339816954321397
ACH-000361,-0.2782332897753469
ACH-000362,0.04916053548973154
ACH-000363,0.08784707345024469
ACH-000364,0.003163326119570739
ACH-000365,-0.0562317634498174
ACH-000366,-0.1936199511321809
ACH-000368,0.008822655301600276
ACH-000374,-0.23479684942066315
ACH-000375,-0.25581448463607115
ACH-000376,-0.15144846423800626
ACH-000381,-0.02661406310390549
ACH-000383,-0.16160391687543152
ACH-000387,0.004876793698146943
ACH-000389,0.030730569580521182
ACH-000390,-0.0959644077023619
ACH-000393,-0.17143462224841094
ACH-000395,-0.004004886944352887
ACH-000396,-0.022820308206389917
ACH-000397,-0.004409090547970655
ACH-000401,0.2350200852719257
ACH-000402,0.3467742036140085
ACH-000403,-0.0941510196995647
ACH-000404,0.19781642737323996
ACH-000406,-0.05454401302788619
ACH-000407,-0.052346564934670915
ACH-000408,-0.1404548126091077
ACH-000410,-0.017855862570524367
ACH-000411,-0.04909264335619694
ACH-000414,-0.1560361856660116
ACH-000415,-0.07235448820945553
ACH-000416,-0.00245240101412798
ACH-000420,0.008933454931128378
ACH-000421,-0.059145541093963326
ACH-000424,-0.12775031016564678
ACH-000425,0.02529264313485913
ACH-000426,-0.043049440560620315
ACH-000427,-0.08696967127360038
ACH-000433,-0.2252782940309797
ACH-000435,0.2637351236674305
ACH-000436,-0.2964632640529609
ACH-000444,-0.07638314805847435
ACH-000445,0.07850855719959995
ACH-000448,0.03045871583800376
ACH-000450,-0.0012957599339199315
ACH-000452,-0.051848841123603266
ACH-000454,-0.13562766005463173
ACH-000458,0.021084599331368938
ACH-000459,0.08379632382534234
ACH-000460,-0.171127713893178
ACH-000461,-0.3240859577289736
ACH-000463,-0.035761339704782326
ACH-000464,0.07276330914365765
ACH-000466,-0.234814827583543
ACH-000467,-0.2281803275304929
ACH-000468,0.01830237820389528
ACH-000469,-0.05290883931783584
ACH-000470,-0.0243661415106854
ACH-000471,-0.05318101714776576
ACH-000472,-0.039535677456962494
ACH-000473,-0.0914522327618261
ACH-000475,-0.08681670926026139
ACH-000476,-0.05433696472106053
ACH-000477,-0.07004307233242682
ACH-000479,-0.17960281703416436
ACH-000480,-0.03470099599024859
ACH-000481,0.049163097884070917
ACH-000483,0.09445372659215484
ACH-000484,-0.15038811446310096
ACH-000485,-0.06934493925473201
ACH-000486,-0.22466576515083694
ACH-000487,-0.07805677964693833
ACH-000488,-0.038864961084597686
