,PDK2 (5164)
ACH-000004,-0.11069343202545752
ACH-000005,-0.3422477455788061
ACH-000007,-0.18077404668229488
ACH-000009,-0.1910360418132433
ACH-000011,-0.4149399833521958
ACH-000012,-0.4045568123787597
ACH-000013,-0.2271991602214534
ACH-000014,-0.2547535390790425
ACH-000015,-0.3130762141960233
ACH-000017,-0.1803213669581972
ACH-000018,-0.4005403123459322
ACH-000019,-0.2403867703003648
ACH-000021,-0.4758516183675473
ACH-000022,-0.4239856313625914
ACH-000025,-0.3407161374605419
ACH-000028,-0.267490353863169
ACH-000030,-0.3840485522384439
ACH-000035,-0.4904124032971589
ACH-000036,-0.4477321152099456
ACH-000037,-0.22747184259630385
ACH-000039,-0.3940553154692445
ACH-000040,-0.5066379201925963
ACH-000041,-0.19479384966252944
ACH-000042,-0.3611144365725119
ACH-000045,-0.27281563331410924
ACH-000047,-0.3263409185377977
ACH-000052,-0.6828971670150712
ACH-000053,-0.2749957867692432
ACH-000054,-0.5424494568862045
ACH-000055,-0.3259984178811846
ACH-000060,-0.30526749977169504
ACH-000067,-0.26583474155024633
ACH-000070,-0.16823250159723593
ACH-000075,-0.28020293591277384
ACH-000078,-0.3005304500435135
ACH-000082,-0.281757545820681
ACH-000085,-0.2192612600950058
ACH-000086,-0.3666111757081124
ACH-000087,-0.3414366775761229
ACH-000092,-0.3095163098722538
ACH-000095,-0.3699925762088868
ACH-000097,-0.3565240309703313
ACH-000098,-0.3838461648641906
ACH-000099,-0.18612344982468632
ACH-000108,-0.3204579593687876
ACH-000113,-0.29283270455625504
ACH-000116,-0.2077627457541002
ACH-000118,-0.20346179633442565
ACH-000120,-0.29601950931635085
ACH-000123,-0.21017114740952086
ACH-000127,-0.3336525220029075
ACH-000128,-0.04161569505133892
ACH-000132,-0.2113709583965912
ACH-000133,-0.3513526749477813
ACH-000137,-0.25317622758735125
ACH-000138,-0.2856612217522788
ACH-000142,-0.4712977084164003
ACH-000143,-0.15558288947046695
ACH-000146,-0.1723269276282141
ACH-000148,-0.3285650417565069
ACH-000150,-0.3947936236688744
ACH-000152,-0.14796740047783288
ACH-000153,-0.1977665545193689
ACH-000159,-0.35022892082569035
ACH-000160,-0.19092350967336424
ACH-000163,-0.3003214019663799
ACH-000167,-0.3945880655207389
ACH-000168,-0.2816051303970061
ACH-000169,-0.3222438302882473
ACH-000178,-0.2187703515113072
ACH-000183,-0.2397880121425495
ACH-000188,-0.3451574741384536
ACH-000189,-0.2775056561760018
ACH-000190,-0.1906052795843618
ACH-000198,-0.2609479853516344
ACH-000203,-0.8615104198494341
ACH-000204,-0.30779634671785544
ACH-000206,-0.09478025760816736
ACH-000207,-0.3606548500713838
ACH-000208,-0.27115015333651443
ACH-000210,-0.18248731435387788
ACH-000211,-0.2120450233029654
ACH-000215,-0.32433197805153485
ACH-000221,-0.0499853062164812
ACH-000222,-0.2133585220414268
ACH-000223,-0.30172068117464834
ACH-000226,-0.3131390565449112
ACH-000227,-0.34356693488708856
ACH-000228,-0.34372551677198016
ACH-000231,-0.1965976737788235
ACH-000232,-0.16663758992373615
ACH-000233,-0.3007639112722805
ACH-000234,-0.15487632734031742
ACH-000235,-0.3461025558795221
ACH-000237,-0.1741452966208062
ACH-000238,-0.6624575298068176
ACH-000242,-0.3961442953289413
ACH-000243,-0.4467327998741152
ACH-000244,-0.33016591527531863
ACH-000246,-0.24719861989161274
ACH-000248,-0.3736159292405499
ACH-000250,-0.4776113711366568
ACH-000251,-0.20363549138583453
ACH-000252,-0.24593338386592803
ACH-000253,-0.3554425607112352
ACH-000255,-0.39731461442341215
ACH-000256,-0.40356638547407103
ACH-000257,-0.19428929580392396
ACH-000258,-0.24289459861608995
ACH-000259,-0.3125315947432235
ACH-000260,-0.2762164977046749
ACH-000261,-0.3704978447224889
ACH-000262,-0.1530842923907911
ACH-000263,-0.2398123820860525
ACH-000264,-0.23158821488004225
ACH-000265,-0.22220104923008366
ACH-000266,-0.3117083041942468
ACH-000272,-0.240274052681412
ACH-000274,-0.40516264110769945
ACH-000277,-0.2824433411476225
ACH-000278,-0.25966892575304623
ACH-000279,-0.2448203580235747
ACH-000280,-0.3531297752424715
ACH-000281,-0.33896084682564576
ACH-000288,-0.4075958108444152
ACH-000291,-0.17968250378224798
ACH-000293,-0.2283434545477337
ACH-000294,-0.27381206964556104
ACH-000295,-0.5984335165871718
ACH-000296,-0.08018235324754512
ACH-000302,-0.2187264843343312
ACH-000304,-0.08192966012593174
ACH-000307,-0.273104062986726
ACH-000308,-0.26417802441660565
ACH-000310,-0.2191476922480833
ACH-000311,-0.22158264497478425
ACH-000312,-0.2997438134675731
ACH-000315,0.041809918168527006
ACH-000316,-0.308022888856068
ACH-000317,-0.2707626755759918
ACH-000318,-0.22361638105046855
ACH-000319,-0.2524133548505701
ACH-000320,-0.18291912044037398
ACH-000322,-0.3988173192297465
ACH-000323,-0.17124948446886368
ACH-000324,-0.4858832908214546
ACH-000329,-0.3883275515614574
ACH-000330,-0.5401875938611026
ACH-000331,-0.32243136580108217
ACH-000332,-0.31581314689939954
ACH-000334,-0.17073115172384906
ACH-000335,-0.1719329207615269
ACH-000336,-0.20797128447563185
ACH-000337,-0.6306167059815282
ACH-000338,0.311573339832888
ACH-000339,-0.2258024377708362
ACH-000341,-0.3097877614555702
ACH-000348,-0.3450504560222924
ACH-000350,-0.2950979859492849
ACH-000352,-0.4004990150743996
ACH-000356,-0.18550686208616932
ACH-000361,-0.1450509589312776
ACH-000362,-0.28114439036458105
ACH-000363,-0.20394553861639736
ACH-000364,-0.3046023600332511
ACH-000365,-0.23327816957310654
ACH-000366,-0.2401777084416101
ACH-000368,-0.4812229123831148
ACH-000374,-0.2467840237712533
ACH-000375,-0.19932472177353136
ACH-000376,-0.3334560892832884
ACH-000381,-0.14511129769203351
ACH-000383,-0.29302703750158965
ACH-000387,-0.3334590265233424
ACH-000389,-0.21868345621496546
ACH-000390,-0.3814331786518221
ACH-000393,-0.4511257531876013
ACH-000395,-0.3822827447995091
ACH-000396,-0.1389153242949017
ACH-000397,-0.3350457097370757
ACH-000401,-0.4682954289832598
ACH-000402,-0.1571003264565959
ACH-000403,-0.22033637827167726
ACH-000404,0.06843222065009548
ACH-000406,-0.1960438364236959
ACH-000407,-0.4136196125619722
ACH-000408,-0.2076069047634685
ACH-000410,-0.16553475051084127
ACH-000411,-0.3197320503786465
ACH-000414,-0.27738377425885746
ACH-000415,-0.3212011359462195
ACH-000416,-0.3451931702014566
ACH-000420,-0.33130307609123555
ACH-000421,-0.3651538469701242
ACH-000424,-0.17660432154811204
ACH-000425,-0.3607574942553857
ACH-000426,-0.1829990305108874
ACH-000427,-0.37395658209996097
ACH-000433,-0.4739789207409934
ACH-000435,-0.4388625584382813
ACH-000436,-0.1909260516025169
ACH-000444,-0.12655063397964136
ACH-000445,-0.2993033976998912
ACH-000448,-0.22405920549645436
ACH-000450,-0.0900027265120146
ACH-000452,-0.1827911276653988
ACH-000454,-0.3067485984837987
ACH-000458,-0.3810619393881105
ACH-000459,-0.08285641844863477
ACH-000460,-0.1956972933007834
ACH-000461,-0.3975811683674224
ACH-000463,-0.2479302653734204
ACH-000464,-0.3632803008089717
ACH-000466,-0.3140980818635304
ACH-000467,-0.20163455038141267
ACH-000468,-0.2702819945338266
ACH-000469,-0.3278309349654041
ACH-000470,-0.13527345632056312
ACH-000471,-0.16819558841627802
ACH-000472,-0.3466745987847777
ACH-000473,-0.3121727960842937
ACH-000475,-0.2349769014835813
ACH-000476,-0.3013090769581309
ACH-000477,-0.2685081033565068
ACH-000479,-0.20123536865141006
ACH-000480,-0.14509297931156342
ACH-000481,-0.2388522764126044
ACH-000483,-0.07479566208257897
ACH-000484,-0.22429916086612334
ACH-000485,-0.08280440374942212
ACH-000486,-0.3215649925146851
ACH-000487,-0.13806880580503825
ACH-000488,-0.3140262958614641
ACH-000490,-0.3507216365881169
ACH-000491,-0.2790022878473914
ACH-000495,-0.2802336827958348
ACH-000496,-0.28927356509314844
ACH-000499,-0.07013929325064955
ACH-000500,-0.20854188903997448
ACH-000502,-0.4749538986409336
ACH-000503,-0.39155741221887896
ACH-000505,-0.23428684039883155
ACH-000507,-0.2312948767819493
ACH-000510,-0.35900926883947737
