,NECAB1 (64168)
ACH-000004,0.037710073198297216
ACH-000005,-0.04587649783214382
ACH-000007,-0.20235097384956904
ACH-000009,0.0009322944340713721
ACH-000011,0.006790558829733636
ACH-000012,0.016668542733829825
ACH-000013,-0.0069009016491264575
ACH-000014,0.005915052191585797
ACH-000015,0.14035687992483276
ACH-000017,-0.1852568036416612
ACH-000018,-0.14738026780237548
ACH-000019,0.28666396007583583
ACH-000021,0.07683541363106366
ACH-000022,-0.14713752412452838
ACH-000025,-0.09643379418900982
ACH-000028,-0.08437957603016458
ACH-000030,0.06391614133570303
ACH-000035,0.3157376553092973
ACH-000036,-0.040559460182380436
ACH-000037,-0.021049300600495258
ACH-000039,-0.0929413395198613
ACH-000040,-0.11210557589006863
ACH-000041,-0.1784761525764424
ACH-000042,0.0604271433378046
ACH-000045,0.13245225237999436
ACH-000047,-0.1184001607366742
ACH-000052,0.044505234482751586
ACH-000053,0.014060070552695996
ACH-000054,0.02050328583487724
ACH-000055,-0.3019058185736068
ACH-000060,-0.09372271477187813
ACH-000067,0.16124797044065795
ACH-000070,0.11474790987612887
ACH-000075,0.2402042169954573
ACH-000078,0.08986210429377152
ACH-000082,-0.02991630874011188
ACH-000085,0.0069812316323328745
ACH-000086,0.17858129062354475
ACH-000087,-0.12200163447110587
ACH-000092,-0.048773295468452216
ACH-000095,0.08428330750995326
ACH-000097,-0.039149490876660975
ACH-000098,0.05041319617987208
ACH-000099,-0.05730221342640857
ACH-000108,-0.07911787021123103
ACH-000113,0.050261420522938784
ACH-000116,0.12897247207823312
ACH-000118,0.011328751319844307
ACH-000120,-0.03616981708953136
ACH-000123,-0.0608178362476561
ACH-000127,-0.05020211928435876
ACH-000128,-0.07883701849017656
ACH-000132,0.017784578156007078
ACH-000133,-0.13856572400509326
ACH-000137,0.11174799139809956
ACH-000138,0.04234048761546421
ACH-000142,0.03455210904754883
ACH-000143,-0.05382155660292786
ACH-000146,0.08352442405977738
ACH-000148,0.02804691639480712
ACH-000150,-0.12035631491200408
ACH-000152,-0.055498084162485084
ACH-000153,0.17984095150717014
ACH-000159,-0.024637003400808658
ACH-000160,0.12349245394330315
ACH-000163,-0.05543450438598645
ACH-000167,0.003119619456916555
ACH-000168,0.04263756730455175
ACH-000169,-0.10875959925316014
ACH-000178,0.02157137257432095
ACH-000183,0.056079738332843215
ACH-000188,0.03377625005843932
ACH-000189,0.06583096640324375
ACH-000190,0.04740925369901322
ACH-000198,0.06747190783993158
ACH-000203,-0.27195155511026603
ACH-000204,-0.10597278157245693
ACH-000206,0.02997247227865237
ACH-000207,0.11005025099273656
ACH-000208,0.013982775640903177
ACH-000210,-0.0711300940815182
ACH-000211,0.05831770019146229
ACH-000215,0.028580301195246707
ACH-000221,-0.06135118713263984
ACH-000222,-0.012583802053170357
ACH-000223,-0.09098749056318137
ACH-000226,-0.07578433204251879
ACH-000227,0.021126188072076096
ACH-000228,-0.06336337306419076
ACH-000231,-0.01952223051094457
ACH-000232,-0.047006796405098535
ACH-000233,0.08671979339105533
ACH-000234,0.13665502873575447
ACH-000235,-0.056919681627037325
ACH-000237,0.004687468299707834
ACH-000238,-0.0022324164425117287
ACH-000242,0.1761933845325526
ACH-000243,0.011697037148385844
ACH-000244,0.1641393302698285
ACH-000246,0.00985412626755485
ACH-000248,-0.4097405585473109
ACH-000250,0.0056126901263495975
ACH-000251,-0.0758341785519621
ACH-000252,-0.046303175726818115
ACH-000253,0.09708692462149407
ACH-000255,0.1239318162728376
ACH-000256,-0.12431336268727575
ACH-000257,0.18751937381994435
ACH-000258,0.051996049338022016
ACH-000259,0.09525681839576128
ACH-000260,-0.022314573853570455
ACH-000261,-0.09430939008129116
ACH-000262,0.1398383105902971
ACH-000263,0.15342720053827205
ACH-000264,-0.1044074675710806
ACH-000265,-0.05643635332277135
ACH-000266,0.04517804194424778
ACH-000272,0.023262287009521567
ACH-000274,-0.008816397856376655
ACH-000277,-0.1976836065835648
ACH-000278,-0.0064261212535918315
ACH-000279,-0.08386281682181011
ACH-000280,-0.08209708669200477
ACH-000281,0.015572016460803025
ACH-000288,0.14425077729018915
