,HIPK1 (204851)
ACH-000004,-0.3994719638617833
ACH-000005,0.1409474719048522
ACH-000007,-0.20039642077752104
ACH-000009,-0.08178456242998727
ACH-000011,-0.002898850501622069
ACH-000012,-0.2834032195677042
ACH-000013,-0.2147792852510284
ACH-000014,-0.22457637258502225
ACH-000015,-0.21910982809480087
ACH-000017,-0.1951866882204731
ACH-000018,-0.2792935352422429
ACH-000019,-0.3926937044949402
ACH-000021,-0.22753217913645446
ACH-000022,-0.10892724562284757
ACH-000025,-0.3281637691674849
ACH-000028,-0.5718848226296073
ACH-000030,-0.2575493052047553
ACH-000035,-0.2655290632461189
ACH-000036,-0.41049093654987096
ACH-000037,-0.17113470234610478
ACH-000039,-0.2293098496376213
ACH-000040,-0.21884814582230844
ACH-000041,-0.2277474976595872
ACH-000042,-0.09220875590108976
ACH-000045,-0.011767043452091609
ACH-000047,-0.3079822645981033
ACH-000052,-0.3659450587593983
ACH-000053,-0.20775711783454784
ACH-000054,-0.2314623273622701
ACH-000055,-0.33384267242248017
ACH-000060,-0.5802119099522512
ACH-000067,-0.35195649990623906
ACH-000070,-0.2046394964419243
ACH-000075,-0.2765834719765243
ACH-000078,-0.4261136003938765
ACH-000082,-0.28202774077521464
ACH-000085,-0.33716869473985644
ACH-000086,-0.3100272701304764
ACH-000087,-0.2271389604174173
ACH-000092,-0.3056591855960089
ACH-000095,-0.1262797954786591
ACH-000097,-0.2005810554534028
ACH-000098,-0.2543705820881793
ACH-000099,-0.2211037701213454
ACH-000108,-0.07364904721124382
ACH-000113,-0.18736929169996944
ACH-000116,-0.39678734106629104
ACH-000118,-0.2800967557328745
ACH-000120,-0.21340413617614715
ACH-000123,-0.15182949880695187
ACH-000127,-0.3679155709356418
ACH-000128,-0.22226607982703792
ACH-000132,-0.2412183005123493
ACH-000133,-0.3786037886231281
ACH-000137,-0.28560042955855736
ACH-000138,-0.04094617633769269
ACH-000142,-0.35156726441650965
ACH-000143,-0.1146663338668692
ACH-000146,-0.2862398568778313
ACH-000148,-0.21157813202032608
ACH-000150,-0.06952560660811134
ACH-000152,-0.3656094286861335
ACH-000153,0.09077663998480748
ACH-000159,-0.2417000570518375
ACH-000160,-0.11049622402268043
ACH-000163,-0.2550521873727135
ACH-000167,-0.17173113568585574
ACH-000168,-0.21752573835400765
ACH-000169,-0.28237295982111826
ACH-000178,-0.07163652679913632
ACH-000183,-0.32852602325240066
ACH-000188,-0.2283487910643104
ACH-000189,-0.4878639293095519
ACH-000190,-0.5528291189838573
ACH-000198,-0.24156922733050795
ACH-000203,-0.13891486019110758
ACH-000204,-0.2280408669859229
ACH-000206,-0.2815696449339568
ACH-000207,-0.4036756968173332
ACH-000208,-0.22440150962069216
ACH-000210,-0.43801980510013616
ACH-000211,-0.17079119358933345
ACH-000215,-0.1913276804775309
ACH-000221,-0.2814884137562533
ACH-000222,-0.003843672387114275
ACH-000223,-0.2762601106595385
ACH-000226,-0.2983014624759193
ACH-000227,-0.40914863040246185
ACH-000228,-0.1445980082253402
ACH-000231,-0.3990878101446493
ACH-000232,-0.2766068262661355
ACH-000233,-0.0987183971158745
ACH-000234,-0.0725783848388525
ACH-000235,-0.22127403739290274
