,CRK (1398)
ACH-000004,-0.03279914304743438
ACH-000005,-0.18024983936397046
ACH-000007,-0.2470280794705241
ACH-000009,-0.5917127587294
ACH-000011,-0.1811929030703366
ACH-000012,-0.17285738296788167
ACH-000013,-0.043276582400257516
ACH-000014,-0.09673439289887213
ACH-000015,-0.17571503188844573
ACH-000017,-0.055722593188928166
ACH-000018,-0.21281156179949975
ACH-000019,-0.2707558181314643
ACH-000021,0.14400289299506516
ACH-000022,-0.0915151104712754
ACH-000025,-0.7749950320455194
ACH-000028,-0.15620808672565986
ACH-000030,-0.19528512740187215
ACH-000035,-0.2114981416798088
ACH-000036,-0.6675355051603648
ACH-000037,0.0008791052769989683
ACH-000039,-0.05979431226740301
ACH-000040,-0.2600410358475785
ACH-000041,0.05348292227236797
ACH-000042,-0.0007515462817030539
ACH-000045,-0.1906265626489633
ACH-000047,-0.2274041410101073
ACH-000052,-0.17255464080666233
ACH-000053,-0.007224066541113371
ACH-000054,-0.08963440905894146
ACH-000055,-0.028157146285957863
ACH-000060,-0.7666130826709283
ACH-000067,-0.5777601621020712
ACH-000070,-0.11826306056890415
ACH-000075,-0.003851705587402917
ACH-000078,-0.0500641977744132
ACH-000082,-0.09279715499001508
ACH-000085,-0.29733310149865577
ACH-000086,-0.03586532744701425
ACH-000087,-0.2824728489624009
ACH-000092,-0.1987151798171365
ACH-000095,-0.14633762527222716
ACH-000097,-0.05189130587915798
ACH-000098,-0.4836091698658018
ACH-000099,-0.08607244299347447
ACH-000108,-0.3437622725056516
ACH-000113,-0.1128772277689409
ACH-000116,-0.06958684005274755
ACH-000118,-0.6117438435155531
ACH-000120,-0.15760235230679773
ACH-000123,0.01572415912357016
ACH-000127,-0.12135210255053687
ACH-000128,-0.3170523169957796
ACH-000132,-0.7294282485997161
ACH-000133,-0.3099250612683483
ACH-000137,-0.3326010451700984
ACH-000138,-0.2938513020678875
ACH-000142,-0.1780026362842363
ACH-000143,-0.09224226266864904
ACH-000146,-0.004658671312002092
ACH-000148,0.024674738685142687
ACH-000150,-0.36220225352342655
ACH-000152,-0.34165376769743466
ACH-000153,0.06145989338363313
ACH-000159,-0.14786834963933612
ACH-000160,0.12191192513675896
ACH-000163,-0.21077862290282504
ACH-000167,-0.18812548844352064
ACH-000168,0.0831232707699345
ACH-000169,-0.12416635795514876
ACH-000178,-0.324686461316382
ACH-000183,-0.11999279051050896
ACH-000188,-0.030312717484736056
ACH-000189,-0.3894865765499543
ACH-000190,-0.241974412466172
ACH-000198,-0.17900147742517453
ACH-000203,-0.24266648523017864
ACH-000204,-0.22625850234449185
ACH-000206,-0.1344406340394956
ACH-000207,-0.17772505326548002
ACH-000208,-0.2768084876643601
ACH-000210,0.25160374827641946
ACH-000211,-0.11845642543811027
ACH-000215,-0.1321996990818947
ACH-000221,-0.020597846978262453
ACH-000222,-0.26089326960982395
ACH-000223,-0.059180750524956124
ACH-000226,-0.031141697124468237
ACH-000227,0.049750002444478206
ACH-000228,-0.6662902495999407
ACH-000231,0.07561304117083029
ACH-000232,-0.3088386883940981
ACH-000233,-0.06331651709877534
ACH-000234,-0.1940247051328728
ACH-000235,-0.19116084111991602
ACH-000237,-0.14516376318044094
ACH-000238,-0.09087901694731952
ACH-000242,-0.1356144718450235
ACH-000243,-0.02625411885480593
ACH-000244,-0.5547666443640601
ACH-000246,-0.3036307987783469
ACH-000248,-0.08867071508777928
ACH-000250,-0.2500351338949776
