,TACR1 (6869)
ACH-000004,-0.3309726535045308
ACH-000005,-0.5254333740685521
ACH-000007,-0.18108660705787044
ACH-000009,-0.23176911971829445
ACH-000011,-0.2389069100734321
ACH-000012,-0.18354981127685066
ACH-000013,-0.14821698414077114
ACH-000014,-0.2185612413220613
ACH-000015,-0.1925180396752279
ACH-000017,-0.1296869370547129
ACH-000018,-0.17502626243266844
ACH-000019,-0.2636964589911392
ACH-000021,-0.13602123521529474
ACH-000022,-0.1910361647061092
ACH-000025,-0.24103548236613725
ACH-000028,-0.12858864736192704
ACH-000030,-0.15825582922059822
ACH-000035,-0.2338827483093417
ACH-000036,-0.24751505858019845
ACH-000037,-0.2850571707958573
ACH-000039,-0.19130545729648907
ACH-000040,-0.14796885100052914
ACH-000041,-0.14606612592353793
ACH-000042,-0.20268315103821935
ACH-000045,0.0371002769265932
ACH-000047,-0.32675491744993856
ACH-000052,-0.2335487482370085
ACH-000053,-0.1167878301571712
ACH-000054,-0.09148666952088358
ACH-000055,-0.15906663941829732
ACH-000060,0.07892432343163841
ACH-000067,-0.23785226677094956
ACH-000070,-0.12144858129003673
ACH-000075,-0.2960606916768273
ACH-000078,-0.1867300210239589
ACH-000082,-0.13377259529871066
ACH-000085,-0.1776112547485451
ACH-000086,-0.2460717117008979
ACH-000087,-0.2328482050852008
ACH-000092,-0.24363738858694106
ACH-000095,-0.15584972609060702
ACH-000097,-0.1640883656562391
ACH-000098,-0.2590198968858834
ACH-000099,-0.28598743455936115
ACH-000108,-0.07712695339947308
ACH-000113,-0.16417869027257392
ACH-000116,-0.2155137269108216
ACH-000118,-0.19298162541103853
ACH-000120,-0.11893114035881296
ACH-000123,-0.3212549202092815
ACH-000127,-0.2373454365811536
ACH-000128,-0.33214927694440555
ACH-000132,-0.20852265939171985
ACH-000133,-0.23328976969724324
ACH-000137,-0.3111733567268128
ACH-000138,-0.07711293092625153
ACH-000142,-0.2260581678529864
ACH-000143,-0.021862170260232697
ACH-000146,-0.1795059423309549
ACH-000148,-0.1338856054794208
ACH-000150,-0.2640626668334127
ACH-000152,-0.21782174721596584
