,TFEC (22797)
ACH-000004,0.1165076883945282
ACH-000005,0.08636677276353975
ACH-000007,0.0807602715380121
ACH-000009,0.20005186880644465
ACH-000011,-0.06956583938887781
ACH-000012,0.18272768668989914
ACH-000013,0.15361502001881314
ACH-000014,0.07264320098574023
ACH-000015,0.1751290837047449
ACH-000017,0.24075252499394226
ACH-000018,0.19752637865833395
ACH-000019,0.2240421454216132
ACH-000021,0.16456259375225346
ACH-000022,0.2204266533547774
ACH-000025,0.26993863113275285
ACH-000028,0.2161841292022384
ACH-000030,0.14827194130825275
ACH-000035,0.07850641262789715
ACH-000036,0.3199366985187626
ACH-000037,0.17547622885176808
ACH-000039,0.16108480777181586
ACH-000040,0.10842733060942623
ACH-000041,0.10015245200507547
ACH-000042,0.16623881984970654
ACH-000045,0.21209414411715813
ACH-000047,0.02419217440764371
ACH-000052,0.31960116782002923
ACH-000053,0.19895986699558188
ACH-000054,0.15852566690878964
ACH-000055,-0.14947930049129762
ACH-000060,0.05293600931000853
ACH-000067,0.0940076235308929
ACH-000070,0.1089601754849844
ACH-000075,0.3064141186810553
ACH-000078,0.3475638259763386
ACH-000082,0.1580493886700388
ACH-000085,0.2758345115947593
ACH-000086,0.3024243912921458
ACH-000087,0.2025249745194751
ACH-000092,0.19732751210465604
ACH-000095,0.15711031768612446
ACH-000097,0.18064454329166293
ACH-000098,0.1950940542484148
ACH-000099,0.19854700168763534
ACH-000108,0.1864389011512841
ACH-000113,0.1997649985647042
ACH-000116,0.16939524251227311
ACH-000118,0.2149403799994153
ACH-000120,0.3165259992033388
ACH-000123,0.16392360889188132
ACH-000127,0.17581229739120832
ACH-000128,0.15064372386392616
ACH-000132,0.2642996572750902
ACH-000133,0.12857851839343618
ACH-000137,0.22881610445956596
ACH-000138,0.2339779098914941
ACH-000142,0.2183938509308352
ACH-000143,0.15684148707188078
ACH-000146,0.2275917839305609
ACH-000148,0.15818429048313173
ACH-000150,0.2667625209253108
ACH-000152,0.2676556817795898
ACH-000153,0.2626956419694224
ACH-000159,0.21926335559248405
ACH-000160,0.4583404363732298
ACH-000163,0.25763715947193233
ACH-000167,0.4340820997846935
ACH-000168,0.09261143496808227
ACH-000169,0.17892786784226158
ACH-000178,0.2701177925798044
ACH-000183,0.1252512890678048
ACH-000188,0.09664610177679453
ACH-000189,0.03417618334224128
ACH-000190,0.5583177319498343
ACH-000198,0.17590580354716273
ACH-000203,0.5543776099963658
ACH-000204,0.07518125720400673
ACH-000206,0.5628817932030551
ACH-000207,0.2414530478374729
ACH-000208,0.3077824718650756
ACH-000210,0.09834228476184984
ACH-000211,0.2089301433661516
ACH-000215,0.19691205613382534
ACH-000221,0.07041756381880666
ACH-000222,0.2340351282198487
ACH-000223,0.14137338688201034
ACH-000226,0.13906353364424778
ACH-000227,0.1410149659554686
ACH-000228,0.19077613186486428
ACH-000231,0.23438241959135075
ACH-000232,0.19565692399889606
ACH-000233,0.17223807474764435
ACH-000234,0.09077296840688696
ACH-000235,0.22877812958864616
ACH-000237,0.19647187066609512
ACH-000238,0.018098447815012682
ACH-000242,0.5630991481171229
ACH-000243,0.2022233915748576
ACH-000244,-0.03151329859358288
ACH-000246,0.22403094276677651
ACH-000248,0.2516548661094499
ACH-000250,0.1633657680304465
ACH-000251,0.13743074083391507
ACH-000252,0.3118552023167564
ACH-000253,0.021465595177318414
ACH-000255,0.13620526882469713
ACH-000256,0.2597559877475205
ACH-000257,0.2706186502284845
ACH-000258,0.2836621399480448
ACH-000259,0.21801732016148298
ACH-000260,0.19623297891265784
ACH-000261,0.14522189597643032
ACH-000262,0.22659069676421284
ACH-000263,0.5695507251165713
ACH-000264,0.15912140668433358
ACH-000265,0.21873760550550728
ACH-000266,0.16240007484439334
ACH-000272,0.2018903785404703
ACH-000274,0.15492645779820285
ACH-000277,0.14272983453730712
ACH-000278,0.025727985448814404
ACH-000279,0.19698116943230984
ACH-000280,0.23570588210598534
ACH-000281,0.15096622387280428
ACH-000288,0.19907243117917164
ACH-000291,0.3110501428916263
ACH-000293,0.07776127299055338
ACH-000294,0.15302618008386198
ACH-000295,0.21823524341733436
ACH-000296,0.22499823665952792
ACH-000302,0.1663057632172378
ACH-000304,0.1207918351824632
ACH-000307,0.1641561785676685
ACH-000308,0.2691195711475338
ACH-000310,0.16753788131178754
ACH-000311,0.160309543087956
ACH-000312,0.3077679565816109
ACH-000315,0.1842946611866387
ACH-000316,0.13965569450532125
ACH-000317,0.34528763330652057
ACH-000318,0.0818757614190287
ACH-000319,0.17203967160488265
ACH-000320,0.3452561052871988
ACH-000322,0.11145352816408713
ACH-000323,0.2254077624018501
ACH-000324,0.1680708784692279
ACH-000329,0.16982320335833176
ACH-000330,0.15233878600757447
ACH-000331,0.07851583386518024
ACH-000332,0.16720839207922855
ACH-000334,0.14680777938739645
ACH-000335,0.2724426647198338
ACH-000336,0.284301019167747
ACH-000337,0.16845593830324765
ACH-000338,0.13721769473065665
ACH-000339,0.13536819985289314
ACH-000341,0.3294345233317972
ACH-000348,0.200275648256266
ACH-000350,0.1769455292406153
ACH-000352,0.2294154237344419
ACH-000356,-0.09431392339101266
ACH-000361,0.07611331737989695
ACH-000362,0.16760011207534747
ACH-000363,0.25689552342030986
ACH-000364,0.18901870974918172
ACH-000365,0.24917149426057936
ACH-000366,0.2844384064951401
ACH-000368,0.34025947332435497
ACH-000374,0.11553007664255008
ACH-000375,0.17049627365625414
ACH-000376,0.2995164854964988
ACH-000381,0.22155597702158786
ACH-000383,0.2911677322481698
ACH-000387,0.13006072645361827
ACH-000389,0.17207219887443098
ACH-000390,0.2463155174697168
ACH-000393,0.13088362396358025
ACH-000395,0.18617857319816927
ACH-000396,0.2710811063512181
ACH-000397,0.22835222826137785
ACH-000401,0.21090144587675447
ACH-000402,-0.13940320585325433
ACH-000403,0.1533969598457342
ACH-000404,0.07474216401973748
ACH-000406,0.17074191376110914
ACH-000407,0.17352559432544729
ACH-000408,0.11273758981996054
ACH-000410,0.19019398814810806
ACH-000411,0.11300868012175493
ACH-000414,0.2770796710725902
ACH-000415,0.09136797844687736
ACH-000416,0.16184455390061206
ACH-000420,0.1722241030595591
ACH-000421,0.18383685200967528
ACH-000424,0.2867681812038841
ACH-000425,0.24443470240626244
ACH-000426,0.2832940869464014
ACH-000427,0.07329871757120987
ACH-000433,0.2874590578301107
ACH-000435,0.13711219746967016
ACH-000436,0.1668797432985799
ACH-000444,0.05397071401033297
ACH-000445,0.45556878330531797
ACH-000448,0.1518649420866041
ACH-000450,0.1351835067519994
ACH-000452,0.158156185943434
ACH-000454,0.20523031196214211
ACH-000458,0.1276110038156
ACH-000459,0.031451470625626095
ACH-000460,0.20146412440555925
ACH-000461,0.06124052927618085
ACH-000463,0.1139058935145538
ACH-000464,0.18543754952672206
ACH-000466,0.18221284851755856
ACH-000467,0.11789181003274812
ACH-000468,0.14072690575658478
ACH-000469,0.16224101806604488
ACH-000470,0.28021090681025584
ACH-000471,0.14636517181313538
ACH-000472,0.19408108472382735
ACH-000473,0.09198739298227986
ACH-000475,0.16776563861664098
ACH-000476,0.3378410797009981
ACH-000477,0.33718298050556805
ACH-000479,0.3552862876941161
ACH-000480,0.22435695820456672
ACH-000481,0.12464239724013301
ACH-000483,0.2288722124409787
ACH-000484,0.026790225061350082
ACH-000485,0.1901010251289465
ACH-000486,0.1050632082628604
ACH-000487,0.16030316745515166
ACH-000488,0.1115721228800222
ACH-000490,0.10548126552551364
ACH-000491,0.29003118338238426
ACH-000495,0.22895843583981595
ACH-000496,0.2967162132806574
ACH-000499,0.04893038779954262
ACH-000500,-0.040247270141476055
ACH-000502,0.1518534290530271
ACH-000503,0.13856833016142894
ACH-000505,0.22414184868838813
ACH-000507,0.10411180372959862
ACH-000510,0.18557443759392736
ACH-000511,0.13394551615078767
ACH-000512,0.35481431919380163
ACH-000516,0.10523478150354068
ACH-000517,0.2374277346785502
ACH-000518,0.16621335693418346
ACH-000520,0.2065412057724573
ACH-000521,0.13189096584966856
ACH-000522,0.1956810892381336
ACH-000524,0.14542515920718407
ACH-000527,0.15142847714166274
ACH-000528,0.13432734609165914
ACH-000537,0.1712398364786767
ACH-000541,0.29746473676577584
ACH-000542,0.02602350717907252
ACH-000544,0.3379975758254721
ACH-000545,0.2331537334122116
ACH-000547,0.2765221399774603
