,GAST (2520)
ACH-000004,0.04495540029482041
ACH-000005,-0.18434483451392966
ACH-000007,-0.12095563282442545
ACH-000009,-0.0546457977849397
ACH-000011,0.02585920275867307
ACH-000012,-0.2348891302701316
ACH-000013,-0.12058829539601315
ACH-000014,0.0006205101063752464
ACH-000015,0.005530963388795321
ACH-000017,-0.19088750150960868
ACH-000018,-0.1864878802917176
ACH-000019,0.1850189804636142
ACH-000021,-0.003713349381804128
ACH-000022,-0.02144949493385747
ACH-000025,0.047835464448738714
ACH-000028,-0.0752624482128572
ACH-000030,-0.07738797912729949
ACH-000035,0.005986931901932523
ACH-000036,-0.022333241964850238
ACH-000037,0.1961688426988376
ACH-000039,0.027436650025507804
ACH-000040,0.032067972340637366
ACH-000041,-0.09904621806654523
ACH-000042,0.010467710489256484
ACH-000045,0.10324922329887253
ACH-000047,-0.10120823197184664
ACH-000052,0.06714412677575311
ACH-000053,-0.09858448417996446
ACH-000054,0.04643204265929048
ACH-000055,0.033177573562004084
ACH-000060,-0.034691858860999215
ACH-000067,-0.0994023591530157
ACH-000070,0.2186952174395228
ACH-000075,0.049360214596862996
ACH-000078,0.020753770538862952
ACH-000082,0.07972482043381586
ACH-000085,-0.11487928013861246
ACH-000086,-0.0745627167099423
ACH-000087,-0.12068094372051225
ACH-000092,-0.27270512276144976
ACH-000095,-0.0871578854610691
ACH-000097,-0.03462866988400383
ACH-000098,0.025274053272709308
ACH-000099,-0.14791486945044668
ACH-000108,-0.04000767712165743
ACH-000113,0.10004424037983377
ACH-000116,-0.10395489552869734
ACH-000118,-0.115361602171175
ACH-000120,-0.11879962573629806
ACH-000123,0.06163474211170743
ACH-000127,0.02402025000247876
ACH-000128,-0.023756403660005268
ACH-000132,-0.04616432490875691
ACH-000133,-0.015764352483971178
ACH-000137,0.03383474250334008
ACH-000138,-0.1562164787596172
ACH-000142,-0.1499962857170608
ACH-000143,0.11051059601197136
ACH-000146,-0.04237669122825784
ACH-000148,-0.06724971038735744
ACH-000150,0.06550334692245867
ACH-000152,-0.0873426047499686
ACH-000153,0.0749956095188835
ACH-000159,0.021054452035414308
ACH-000160,-0.005079484910475711
ACH-000163,-0.11309901560224292
ACH-000167,0.06352662234253889
ACH-000168,-0.01804991153473311
ACH-000169,-0.08200769775472792
ACH-000178,0.028286250023851437
ACH-000183,0.013344281126840048
ACH-000188,-0.19017770680216506
ACH-000189,-0.12142865894380506
ACH-000190,0.12780732282856844
ACH-000198,0.05525516471913057
ACH-000203,-0.14018027696061738
ACH-000204,-0.3436907083984983
ACH-000206,-0.051079241877406194
ACH-000207,-0.0008214019226653222
ACH-000208,-0.2580745277297366
ACH-000210,-0.11835455932259566
ACH-000211,-0.055606887105296085
ACH-000215,-0.07738929743034216
ACH-000221,0.0497216086952053
ACH-000222,-0.1764104779198066
ACH-000223,0.06296615147523679
ACH-000226,-0.11310053868936926
ACH-000227,0.10978293214871032
ACH-000228,-0.2297045873795685
ACH-000231,-0.12525084644290724
ACH-000232,0.03533104000160037
ACH-000233,-0.02997990856423024
ACH-000234,-0.07645887889179499
ACH-000235,-0.16865707280207776
ACH-000237,-0.017609069043072266
ACH-000238,-0.15780132820083922
ACH-000242,-0.2962411197573924
ACH-000243,-0.1381972186929599
ACH-000244,-0.07952373217352628
ACH-000246,-0.034221016542060514
ACH-000248,-0.396805879011205
ACH-000250,-0.035777220537962465
ACH-000251,0.06293638826823762
ACH-000252,0.15303334044145508
ACH-000253,0.01664599323485011
ACH-000255,-0.08146952144735146
ACH-000256,0.053923659084369316
ACH-000257,0.03371430716067193
ACH-000258,-0.022960713051430468
ACH-000259,-0.01885633863659649
ACH-000260,0.01249974698337408
ACH-000261,0.1001830449245766
ACH-000262,-0.1639582935337833
ACH-000263,-0.21375889136319745
ACH-000264,-0.035854059015189066
ACH-000265,-0.07262024246781623
ACH-000266,-0.03974341425201056
ACH-000272,0.06047780934450465
ACH-000274,-0.02595756945360104
ACH-000277,0.011761128667793644
ACH-000278,-0.09272974355912972
ACH-000279,-0.1109268284844928
