,GSX1 (219409)
ACH-000004,0.0009101421984843842
ACH-000005,0.217310365897906
ACH-000007,0.016784107226920184
ACH-000009,0.1800437689464159
ACH-000011,-0.0684187901719112
ACH-000012,0.1164229213526942
ACH-000013,0.016173809389208867
ACH-000014,0.014700238416058385
ACH-000015,-0.10801245218983352
ACH-000017,0.06925164945146124
ACH-000018,0.21053668292900865
ACH-000019,0.05312740802005175
ACH-000021,-0.030702659742355892
ACH-000022,0.08278598769564756
ACH-000025,0.06731761821810674
ACH-000028,0.13992858086988225
ACH-000030,-0.00732019808996063
ACH-000035,-0.06849479317311719
ACH-000036,0.18297557763305228
ACH-000037,-0.08636950017505747
ACH-000039,0.002345637541518864
ACH-000040,0.021750221396264226
ACH-000041,0.012641535571863902
ACH-000042,-0.09930791744145732
ACH-000045,0.07037663305588444
ACH-000047,-0.01165606045350955
ACH-000052,-0.013303323478907678
ACH-000053,0.048177881481618674
ACH-000054,-0.03183008553642328
ACH-000055,0.16755222048781687
ACH-000060,-0.1359881002625781
ACH-000067,-0.03589399964255725
ACH-000070,0.016605571992253872
ACH-000075,-0.06812024064067349
ACH-000078,0.13091041302052733
ACH-000082,0.12897484784253946
ACH-000085,-0.098466093447717
ACH-000086,-0.016972621882153118
ACH-000087,-0.18109155476467625
ACH-000092,0.0028396522183021
ACH-000095,0.012643042250696868
ACH-000097,0.1344293386316801
ACH-000098,0.0696434055878924
ACH-000099,0.08615859085210589
ACH-000108,-0.011107967725051656
ACH-000113,0.15139641533952125
ACH-000116,0.003497465339321037
ACH-000118,-0.024080936446380763
ACH-000120,-0.0777423689575363
ACH-000123,-0.06832626752743334
ACH-000127,-0.0210273589300769
ACH-000128,0.07031842416268562
ACH-000132,-0.0200545800868552
ACH-000133,0.12193634455368713
ACH-000137,-0.02048335420468347
ACH-000138,0.10911904784634452
ACH-000142,-0.027860329271057072
ACH-000143,0.12892699801083898
ACH-000146,0.06082044728441832
ACH-000148,0.015588154351475763
ACH-000150,-0.06006612427870792
ACH-000152,-0.04623759862734785
ACH-000153,0.009657589154478743
ACH-000159,-0.16829380897244628
ACH-000160,-0.02214743867319324
ACH-000163,-0.09074941831154644
ACH-000167,-0.05520283019112292
ACH-000168,0.057616903160230985
ACH-000169,-0.0851782053749612
ACH-000178,0.06849446266972549
ACH-000183,0.2645399479492205
ACH-000188,0.09065116728026394
ACH-000189,0.3454782547320668
ACH-000190,0.2703759255303297
ACH-000198,0.11096107811819544
ACH-000203,0.4250595496682589
ACH-000204,0.06322814443581581
ACH-000206,-0.007146955689373572
ACH-000207,0.04699158016105342
ACH-000208,0.08582927226258366
ACH-000210,0.34604558335230984
ACH-000211,0.05971434913325532
ACH-000215,-0.024712882419709058
ACH-000221,-0.10708347024917952
ACH-000222,-0.003257747368639535
ACH-000223,0.11842221720516125
ACH-000226,0.20429239265650606
ACH-000227,0.00144742518808695
ACH-000228,-0.15472680472258935
ACH-000231,0.04891345719089935
ACH-000232,0.0007260049215561941
ACH-000233,0.02380797559575009
ACH-000234,0.04799868218599738
ACH-000235,0.030460121213439818
ACH-000237,0.1286378714086971
ACH-000238,0.08197404266380323
ACH-000242,0.2723030061319202
ACH-000243,0.007797817546447713
ACH-000244,-0.06139732075557758
ACH-000246,0.08857394010304667
ACH-000248,-0.06204698429399216
ACH-000250,0.016120659733460756
ACH-000251,0.0006182080929183887
ACH-000252,0.07907190439478096
ACH-000253,0.08192091520237889
ACH-000255,0.013547771077542318
ACH-000256,0.050147067932763335
ACH-000257,-0.19164870396790973
ACH-000258,0.2766456580853933
ACH-000259,0.06560564898415608
ACH-000260,0.16836681522926294
ACH-000261,0.10016901678499993
ACH-000262,0.14548187891613204
ACH-000263,0.27950228013464984
ACH-000264,0.02985044744212555
ACH-000265,-0.022243538989475585
ACH-000266,-0.038357893646181286
ACH-000272,0.1506359446341022
ACH-000274,0.12823699113922732
ACH-000277,0.1181379660859341
ACH-000278,-0.034169072715076104
ACH-000279,0.0248926404432966
ACH-000280,0.20714608748642294
ACH-000281,-0.02925369032999698
ACH-000288,-0.04106213706592578
ACH-000291,-0.03825196699707184
ACH-000293,-0.010435659812627576
ACH-000294,0.057482875986963874
ACH-000295,0.009416483326583364
ACH-000296,-0.05377403131818238
ACH-000302,0.05480487320441276
ACH-000304,-0.2192275514727728
ACH-000307,0.015678771964412738
ACH-000308,0.08077647512502277
ACH-000310,0.034040028507332634
ACH-000311,-0.1148438822194644
ACH-000312,0.08948610265005022
ACH-000315,0.17743082767865587
ACH-000316,0.1480152134037277
ACH-000317,-0.034127846850971866
ACH-000318,-0.11009823068717946
ACH-000319,-0.1707218081808933
ACH-000320,-0.001268974319213375
ACH-000322,-0.04727381619250101
