,CCNDBP1 (23582)
ACH-000004,0.05695171325709606
ACH-000005,0.1558562831109225
ACH-000007,0.026999936270378205
ACH-000009,-0.15235716105760286
ACH-000011,0.14293973758802545
ACH-000012,0.07418087940284722
ACH-000013,0.024562705171044256
ACH-000014,-0.13641421866067385
ACH-000015,0.13922015152177292
ACH-000017,0.12527332136484973
ACH-000018,0.15780633064109872
ACH-000019,0.3028799065142471
ACH-000021,0.17104478416142888
ACH-000022,0.07800905484208988
ACH-000025,0.11216361948884836
ACH-000028,0.18918094868242505
ACH-000030,-0.10036970998701372
ACH-000035,0.012510247388532592
ACH-000036,0.08346820263490308
ACH-000037,0.06548215228744655
ACH-000039,-0.00935007139941742
ACH-000040,0.1481172956875107
ACH-000041,0.21103885019435206
ACH-000042,0.16457743450829726
ACH-000045,0.06966345507323009
ACH-000047,-0.010683134370891969
ACH-000052,-0.09481017930056024
ACH-000053,0.03017044138797358
ACH-000054,0.12847940954960602
ACH-000055,0.0098756535321396
ACH-000060,0.02274507075865731
ACH-000067,-0.006539459562406143
ACH-000070,0.06864165767468075
ACH-000075,0.14557987841284967
ACH-000078,0.059018384347014986
ACH-000082,0.05056276624572207
ACH-000085,0.20548205388220656
ACH-000086,0.10822562256688903
ACH-000087,0.1473698306474718
ACH-000092,0.07179294071648115
ACH-000095,0.10286369378248462
ACH-000097,0.11144434230699213
ACH-000098,0.009559724192249291
ACH-000099,0.05593824601270029
ACH-000108,0.17270543588405893
ACH-000113,0.12652982046808764
ACH-000116,0.08945110557018479
ACH-000118,0.22764709122124305
ACH-000120,0.06353414871774389
ACH-000123,0.13146944982371178
ACH-000127,0.1088524120608901
ACH-000128,0.14655483636154149
ACH-000132,-0.09261942643169263
ACH-000133,0.0052975490025177615
ACH-000137,0.2652171633192845
ACH-000138,0.17292024731749195
ACH-000142,0.23165371959725575
ACH-000143,0.07054420209329809
ACH-000146,0.031144317786827563
ACH-000148,0.12849460909787214
ACH-000150,0.1680627220458067
ACH-000152,0.07195792971043702
ACH-000153,0.09990457272205758
ACH-000159,0.07915170599975023
ACH-000160,0.02882795257626245
ACH-000163,0.15144352213626136
ACH-000167,-0.07403602786864134
ACH-000168,-0.09161439167963406
ACH-000169,-0.033293618252246346
ACH-000178,0.15999885972506678
ACH-000183,0.17634082075983332
ACH-000188,-0.0562038294483003
ACH-000189,0.0942530044337501
ACH-000190,-0.2477541993228289
ACH-000198,-0.003909089400262239
ACH-000203,-0.3967944549504466
ACH-000204,0.001323967114320854
ACH-000206,0.07922944260829774
ACH-000207,-0.02385573461220604
ACH-000208,0.013999105671628731
ACH-000210,-0.12828061759066134
ACH-000211,0.2086367419568356
ACH-000215,0.0666392886180667
ACH-000221,0.2254853600518213
ACH-000222,0.20392544391233272
ACH-000223,-0.039186169261566636
ACH-000226,0.09005680507200435
ACH-000227,-0.09100124004030287
ACH-000228,0.10630942437575487
ACH-000231,0.04173199560217802
ACH-000232,0.06927494162140238
ACH-000233,0.00445471718217206
ACH-000234,0.04942427535823538
ACH-000235,-0.04296790279303333
ACH-000237,0.009539168939309542
ACH-000238,0.08193032655539571
ACH-000242,0.2529330916286909
ACH-000243,0.08085426269636822
