,SWSAP1 (126074)
ACH-000316,-0.08900985604299473
ACH-000317,-0.0638886620651822
ACH-000318,-0.3667773788280089
ACH-000319,-0.2087745188456596
ACH-000320,-0.10524516486515473
ACH-000322,0.0012410792439356598
ACH-000323,-0.2280211788452381
ACH-000324,-0.275359385711238
ACH-000329,-0.019088800724734838
ACH-000330,-0.30427552432925536
ACH-000331,-0.2578236685334763
ACH-000332,-0.15199567856337426
ACH-000334,-0.37411719618340267
ACH-000335,-0.3792258679736588
ACH-000336,-0.07024265653250786
ACH-000337,-0.26875252107960296
ACH-000338,-0.3330588289807138
ACH-000339,-0.21331782401426835
ACH-000341,-0.15689290017160032
ACH-000348,-0.240134047523744
ACH-000350,-0.13778225696287766
ACH-000352,-0.18304460660777
ACH-000356,-0.23779011910261466
ACH-000361,-0.3460380588304361
ACH-000362,-0.23750046732907645
ACH-000363,-0.18536062900464373
ACH-000364,-0.4150795838590042
ACH-000365,-0.24361149998525616
ACH-000366,-0.16101953076579067
ACH-000368,-0.1083625754289756
ACH-000374,-0.3017261745057341
ACH-000375,-0.005825740313794581
ACH-000376,-0.021564376218749376
ACH-000381,-0.0457771330019589
ACH-000383,-0.16631293168274613
ACH-000387,-0.2629591010448857
ACH-000389,-0.3609497019371383
ACH-000390,-0.36324450990466783
ACH-000393,-0.1440772915514463
ACH-000395,-0.18274232814847846
ACH-000396,-0.14953727996532973
ACH-000397,-0.0429781575289313
ACH-000401,-0.2267802532250492
ACH-000402,-0.058087847940420274
ACH-000403,-0.19985976652414075
ACH-000404,0.07262891130801126
ACH-000406,-0.053827064705466325
ACH-000407,-0.2530246139011878
ACH-000408,-0.16712283586916954
ACH-000410,-0.16444751684174774
ACH-000411,-0.1004485258347152
ACH-000414,-0.2466095859780715
ACH-000415,-0.19539783770240848
ACH-000416,-0.16496867956817954
ACH-000420,-0.24261581252945194
ACH-000421,-0.13875236189930398
ACH-000424,-0.4417617161386831
ACH-000425,-0.16088371794915662
ACH-000426,-0.6073457427862382
ACH-000427,-0.19266873652891411
ACH-000433,-0.3174778724014918
ACH-000435,-0.18383231768786565
ACH-000436,-0.3707465629107051
ACH-000444,-0.12417505802042987
ACH-000445,-0.09909557242530533
ACH-000448,-0.14636900156336866
ACH-000450,0.11363027230724475
ACH-000452,-0.14562862612453378
ACH-000454,-0.1823416215230236
ACH-000458,-0.0853772571412338
ACH-000459,-0.2668963679514146
ACH-000460,-0.10519276081787088
ACH-000461,-0.08919589125880002
ACH-000463,-0.11182643360767734
ACH-000464,-0.17067488009100895
ACH-000466,-0.2312602220292861
ACH-000467,-0.05723201269815676
ACH-000468,-0.15479772123977928
ACH-000469,-0.15951318525564234
ACH-000470,-0.1429379962020622
ACH-000471,-0.13967125535328867
ACH-000472,-0.26552788537437605
ACH-000473,-0.19240355768635936
ACH-000475,-0.1549861947069195
ACH-000476,-0.13097428856274526
ACH-000477,-0.07671229552934036
ACH-000479,-0.14833406912833305
ACH-000480,-0.3751383059507494
ACH-000481,-0.2236840186303337
ACH-000483,-0.17284307374926272
ACH-000484,-0.15902034327433645
ACH-000485,-0.06390479649395647
ACH-000486,-0.0501263730491054
ACH-000487,-0.04583160035597444
ACH-000488,-0.15246902031269724
ACH-000490,-0.0580017467537139
ACH-000491,-0.1445456163174671
ACH-000495,-0.08531970684412411
ACH-000496,-0.14644573274074504
ACH-000499,-0.5058724974595052
ACH-000500,0.2682323666014281
ACH-000502,-0.1725484450667204
ACH-000503,-0.5286089522645857
ACH-000505,-0.2881494858213793
ACH-000507,-0.10169712102265066
ACH-000510,-0.18315109509536287
ACH-000511,-0.15135404632713195
ACH-000512,-0.07325997690273375
ACH-000516,-0.12046131887764662
ACH-000517,-0.2426253855497796
ACH-000518,0.029728988890348917
ACH-000520,-0.1515721266180245
ACH-000521,-0.09728501473652712
ACH-000522,-0.15355400804258415
ACH-000524,-0.18406557482040692
ACH-000527,-0.1839734432843924
ACH-000528,-0.2471345103155721
ACH-000537,-0.1812780904448125
ACH-000541,-0.2296786065011091
ACH-000542,-0.10873959015930712
ACH-000544,-0.1265847023876211
ACH-000545,-0.16810526918902394
ACH-000547,-0.3947908655751479
ACH-000548,-0.15201962515188874
ACH-000549,-0.29196561172830976
ACH-000550,0.022491523433962896
ACH-000552,-0.1309979296115921
ACH-000556,-0.2372476472902899
ACH-000557,-0.23808971502252865
ACH-000569,-0.3386464982982741
ACH-000570,-0.03224802416808642
ACH-000571,-0.25874347087656124
ACH-000573,-0.09652611860612033
ACH-000576,-0.0576536170460104
ACH-000579,0.08460180537818231
ACH-000580,-0.20104851115826305
ACH-000584,-0.21595470701055625
ACH-000585,-0.1900931006141663
ACH-000588,-0.17936794687876276
ACH-000589,-0.20743597431378352
ACH-000591,-0.2418577776275155
ACH-000593,-0.011192781455410993
ACH-000600,-0.16820359436378246
ACH-000601,-0.0802731745345424
ACH-000605,0.006523615658440254
ACH-000606,-0.12699927845333114
ACH-000608,-0.21674436977733488
ACH-000614,-0.10032638660513156
ACH-000616,-0.07958063004041954
ACH-000618,-0.13174471922516115
ACH-000619,-0.14471363888086156
ACH-000620,-0.1963752480069781
ACH-000621,-0.2350574043618789
ACH-000622,-0.2722496112583263
ACH-000623,-0.004269246138354651
ACH-000624,-0.2497842663370723
ACH-000627,-0.3337632068740156
ACH-000630,-0.15224820702368635
ACH-000631,-0.2119598108419461
ACH-000632,-0.08737903942202506
ACH-000633,-0.2941920660763887
ACH-000637,-0.3615674494205753
ACH-000638,-0.25325140808414515
ACH-000646,-0.07906735274458315
ACH-000647,-0.17064422784922662
ACH-000648,0.01832094898207532
ACH-000649,-0.13286401799549838
ACH-000651,-0.11473550813235113
ACH-000652,-0.13062623775447949
ACH-000653,-0.14051579599911826
ACH-000657,-0.0938732612969152
ACH-000658,-0.25252196033762064
ACH-000661,-0.09287471304735348
ACH-000662,-0.29317131409079417
ACH-000663,-0.15750590382244828
ACH-000665,-0.21515592240403053
ACH-000671,-0.002095978247980831
ACH-000672,-0.2216563361432259
ACH-000673,-0.12833352652346805
ACH-000676,-0.11760198238192306
ACH-000677,-0.20304609502545296
ACH-000681,-0.212521591135312
ACH-000683,-0.1689721895169546
ACH-000684,0.018441898532363117
ACH-000688,-0.28372442216169264
ACH-000693,-0.19248311397654524
ACH-000694,-0.14639809941047646
ACH-000695,0.11559765672040548
ACH-000696,-0.16498562460341884
ACH-000697,-0.31075717273825315
ACH-000699,-0.09777387599165488
ACH-000701,-0.10740865407553972
ACH-000706,-0.14249983921510098
ACH-000711,-0.27997689121169433
ACH-000713,-0.1509812099887974
ACH-000714,-0.0007944578881863128
ACH-000718,-0.18645089063820244
ACH-000720,-0.1669661346585107
ACH-000721,-0.1182103893502716
ACH-000724,-0.1776222857578346
ACH-000725,-0.24364559893342674
ACH-000732,-0.19264148455573749
ACH-000734,-0.3296225376091431
ACH-000735,-0.09222652456440177
ACH-000736,-0.04148404620736034
ACH-000738,-0.20642787039318916
ACH-000746,-0.4012148986803575
ACH-000747,-0.3366672247299988
ACH-000748,-0.2283738382370703
ACH-000753,-0.1054043000488993
ACH-000756,-0.4275890266331031
ACH-000757,-0.22195235365553734
ACH-000758,-0.10343459787130116
ACH-000760,-0.14075373298252056
ACH-000762,-0.2947567551285773
ACH-000763,-0.30906445745121464
ACH-000764,-0.1980471795883731
ACH-000765,0.06652530517516074
ACH-000766,0.010184317725380405
ACH-000767,-0.18299292849062115
ACH-000768,-0.22583537353902786
ACH-000769,-0.4079761957303965
ACH-000770,-0.15828373246202676
ACH-000771,0.0003104283275692382
ACH-000773,-0.002567602278940949
ACH-000776,-0.3795238956311927
ACH-000777,-0.0012879705582013524
ACH-000778,-0.1352743082841228
ACH-000781,-0.190246368310078
ACH-000782,-0.12568360285467542
ACH-000783,-0.05439762333113606
ACH-000784,-0.13096162815116535
ACH-000785,-0.13195287567057165
ACH-000787,-0.16306854545068042
ACH-000788,-0.18140599908166796
ACH-000791,-0.03840600671994477
ACH-000792,-0.13682818254739235
ACH-000794,-0.11093273484965352
ACH-000796,-0.1268232639495205
ACH-000798,-0.2721523776331957
ACH-000799,0.027560681861847115
ACH-000800,-0.3276850333805048
ACH-000802,-0.2899188875810377
ACH-000804,-0.11843900104101587
ACH-000805,-0.20903489259211505
ACH-000809,-0.2717895649770257
ACH-000810,-0.20013051085600933
ACH-000811,-0.12191859233332533
ACH-000817,0.12583985005604176
ACH-000819,-0.23840808024092686
ACH-000820,-0.2387642030527433
ACH-000821,-0.2411680560853565
ACH-000822,-0.1721417510045368
ACH-000823,-0.2229786968522442
ACH-000824,-0.12978018845862832
ACH-000827,-0.16898025704958408
ACH-000829,-0.01453278517105967
ACH-000831,-0.14513797562329822
ACH-000832,-0.23386948242333824
ACH-000833,-0.1719710211659417
ACH-000834,-0.1658858955370241
ACH-000835,-0.4230886602818891
ACH-000836,-0.30247945014337224
ACH-000837,-0.06186291158401293
ACH-000838,-0.19298774142157388
ACH-000839,0.09487735738725284
ACH-000840,0.05437688412414655
ACH-000841,-0.1038341593636138
ACH-000843,-0.07278444437172449
ACH-000846,-0.2271960986338944
ACH-000847,-0.3694354459441965
ACH-000848,-0.2950448739626204
ACH-000849,-0.15282431264242596
ACH-000851,-0.23032179331199285
ACH-000855,-0.15837733032203322
ACH-000856,-0.1108064300128971
ACH-000858,-0.31440327800463663
ACH-000859,-0.19617082221995127
ACH-000861,-0.4002011123562358
ACH-000862,-0.04814601601696498
ACH-000865,-0.2911194349172313
ACH-000866,-0.1859318673813671
ACH-000867,-0.24281451081920416
ACH-000869,-0.2559504414287111
ACH-000872,-0.12918491424617762
ACH-000873,-0.5716442219697933
ACH-000876,-0.1553420284904301
ACH-000878,-0.33664827599697195
ACH-000880,-0.1000853096039982
ACH-000881,-0.07403160289639465
ACH-000882,-0.04414442370012885
ACH-000884,-0.18882964138032154
ACH-000885,-0.22750220606785335
ACH-000887,-0.28627736200139664
ACH-000889,-0.19619515661003792
ACH-000896,-0.3303048709624227
ACH-000898,-0.1740136321526506
ACH-000900,-0.24309902529666136
ACH-000901,-0.2408572549103881
ACH-000905,-0.11224454400150696
ACH-000906,-0.17270905025941538
ACH-000907,-0.11986099718256495
ACH-000910,-0.08797556075163049
ACH-000911,-0.0839320163412549
ACH-000912,-0.032324827316916445
ACH-000913,-0.17671973532310414
ACH-000915,-0.2129896304544286
ACH-000916,-0.7265981508072111
ACH-000917,-0.203289297914537
ACH-000920,-0.05700037077280159
ACH-000921,-0.15770889898357426
ACH-000924,-0.1984049992466834
ACH-000926,0.012169254943800615
ACH-000928,0.02029823968202508
ACH-000929,-0.4066738867023311
ACH-000932,-0.19723704297622915
ACH-000935,-0.1814790618224666
ACH-000936,-0.1061109731961903
ACH-000937,-0.11540731697853722
ACH-000938,-0.20952337556748452
ACH-000939,-0.03064251210948211
ACH-000941,-0.1825838864573865
ACH-000943,-0.17616023684581092
ACH-000946,-0.09615692383215696
ACH-000947,-0.10129092509565822
ACH-000948,-0.19360632056266552
ACH-000950,-0.2655917986593788
ACH-000953,-0.2390737258208768
ACH-000954,0.17210957814027367
ACH-000957,-0.0575479585896242
ACH-000958,-0.1219293751717541
ACH-000960,-0.2328428808399262
ACH-000963,-0.10454260632117238
ACH-000968,-0.05607623592359802
ACH-000969,-0.2253899683186375
ACH-000972,0.16818788155962833
ACH-000973,-0.15992300536107196
ACH-000974,-0.17944492024129102
ACH-000978,-0.3252950636939006
ACH-000984,-0.17901000537659276
ACH-000986,-0.12106978892057176
ACH-000988,-0.1690355150041466
ACH-000993,-0.17523184152550045
ACH-000994,-0.06180048387883875
ACH-000996,0.10480859991347677
ACH-001001,-0.056392214690765385
ACH-001020,-0.10293349452022256
ACH-001028,-0.12509020497505366
ACH-001031,-0.26155123553025594
ACH-001038,-0.12704963368018676
ACH-001048,-0.17217688243444182
ACH-001050,-0.16430156821477024
ACH-001053,-0.22583291294941765
ACH-001054,-0.31557233746969043
ACH-001061,-0.11024577892715234
ACH-001067,-0.2334469728232683
ACH-001075,-0.0273623573627438
ACH-001096,-0.06864078080353762
ACH-001111,-0.3277711884604145
ACH-001119,-0.2879247688456671
ACH-001128,-0.19759156046623985
ACH-001134,-0.08671066407892941
ACH-001151,-0.036143194174330026
ACH-001163,-0.016690866747541173
ACH-001164,-0.31164450768468355
ACH-001183,-0.12725449851424156
ACH-001192,-0.2371903985125073
ACH-001193,0.1733303136592449
ACH-001196,-0.1223058516174708
ACH-001197,-0.24705623020974346
ACH-001205,-0.3466191720379858
ACH-001211,-0.18317806289230007
ACH-001212,-0.2473240632429552
ACH-001228,-0.251503833281968
ACH-001232,-0.05955088273082389
ACH-001239,-0.1239564776686282
ACH-001270,-0.16679765904656868
ACH-001274,-0.2477702182283313
ACH-001275,-0.2071770298620544
ACH-001277,-0.13667676369781018
ACH-001278,-0.08435027203457438
ACH-001280,-0.1456090017513235
ACH-001283,-0.2738999983041664
ACH-001289,-0.1831259056349967
ACH-001300,-0.09577421349699236
ACH-001301,-0.2376569650346229
ACH-001302,-0.4080266882797165
ACH-001306,-0.24168855587683635
ACH-001318,-0.1482808170589366
ACH-001322,-0.21561616382166812
ACH-001328,-0.18540607170902398
ACH-001332,-0.11842035399913868
ACH-001336,-0.17522973275370288
ACH-001346,-0.2668288645821889
ACH-001353,-0.2288749580562423
ACH-001354,-0.2746845541298725
ACH-001367,-0.2034930846327336
ACH-001368,-0.2199489801068348
ACH-001374,-0.1688656797764746
ACH-001377,-0.22147486804938904
ACH-001380,-0.2220187674916498
ACH-001391,-0.2668278840804485
ACH-001408,-0.3336686444723137
ACH-001430,-0.0980583391635252
ACH-001431,-0.2691760988587274
ACH-001450,-0.04064288408031405
ACH-001496,-0.20991913959789335
ACH-001500,-0.315001482867732
ACH-001523,-0.2840698616082585
ACH-001532,-0.1432481097660245
ACH-001550,-0.13895765896428636
ACH-001552,-0.19488469966963184
ACH-001554,-0.14396087225865284
ACH-001654,-0.11324860543776748
ACH-001735,-0.12731715393491658
ACH-001736,-0.11858244942402772
ACH-001737,-0.6389224672256894
ACH-001740,-0.3254375673824983
ACH-001745,-0.2067736815685224
ACH-001765,-0.1566030649818161
