,PIKFYVE (200576)
ACH-000004,0.11066888921545763
ACH-000005,-0.031050444238078862
ACH-000007,-0.04340080842527653
ACH-000009,-0.03755070269496359
ACH-000011,0.08110559731223725
ACH-000012,0.1608813087044383
ACH-000013,0.1010806886350727
ACH-000014,0.11639331343389707
ACH-000015,0.01081160476906486
ACH-000017,0.016578000285434897
ACH-000018,-0.18329645804524247
ACH-000019,0.06931528068931507
ACH-000021,0.12652932678627754
ACH-000022,0.0777297572075001
ACH-000025,0.11021131260805746
ACH-000028,0.18813340883136603
ACH-000030,0.16852489163916975
ACH-000035,0.4072260531753428
ACH-000036,0.060026071149636574
ACH-000037,0.0075096699145127685
ACH-000039,0.15182634104796988
ACH-000040,0.15623268922279926
ACH-000041,0.16360014184489333
ACH-000042,0.05182951420752549
ACH-000045,0.1066560260802813
ACH-000047,0.06037844791553376
ACH-000052,-0.042852675613622986
ACH-000053,0.1623115319916781
ACH-000054,0.023136696258823183
ACH-000055,-0.08153221301208279
ACH-000060,0.07321139934860049
ACH-000067,0.14737911802693254
ACH-000070,0.2295389510402709
ACH-000075,0.016402503888301473
ACH-000078,0.177177464920617
ACH-000082,0.02835790669249225
ACH-000085,-0.009584138850166016
ACH-000086,0.09971228095490776
ACH-000087,0.10089086105983568
ACH-000092,-0.017553371234712456
ACH-000095,0.08681887681951282
ACH-000097,0.03150548700094398
ACH-000098,-0.04906711171706828
ACH-000099,0.08212981857625754
ACH-000108,-0.007904182029120547
ACH-000113,0.006048082560084825
ACH-000116,0.0437211270522468
ACH-000118,0.049229375096338686
ACH-000120,0.10989866292525816
ACH-000123,0.043293132125125984
ACH-000127,0.07522277505983369
ACH-000128,0.0011029265292639683
ACH-000132,0.02766371132236809
ACH-000133,-0.1640134254482046
ACH-000137,0.11663234588427925
ACH-000138,0.12329197624401785
ACH-000142,0.10552131417121684
ACH-000143,0.11268407076140498
ACH-000146,0.14391831135251545
ACH-000148,-0.00718148127302121
ACH-000150,0.002490648962211758
ACH-000152,0.1194490652127368
ACH-000153,0.17437709170257593
ACH-000159,0.02802727817113301
ACH-000160,0.1960853118472544
ACH-000163,-0.08013641788426724
ACH-000167,-0.09475241276763888
ACH-000168,0.09340076166055887
ACH-000169,0.1250839563762908
ACH-000178,0.06264243978682182
ACH-000183,0.13476280800296708
ACH-000188,-0.07119188365313546
ACH-000189,-0.01967778276523577
