,GEMIN7 (79760)
ACH-000004,-0.4057227269928842
ACH-000005,-0.5349784249830433
ACH-000007,-0.7173460787031527
ACH-000009,-0.6370504689579298
ACH-000011,-0.4963063388917004
ACH-000012,-0.6251128257264368
ACH-000013,-0.9319553008635196
ACH-000014,-0.5681271841027867
ACH-000015,-0.6743190152089322
ACH-000017,-0.4736876596165114
ACH-000018,-0.7515390426310667
ACH-000019,-0.4914501360673379
ACH-000021,-0.567556535712621
ACH-000022,-0.7008489584807077
ACH-000025,-0.6331485076084516
ACH-000028,-0.6376257182997537
ACH-000030,-0.5608301695148815
ACH-000035,-0.5794954194595383
ACH-000036,-0.5802036856838408
ACH-000037,-0.6470185752946169
ACH-000039,-0.480601355782041
ACH-000040,-0.732755098773478
ACH-000041,-0.6738527491106341
ACH-000042,-0.5854570685826685
ACH-000045,-0.3901535936262422
ACH-000047,-0.4320712689299879
ACH-000052,-0.4895661342462109
ACH-000053,-0.3368042621363958
ACH-000054,-0.4110035503030786
ACH-000055,-0.6376215023193749
ACH-000060,-0.6782466766153432
ACH-000067,-0.5702485073989351
ACH-000070,-0.5985319846534656
ACH-000075,-0.46179923611366397
ACH-000078,-0.3976774411586208
ACH-000082,-0.32782121821413984
ACH-000085,-0.5256202734151888
ACH-000086,-0.5930414076144293
ACH-000087,-0.5879802694353904
ACH-000092,-0.6076149890227928
ACH-000095,-0.5811140838918253
ACH-000097,-0.4884487189940251
ACH-000098,-0.6655679115877674
ACH-000099,-0.4313809197306744
ACH-000108,-0.8751859485267873
ACH-000113,-0.3944264818046544
ACH-000116,-0.5725980142843008
ACH-000118,-0.7526545415308157
ACH-000120,-0.7383270019143486
ACH-000123,-0.43950644089353663
ACH-000127,-0.6460124564089029
ACH-000128,-0.7073499133476959
ACH-000132,-0.5391850776624166
ACH-000133,-0.8078725135199105
ACH-000137,-0.8125891950637876
ACH-000138,-0.5040925424353409
ACH-000142,-0.6123257616535107
ACH-000143,-0.6065591575483849
ACH-000146,-0.6078009019622149
ACH-000148,-0.6368715508416513
ACH-000150,-0.7674557518169468
ACH-000152,-0.5753121825191987
ACH-000153,-0.6333412917758908
ACH-000159,-0.6279057500724107
ACH-000160,-0.5842421972356872
ACH-000163,-0.6793508971811438
ACH-000167,-0.2935026589222731
ACH-000168,-0.8243301048439071
ACH-000169,-0.4221555961162183
ACH-000178,-0.4972909307508267
ACH-000183,-0.6411605255334817
ACH-000188,-0.691494947391317
ACH-000189,-0.5386731455748919
ACH-000190,-0.7796100471798089
ACH-000198,-0.41345309781742207
ACH-000203,-0.4583574868044649
ACH-000204,-0.5026517305042649
ACH-000206,-0.3292717574911473
ACH-000207,-0.41167431852557335
ACH-000208,-0.7923117959002225
ACH-000210,-0.7581983968987625
ACH-000211,-0.4618625601997141
ACH-000215,-0.6302399557173648
ACH-000221,-0.5527969009718108
ACH-000222,-0.5691187594675132
ACH-000223,-0.4576047092574563
ACH-000226,-0.5083749504067806
ACH-000227,-0.5488483619374962
ACH-000228,-0.719591246712145
ACH-000231,-0.47870172845387704
ACH-000232,-0.6383274851436702
ACH-000233,-0.4031840630514023
ACH-000234,-0.3826418575998847
ACH-000235,-0.6451163482872135
ACH-000237,-0.7813640458270646
ACH-000238,-0.3081062018127942
ACH-000242,-0.2901053728956437
ACH-000243,-0.6940328324115476
ACH-000244,-0.5128149748806506
ACH-000246,-0.613419151604314
ACH-000248,-0.5686955152848678
ACH-000250,-0.6583947234234218
ACH-000251,-0.7092580770312945
ACH-000252,-0.4026396541070553
ACH-000253,-0.6607493550554898
ACH-000255,-0.6901252301613415
ACH-000256,-0.5669240786911657
ACH-000257,-0.5674415210825613
ACH-000258,-0.4231062749994756
ACH-000259,-0.5584489409964616
ACH-000260,-0.6343248021610449
ACH-000261,-0.5998219845148306
ACH-000262,-0.5878183215730528
ACH-000263,-0.084980070478731
ACH-000264,-0.5373866886114735
ACH-000265,-0.5571963564908459
ACH-000266,-0.7470535684397496
ACH-000272,-0.4543510557965394
ACH-000274,-0.5113122971832168
ACH-000277,-0.334308051631244
ACH-000278,-0.7005745563863636
ACH-000279,-0.539514830566009
ACH-000280,-0.5838206464440332
ACH-000281,-0.7002066979541228
ACH-000288,-0.6056031080861225
ACH-000291,-0.5627487074518941
ACH-000293,-0.4563618453592258
ACH-000294,-0.6172421279374172
ACH-000295,-0.5392457461482199
ACH-000296,-0.7082205191729278
ACH-000302,-0.5447276335687601
ACH-000304,-0.4406311524662212
ACH-000307,-0.5381293247335042
ACH-000308,-0.5617114033917976
ACH-000310,-0.28924532080661264
ACH-000311,-0.6933002295465872
ACH-000312,-0.6461110295985543
ACH-000315,-0.9346247599968568
ACH-000316,-0.6534750154854884
ACH-000317,-0.5227531285254089
ACH-000318,-0.7379758614539517
