,IER3 (8870)
ACH-000004,-0.2960686438903841
ACH-000005,-0.5639980890290878
ACH-000007,-0.33827514725519675
ACH-000009,-0.1924257442521647
ACH-000011,-0.30960421968169216
ACH-000012,-0.3863619739163627
ACH-000013,-0.236012183837576
ACH-000014,-0.4311379798917471
ACH-000015,-0.15874794701748218
ACH-000017,-0.4550768537058516
ACH-000018,-0.09537473185238234
ACH-000019,-0.3664956863733417
ACH-000021,-0.12590991672287613
ACH-000022,-0.18406426683279775
ACH-000025,-0.042002624901758864
ACH-000028,-0.5269882737821138
ACH-000030,-0.2304702892967595
ACH-000035,-0.3080551112099484
ACH-000036,-0.2542641382670189
ACH-000037,-0.2546130198742384
ACH-000039,-0.4930867087741266
ACH-000040,-0.01845629768267889
ACH-000041,-0.3201663124983723
ACH-000042,-0.3259591603230149
ACH-000045,-0.18583266767474346
ACH-000047,-0.1757759864189384
ACH-000052,-0.12560305520231554
ACH-000053,-0.23418892184704354
ACH-000054,-0.21828152648949492
ACH-000055,-0.192989426427786
ACH-000060,-0.3895239447254616
ACH-000067,-0.23216677994489385
ACH-000070,-0.2604816846462211
ACH-000075,-0.266384720506998
ACH-000078,-0.3828051239136824
ACH-000082,-0.3442858266617124
ACH-000085,-0.2476271244677203
ACH-000086,-0.2482226725678068
ACH-000087,-0.18762146661833984
ACH-000092,-0.4080934996603563
ACH-000095,-0.35792452148654497
ACH-000097,-0.22124079621191295
ACH-000098,-0.1289922230628516
ACH-000099,-0.14446744644005266
ACH-000108,-0.2713144969235063
ACH-000113,-0.30977684259021354
ACH-000116,-0.11395772795104014
ACH-000118,-0.2448165782469018
ACH-000120,-0.27186330717743096
ACH-000123,-0.23342551045899454
ACH-000127,-0.3037013490759376
ACH-000128,-0.1456070464458303
ACH-000132,-0.25760674277300266
ACH-000133,-0.3777944176080949
ACH-000137,-0.12478547694223995
ACH-000138,-0.14976736858433726
ACH-000142,-0.021188636525546516
ACH-000143,-0.5180267090011637
ACH-000146,-0.20271846580308756
ACH-000148,-0.21273053306785647
ACH-000150,-0.12649154409594207
ACH-000152,-0.22468467785859791
ACH-000153,-0.33404675325263217
ACH-000159,-0.18108798196087766
ACH-000160,-0.2420755718374602
ACH-000163,-0.17856631596547762
ACH-000167,0.07442435384845121
ACH-000168,-0.2467794117850217
ACH-000169,-0.2578808202710329
ACH-000178,-0.061137903265414524
ACH-000183,-0.16804021558250795
ACH-000188,-0.2694744958918556
ACH-000189,0.0006073266992138914
ACH-000190,0.011520586497077323
ACH-000198,-0.1585532972628185
ACH-000203,-0.5184195986554654
ACH-000204,-0.3874284669765705
ACH-000206,-0.2421079207069069
ACH-000207,-0.4481132257470581
ACH-000208,-0.2186772590063319
ACH-000210,-0.2627608523667565
ACH-000211,-0.20801307576156167
ACH-000215,-0.30746309931534244
ACH-000221,-0.19740175102429156
ACH-000222,-0.2753230700878003
ACH-000223,-0.2744588899084601
ACH-000226,-0.12388077678464934
ACH-000227,-0.11129250894472124
ACH-000228,-0.35374431811691964
ACH-000231,-0.2048772683691782
ACH-000232,-0.20964542232834035
ACH-000233,-0.12770485993275368
ACH-000234,-0.28947761562985863
ACH-000235,-0.22688617936665126
ACH-000237,-0.14307311209102205
ACH-000238,-0.31255373684361404
ACH-000242,0.2261190757519416
ACH-000243,-0.2570189473129981
ACH-000244,-0.11922245437565555
ACH-000246,-0.258180179346286
ACH-000248,-0.047846324538468266
ACH-000250,-0.32187135648734644
ACH-000251,-0.2504668155043373
ACH-000252,-0.3712362389655619
ACH-000253,-0.2299294241687721
ACH-000255,-0.3393221831868927
ACH-000256,-0.28474896137228617
ACH-000257,-0.128401588056072
ACH-000258,-0.01788925567693583
ACH-000259,-0.17533059597203213
ACH-000260,-0.3175390853420601
ACH-000261,-0.3247914355068209
ACH-000262,-0.2722615493752695
ACH-000263,-0.3113982561960589
ACH-000264,-0.2989042704908904
ACH-000265,-0.2767229767192829
ACH-000266,-0.29863574465211723
ACH-000272,-0.3061488567358622
ACH-000274,-0.2750730388365164
ACH-000277,-0.2168772601297868
ACH-000278,-0.2347803581262005
ACH-000279,-0.2612795547503021
ACH-000280,-0.189099986628868
ACH-000281,-0.22803132090650946
ACH-000288,-0.2555706867261999
ACH-000291,-0.2981929841219673
ACH-000293,-0.3045776592149518
ACH-000294,-0.2776836378220332
ACH-000295,-0.3220032592825749
ACH-000296,-0.4155086684716547
ACH-000302,-0.29618143490609616
ACH-000304,0.12183125882601112
ACH-000307,-0.2618154572327456
ACH-000308,-0.1512136330683684
ACH-000310,-0.4228828761335175
ACH-000311,-0.14469934350382282
ACH-000312,-0.3206212911756733
ACH-000315,-0.13816341500273535
ACH-000316,-0.4598483544288028
ACH-000317,-0.4681566219481746
ACH-000318,-0.2691592069356695
ACH-000319,-0.11541741922653195
ACH-000320,-0.2996719279817182
