,CELSR2 (1952)
ACH-000004,0.09537182789233913
ACH-000005,-0.2585667038130893
ACH-000007,-0.13837893163176174
ACH-000009,-0.05344312111408975
ACH-000011,0.007622669552253286
ACH-000012,-0.18455481575257648
ACH-000013,-0.20762336472633852
ACH-000014,0.04726896254899825
ACH-000015,-0.1311096394294793
ACH-000017,-0.06491820300278564
ACH-000018,0.07581152770948964
ACH-000019,-0.10549992158483427
ACH-000021,-0.06917374002924864
ACH-000022,-0.21259651915087094
ACH-000025,-0.30466833434736385
ACH-000028,0.0037433582246514533
ACH-000030,-0.10994563168770452
ACH-000035,-0.17215336966325911
ACH-000036,-0.13562741277112447
ACH-000037,-0.019004654898189983
ACH-000039,-0.07618475441417606
ACH-000040,-0.0908217395092287
ACH-000041,-0.05516166293574036
ACH-000042,-0.1573432412018005
ACH-000045,-0.05422285471355559
ACH-000047,-0.012441120481643435
ACH-000052,-0.11781133487267538
ACH-000053,-0.141453757676383
ACH-000054,-0.12636345881213662
ACH-000055,-0.2227079843983626
ACH-000060,-0.16831320441345815
ACH-000067,-0.06817625052607673
ACH-000070,0.018039387824352528
ACH-000075,-0.035782917714314154
ACH-000078,-0.06672252473965906
ACH-000082,-0.06975713958580887
ACH-000085,-0.1396673424892827
ACH-000086,-0.2207771727905842
ACH-000087,-0.0006730502292770782
ACH-000092,-0.24624498537031345
ACH-000095,-0.08453105020821547
ACH-000097,-0.0545007285931686
ACH-000098,-0.12183508634873727
ACH-000099,-0.07040192198156964
ACH-000108,-0.049395096412989545
ACH-000113,-0.12269560749544993
ACH-000116,-0.04144447092436861
ACH-000118,-0.09393772669295578
ACH-000120,0.035354726109672364
ACH-000123,-0.1667900544441982
ACH-000127,-0.1314992597405474
ACH-000128,-0.2647104348088845
ACH-000132,-0.047231098801776165
ACH-000133,-0.0879251921489163
ACH-000137,0.04356778720599815
ACH-000138,0.02951220761218421
ACH-000142,-0.0033172666037292924
ACH-000143,-0.1299657001146433
ACH-000146,-0.046947107609304206
ACH-000148,-0.11079041948360213
ACH-000150,-0.14124343501173975
ACH-000152,-0.2385576457821143
ACH-000153,-0.5285116162259464
ACH-000159,-0.18870808080033769
ACH-000160,0.044252225881288375
ACH-000163,0.015221971256358137
ACH-000167,-0.30051573265572257
ACH-000168,-0.08546658159640212
ACH-000169,-0.03597273824651633
ACH-000178,-0.12166411487637956
ACH-000183,-0.01600840191918095
ACH-000188,-0.1873195308099633
ACH-000189,-0.3766794783640015
ACH-000190,-0.15741298239244908
ACH-000198,-0.09672032422744208
ACH-000203,0.08601648322694448
ACH-000204,-0.03929741090991083
ACH-000206,-0.01432642029645952
ACH-000207,-0.1687724909840645
ACH-000208,0.11766835807227966
ACH-000210,-0.0878828503047554
ACH-000211,-0.0631151641685001
ACH-000215,-0.12480991645703797
ACH-000221,-0.2997211788873152
ACH-000222,-0.048655326598972745
ACH-000223,0.033591972183201514
ACH-000226,0.04235403671254248
ACH-000227,-0.23677516457003225
ACH-000228,0.061621637411228926
ACH-000231,-0.07469119476315167
ACH-000232,0.024152632251311947
ACH-000233,-0.04775456263577335
ACH-000234,-0.022013744073263918
ACH-000235,-0.13112995269816913
ACH-000237,-0.07282727593691428
ACH-000238,0.0185640650232418
ACH-000242,-0.1388258939961769
ACH-000243,-0.0490644637661648
ACH-000244,-0.10888345929079417
ACH-000246,0.022956957936117583
ACH-000248,-0.32155216379931983
ACH-000250,-0.011268030584354705
ACH-000251,0.13338287673183782
