,ZC3HC1 (51530)
ACH-000294,-0.07116286325216775
ACH-000295,-0.5540690378445973
ACH-000296,-0.13472899720616766
ACH-000302,-0.21482219076124906
ACH-000304,-0.34748454502412796
ACH-000307,-0.19151675333796425
ACH-000308,-0.4004671743808896
ACH-000310,-0.15521308742594442
ACH-000311,-0.15603907722982993
ACH-000312,-0.39110214727309583
ACH-000315,-0.4716511031713938
ACH-000316,-0.21678080983641687
ACH-000317,-0.19021100538682686
ACH-000318,-0.2855707804241297
ACH-000319,-0.18167963099739454
ACH-000320,-0.2001805656873936
ACH-000322,-0.33984958334218685
ACH-000323,-0.12934115634740728
ACH-000324,-0.21344355487110964
ACH-000329,-0.20663182249267825
ACH-000330,-0.4484245219042261
ACH-000331,-0.3553498492643785
ACH-000332,-0.1769230150690815
ACH-000334,-0.3820285703408817
ACH-000335,-0.24124202050123186
ACH-000336,-0.14238234864618024
ACH-000337,-0.2588689335107035
ACH-000338,0.2487148982634021
ACH-000339,-0.15739331381847932
ACH-000341,-0.014178478746102056
ACH-000348,-0.2619657128893334
ACH-000350,-0.17771290573326856
ACH-000352,-0.3630817372307963
ACH-000356,-0.32796230244980656
ACH-000361,-0.11164457483612764
ACH-000362,0.008697535964211417
ACH-000363,-0.26301605480805995
ACH-000364,-0.4560547250180513
ACH-000365,-0.3410670541185764
ACH-000366,-0.4035771885251112
ACH-000368,-0.44256696578774624
ACH-000374,-0.3310664638737697
ACH-000375,-0.13032093308892326
ACH-000376,-0.3080839068750896
ACH-000381,-0.2455961146553559
ACH-000383,-0.2891033825903367
ACH-000387,-0.3727544582587866
ACH-000389,-0.30894484173154696
ACH-000390,-0.280403230794441
ACH-000393,-0.31311608976462985
ACH-000395,-0.2565900772856289
ACH-000396,-0.4198055104734624
ACH-000397,-0.2612174258340428
ACH-000401,-0.33439904358102474
ACH-000402,-0.296954741369672
ACH-000403,-0.4145320487325106
ACH-000404,-0.3309815256986446
ACH-000406,-0.23833160822929014
ACH-000407,-0.3483640430098777
ACH-000408,-0.5782902586374269
ACH-000410,-0.21068019558302253
ACH-000411,-0.18587796197431736
ACH-000414,-0.1789994116488096
ACH-000415,-0.4372144437048257
ACH-000416,-0.33910106071797624
ACH-000420,-0.2034131731173395
ACH-000421,-0.23444432115199715
ACH-000424,-0.17438057456690487
ACH-000425,-0.33728272391490977
ACH-000426,0.10061326486310904
ACH-000427,-0.19074043494380374
ACH-000433,-0.17193507294525345
ACH-000435,-0.4939142489076223
ACH-000436,-0.06089466175860012
ACH-000444,-0.2729080128438402
ACH-000445,-0.5270727022554966
ACH-000448,-0.17154585615427312
ACH-000450,-0.2805026737105904
ACH-000452,-0.4541433190986273
ACH-000454,-0.4033315148654342
ACH-000458,-0.19734929061099565
ACH-000459,-0.1607549582004867
ACH-000460,-0.4791371538515976
ACH-000461,-0.20377756202862146
ACH-000463,-0.1690192708966243
ACH-000464,-0.3520835126499598
ACH-000466,-0.328532288296219
ACH-000467,-0.07936091357080145
ACH-000468,-0.2898697576772585
ACH-000469,-0.3803389346585385
ACH-000470,-0.2302098695332827
ACH-000471,-0.3514853753027673
ACH-000472,-0.2041773601209358
ACH-000473,-0.2968933561955531
ACH-000475,-0.2448752738226199
ACH-000476,-0.13671491265582444
ACH-000477,-0.4390625094018499
ACH-000479,-0.3728834879875245
ACH-000480,-0.04526088682190741
ACH-000481,-0.05628889275766067
ACH-000483,-0.370448116414404
ACH-000484,-0.06100949901145832
ACH-000485,-0.18345746203371946
ACH-000486,-0.3455179146460524
ACH-000487,-0.3828741197547875
ACH-000488,-0.3868964112949572
ACH-000490,-0.1958850505105462
ACH-000491,-0.3482800698031248
ACH-000495,-0.3841653283416003
ACH-000496,-0.2814730642310802
ACH-000499,-0.2043234824893894
ACH-000500,-0.3121045390534074
ACH-000502,-0.44737077178008416
ACH-000503,-0.2657949218477676
ACH-000505,-0.237941559104524
ACH-000507,-0.06840726260109523
ACH-000510,-0.2613912675463005
ACH-000511,-0.3612728978945479
ACH-000512,-0.12314453645955906
ACH-000516,-0.32609096339254123
ACH-000517,-0.20065033099638066
ACH-000518,-0.3534250172792553
ACH-000520,-0.3641326805464649
ACH-000521,-0.33220428272421443
ACH-000522,-0.08498050605740262
ACH-000524,-0.41245521540048297
ACH-000527,-0.2292713334867383
ACH-000528,-0.5078896120184644
ACH-000537,-0.19392432796271897
ACH-000541,-0.5509410764325614
ACH-000542,-0.2718099840821782
ACH-000544,-0.2365395814682892
ACH-000545,-0.2603127831140019
ACH-000547,-0.4940327559317118
ACH-000548,-0.3755900749548224
ACH-000549,-0.28788074514560885
ACH-000550,-0.3361908799543241
ACH-000552,-0.29813743852354635
ACH-000556,-0.2772435274029522
ACH-000557,-0.15694329760167655
ACH-000569,0.01037487530562124
ACH-000570,-0.19343311040541364
ACH-000571,-0.4209717797931601
ACH-000573,-0.11201837304314803
ACH-000576,-0.4956071157179195
ACH-000579,-0.3932479379342765
ACH-000580,-0.3691021096316196
ACH-000584,-0.22011136931436695
ACH-000585,-0.5761157216439668
ACH-000588,-0.3487883246278669
ACH-000589,-0.1433355607165696
ACH-000591,-0.3189322324801062
ACH-000593,-0.22799764596442404
ACH-000600,-0.2717063756695673
ACH-000601,-0.1963148867273548
ACH-000605,-0.2511473981419578
ACH-000606,-0.3570828663409032
ACH-000608,-0.3596028586831749
ACH-000614,-0.42778622128560506
ACH-000616,-0.18002696190752662
ACH-000618,-0.3560754941442901
ACH-000619,-0.4372108649644685
ACH-000620,-0.3960719345563591
ACH-000621,-0.5149749294478195
ACH-000622,-0.3763490977613701
ACH-000623,-0.4471105856106056
ACH-000624,-0.5613533183332621
ACH-000627,-0.3146086459578297
ACH-000630,-0.6635045109872659
ACH-000631,-0.3064637913324925
ACH-000632,-0.3153989754671156
ACH-000633,-0.5424814418799886
ACH-000637,-0.09870522983692874
ACH-000638,-0.19780941609850666
ACH-000646,-0.24985732499481075
ACH-000647,-0.05653993249596264
ACH-000648,-0.2361375874342749
ACH-000649,-0.2669041769492298
ACH-000651,-0.22217826490378664
ACH-000652,-0.05450565223237331
ACH-000653,-0.1762738394426771
ACH-000657,-0.1861163873795152
ACH-000658,-0.4840762713801747
ACH-000661,-0.35390522500936583
ACH-000662,0.01509569552013869
ACH-000663,-0.07662838389623948
ACH-000665,-0.3799117908889668
ACH-000671,-0.14361976833605924
ACH-000672,0.016596987922312383
ACH-000673,-0.2400496831274195
ACH-000676,-0.44355500438830825
ACH-000677,-0.020098397315133437
ACH-000681,-0.12984317044711224
ACH-000683,-0.3160270312775509
ACH-000684,-0.23508799294055285
ACH-000688,-0.4761043571325211
ACH-000693,-0.1530743459813868
ACH-000694,-0.24599513733414755
ACH-000695,-0.4699643602127595
ACH-000696,-0.3918422873032494
ACH-000697,-0.20643202808764166
ACH-000699,-0.2440052687428387
ACH-000701,-0.4521620437047837
ACH-000706,-0.252209280631966
ACH-000711,-0.3264347561718599
ACH-000713,-0.2520777995925586
ACH-000714,-0.405399204738243
ACH-000718,-0.19268845394777895
ACH-000720,-0.2337520459775984
ACH-000721,-0.054028347278282735
ACH-000724,-0.20578421405670536
ACH-000725,-0.3856542584224157
ACH-000732,-0.2717848721855846
ACH-000734,-0.21396939920273364
ACH-000735,-0.5233024211989403
ACH-000736,-0.3810155253053999
ACH-000738,-0.10952548822848196
ACH-000746,-0.3727532978726509
ACH-000747,-0.6534604916283755
ACH-000748,0.04364463477184532
ACH-000753,-0.2960239984802666
ACH-000756,-0.19043455243050572
ACH-000757,-0.4124508215766032
ACH-000758,-0.2665021398287921
ACH-000760,-0.23120556615883894
ACH-000762,-0.2699495032088433
ACH-000763,-0.27405628093221485
ACH-000764,-0.22552343596094576
ACH-000765,-0.1478409759108776
ACH-000766,-0.18647228461680515
ACH-000767,-0.1157114547860386
ACH-000768,-0.290184830591735
ACH-000769,-0.1605436479112349
ACH-000770,-0.3409746171685849
ACH-000771,-0.7326070463997156
ACH-000773,-0.22699266778928565
ACH-000776,-0.2302293158624881
ACH-000777,-0.3135161046801872
ACH-000778,-0.17692512584568018
ACH-000781,-0.2289592911919185
ACH-000782,-0.17872293772233006
ACH-000783,-0.3406484769094644
ACH-000784,-0.2930361210625104
ACH-000785,-0.37805224976837903
ACH-000787,-0.2243070432901242
ACH-000788,-0.3165277412494348
ACH-000791,-0.3718795578340349
ACH-000792,-0.1649487890409016
ACH-000794,-0.5996998836125083
ACH-000796,-0.13140526240756745
ACH-000798,-0.16908450633248168
ACH-000799,-0.5079136610652147
ACH-000800,-0.3070330482032318
ACH-000802,-0.4298261491960624
ACH-000804,-0.15887999220987775
ACH-000805,-0.3111941675460737
ACH-000809,-0.1826869026488491
ACH-000810,-0.5635548618615729
ACH-000811,-0.15069002953299998
ACH-000817,-0.4702768897238607
ACH-000819,-0.3888941382994622
ACH-000820,-0.19433597885809795
ACH-000821,0.09619032734767297
ACH-000822,-0.21697609887706948
ACH-000823,-0.2753102294824943
ACH-000824,-0.2769638616567108
ACH-000827,-0.4417640522868624
ACH-000829,-0.0946396664520322
ACH-000831,-0.3698718440740883
ACH-000832,-0.4422313360564217
ACH-000833,0.02029214885556737
ACH-000834,-0.4902846727864058
ACH-000835,-0.3928641878973181
ACH-000836,-0.096533973564445
ACH-000837,-0.3892236306107775
ACH-000838,0.0816524834855887
ACH-000839,-0.3367977365495393
ACH-000840,-0.5132362326046702
ACH-000841,-0.3823037387210549
ACH-000843,-0.18748894440053274
ACH-000846,-0.18443755123637007
ACH-000847,-0.3768781294423556
ACH-000848,-0.20267473058707253
ACH-000849,-0.4337468726426925
ACH-000851,-0.2670447749816461
ACH-000855,-0.1019384370936477
ACH-000856,-0.03190770724684636
ACH-000858,-0.1441457137860056
ACH-000859,-0.4516541712269067
ACH-000861,-0.3283344711682871
ACH-000862,-0.21907053235964316
ACH-000865,-0.18245462595342887
ACH-000866,-0.3839277643394292
ACH-000867,-0.2315965935298297
ACH-000869,-0.32356714223679583
ACH-000872,-0.012577852480567723
ACH-000873,-0.3627739307809739
ACH-000876,-0.2733456624893145
ACH-000878,-0.09385371590759607
ACH-000880,-0.4206274185185106
ACH-000881,-0.17240818905345515
ACH-000882,-0.2323519910428904
ACH-000884,-0.490269612741294
ACH-000885,-0.09696692527551223
ACH-000887,-0.18451551233830732
ACH-000889,-0.26170915791120225
ACH-000896,-0.1802366582351113
ACH-000898,-0.3598728205764977
ACH-000900,-0.21713745077324448
ACH-000901,-0.2547471430957807
ACH-000905,-0.3188984878175405
ACH-000906,-0.4341511084300336
ACH-000907,-0.3528318712507438
ACH-000910,-0.2879564056643739
ACH-000911,-0.29897634663515954
ACH-000912,-0.3768996806117631
ACH-000913,-0.3646632934125511
ACH-000915,-0.2699385174455377
ACH-000916,-0.3288767152175919
ACH-000917,-0.16297771723378118
ACH-000920,-0.4162899923908268
ACH-000921,-0.33049483999001505
ACH-000924,-0.150645929009706
ACH-000926,-0.33116487183155324
ACH-000928,-0.1699465422433849
ACH-000929,-0.2871781220321291
ACH-000932,-0.29589295429401724
ACH-000935,-0.4242315359128046
ACH-000936,-0.1932221564828753
ACH-000937,-0.32547057650339656
ACH-000938,-0.1942893483571088
ACH-000939,-0.11882784963173185
ACH-000941,-0.13838413208707084
ACH-000943,-0.2355698473166549
ACH-000946,-0.23553343705114316
ACH-000947,-0.299824428276373
ACH-000948,-0.21327869601872806
ACH-000950,-0.20910684313041464
ACH-000953,-0.2434497681749807
ACH-000954,-0.15052822662807808
ACH-000957,-0.11425794247598592
ACH-000958,-0.06410349452098955
ACH-000960,-0.22746782769271726
ACH-000963,-0.409259551621636
ACH-000968,-0.2903043427802036
ACH-000969,0.04096372095898377
ACH-000972,-0.3461818573271068
ACH-000973,-0.3627995886596709
ACH-000974,-0.27099798721586305
ACH-000978,-0.2443221341228949
ACH-000984,-0.20620449460358994
ACH-000986,-0.2365450033291356
ACH-000988,-0.4784353200063799
ACH-000993,-0.2942998542564134
ACH-000994,-0.13695700081211348
ACH-000996,-0.3935543879357286
ACH-001001,-0.250924661572356
ACH-001020,-0.2927296755608975
ACH-001028,-0.21404596772037754
ACH-001031,-0.4203783458440323
ACH-001038,-0.2406977445428158
ACH-001048,-0.4380993303704999
ACH-001050,-0.5234308690332418
ACH-001053,-0.2696896376284373
ACH-001054,-0.2931034747272837
ACH-001061,-0.07328636023226694
ACH-001067,-0.4489239726254095
ACH-001075,0.052506439901196016
ACH-001096,-0.28542533280526705
ACH-001111,-0.25933763054978354
ACH-001119,-0.35775243548271274
ACH-001128,-0.4410658055259499
ACH-001134,-0.15185624136334286
ACH-001151,-0.2564404851412675
ACH-001163,-0.2074804773408037
ACH-001164,-0.6040150842821601
ACH-001183,-0.3958125517747311
ACH-001192,-0.05920766912295164
ACH-001193,-0.3849641855864312
ACH-001196,-0.3050384300785736
ACH-001197,-0.17183804455139792
ACH-001205,-0.26695590955016785
ACH-001211,-0.38738803265670396
ACH-001212,-0.489159601265695
ACH-001228,-0.27232154184094204
ACH-001232,-0.3361994056359649
ACH-001239,-0.2027792089230644
ACH-001270,-0.2256515175675814
ACH-001274,-0.0880377502189149
ACH-001275,-0.3401340370030914
ACH-001277,-0.32250877285583085
ACH-001278,-0.3162826288719478
ACH-001280,-0.23827287452670706
ACH-001283,-0.09849241241625216
ACH-001289,-0.19574435367346324
ACH-001300,-0.3812168238658303
ACH-001301,-0.2972514389016242
ACH-001302,-0.2549788469781957
ACH-001306,-0.3887644865856652
ACH-001318,-0.2757673905493175
ACH-001322,-0.3512035331162717
ACH-001328,-0.3458938933680549
ACH-001332,-0.4314120093127217
ACH-001336,-0.2707088348852288
ACH-001346,-0.25418993979211396
ACH-001353,-0.2448392626672473
ACH-001354,-0.22473053813404206
ACH-001367,-0.4704804256713223
ACH-001368,-0.10995229136695613
ACH-001374,-0.02838355765095704
ACH-001377,-0.266642643291705
ACH-001380,-0.13529280756860365
ACH-001391,-0.1981767814953972
ACH-001408,-0.5849272923301365
ACH-001430,-0.4957465723510625
ACH-001431,-0.3897329641422768
ACH-001450,-0.5453731595245861
ACH-001496,-0.07867873864736162
ACH-001500,-0.3366258544984592
ACH-001523,-0.33484161408662266
ACH-001532,-0.5938029827535046
ACH-001550,-0.15984729182590166
ACH-001552,-0.4485847405628288
ACH-001554,-0.4534286856716516
ACH-001654,-0.57054959668509
ACH-001735,-0.12619361469484375
ACH-001736,-0.4276671465856151
ACH-001737,-0.3216141312100033
ACH-001740,-0.24920271191098095
ACH-001745,-0.28661580519117724
ACH-001765,-0.2327009070464432
