,GRAMD2 (196996)
ACH-000004,0.01130225847374233
ACH-000005,-0.25990671160122264
ACH-000007,-0.0586874064853042
ACH-000009,-0.08283848889204963
ACH-000011,-0.011448161496158238
ACH-000012,-0.07903046949720616
ACH-000013,-0.22424954437177247
ACH-000014,-0.03903469471805941
ACH-000015,-0.17306817415399942
ACH-000017,-0.16223553869036106
ACH-000018,-0.17645577390615605
ACH-000019,-0.13195358508263644
ACH-000021,0.07198135157421008
ACH-000022,-0.23244650384966745
ACH-000025,-0.13198405178150258
ACH-000028,-0.2201006371649153
ACH-000030,0.018420025231325826
ACH-000035,-0.09901523389759163
ACH-000036,-0.03253189913746934
ACH-000037,-0.2269164113514293
ACH-000039,-0.2472105810293865
ACH-000040,-0.011765820492656374
ACH-000041,-0.12716924043134387
ACH-000042,-0.12148965798647016
ACH-000045,-0.12390302908188675
ACH-000047,-0.23045251418643364
ACH-000052,-0.11989639640052475
ACH-000053,-0.1067895347580358
ACH-000054,-0.03708301837511165
ACH-000055,-0.0076317111621297794
ACH-000060,0.07803061145179996
ACH-000067,-0.18260457616020487
ACH-000070,-0.004777383058642651
ACH-000075,0.0609001255547531
ACH-000078,-0.05830435002789741
ACH-000082,-0.03817349275408023
ACH-000085,0.0012699744018352295
ACH-000086,0.08312237746572833
ACH-000087,-0.3780827569823926
ACH-000092,-0.0807894377403343
ACH-000095,-0.06156131319300755
ACH-000097,-0.09713456425356427
ACH-000098,-0.0566328069918138
ACH-000099,-0.2020548173111518
ACH-000108,-0.08687018559394659
ACH-000113,-0.05085087379446551
ACH-000116,-0.29164955221718986
ACH-000118,0.05966924714072073
ACH-000120,-0.22506757428259494
ACH-000123,-0.1848068783331577
ACH-000127,-0.028875419897700382
ACH-000128,-0.2038945358285661
ACH-000132,-0.1839595903529574
ACH-000133,-0.15134983885612238
ACH-000137,-0.2485489603844208
ACH-000138,0.03851796353572296
ACH-000142,-0.14428977938539028
ACH-000143,-0.2517276869735317
ACH-000146,-0.08577211474413153
ACH-000148,-0.11998719382912225
ACH-000150,-0.2805623552660346
ACH-000152,0.023519110996383333
ACH-000153,-1.7685228811369802e-05
ACH-000159,-0.14423570040080896
ACH-000160,-0.13750241546539235
ACH-000163,-0.06903962764473777
ACH-000167,-0.03610017623026352
ACH-000168,-0.09771222373466508
ACH-000169,-0.04467768641144565
ACH-000178,-0.08124070404940938
ACH-000183,-0.17150365875734702
ACH-000188,-0.16358187562373114
ACH-000189,0.11768662632388252
ACH-000190,-0.15614992683937945
ACH-000198,-0.010943867261254176
ACH-000203,0.060387243321390525
ACH-000204,-0.026298438624225755
ACH-000206,0.13535078067937747
ACH-000207,-0.07524110052655139
ACH-000208,0.013813737907748293
ACH-000210,-0.058865614533034814
ACH-000211,-0.049931875331179716
ACH-000215,-0.0729583586519501
ACH-000221,-0.1663580966463572
ACH-000222,-0.02120602031069797
ACH-000223,-0.24522583223354474
ACH-000226,-0.06023354870189405
ACH-000227,-0.2295601342225463
ACH-000228,0.030276246714732308
ACH-000231,-0.2257427601474709
ACH-000232,-0.11364628668633675
ACH-000233,-0.08868200454870255
ACH-000234,-0.12184276571509045
ACH-000235,-0.06659843045643722
ACH-000237,-0.025680119762975784
ACH-000238,-0.1682991522790959
ACH-000242,0.1123829057929043
ACH-000243,-0.1815006846611613
ACH-000244,-0.14312224927110173
ACH-000246,-0.09209732838589467
ACH-000248,-0.33000652790146945
ACH-000250,-0.13293284625778595
ACH-000251,-0.002206344364064478
ACH-000252,0.0064498815005161435
ACH-000253,-0.1537558491100214
ACH-000255,-0.2488803605725161
ACH-000256,-0.3894862536284524
ACH-000257,0.01839285292339665
ACH-000258,-0.04679748164719588
ACH-000259,-0.13715861763580978
ACH-000260,-0.14734867039190974
ACH-000261,-0.0978550311571842
ACH-000262,-0.020628910824926558
ACH-000263,-0.2973661186524882
ACH-000264,-0.2382718207967271
ACH-000265,-0.22372828526773025
ACH-000266,-0.10305228580122702
ACH-000272,-0.0847302717647102
ACH-000274,-0.19119195123795646
ACH-000277,-0.1820061024413296
ACH-000278,-0.03069709999664935
ACH-000279,-0.2072018120462098
ACH-000280,-0.14845176563663726
ACH-000281,-0.1516494155295266
ACH-000288,-0.14157705374948132
ACH-000291,-0.1782901324562254
ACH-000293,-0.0659213333343157
ACH-000294,-0.11764125665454887
ACH-000295,-0.024042213260365233
ACH-000296,-0.1753838362599068
ACH-000302,-0.20479959456932112
ACH-000304,-0.2609683952962801
ACH-000307,-0.21548282913415406
ACH-000308,-0.1096148767802414
ACH-000310,-0.2381697790390304
ACH-000311,-0.19810430035074936
ACH-000312,-0.11178766168007252
ACH-000315,-0.1475889079790117
ACH-000316,-0.04571462201821951
ACH-000317,-0.02845012319448593
ACH-000318,-0.15823435295541727
ACH-000319,-0.11336672631313426
ACH-000320,-0.09686621338307108
ACH-000322,-0.09871969724985814
ACH-000323,-0.0677667921125303
ACH-000324,-0.0076837168623018395
ACH-000329,-0.06918859192667906
ACH-000330,-0.1896730670839976
ACH-000331,-0.02076025222369372
ACH-000332,-0.13290630969231212
ACH-000334,-0.2714294422721377
ACH-000335,-0.22255363164327452
ACH-000336,-0.1886321207588184
ACH-000337,-0.011095266621796678
ACH-000338,-0.04650352122481551
ACH-000339,-0.10508474904833573
ACH-000341,-0.07220684966098619
ACH-000348,-0.13642891033445512
ACH-000350,-0.014929816544580662
ACH-000352,-0.0749611081119038
ACH-000356,-0.2934937776464928
ACH-000361,-0.3318145946380052
ACH-000362,-0.09589591840656103
ACH-000363,-0.2139103846402329
ACH-000364,-0.21527522419721445
ACH-000365,-0.1992353798124452
ACH-000366,-0.18276474018282407
ACH-000368,-0.09382596134825234
ACH-000374,0.05795392032708323
ACH-000375,-0.2683131768904957
ACH-000376,-0.03399718518547366
ACH-000381,-0.12514993247205122
ACH-000383,-0.06002018957255265
ACH-000387,-0.11400075579163385
ACH-000389,-0.22357033900093085
ACH-000390,-0.22569164401282146
ACH-000393,-0.03973649002310583
ACH-000395,0.014692096158323746
ACH-000396,0.1731731762960257
ACH-000397,-0.0920480630551306
ACH-000401,0.029116782504756213
ACH-000402,-0.08506009818106021
ACH-000403,-0.11603378603477126
ACH-000404,-0.03629895089870164
ACH-000406,-0.1153449669396212
ACH-000407,-0.28069044892954004
ACH-000408,-0.13431329146183113
ACH-000410,-0.3516428686867603
ACH-000411,-0.01789776618941373
ACH-000414,-0.0572646107531665
ACH-000415,-0.09087231241878543
ACH-000416,-0.051053829455850484
ACH-000420,-0.054646783478941634
ACH-000421,-0.06361880615574067
ACH-000424,-0.2756966987334157
ACH-000425,-0.12122039989334013
ACH-000426,0.05231364948346176
ACH-000427,-0.1357238292850662
ACH-000433,-0.31295388917155104
ACH-000435,-0.1316804759688601
ACH-000436,-0.0442529081647933
ACH-000444,-0.16076778813819362
ACH-000445,-0.04745249568542773
ACH-000448,-0.19803981161541928
ACH-000450,-0.038860481796393134
ACH-000452,-0.20982348811342671
ACH-000454,-0.08782087316789591
ACH-000458,-0.14701046405066068
ACH-000459,-0.14168997824821805
ACH-000460,-0.10439604288310197
ACH-000461,-0.2150133847126488
ACH-000463,0.008566159483903683
ACH-000464,-0.2670545541548541
ACH-000466,0.07638228084329017
ACH-000467,-0.01433887402526716
ACH-000468,0.07331656701951
ACH-000469,-0.01540287804908186
ACH-000470,-0.20505863934148968
ACH-000471,-0.08540614805783492
ACH-000472,-0.08122224471870089
ACH-000473,-0.02663929988333184
ACH-000475,-0.0755978955975419
ACH-000476,-0.06948324086982924
ACH-000477,-0.21611033152413145
ACH-000479,-0.2491682208740995
ACH-000480,-0.09568912738774496
ACH-000481,0.003272226049921704
ACH-000483,-0.6459654878179621
ACH-000484,-0.011794315550783684
ACH-000485,-0.06023854522074808
ACH-000486,-0.3238818189564331
ACH-000487,-0.004973558567436928
ACH-000488,-0.12615101953145855
ACH-000490,-0.08136764285108658
ACH-000491,-0.2673482138067931
ACH-000495,-0.24061057462405724
ACH-000496,-0.20272073369760274
ACH-000499,-0.2716012390243505
ACH-000500,-0.1729956805226553
ACH-000502,-0.06448723808589375
ACH-000503,0.12549544374258376
ACH-000505,-0.13541916708435806
ACH-000507,-0.1727523929899543
ACH-000510,-0.07976504758358546
ACH-000511,-0.082103834896655
