,ACADVL (37)
ACH-000461,-0.014199809551147843
ACH-000463,-0.08837622411534092
ACH-000464,-0.2158045766603623
ACH-000466,-0.031112143215206656
ACH-000467,-0.10476800018623013
ACH-000468,-0.09181180070815292
ACH-000469,-0.23714033080253444
ACH-000470,-0.026683917364451262
ACH-000471,-0.039591320980972906
ACH-000472,-0.06564414055674846
ACH-000473,0.10393487423723824
ACH-000475,-0.16862669642487327
ACH-000476,-0.1323134212262576
ACH-000477,-0.04190390476045228
ACH-000479,0.29667798668329604
ACH-000480,-0.0805021956293397
ACH-000481,-0.03573486010529904
ACH-000483,-0.1147866195345508
ACH-000484,0.07748524247252593
ACH-000485,0.05405842427788149
ACH-000486,0.041846054121499984
ACH-000487,0.0024761243166237824
ACH-000488,-0.02830706167355647
ACH-000490,0.02945535831817705
ACH-000491,-0.007730595950244249
ACH-000495,-0.021769781857989983
ACH-000496,-0.006399542732284579
ACH-000499,0.03501206819185769
ACH-000500,-0.2740180977854569
ACH-000502,-0.01691793742627579
ACH-000503,-0.024324864546267377
ACH-000505,0.01703439923313772
ACH-000507,-0.04271995667590781
ACH-000510,-0.07493464865056335
ACH-000511,-0.047647197448786635
ACH-000512,-0.06430874240152062
ACH-000516,-0.052837551222270907
ACH-000517,-0.05338965604406177
ACH-000518,0.08517009718242287
ACH-000520,-0.08848190545125705
ACH-000521,-0.14909746669853124
ACH-000522,-0.04204196496904107
ACH-000524,-0.058333004506478825
ACH-000527,-0.14222218762773753
ACH-000528,-0.014773457255476284
ACH-000537,-0.1302239413695393
ACH-000541,0.054821790407801066
ACH-000542,-0.05083958712926796
ACH-000544,0.04361543805036917
ACH-000545,-0.1065630335481221
ACH-000547,0.1587547236982604
ACH-000548,-0.04397987222288932
ACH-000549,0.13717001495664696
ACH-000550,-0.1515191220267735
ACH-000552,-0.01622487479416137
ACH-000556,-0.06707524002823945
ACH-000557,-0.06999756497276308
ACH-000569,-0.028867317894846305
ACH-000570,-0.18222037985159695
ACH-000571,-0.1767684483573263
ACH-000573,-0.13734054695910874
ACH-000576,-0.20908312223350545
ACH-000579,-0.13238748890680965
ACH-000580,-0.12520699074739394
ACH-000584,-0.009307108590243704
ACH-000585,-0.04850668070356603
ACH-000588,-0.05050787035939519
ACH-000589,-0.1859100430018301
ACH-000591,0.007886856244857637
ACH-000593,-0.08757079448396042
ACH-000600,0.03546006443015355
ACH-000601,-0.14618379067943252
ACH-000605,0.018716034910273145
ACH-000606,0.03312702658213024
ACH-000608,-0.06622674085729062
ACH-000614,0.14624476787193694
ACH-000616,-0.002621298908000906
ACH-000618,-0.0019204240146622337
ACH-000619,-0.034592357786399575
ACH-000620,-0.15776546780084086
ACH-000621,-0.1306026163926594
ACH-000622,-0.29076289524937193
ACH-000623,-0.07326521991675278
ACH-000624,-0.08924922268429196
ACH-000627,-0.08593601508101763
ACH-000630,-0.11755094282120836
ACH-000631,-0.13759723738487972
ACH-000632,-0.016012430552937426
ACH-000633,-0.1562361744460138
ACH-000637,-0.0973430433969449
ACH-000638,-0.2333761363034254
ACH-000646,-0.06665622642704959
ACH-000647,-0.06013007752444361
ACH-000648,0.03813644972949359
ACH-000649,-0.08761462734713561
ACH-000651,-0.19954155497010773
ACH-000652,0.16316377585472308
ACH-000653,0.03296647151465289
ACH-000657,-0.16370382026591065
ACH-000658,-0.07167475683812992
ACH-000661,0.0037937515073057336
ACH-000662,0.3043292476699125
ACH-000663,0.14075958348454012
ACH-000665,-0.1108117228266398
ACH-000671,-0.12926002061701294
ACH-000672,-0.11000912889528147
ACH-000673,-0.08328521381062126
ACH-000676,0.0353888517139531
ACH-000677,-0.059909491651237774
ACH-000681,-0.1702361280669014
ACH-000683,0.03160597037376085
ACH-000684,0.10140353681291346
ACH-000688,-0.17804055349361428
ACH-000693,-0.036886063113153435
ACH-000694,-0.0615899086183148
ACH-000695,-0.10172237436038156
ACH-000696,-0.0681892325226256
ACH-000697,-0.07712269162511391
ACH-000699,-0.0822823217667363
ACH-000701,-0.22131723879833787
ACH-000706,-0.07304160193591885
ACH-000711,-0.04125185158958431
ACH-000713,-0.2324850908429132
ACH-000714,-0.111979969152844
ACH-000718,-0.19425048195520828
ACH-000720,-0.17142343570042096
ACH-000721,-0.1590984894121082
ACH-000724,-0.07556033072870283
ACH-000725,0.010702949010379884
ACH-000732,0.018728291114607658
ACH-000734,-0.1673567946724017
ACH-000735,-0.14897937852710105
ACH-000736,-0.08140069584347705
ACH-000738,-0.05580602266864732
ACH-000746,-0.16271068637303715
ACH-000747,-0.0666464626949618
ACH-000748,-0.01016383696666424
ACH-000753,-0.13638686893860336
ACH-000756,-0.07761032283120553
ACH-000757,0.06533251938536186
ACH-000758,0.14943300409549848
ACH-000760,-0.032311900078167304
ACH-000762,0.01817031998189175
ACH-000763,0.08554795079293903
ACH-000764,0.034401465187123566
ACH-000765,0.11160342507142287
ACH-000766,-0.05333539951036218
ACH-000767,-0.08998185909031743
ACH-000768,-0.019884458161367538
ACH-000769,-0.08967430556743518
ACH-000770,-0.09890891682897776
ACH-000771,-0.05378043927759976
ACH-000773,-0.1940259444096156
ACH-000776,-0.1585773707803031
ACH-000777,0.09554451930270154
ACH-000778,-0.14405350340477036
ACH-000781,0.011786279409327666
ACH-000782,-0.07548001275476936
ACH-000783,-0.08328216834402012
ACH-000784,0.003466630556923536
ACH-000785,-0.060230109494558114
ACH-000787,0.07201236832332515
ACH-000788,-0.1851454686938359
ACH-000791,-0.19846146954124605
ACH-000792,0.06642639530600741
ACH-000794,-0.07541432238368165
ACH-000796,-0.10561153474497577
ACH-000798,0.11885025535602525
ACH-000799,-0.1077772724298563
ACH-000800,-0.10890418638980498
ACH-000802,-0.03689777661387977
ACH-000804,-0.0707890436318415
ACH-000805,0.0960747772911565
ACH-000809,-0.10597149904453786
ACH-000810,0.07905053032038781
ACH-000811,-0.17625280252219375
ACH-000817,-0.1888622744450748
ACH-000819,0.030969098496396986
ACH-000820,-0.11500541795840614
ACH-000821,0.017429191767009997
ACH-000822,-0.0542354269363591
ACH-000823,-0.0657370522678005
ACH-000824,-0.04134355080519178
ACH-000827,-0.15480920849324853
ACH-000829,0.056410082951800375
ACH-000831,0.1783426110828461
ACH-000832,-0.09833017511881564
ACH-000833,-0.07164448555748612
ACH-000834,0.0358031769882502
ACH-000835,-0.0022660105517431765
ACH-000836,0.06497299742528784
ACH-000837,-0.132429301024157
ACH-000838,-0.18638547417595147
ACH-000839,-0.23053296516892596
ACH-000840,0.07971989683817926
ACH-000841,-0.0925990587940752
ACH-000843,-0.2710982127968029
ACH-000846,-0.2237514097006213
ACH-000847,-0.02109064070426445
ACH-000848,-0.02380150102224095
ACH-000849,-0.04257641585189816
ACH-000851,-0.1781623080905648
ACH-000855,-0.01749741528523803
ACH-000856,-0.03255253748038785
ACH-000858,-0.18835890270182995
ACH-000859,-0.2248331009998942
ACH-000861,-0.35966358927936504
ACH-000862,-0.15650483248249128
ACH-000865,0.011268317304772112
ACH-000866,-0.06657730343099205
ACH-000867,0.012504755035886873
ACH-000869,-0.1923012369298677
ACH-000872,-0.15621209589317284
ACH-000873,0.014950392248794584
ACH-000876,-0.016852933964827968
ACH-000878,-0.3808156374130836
ACH-000880,0.004380499291503165
ACH-000881,-0.12426327028559493
ACH-000882,-0.051409210483361806
ACH-000884,-0.15316838022929613
ACH-000885,-0.014343129957763137
ACH-000887,-0.025454540633973
ACH-000889,0.054441184948339306
ACH-000896,-0.022282253097249717
ACH-000898,0.07401474226924781
ACH-000900,-0.1239525671721324
ACH-000901,-0.008275942576266203
ACH-000905,-0.03814699670618128
ACH-000906,-0.09706904062736904
ACH-000907,-0.08220613372130732
ACH-000910,-0.12488128692419775
ACH-000911,-0.21085590517196973
ACH-000912,-0.050807842314647474
ACH-000913,-0.13220175483506366
ACH-000915,-0.13044933988295415
ACH-000916,-0.2671660135413033
ACH-000917,0.09557717179512956
ACH-000920,0.021168003204410073
ACH-000921,0.10322714575961682
ACH-000924,-0.014111154715585527
ACH-000926,-0.045501043443241365
ACH-000928,0.04330824092212513
ACH-000929,-0.07791564874619154
ACH-000932,-0.06943339755706021
ACH-000935,0.053226266688783344
ACH-000936,-0.16300357224639556
ACH-000937,-0.042647070008577065
ACH-000938,-0.014691231238584988
ACH-000939,-0.035577121060966305
ACH-000941,0.023485357891957083
ACH-000943,-0.02238181270631024
ACH-000946,-0.07721739741461958
ACH-000947,-0.035631689198405696
ACH-000948,-0.2561479647100429
ACH-000950,0.03571224237445792
ACH-000953,0.02636595836971736
ACH-000954,-0.2804127047220296
ACH-000957,0.05523539882765603
ACH-000958,-0.21405917341097094
ACH-000960,-0.02476301528122936
ACH-000963,0.08121132011837932
ACH-000968,-0.05191597402008113
ACH-000969,-0.17311977634843442
ACH-000972,0.02486563011808566
ACH-000973,-0.011359811133678696
ACH-000974,0.0517307074677344
ACH-000978,-0.10849032607604826
ACH-000984,-0.06422658470460872
ACH-000986,-0.058898610989020064
ACH-000988,-0.3073875669485249
ACH-000993,-0.07405708068344788
ACH-000994,-0.07918932274625916
ACH-000996,-0.19896767231804285
ACH-001001,-0.11054920183566493
ACH-001020,-0.09907276950890068
ACH-001028,0.010797104849163418
ACH-001031,-0.2321273230739367
ACH-001038,-0.02986904787122888
ACH-001048,-0.1218696267641866
ACH-001050,-0.25322370028182384
ACH-001053,0.006008743492366065
ACH-001054,-0.029024651639713694
ACH-001061,-0.1479809742501321
ACH-001067,-0.2474928384429765
ACH-001075,0.09237829070505707
ACH-001096,-0.12986526897153933
ACH-001111,-0.04852936160649799
ACH-001119,0.030100079828423693
ACH-001128,-0.10117596480600036
ACH-001134,-0.06465420963388048
ACH-001151,-0.08650650958534913
ACH-001163,-0.1269191765266994
ACH-001164,-0.2174064393146548
ACH-001183,0.033255738632082935
ACH-001192,0.10545761524642992
ACH-001193,0.23263058661541025
ACH-001196,0.07544972428486256
ACH-001197,-0.008142449291757984
ACH-001205,-0.024455027268137582
ACH-001211,-0.03152777910954236
ACH-001212,-0.3728143023871229
ACH-001228,0.17326956150937556
ACH-001232,-0.09194638564319073
ACH-001239,0.006427335654538968
ACH-001270,-0.1933285899269876
ACH-001274,0.10757583554903424
ACH-001275,-0.13572501062301456
ACH-001277,-0.06886911467510712
ACH-001278,-0.14186734546046378
ACH-001280,0.030787641303451962
ACH-001283,0.026580214139001152
ACH-001289,-0.1924702838634722
ACH-001300,-0.2659458634426914
ACH-001301,0.02897175919019605
ACH-001302,0.09886381239108097
ACH-001306,-0.06510755839185932
ACH-001318,-0.14801491389596744
ACH-001322,0.021654777918263937
ACH-001328,-0.1871011196489047
ACH-001332,-0.3619730742719773
ACH-001336,0.048308761092933236
ACH-001346,-0.07499793583128872
ACH-001353,-0.03318202405451523
ACH-001354,-0.27431956136000424
ACH-001367,-0.060680840196877174
ACH-001368,-0.017798362954062452
ACH-001374,-0.3201223299659585
ACH-001377,-0.172748388691134
ACH-001380,-0.09152612509922528
ACH-001391,-0.045179020160701966
ACH-001408,-0.030545135397627224
ACH-001430,-0.010945676715128728
ACH-001431,-0.2410625151985351
ACH-001450,-0.09258166330257643
ACH-001496,0.04160739603586162
ACH-001500,-0.04633106176308701
ACH-001523,-0.03199763461931894
ACH-001532,-0.10988695622868687
ACH-001550,-0.03313967690253033
ACH-001552,-0.15818714567087708
ACH-001554,0.09736694632116027
ACH-001654,0.005087390524667273
ACH-001735,-0.09657624611782474
ACH-001736,-0.006116718128400493
ACH-001737,-0.3086623218702814
ACH-001740,-0.17743345836705185
ACH-001745,0.006030978477502735
ACH-001765,-0.11632665642196965
