,UQCRH (7388)
ACH-000004,-0.6327101588842996
ACH-000005,-0.6840875244556291
ACH-000007,-0.6763684367349005
ACH-000009,-0.7949871673478721
ACH-000011,-0.8232793019606102
ACH-000012,-0.7879388245520594
ACH-000013,-0.6542819116360209
ACH-000014,-0.6489670990654098
ACH-000015,-0.7348301170355129
ACH-000017,-0.8505469517224439
ACH-000018,-0.683388585726067
ACH-000019,-0.9043979996877172
ACH-000021,-0.7282426360099973
ACH-000022,-0.5770948812199959
ACH-000025,-0.7466562971571399
ACH-000028,-0.7820873563234259
ACH-000030,-0.8056464019102928
ACH-000035,-0.8664232114917224
ACH-000036,-0.7954268409550562
ACH-000037,-0.8806019738698266
ACH-000039,-0.9322104673217876
ACH-000040,-0.7452973395994853
ACH-000041,-0.7671322089598004
ACH-000042,-0.7569063719829605
ACH-000045,-0.6346129754627798
ACH-000047,-0.8597837236754319
ACH-000052,-0.5938857044291951
ACH-000053,-0.6463687894993282
ACH-000054,-0.7606809144729003
ACH-000055,-0.6127689747670351
ACH-000060,-0.905064091106304
ACH-000067,-0.9459861780545451
ACH-000070,-0.6019868488404649
ACH-000075,-0.9267415838763676
ACH-000078,-1.0144243782567488
ACH-000082,-0.7261183353700341
ACH-000085,-0.9986412349198164
ACH-000086,-0.9315676196346802
ACH-000087,-0.8870514644080681
ACH-000092,-0.9846675436707548
ACH-000095,-0.8155830436621326
ACH-000097,-0.8568297507304166
ACH-000098,-0.7386904174968475
ACH-000099,-0.8966464195374321
ACH-000108,-0.6754899872539942
ACH-000113,-0.7984024143681847
ACH-000116,-0.7115834783651208
ACH-000118,-0.6317498467896527
ACH-000120,-0.7144053514353109
ACH-000123,-0.7912596663362453
ACH-000127,-0.7762450218204927
ACH-000128,-0.8344473463904173
ACH-000132,-0.9837847115475492
ACH-000133,-0.7744935816372751
ACH-000137,-0.835083600479568
ACH-000138,-0.6213393721524385
ACH-000142,-0.689198625120477
ACH-000143,-0.7478078889060068
ACH-000146,-0.6897046691543954
ACH-000148,-0.7464308552914082
ACH-000150,-1.1342767818163697
ACH-000152,-0.7789559813141298
ACH-000153,-0.7515073267224229
ACH-000159,-0.8497191558849352
ACH-000160,-0.8430976854059249
ACH-000163,-0.6843510699464849
ACH-000167,-0.7922890289839083
ACH-000168,-0.8145615075103092
ACH-000169,-0.8564239876334734
ACH-000178,-0.7688073097264267
ACH-000183,-0.736294462078538
ACH-000188,-0.6866897548096847
ACH-000189,-0.9862399214254084
ACH-000190,-0.8467903526443857
ACH-000198,-0.7240953227971795
ACH-000203,-1.1018024207943409
ACH-000204,-0.5838035882951748
ACH-000206,-0.5612143817747104
ACH-000207,-0.7877914932357061
ACH-000208,-1.0260265902655192
ACH-000210,-0.9323466404844378
ACH-000211,-0.787056825237777
ACH-000215,-0.8593127870720444
ACH-000221,-0.8356332562210536
ACH-000222,-0.6698736495814838
ACH-000223,-0.9536919570585408
ACH-000226,-0.8231986867450188
ACH-000227,-1.018699896154124
ACH-000228,-0.7822220749605752
ACH-000231,-0.9332099385250416
ACH-000232,-0.8575734229169659
ACH-000233,-0.6203572569005688
ACH-000234,-0.7541691897104263
ACH-000235,-0.7845098280014839
ACH-000237,-0.8718898591798266
ACH-000238,-0.9587001350051664
ACH-000242,-0.9478894234996196
ACH-000243,-0.6623249376919016
ACH-000244,-0.9068860697093836
ACH-000246,-0.8487871188201681
ACH-000248,-0.7929013427716209
ACH-000250,-0.6507656229333596
ACH-000251,-0.7111085622362848
ACH-000252,-0.7245216938880686
ACH-000253,-0.7956812130363733
ACH-000255,-0.84362031929026
ACH-000256,-0.8487485299948241
ACH-000257,-0.8258693911161892
ACH-000258,-0.7198397799560196
ACH-000259,-0.7206554073956933
ACH-000260,-0.8513050145360412
ACH-000261,-0.8977713409563293
ACH-000262,-0.7906592656169726
ACH-000263,-0.8650161984189916
ACH-000264,-0.7622372614152308
ACH-000265,-0.787412986197495
ACH-000266,-0.7318789237272599
ACH-000272,-0.8748099548756374
ACH-000274,-0.9279297974456712
ACH-000277,-0.7721225291848145
ACH-000278,-0.7874293812762098
ACH-000279,-0.8408096930857893
ACH-000280,-0.6430584003378446
ACH-000281,-0.6124365670892725
ACH-000288,-0.9958913170311942
ACH-000291,-0.8391002297265759
ACH-000293,-0.7322409114525463
ACH-000294,-0.3343077159364682
ACH-000295,-0.6905301575069365
ACH-000296,-0.7234498570915231
ACH-000302,-0.6981532598916174
ACH-000304,-1.080209425156132
ACH-000307,-0.6204721448272129
ACH-000308,-0.8916425889206719
ACH-000310,-1.0636302236508102
ACH-000311,-0.6540222470409393
ACH-000312,-0.7599424474547055
ACH-000315,-0.8353765594749644
ACH-000316,-0.7319249809945747
ACH-000317,-0.7595204349919203
ACH-000318,-0.6027910660765661
ACH-000319,-0.752901395211682
ACH-000320,-0.7689153486951992
ACH-000322,-1.1091028807840848
ACH-000323,-1.0006733968134174
ACH-000324,-0.7801073619553796
ACH-000329,-0.906850325952014
ACH-000330,-0.8606720490293349
ACH-000331,-0.6836599108989168
ACH-000332,-0.6973779167578239
ACH-000334,-0.9741338134308348
ACH-000335,-0.6137685277593129
ACH-000336,-0.8765426559560665
ACH-000337,-0.8710849125580151
ACH-000338,-0.7881745098770631
ACH-000339,-0.8809942717119826
ACH-000341,-0.8307427100719051
ACH-000348,-0.6331544031627305
ACH-000350,-0.7286918318672886
ACH-000352,-0.7339994857049019
ACH-000356,-0.5634635873174529
ACH-000361,-0.4991672241036127
ACH-000362,-0.8829674353406943
ACH-000363,-0.8193545519038838
ACH-000364,-0.7856491982484963
ACH-000365,-0.7181338703810122
ACH-000366,-0.7692093853285422
ACH-000368,-0.8320439108017917
ACH-000374,-1.0155392875549114
ACH-000375,-0.7134972587398188
ACH-000376,-0.8352099485637672
ACH-000381,-0.6392372319968032
ACH-000383,-0.6816959729509809
ACH-000387,-0.9169828955320409
ACH-000389,-0.8033565899707116
ACH-000390,-0.7228021010419099
ACH-000393,-0.7891119311520481
ACH-000395,-0.6863600596602755
ACH-000396,-0.915853473783558
ACH-000397,-0.7917754730784021
ACH-000401,-0.6806448162901934
ACH-000402,-1.0849134601139343
ACH-000403,-1.0026441522120375
ACH-000404,-0.9195080468099426
ACH-000406,-0.6063203715707803
ACH-000407,-0.7652727825703528
ACH-000408,-0.7414937615211656
ACH-000410,-0.7109655359785839
ACH-000411,-0.7987752786721926
ACH-000414,-0.847228163057168
ACH-000415,-0.813833365861713
ACH-000416,-0.7693224581391728
ACH-000420,-0.516367340912894
ACH-000421,-0.6116434334073116
ACH-000424,-0.9481421150681508
ACH-000425,-0.7661480857479798
ACH-000426,-0.5728202562228528
ACH-000427,-0.8443093554392692
ACH-000433,-1.0411629312534527
ACH-000435,-0.7147236700641669
ACH-000436,-0.8136975528413976
ACH-000444,-0.5763072165925949
ACH-000445,-0.9673043608319172
ACH-000448,-0.8413266418953264
ACH-000450,-0.7347910246264634
ACH-000452,-0.6119090586966209
ACH-000454,-0.7071185040158507
ACH-000458,-0.5822698595087004
ACH-000459,-0.4468977920786877
ACH-000460,-0.7863828623339943
ACH-000461,-0.7705383866926327
ACH-000463,-0.7770403797757488
ACH-000464,-0.7950461216839702
ACH-000466,-0.7255319453092028
ACH-000467,-0.8081015122366918
ACH-000468,-0.8161822006368455
ACH-000469,-0.8818250332896018
ACH-000470,-0.8760627538741816
ACH-000471,-0.7500166871927498
ACH-000472,-0.7100244255558943
ACH-000473,-0.5898613107996913
ACH-000475,-0.8857758447371773
ACH-000476,-0.7766051589218664
ACH-000477,-0.5803706015961331
ACH-000479,-0.6557950222775704
ACH-000480,-0.7020213640339329
ACH-000481,-0.8764186203792476
ACH-000483,-0.7951198000202117
ACH-000484,-0.9025724093747226
ACH-000485,-0.8782424839251235
ACH-000486,-0.8148545207731737
ACH-000487,-0.9235630713826352
ACH-000488,-0.7720051461698362
ACH-000490,-0.6509265192974837
ACH-000491,-0.7975605450654658
ACH-000495,-1.0016588592874895
ACH-000496,-0.6926437476390325
ACH-000499,-0.7759872512985903
ACH-000500,-1.2987361784533702
ACH-000502,-0.7083098221851728
ACH-000503,-0.684261781476896
ACH-000505,-0.6384433828465008
ACH-000507,-0.6486253101146771
ACH-000510,-0.5148730853067263
ACH-000511,-0.8337036864990826
ACH-000512,-0.6989128282137315
ACH-000516,-0.7468716321717607
ACH-000517,-0.9521097890217868
ACH-000518,-0.5576534663779327
