,CMYA5 (202333)
ACH-000004,0.05376286285097074
ACH-000005,-0.03395462159753182
ACH-000007,-0.07880542347127484
ACH-000009,-0.008689097364603965
ACH-000011,0.0279571777428028
ACH-000012,0.0430261921681685
ACH-000013,0.00791711459576252
ACH-000014,0.08523959671763524
ACH-000015,-0.08993286174394649
ACH-000017,0.04704821138357471
ACH-000018,-0.04124400696889978
ACH-000019,0.1971166022040192
ACH-000021,-0.020220415039871195
ACH-000022,-0.016213984006102876
ACH-000025,0.10864812647554266
ACH-000028,-0.02505045664015681
ACH-000030,0.022474606627643275
ACH-000035,0.11852660423917336
ACH-000036,0.1071448078605564
ACH-000037,0.13819296232307568
ACH-000039,-0.09113822721557703
ACH-000040,0.06156966610795595
ACH-000041,-0.06545083950349538
ACH-000042,0.031979685636817794
ACH-000045,-0.07311654288255841
ACH-000047,-0.02845173027074129
ACH-000052,0.08919147672003377
ACH-000053,0.03443216988452722
ACH-000054,0.07005790011595578
ACH-000055,0.0108514823856449
ACH-000060,0.04881749802760767
ACH-000067,0.0005294015831113239
ACH-000070,0.042648937662627534
ACH-000075,0.02481865389808691
ACH-000078,-0.09238038896628308
ACH-000082,0.04582919737971596
ACH-000085,-0.3273470832795497
ACH-000086,0.09815626423030263
ACH-000087,-0.16077418127379295
ACH-000092,0.02054786822509445
ACH-000095,-0.041767996721652184
ACH-000097,0.09478480330074128
ACH-000098,-0.11318914399562224
ACH-000099,-0.002407925913911513
ACH-000108,0.05806251561635764
ACH-000113,0.12787928130171758
ACH-000116,0.047456115592718284
ACH-000118,0.07757536293286517
ACH-000120,0.1498056040169755
ACH-000123,-0.058536722762480974
ACH-000127,0.10140679679650416
ACH-000128,-0.07001683161195539
ACH-000132,-0.09164403369073974
ACH-000133,-0.042225618590922366
ACH-000137,0.009277065200471769
ACH-000138,0.0542108550247044
ACH-000142,0.09686327296919628
ACH-000143,0.22436959413320615
ACH-000146,-0.0032628648618741665
ACH-000148,-0.10708157966517967
ACH-000150,-0.057863189993498786
ACH-000152,0.07297724988902596
ACH-000153,-0.024498762931933368
ACH-000159,0.01600195661019957
ACH-000160,0.1180816887370085
ACH-000163,-0.03135595049252456
ACH-000167,0.08181994195163611
ACH-000168,-0.02474867469895409
ACH-000169,0.009688785439578195
ACH-000178,0.049214081365299193
ACH-000183,-0.1225260552102326
ACH-000188,-0.019846463886078882
ACH-000189,0.11914749926602855
ACH-000190,0.061245196345772385
ACH-000198,0.004054918372778354
ACH-000203,-0.23550828172010324
ACH-000204,-0.05040869794506205
ACH-000206,-0.126504312439782
ACH-000207,0.08468992730587896
ACH-000208,0.02624709835298837
ACH-000210,-0.02921162755551641
ACH-000211,0.03283871131980426
ACH-000215,0.03409247979338345
ACH-000221,0.053455327054976486
ACH-000222,0.07352589847647367
ACH-000223,0.12708319592349862
ACH-000226,0.10178932785537607
ACH-000227,-0.07636898459486348
ACH-000228,0.09939360886862256
ACH-000231,-0.009972929064846151
ACH-000232,-0.05360862696446096
ACH-000233,0.1236786123661258
ACH-000234,-0.010922884358891351
ACH-000235,-0.022689502281375708
ACH-000237,0.043738022608886165
ACH-000238,-0.07115686935723307
ACH-000242,0.02571601432956966
ACH-000243,0.04468035108269261
ACH-000244,-0.14986495170931527
ACH-000246,0.08423385177893375
ACH-000248,0.10177728901190436
ACH-000250,0.03791344337692958
ACH-000251,0.1721047180762523
ACH-000252,0.05430669514164275
ACH-000253,0.07462534787173182
ACH-000255,-0.108134830339661
ACH-000256,-0.04573529929810178
ACH-000257,0.0971286674882468
ACH-000258,0.07552731955058632
ACH-000259,0.084940759251842
ACH-000260,0.0489975912196109
ACH-000261,-0.06608476768702423
ACH-000262,-0.13826349247549755
ACH-000263,-0.036970294967235626
ACH-000264,0.003933028115417226
ACH-000265,-0.0670579416580648
