,ACTR5 (79913)
ACH-000004,-0.4981366929117601
ACH-000005,-0.4661057594683178
ACH-000007,-0.6975269838123496
ACH-000009,-0.3058769956395725
ACH-000011,-0.21536761737408447
ACH-000012,-0.1904025833473218
ACH-000013,-0.2797431108037968
ACH-000014,-0.3210931652368714
ACH-000015,-0.34385911607092834
ACH-000017,-0.39677902109208535
ACH-000018,-0.4446223788915861
ACH-000019,-0.293299632180895
ACH-000021,-0.2333185110214019
ACH-000022,-0.1847116079401886
ACH-000025,-0.7080398317480051
ACH-000028,-0.3049332393006043
ACH-000030,0.03738679577878918
ACH-000035,-0.3597326866005792
ACH-000036,-0.6116459843195469
ACH-000037,-0.22103478895811315
ACH-000039,-0.3163725485250625
ACH-000040,-0.16130577322750198
ACH-000041,-0.3015085657683537
ACH-000042,-0.33477168029088444
ACH-000045,-0.4194339809968172
ACH-000047,0.10390759248412304
ACH-000052,-0.2875600475643832
ACH-000053,-0.37234243912054976
ACH-000054,-0.3436727595897258
ACH-000055,-0.37737916967658697
ACH-000060,-0.3801692528970736
ACH-000067,-0.4322475031364886
ACH-000070,-0.2541738729904879
ACH-000075,-0.3401258109344176
ACH-000078,-0.33609536534266377
ACH-000082,-0.3451845780498186
ACH-000085,-0.4963459712436114
ACH-000086,-0.8281380644086723
ACH-000087,-0.5415625383425172
ACH-000092,-0.5095122934308222
ACH-000095,-0.1133346102116312
ACH-000097,-0.4213103636385353
ACH-000098,-0.5413978661394095
ACH-000099,-0.3810793647592514
ACH-000108,-0.06779510238558432
ACH-000113,-0.4234564928767082
ACH-000116,-0.2856421725268223
ACH-000118,-0.04621962051644173
ACH-000120,-0.2385402480245296
ACH-000123,-0.5197354579482361
ACH-000127,-0.3059210257002921
ACH-000128,-0.537585367600554
ACH-000132,-0.17358941653517634
ACH-000133,-0.6420585503523173
ACH-000137,-0.4376281020104234
ACH-000138,-0.13340447989810095
ACH-000142,-0.3067952444052097
ACH-000143,-0.5959512107758688
ACH-000146,-0.3415267016339116
ACH-000148,-0.5326219887947925
ACH-000150,0.07612532836534441
ACH-000152,-0.4710729956967896
ACH-000153,-0.6834573123973722
ACH-000159,-0.2639518490952022
ACH-000160,-0.10905222587194152
ACH-000163,-0.8697379461145051
ACH-000167,0.07126038261830238
ACH-000168,-0.18627091849856686
ACH-000169,-0.02695704963041392
ACH-000178,-0.5089154110813123
ACH-000183,-0.4422452843375633
ACH-000188,-0.5162391793710854
ACH-000189,-0.4674557802256836
ACH-000190,-0.12665904122519386
ACH-000198,-0.4928758096627853
ACH-000203,-0.6041120831972662
ACH-000204,0.038265784200434784
ACH-000206,-0.12794212805938546
ACH-000207,-0.2775548576086989
ACH-000208,-0.34705121162370683
ACH-000210,-0.20596804513211028
ACH-000211,-0.4625734342152801
ACH-000215,-0.20609394864248706
ACH-000221,-0.10540155785196532
ACH-000222,-0.1324778175442012
ACH-000223,-0.2082583729585326
ACH-000226,-0.4716540958656776
ACH-000227,-0.15895056423629236
ACH-000228,-0.4030966005756991
ACH-000231,-0.7763715125378549
ACH-000232,-0.5244420217117958
ACH-000233,-0.10583170825220672
ACH-000234,-0.4574636847822163
ACH-000235,-0.3416360823738363
