,PNPO (55163)
ACH-000004,-0.006910931674386495
ACH-000005,0.1476043061810067
ACH-000007,0.03312666011449504
ACH-000009,-0.3732556108382471
ACH-000011,-0.02166248547979788
ACH-000012,-0.15256277465170925
ACH-000013,0.03940870810619025
ACH-000014,-0.12464342313328745
ACH-000015,-0.1089846606429368
ACH-000017,-0.07534377081717528
ACH-000018,-0.0920283533381263
ACH-000019,-0.008737654498136072
ACH-000021,-0.12540728304350016
ACH-000022,-0.17933704389250896
ACH-000025,-0.11116076190057472
ACH-000028,-0.11319933414697153
ACH-000030,-0.0690608813714828
ACH-000035,-0.2365824286336207
ACH-000036,-0.27231164722581536
ACH-000037,-0.06345486930214965
ACH-000039,-0.07071635904314955
ACH-000040,0.025350499372414344
ACH-000041,-0.0745708360440416
ACH-000042,-0.1092811645791314
ACH-000045,-0.21408759323201024
ACH-000047,-0.07842991074506568
ACH-000052,-0.4273466624416506
ACH-000053,-0.11200018226251067
ACH-000054,-0.18092574161087147
ACH-000055,-0.019740921399991503
ACH-000060,-0.1716365203627176
ACH-000067,-0.17121625577880692
ACH-000070,-0.0989752663530446
ACH-000075,0.09565957510603676
ACH-000078,-0.3036410493266899
ACH-000082,-0.22409491093425288
ACH-000085,-0.08755362368444469
ACH-000086,-0.02574506582204994
ACH-000087,-0.07352639607961083
ACH-000092,-0.2393136834258568
ACH-000095,-0.15797885220017396
ACH-000097,-0.1362685362403165
ACH-000098,-0.1208031617910142
ACH-000099,-0.07567983893608776
ACH-000108,-0.11519071464914135
ACH-000113,0.005639242557906861
ACH-000116,-0.1653357693247761
ACH-000118,-0.014919031058409115
ACH-000120,-0.3191313081702422
ACH-000123,-0.18196533067018175
ACH-000127,-0.04095961757664312
ACH-000128,-0.1210755026731873
ACH-000132,-0.07948326449431989
ACH-000133,-0.03435737131106138
ACH-000137,-0.06856831143853602
ACH-000138,-0.20823942504052192
ACH-000142,-0.2630501558882628
ACH-000143,0.061471550832844724
ACH-000146,-0.061425614351253315
ACH-000148,-0.08178399299646037
ACH-000150,-0.192390226649778
ACH-000152,-0.06510161909394316
ACH-000153,-0.01887374110337284
ACH-000159,-0.16924462319113096
ACH-000160,-0.12286399035817035
ACH-000163,-0.12322637765378247
ACH-000167,-0.19020386565622885
ACH-000168,-0.12995260433257927
ACH-000169,-0.058322360171714965
ACH-000178,-0.2203554957083306
ACH-000183,-0.1278618237659878
ACH-000188,-0.1035587276373923
ACH-000189,-0.08966377891152677
ACH-000190,-0.3066734664273645
ACH-000198,-0.06880089470011222
ACH-000203,-0.05737339198273485
ACH-000204,0.022048392947407687
ACH-000206,-0.0021325452076350246
ACH-000207,-0.05042454672075728
ACH-000208,0.01583162535190242
ACH-000210,0.2093558040284933
ACH-000211,-0.094521102510821
ACH-000215,-0.14073686406212646
ACH-000221,-0.09806636411416224
ACH-000222,0.03632071217453859
ACH-000223,0.015888729294929054
ACH-000226,-0.1936331406633746
ACH-000227,0.04028035380293172
ACH-000228,-0.015038848606879969
ACH-000231,-0.1252553336988207
ACH-000232,0.0699663167032699
ACH-000233,-0.058840444502109415
ACH-000234,-0.08103853436479351
ACH-000235,-0.13275564922645872
ACH-000237,0.003741997883592157
ACH-000238,-0.23776537277535864
ACH-000242,-0.21505761199847556
ACH-000243,-0.2590421460703335
ACH-000244,-0.029331496829643183
ACH-000246,-0.10729454196740952
ACH-000248,-0.2882637168265874
ACH-000250,-0.09856260740728999
ACH-000251,-0.1331921872589347
ACH-000252,0.028311975833887688
ACH-000253,-0.07600747895189408
ACH-000255,-0.2104851304635523
ACH-000256,-0.12006081497914635
ACH-000257,0.09942403214850884
ACH-000258,0.1984387402864845
ACH-000259,-0.20991302984253005
ACH-000260,-0.1503885737543242
ACH-000261,-0.08015001121720465
ACH-000262,-0.18409178434155096
ACH-000263,-0.13342533102483986
ACH-000264,-0.12416784337719235
ACH-000265,-0.14530028242551812
ACH-000266,-0.15189836395116435
ACH-000272,-0.1598908618651206
ACH-000274,-0.09907095902994176
ACH-000277,-0.4557978550756152
ACH-000278,-0.05801084152531191
ACH-000279,-0.02329103872637948
ACH-000280,-0.1563575781195399
ACH-000281,-0.05051466238219588
ACH-000288,-0.2423127662237553
ACH-000291,-0.18640629064464487
ACH-000293,-0.27619598898026165
ACH-000294,0.011397972237613772
ACH-000295,-0.12494574422874365
ACH-000296,-0.11123327301883447
ACH-000302,-0.05718930914984738
ACH-000304,-0.3281037068023302
ACH-000307,-0.0815056895220534
ACH-000308,-0.08210172222408617
ACH-000310,-0.18089188199715148
ACH-000311,-0.055643221289017115
ACH-000312,-0.16911400180372194
ACH-000315,-0.05966264326809305
ACH-000316,-0.08159017667543347
ACH-000317,-0.045446205615409865
ACH-000318,-0.019038945527459314
ACH-000319,-0.11317386974237464
ACH-000320,-0.07695974183742657
ACH-000322,0.01743936161278015
ACH-000323,-0.2245652793383731
ACH-000324,-0.25499886740204536
ACH-000329,-0.01134718815309241
ACH-000330,-0.07749257771362192
ACH-000331,-0.021209604524318887
ACH-000332,-0.12190702855235447
ACH-000334,-0.1581602570528905
ACH-000335,-0.020576233660849062
ACH-000336,-0.2620900553341012
ACH-000337,-0.14544396905521684
ACH-000338,0.19098243197607928
ACH-000339,-0.02730907830405184
ACH-000341,-0.33297104621919343
ACH-000348,-0.06417184793084868
ACH-000350,0.015389216623340309
ACH-000352,-0.06989441087520235
ACH-000356,-0.14257940928161475
ACH-000361,-0.11810898999822116
ACH-000362,-0.10096018183651843
ACH-000363,-0.026486612519544428
ACH-000364,-0.11472611910840184
ACH-000365,-0.1329235166520417
ACH-000366,-0.1323626136264709
ACH-000368,-0.0004775911291609284
ACH-000374,-0.12630527822342014
ACH-000375,-0.0993192063899982
ACH-000376,-0.08530866169062835
ACH-000381,-0.11441873761070905
ACH-000383,-0.1449459500329238
ACH-000387,-0.04454423825824017
ACH-000389,-0.0502799140446364
ACH-000390,-0.1421709223298199
ACH-000393,0.034457829396713865
ACH-000395,0.01666459826592301
ACH-000396,-0.4862046830242485
ACH-000397,-0.1635982982230796
ACH-000401,0.04405009856999868
ACH-000402,-0.1542043688521325
ACH-000403,-0.10485690315061716
ACH-000404,-0.12564071511693264
