,FOXN2 (3344)
ACH-000004,-0.04512527989779686
ACH-000005,0.051175473070758835
ACH-000007,-0.06819186238052012
ACH-000009,-0.17369622293098722
ACH-000011,-0.07856721737696594
ACH-000012,0.014723202946390053
ACH-000013,0.13868957899840129
ACH-000014,-0.0442499712465211
ACH-000015,-0.0015000113735949665
ACH-000017,-0.00014902982531459288
ACH-000018,0.032103028126006516
ACH-000019,0.03775949236915529
ACH-000021,0.11428900780344935
ACH-000022,-0.023087466636896082
ACH-000025,-0.1636547452385638
ACH-000028,0.0019631999447384976
ACH-000030,-0.14243325914028318
ACH-000035,-0.039163346483152006
ACH-000036,-0.18615013685791115
ACH-000037,-0.010560383312428534
ACH-000039,-0.07552487216440659
ACH-000040,-0.22211961344971065
ACH-000041,0.11787741136426115
ACH-000042,-0.16800205048498235
ACH-000045,0.051004393184533016
ACH-000047,-0.050350546490415364
ACH-000052,-0.006238142671918576
ACH-000053,0.1226187734691436
ACH-000054,-0.12478569682742195
ACH-000055,-0.19563578447651145
ACH-000060,-0.2007983975330048
ACH-000067,-0.25918345546687804
ACH-000070,-0.15143267527376708
ACH-000075,0.1264206001395081
ACH-000078,-0.09613949929021444
ACH-000082,-0.009743354586176176
ACH-000085,0.15740139994097485
ACH-000086,0.02078593158818531
ACH-000087,0.035684368440096974
ACH-000092,-0.035096769295653994
ACH-000095,0.003147385785937311
ACH-000097,-0.01330460042272038
ACH-000098,0.0240265198553223
ACH-000099,-0.031939973973354414
ACH-000108,0.056009225481673364
ACH-000113,0.0911047988912014
ACH-000116,0.02622672067056734
ACH-000118,0.17258778171589625
ACH-000120,-0.028769688085225186
ACH-000123,-0.03673135495185501
ACH-000127,-0.1688896022557181
ACH-000128,0.046802726714932255
ACH-000132,-0.038374900046996896
ACH-000133,0.044753293460224684
ACH-000137,-0.28629107933729986
ACH-000138,-0.01955921234900199
ACH-000142,0.14157694743202867
ACH-000143,-0.0019238426566345007
ACH-000146,-0.014502583284139932
ACH-000148,-0.1459300695215348
ACH-000150,0.11960103692450205
ACH-000152,-0.0782456181749132
ACH-000153,0.12444179113059554
ACH-000159,0.002348844406810829
ACH-000160,-0.14648104631694786
ACH-000163,-0.05851922636197025
ACH-000167,-0.11839901726388335
ACH-000168,0.08692591152457398
ACH-000169,0.0025586075580120962
ACH-000178,0.004258299333384071
ACH-000183,-0.031727634920832366
ACH-000188,0.02538640126197425
ACH-000189,-0.18517338259227129
ACH-000190,-0.08333010978943121
ACH-000198,-0.15359429970710908
ACH-000203,-0.05417062957115562
ACH-000204,0.003896692579423476
ACH-000206,-0.02769562774010844
ACH-000207,-0.041133410845584
ACH-000208,0.13257870812892933
ACH-000210,-0.14462990980494905
ACH-000211,-0.019731188808512684
ACH-000215,-0.16975631975005714
ACH-000221,-0.02876865294716002
ACH-000222,0.009109365018406822
ACH-000223,-0.02121135066954895
ACH-000226,0.06207255742409795
ACH-000227,-0.03630313619306818
ACH-000228,-0.1961268830194132
ACH-000231,-0.007447974261889966
ACH-000232,0.052253285421900914
ACH-000233,-0.0792188185253151
ACH-000234,0.004003897755315631
ACH-000235,-0.010187310476644682
ACH-000237,-0.04992498900146231
ACH-000238,0.03650021710465319
ACH-000242,0.04967002567923598
ACH-000243,-0.0760456481009059
ACH-000244,-0.10906318534903453
ACH-000246,-0.001742258361302009
ACH-000248,0.17454305876063916
ACH-000250,0.039775127820342704
ACH-000251,-0.2364704885623181
ACH-000252,-0.20566597161161534
ACH-000253,-0.1288829222161136
ACH-000255,0.007389994141673209
ACH-000256,0.0389795282061479
ACH-000257,-0.14398636200269938
ACH-000258,-0.12634954803342233
ACH-000259,0.18672414310208496
ACH-000260,-0.13492908812086166
ACH-000261,-0.06752917779870178
ACH-000262,0.04743291806934048
ACH-000263,0.08344592203488174
ACH-000264,-0.061291023522592074
ACH-000265,-0.050938848974969184
ACH-000266,-0.0119235388761926
ACH-000272,-0.07341083893584759
ACH-000274,-0.04663689392204767
ACH-000277,-0.09065098395829813
ACH-000278,-0.10796684011595722
ACH-000279,0.12075397836336872
ACH-000280,0.12510533705478066
ACH-000281,0.13821036205751433
ACH-000288,0.02219057545278444
ACH-000291,-0.13895543037044306
ACH-000293,0.013587068447687518
ACH-000294,0.08834452334099317
ACH-000295,-0.21833168019655905
ACH-000296,0.09707226294983873
ACH-000302,0.01651453754990369
ACH-000304,0.00870301661558728
ACH-000307,-0.02792469837514049
ACH-000308,-0.19110367134580927
ACH-000310,-0.03987640937479788
ACH-000311,-0.02270318098211061
ACH-000312,-0.03156475688945448
ACH-000315,0.16032273952143614
ACH-000316,-0.09437593119815413
ACH-000317,0.06937617964793706
ACH-000318,-0.042163283733566786
ACH-000319,-0.1020262804628187
ACH-000320,0.08725778460741933
ACH-000322,-0.007616008173005179
ACH-000323,-0.18087313328053653
ACH-000324,-0.12723492140864312
ACH-000329,-0.13772328954457433
ACH-000330,0.13895880642445527
ACH-000331,0.06381094474419284
ACH-000332,-0.042474390773282585
ACH-000334,-0.15764549622026575
ACH-000335,-0.16132008655013452
ACH-000336,-0.014052540281098085
ACH-000337,0.01735647563859478
ACH-000338,-0.5522157399789486
ACH-000339,-0.04274149604667642
ACH-000341,-0.04386170824453912
ACH-000348,-0.2188739517600616
ACH-000350,-0.12320696669480613
ACH-000352,-0.1357321748015746
ACH-000356,0.014487913284739225
ACH-000361,-0.1663071168882206
ACH-000362,-0.004187586982162794
ACH-000363,0.09570880405927856
ACH-000364,-0.0569976763092495
ACH-000365,0.1687772815860276
ACH-000366,-0.014147928382044112
ACH-000368,0.046479135051506366
ACH-000374,-0.04884827541425695
ACH-000375,-0.13415604082090452
ACH-000376,-0.08177335533541355
ACH-000381,-0.1059301591012147
ACH-000383,-0.009677205615547394
ACH-000387,0.022315224028542403
ACH-000389,0.11086268939649677
ACH-000390,-0.14197864881000655
ACH-000393,-0.11650579755563195
ACH-000395,0.027897849361744224
ACH-000396,0.1277215448358188
ACH-000397,-0.004495568755610717
ACH-000401,0.26215497010957856
ACH-000402,0.043505582608320166
ACH-000403,-0.15413325761623475
ACH-000404,-0.14599112711819248
ACH-000406,-0.005015360038777665
ACH-000407,0.062289504687690574
ACH-000408,-0.08318200142752136
ACH-000410,-0.004324961380521485
ACH-000411,-0.046292524586461714
ACH-000414,-0.08793101575173216
ACH-000415,0.11295697432230613
ACH-000416,0.11715059011703513
ACH-000420,-0.06088233779199447
ACH-000421,-0.00202579821466213
ACH-000424,-0.06622436796045425
ACH-000425,-0.0411763173515522
ACH-000426,0.13733538447635965
ACH-000427,0.0043701164968066655
ACH-000433,-0.138309632982223
ACH-000435,0.200538158701504
ACH-000436,-0.02418376682081131
ACH-000444,-0.044887187525973565
ACH-000445,-0.01819995014551768
ACH-000448,-0.11426997252328618
ACH-000450,0.05081006348169808
ACH-000452,0.05166841573862881
ACH-000454,-0.1998721532249506
ACH-000458,0.12134733300450927
ACH-000459,0.11758035376330665
ACH-000460,0.08383568221201268
ACH-000461,-0.13105813828428364
ACH-000463,-0.1379414854455733
ACH-000464,-0.2853451947003036
ACH-000466,-0.0660943888328337
ACH-000467,-0.10748874252860817
ACH-000468,-0.13176230751984833
ACH-000469,-0.1253145527409948
ACH-000470,-0.12310042935403068
ACH-000471,0.0007878719826437659
ACH-000472,0.0036468749984996025
ACH-000473,0.15300757982494592
ACH-000475,-0.12108073927779388
ACH-000476,-0.004107246812392214
ACH-000477,0.0990275292641007
ACH-000479,0.12957620704205552
ACH-000480,0.0720394314897828
ACH-000481,0.00482969497692546
ACH-000483,-0.17347073993431894
ACH-000484,-0.1058830856889259
ACH-000485,-0.003300530784194598
ACH-000486,-0.16484946530826372
ACH-000487,-0.28743230215116145
ACH-000488,0.001337335416267713
ACH-000490,0.0724433392031681
ACH-000491,0.05866686515926248
ACH-000495,-0.0720376242849529
