,ACSM2A (123876)
ACH-000004,0.0782368923989111
ACH-000005,0.05727734010544206
ACH-000007,0.07562192806129601
ACH-000009,0.14295830740278342
ACH-000011,-0.06333119239814762
ACH-000012,0.07312379724388576
ACH-000013,-0.04889559752194765
ACH-000014,-0.054946767027399236
ACH-000015,-0.02553439401018972
ACH-000017,0.08535332920717496
ACH-000018,0.010559275618556609
ACH-000019,0.1225843290373142
ACH-000021,0.021921603039532386
ACH-000022,-0.03593216991566768
ACH-000025,0.10711393264267896
ACH-000028,0.116871917445912
ACH-000030,0.16662594592696528
ACH-000035,0.02642986797731567
ACH-000036,0.020162707270812527
ACH-000037,0.12994280787472098
ACH-000039,0.14677641223804658
ACH-000040,0.09343142796079257
ACH-000041,0.15039127040256847
ACH-000042,0.13429462638144232
ACH-000045,0.1986389203515991
ACH-000047,-0.00405327411594356
ACH-000052,-0.008581106738782584
ACH-000053,-0.052421988564733575
ACH-000054,-0.01500386035362346
ACH-000055,0.15481431663428455
ACH-000060,0.32809539334644283
ACH-000067,-0.08010946509198749
ACH-000070,0.11372728798112725
ACH-000075,-0.1030798690488044
ACH-000078,0.013568311372737764
ACH-000082,0.0318377658115003
ACH-000085,0.1351255113812222
ACH-000086,0.22328878517426154
ACH-000087,0.17549027955723825
ACH-000092,0.13847283436692287
ACH-000095,0.0723920132410192
ACH-000097,-0.12503877879075434
ACH-000098,0.001142706032990536
ACH-000099,0.06060035234199289
ACH-000108,0.04178746412182087
ACH-000113,0.02104442667331808
ACH-000116,-0.06209774572028895
ACH-000118,-0.03319515919847342
ACH-000120,-0.032507540571343516
ACH-000123,0.04781697203749212
ACH-000127,-0.11660670374514474
ACH-000128,0.2008989822639001
ACH-000132,0.09026378464330992
ACH-000133,0.12857148238321348
ACH-000137,0.023634602425453257
ACH-000138,0.09578034228027313
ACH-000142,0.014617363154578868
ACH-000143,0.07897589106226377
ACH-000146,0.04928229565139791
ACH-000148,0.016314032984068312
ACH-000150,0.19484920546803647
ACH-000152,0.049462615257411684
ACH-000153,0.008965116492197936
ACH-000159,0.06597983179840046
ACH-000160,0.17581375728116874
ACH-000163,0.0720801845877195
ACH-000167,0.06474608898517198
ACH-000168,-0.02272309699096432
ACH-000169,0.08453869633047068
ACH-000178,0.005669359442786886
ACH-000183,0.09139708786051126
ACH-000188,0.1347680367302332
ACH-000189,0.07567860222005703
ACH-000190,0.10998981041975532
ACH-000198,0.10156585757411472
ACH-000203,0.007334670714365977
ACH-000204,-0.07247496105775587
ACH-000206,0.20494217207883264
ACH-000207,0.18451894354039355
ACH-000208,0.14732913585656998
ACH-000210,0.2050723320196676
ACH-000211,0.11092006564791644
ACH-000215,0.024302632639560208
ACH-000221,0.07194594792506084
ACH-000222,-0.030858114193625923
ACH-000223,0.11869300379354375
