,LPP (4026)
ACH-000004,0.13498709467221678
ACH-000005,0.15581533179743887
ACH-000007,0.191598127720168
ACH-000009,0.006827448833465062
ACH-000011,-0.06623738783526073
ACH-000012,0.2504167924838356
ACH-000013,0.10133785477143097
ACH-000014,0.20414462333987884
ACH-000015,0.14992035522841274
ACH-000017,0.17792687526268333
ACH-000018,0.06015137778134087
ACH-000019,0.011506839437422329
ACH-000021,0.03260038717744465
ACH-000022,0.04327043371523012
ACH-000025,0.12341018143384642
ACH-000028,0.11332792970388796
ACH-000030,0.09374848881313304
ACH-000035,0.26145155497219896
ACH-000036,0.15993135453113552
ACH-000037,-0.026870968258051714
ACH-000039,0.12336885205206645
ACH-000040,0.035663119457250834
ACH-000041,0.13655457823819062
ACH-000042,0.011137783530864951
ACH-000045,0.021966870870411544
ACH-000047,-0.002822793791620612
ACH-000052,0.2563040643385682
ACH-000053,0.06610275252574985
ACH-000054,-0.030777051827861744
ACH-000055,0.08383721727569532
ACH-000060,-0.03577162618909532
ACH-000067,0.11740753299498174
ACH-000070,0.032931346874347366
ACH-000075,-0.0033110769340821728
ACH-000078,0.17000775784385108
ACH-000082,0.09091971685058528
ACH-000085,0.2548895698777709
ACH-000086,0.09512453478932316
ACH-000087,0.024669462080004444
ACH-000092,0.004475925242207096
ACH-000095,-0.006531515275900719
ACH-000097,0.016799215231459545
ACH-000098,0.15380892465681098
ACH-000099,0.12017020890585906
ACH-000108,0.1014685449878158
ACH-000113,0.11874596801819287
ACH-000116,0.024627719181150868
ACH-000118,0.11002422992154376
ACH-000120,0.26027291083828674
ACH-000123,0.034598817227586634
ACH-000127,0.11581577792978355
ACH-000128,-0.04801866073304678
ACH-000132,0.04743438685553898
ACH-000133,0.14080171430445287
ACH-000137,0.18799547879883755
ACH-000138,-0.004586727343922857
ACH-000142,0.05252457442067431
ACH-000143,0.06943961322839225
ACH-000146,0.0021482838377508994
ACH-000148,0.049606793360372166
ACH-000150,0.11251782175184097
ACH-000152,0.06350900065414054
ACH-000153,0.09202736382745337
ACH-000159,0.10075605356024338
ACH-000160,0.008434337316204134
ACH-000163,0.06394269557810736
ACH-000167,0.09138863158767586
ACH-000168,0.102853420473293
ACH-000169,0.15374534851397634
ACH-000178,0.13272877430400404
ACH-000183,-0.04642551892097766
ACH-000188,0.18083229628671305
ACH-000189,0.3198255215466029
ACH-000190,0.13114386767974956
