,MSRB1 (51734)
ACH-000004,-0.20251703008017785
ACH-000005,-0.3224016555625709
ACH-000007,-0.21972320968422945
ACH-000009,-0.2739579726973801
ACH-000011,-0.3941224115198471
ACH-000012,-0.29852446372329616
ACH-000013,-0.6991528126471941
ACH-000014,-0.24042188260722566
ACH-000015,-0.5096405963468256
ACH-000017,-0.33477338022689634
ACH-000018,-0.35992088808307976
ACH-000019,-0.3804001073713131
ACH-000021,-0.3202079808936233
ACH-000022,-0.4729473894150298
ACH-000025,-0.3792931588734048
ACH-000028,-0.4117319437945042
ACH-000030,-0.4208376220339796
ACH-000035,-0.2835677819316259
ACH-000036,-0.5682623314321722
ACH-000037,-0.17570959191594396
ACH-000039,-0.1917450564863409
ACH-000040,-0.3398746083260941
ACH-000041,-0.3911564015857704
ACH-000042,-0.2859243999144645
ACH-000045,-0.3024112928461905
ACH-000047,-0.4622185478115368
ACH-000052,-0.3767909156892001
ACH-000053,-0.4822482095308334
ACH-000054,-0.4776006559352944
ACH-000055,-0.3387806133132953
ACH-000060,-0.33051151414887525
ACH-000067,-0.3979514122785558
ACH-000070,-0.15411988156208198
ACH-000075,-0.4468199882068665
ACH-000078,-0.5521743567562166
ACH-000082,-0.27612485990854146
ACH-000085,-0.4409448165081974
ACH-000086,-0.2196532992959957
ACH-000087,-0.4319334598038029
ACH-000092,-0.3221603917433195
ACH-000095,-0.38570946347641133
ACH-000097,-0.5398870130825376
ACH-000098,-0.4005483904383779
ACH-000099,-0.6010859986778591
ACH-000108,-0.3901581299088444
ACH-000113,-0.2926462354185055
ACH-000116,-0.3749454052274925
ACH-000118,-0.3207732030959907
ACH-000120,-0.28320064687780605
ACH-000123,-0.4817743282052587
ACH-000127,-0.28506612954688665
ACH-000128,-0.39911121383800535
ACH-000132,-0.2992163046726173
ACH-000133,-0.4967909822611581
ACH-000137,-0.21640608510484471
ACH-000138,-0.3867125779027423
ACH-000142,-0.3678935036548305
ACH-000143,-0.33182750907427905
ACH-000146,-0.4117277697570461
ACH-000148,-0.4475532145627278
ACH-000150,-0.2913885203532321
ACH-000152,-0.12176763950129947
ACH-000153,-0.3874824698377632
ACH-000159,-0.2642106931660766
ACH-000160,-0.3094914681195454
ACH-000163,-0.2801282211868036
ACH-000167,-0.3629880749387897
ACH-000168,-0.5050266619343657
ACH-000169,-0.3666373546569592
ACH-000178,-0.3182942408836661
ACH-000183,-0.264869649751746
ACH-000188,-0.3699534604773651
ACH-000189,-0.7475085850722831
ACH-000190,-0.2850282091543961
ACH-000198,-0.34621869579892783
ACH-000203,-0.08810557358519566
ACH-000204,-0.394468615761898
ACH-000206,-0.3265435740088315
ACH-000207,-0.38087821993973936
ACH-000208,-0.3403551077079916
ACH-000210,-0.1839911876618866
ACH-000211,-0.35203926789682216
ACH-000215,-0.3231407685638187
ACH-000221,-0.4262792804584583
ACH-000222,-0.3948161768248418
ACH-000223,-0.33961427125692434
ACH-000226,-0.32993232756810664
ACH-000227,-0.4432553195084501
ACH-000228,-0.19510149828799864
ACH-000231,-0.29605429395919897
ACH-000232,-0.33587371453516496
ACH-000233,-0.466871425943288
ACH-000234,-0.6447281297210101
ACH-000235,-0.3538307528813713
ACH-000237,-0.4420017042867298
ACH-000238,-0.3110805818544365
ACH-000242,-0.402816510778666
ACH-000243,-0.2385128037489121
ACH-000244,-0.6495768554594772
ACH-000246,-0.3866244507228853
ACH-000248,-0.28644713343336936
ACH-000250,-0.4912012119989022
ACH-000251,-0.5246416593088804
ACH-000252,-0.38624625004412005
ACH-000253,-0.322148659700632
ACH-000255,-0.2881064123951205
ACH-000256,-0.4857908625600272
ACH-000257,-0.20876301368501526
ACH-000258,-0.4920150726500667
ACH-000259,-0.3994463178989819
ACH-000260,-0.6003061129106232
ACH-000261,-0.27103932364397443
ACH-000262,-0.6094997369566592
ACH-000263,-0.19924437674259374
ACH-000264,-0.25332284928796023
ACH-000265,-0.3768473493675916
ACH-000266,-0.3547884287488709
ACH-000272,-0.425567695269678
ACH-000274,-0.35714614083671004
ACH-000277,-0.3712640013085861
