,BBS4 (585)
ACH-000004,0.04003509512833352
ACH-000005,-0.029927865178550107
ACH-000007,0.07934717798123693
ACH-000009,-0.012017910429901048
ACH-000011,0.06318802200361383
ACH-000012,-0.01403564425413489
ACH-000013,0.014754892756807829
ACH-000014,0.16696717785095933
ACH-000015,0.15000601212496406
ACH-000017,0.016639869941450846
ACH-000018,0.2925741384804384
ACH-000019,-0.04071763048484175
ACH-000021,0.16312147948226288
ACH-000022,0.057494455710382274
ACH-000025,0.1479862400898696
ACH-000028,0.07541525884149983
ACH-000030,0.1558512861574313
ACH-000035,0.01071805638711348
ACH-000036,0.10065073788958236
ACH-000037,0.07940454136809151
ACH-000039,-0.048047633452081316
ACH-000040,0.14889413277072505
ACH-000041,0.1924790662354788
ACH-000042,0.008263339656366999
ACH-000045,0.12250601500028803
ACH-000047,0.019267896132823543
ACH-000052,0.0950747547105815
ACH-000053,0.12675166443469854
ACH-000054,0.10904011942933098
ACH-000055,0.09163215977534746
ACH-000060,0.08272448154234416
ACH-000067,0.0563172095694934
ACH-000070,0.3251445289409449
ACH-000075,0.2895568169737273
ACH-000078,0.19071322233797847
ACH-000082,0.12167499659040078
ACH-000085,0.04384183311835383
ACH-000086,0.08827026824349136
ACH-000087,0.0511812334058094
ACH-000092,0.0582286668449127
ACH-000095,0.06326934641985102
ACH-000097,0.00910782250115588
ACH-000098,0.12585734490560715
ACH-000099,0.02192154794032313
ACH-000108,0.037450931506667035
ACH-000113,0.17499102345703418
ACH-000116,-0.037932918187692566
ACH-000118,0.19408845826825247
ACH-000120,0.09067266996152107
ACH-000123,0.14706053322292473
ACH-000127,0.11141859623544324
ACH-000128,0.027373027138507557
ACH-000132,-0.0006569698760387299
ACH-000133,0.10026709075939362
ACH-000137,0.08470999030631307
ACH-000138,0.06655005593445806
ACH-000142,-0.02645106960790904
ACH-000143,0.04652667940272154
ACH-000146,0.055153715001486886
ACH-000148,0.07576696739927166
ACH-000150,0.08466057703368568
ACH-000152,0.09080536396959762
ACH-000153,0.10804653292090573
ACH-000159,0.11717801275452636
ACH-000160,-0.03284714281320405
ACH-000163,-0.1325622525040583
ACH-000167,0.15243689758716578
ACH-000168,0.04049932577898525
ACH-000169,0.06882189511001625
ACH-000178,0.02579569099424064
ACH-000183,0.03486285917874663
ACH-000188,0.12996351651068466
ACH-000189,-0.0008154068963762898
ACH-000190,-0.1834876809269413
ACH-000198,0.12593441870564728
ACH-000203,0.18251141113226174
ACH-000204,0.05987713478648252
ACH-000206,0.15762445476526826
ACH-000207,0.21565934539324474
ACH-000208,-0.19936478946917666
ACH-000210,-0.0944212513902739
ACH-000211,0.1704208534488845
ACH-000215,0.06525455923579886
ACH-000221,-0.04912442005271536
ACH-000222,0.19656799326511407
ACH-000223,0.07293901528011147
ACH-000226,0.11463826675527855
ACH-000227,0.12359331227770555
ACH-000228,0.027019323470107364
ACH-000231,0.03215523415229902
ACH-000232,0.06775257530314321
ACH-000233,0.09653066163496962
ACH-000234,0.055417436954795216
ACH-000235,0.028867880446812436
ACH-000237,-0.00320300804613696
ACH-000238,0.05786559910711867
ACH-000242,0.09509999475013206
ACH-000243,0.07486372111769751
ACH-000244,0.12044398951212995
ACH-000246,0.10323214908411264
ACH-000248,0.14118908142428874
ACH-000250,0.04798312267123389
ACH-000251,0.00553437908473577
ACH-000252,0.2187440801953195
ACH-000253,0.10119090502730456
ACH-000255,0.05497191697361085
ACH-000256,0.16173840066339926
ACH-000257,-0.14646883768600608
ACH-000258,0.1856322331600009
ACH-000259,0.06084082853239935
ACH-000260,0.021875640940998583
ACH-000261,0.08792041972787626
ACH-000262,0.03081360312094268
ACH-000263,0.06520600313818194
ACH-000264,0.018311691386151487
ACH-000265,-0.0869796689392972
ACH-000266,0.04629542435500558
ACH-000272,0.16571594187337976
ACH-000274,-0.003907338697023875
ACH-000277,0.16680380701187675
ACH-000278,0.002554304043914039
ACH-000279,0.03591330481372732
ACH-000280,0.09003911253828893
ACH-000281,-0.08139497048619712
ACH-000288,0.10588051411530652
ACH-000291,0.068881904773919
ACH-000293,-0.14451262767711495
ACH-000294,0.009071274228009909
ACH-000295,-0.07992572625146405
ACH-000296,0.03840188104225657
ACH-000302,0.04635625009932471
ACH-000304,-0.035930788107441484
ACH-000307,-0.03965400018247
ACH-000308,0.15238506988465486
ACH-000310,-0.012352812807166729
ACH-000311,0.020815073565616887
ACH-000312,-0.049743557182234825
ACH-000315,0.037636416801837116
ACH-000316,0.11078067832593487
ACH-000317,0.08961083986909514
ACH-000318,0.108202185536456
ACH-000319,0.07243795605866434
ACH-000320,0.044120189032090994
ACH-000322,-0.006694736116413883
ACH-000323,0.007571586600886805
ACH-000324,0.08014249958058202
ACH-000329,0.053650840955178455
ACH-000330,0.20695659533530028
ACH-000331,0.1322909455573603
ACH-000332,0.03863951981491243
ACH-000334,0.25202141629724195
ACH-000335,0.1271837152277387
ACH-000336,-0.08972107882325643
ACH-000337,0.1227021628345404
ACH-000338,0.1057536227462214
ACH-000339,0.117724586971268
ACH-000341,-0.05341546742851057
ACH-000348,-0.04072160819408507
ACH-000350,-0.08173645026197454
ACH-000352,0.08848656396240047
ACH-000356,0.13231319286751125
ACH-000361,0.038802985946315656
ACH-000362,0.042357015517899235
ACH-000363,-0.015719733519768197
ACH-000364,0.11722902392472676
ACH-000365,0.16258896469421932
ACH-000366,0.07170886231911297
ACH-000368,-0.03957652882980583
ACH-000374,0.08262930234134745
ACH-000375,0.10008565490056046
ACH-000376,0.013166064512627241
ACH-000381,0.07404315799288036
ACH-000383,0.04989762915192153
ACH-000387,0.12485477925919483
ACH-000389,-0.0037083666438732696
ACH-000390,0.05458375618094099
ACH-000393,0.07282099871643435
ACH-000395,0.04369499009525895
ACH-000396,0.21424060607739293
ACH-000397,0.17493519169060642
ACH-000401,0.03241914737919919
ACH-000402,-0.16403544544646118
ACH-000403,0.0015340953444746741
ACH-000404,0.008163239937121885
