,DUS3L (56931)
ACH-000004,-0.006893617563782056
ACH-000005,0.0013893047335919039
ACH-000007,-0.07947306240028065
ACH-000009,0.0024488831500156373
ACH-000011,0.11277189029481205
ACH-000012,-0.03146695349783475
ACH-000013,-0.06734272210170582
ACH-000014,0.016644658913491057
ACH-000015,-0.08205911185724264
ACH-000017,-0.07546513678976713
ACH-000018,-0.09736293165829016
ACH-000019,-0.11510500027476253
ACH-000021,-0.13333826073210234
ACH-000022,0.08877673774772109
ACH-000025,-0.12546399647485856
ACH-000028,-0.06723798003025375
ACH-000030,-0.08289891648365838
ACH-000035,-0.032589021968391536
ACH-000036,-0.005631540938648138
ACH-000037,0.024854617758993613
ACH-000039,0.03390195608312871
ACH-000040,0.010804168431435229
ACH-000041,-0.10122154047043214
ACH-000042,0.1194309277010635
ACH-000045,0.03265136764575158
ACH-000047,-0.08340432162375691
ACH-000052,-0.0018729786430266538
ACH-000053,-0.03643320173299594
ACH-000054,-0.1466367905968226
ACH-000055,0.041128632404010435
ACH-000060,-0.06490856484119109
ACH-000067,-0.12102279845806735
ACH-000070,-0.023733311603311498
ACH-000075,-0.07551600004462053
ACH-000078,-0.08207762282023713
ACH-000082,-0.1113229225022595
ACH-000085,-0.17134905895423858
ACH-000086,0.04872032100180685
ACH-000087,-0.007992200364978374
ACH-000092,-0.10701636012743587
ACH-000095,-0.006280248721837628
ACH-000097,0.050843297162595336
ACH-000098,-0.2070794973777151
ACH-000099,-0.039789935649187404
ACH-000108,0.0017794266324175476
ACH-000113,0.06892523680294661
ACH-000116,-0.056556024625209575
ACH-000118,0.009005882854337654
ACH-000120,0.06370838109564739
ACH-000123,-0.05059838887258216
ACH-000127,-0.1412708769613851
ACH-000128,-0.08060860464291313
ACH-000132,-0.03965627991570191
ACH-000133,-0.026620405023945328
ACH-000137,-0.1055621813210646
ACH-000138,0.04648077864310991
ACH-000142,-0.06304369121924637
ACH-000143,-0.18779512004089294
ACH-000146,0.001941461168987929
ACH-000148,-0.02564494151620628
ACH-000150,0.02996207416932542
ACH-000152,-0.014893645318220369
ACH-000153,0.1330090183154191
ACH-000159,-0.09564838640815544
ACH-000160,-0.025928677065888736
ACH-000163,-0.0017850090869741602
ACH-000167,-0.27913443980960234
ACH-000168,-0.04771157450834011
ACH-000169,0.06765448924626062
ACH-000178,-0.10612050532375096
ACH-000183,0.036964539381623966
ACH-000188,-0.08043014714765849
ACH-000189,-0.10536733960158123
ACH-000190,0.09957848696158383
ACH-000198,0.12243803012358995
ACH-000203,-0.6698704882941466
ACH-000204,0.05834257821880001
ACH-000206,-0.12528137477452286
ACH-000207,-0.17010678789185485
ACH-000208,0.0900992331432543
ACH-000210,0.029309704204676983
ACH-000211,-0.06680983685668199
ACH-000215,-0.053709584567464747
ACH-000221,0.20075749181937494
ACH-000222,-0.015569548580436469
ACH-000223,-0.016365908150188454
ACH-000226,-0.04783500719726825
ACH-000227,-0.11780694299383808
ACH-000228,-0.026900594942458642
ACH-000231,-0.036199150805268525
ACH-000232,0.023188853523248808
ACH-000233,0.012007718765091041
ACH-000234,-0.01772754709211743
ACH-000235,-0.06102859214246052
ACH-000237,-0.03792465228099922
ACH-000238,-0.006977567909804065
ACH-000242,-0.1547123683307996
ACH-000243,-0.11348328799013314
ACH-000244,-0.010347822829462894
ACH-000246,0.004192674337952024
ACH-000248,-0.05359875407274522
ACH-000250,-0.039597519047460686
ACH-000251,-0.2294934345671021
ACH-000252,0.027612399081526413
ACH-000253,0.06303607900725475
ACH-000255,0.029661459483552845
ACH-000256,0.0336287527319797
ACH-000257,0.07351022812393643
ACH-000258,0.019662925428669025
ACH-000259,0.008242950438778249
ACH-000260,-0.0001354192027258557
ACH-000261,0.016765297713899088
