,UBTD2 (92181)
ACH-000004,0.08609012976408198
ACH-000005,0.21292659661883587
ACH-000007,0.13770456566019676
ACH-000009,0.030681286376387236
ACH-000011,0.1235110128479728
ACH-000012,0.033306111399258105
ACH-000013,0.13638802209830958
ACH-000014,0.1633845546150423
ACH-000015,0.08258346708501192
ACH-000017,0.07059969950046789
ACH-000018,0.10148669994585673
ACH-000019,0.1208655678290767
ACH-000021,0.061425947711225413
ACH-000022,0.04073255665433737
ACH-000025,0.0878841408501734
ACH-000028,0.14191289659093204
ACH-000030,0.02484931946178074
ACH-000035,-0.07970869026728061
ACH-000036,0.050648532711323406
ACH-000037,0.041530088833105765
ACH-000039,0.13904015892380595
ACH-000040,0.10201467066136784
ACH-000041,0.0890443277266319
ACH-000042,0.02048619317175637
ACH-000045,0.04612600707458348
ACH-000047,0.04254888950199024
ACH-000052,0.1172118528546702
ACH-000053,-0.058085461939714624
ACH-000054,0.01302123989283713
ACH-000055,0.2209882201547927
ACH-000060,0.0639077880022924
ACH-000067,0.2433909715034989
ACH-000070,-0.0728359100941452
ACH-000075,0.35617222942596644
ACH-000078,0.031103067964807118
ACH-000082,0.07917661785167553
ACH-000085,0.046420972985410966
ACH-000086,0.08329995642826132
ACH-000087,0.3350596624459253
ACH-000092,0.0682099710327057
ACH-000095,0.07035361750151417
ACH-000097,0.07187902340317143
ACH-000098,0.03749168391985491
ACH-000099,0.014985547193400109
ACH-000108,0.1010753967231218
ACH-000113,0.12874572014631785
ACH-000116,0.11792012622818425
ACH-000118,0.27013788373378944
ACH-000120,0.12014290001516675
ACH-000123,0.1034620968898073
ACH-000127,0.02001108060659921
ACH-000128,0.1585827875451733
ACH-000132,0.0643701982101715
ACH-000133,0.08155101584636869
ACH-000137,0.10432342115828072
ACH-000138,0.054129348230181985
ACH-000142,-0.0017605580695303144
ACH-000143,0.15375884448137891
ACH-000146,0.05316240244792307
ACH-000148,0.034522669738907316
ACH-000150,0.03181720424667278
ACH-000152,-0.08125844380613112
ACH-000153,0.050126017743235975
ACH-000159,0.04163825321352176
ACH-000160,0.11157015837368864
ACH-000163,0.07240577530737237
ACH-000167,0.09894087642491213
ACH-000168,0.19724986083591
ACH-000169,0.08173055370224891
ACH-000178,0.060056618450123736
ACH-000183,0.0346753651818217
ACH-000188,0.06250299535707891
ACH-000189,0.0701970468105344
ACH-000190,0.3146906350749247
ACH-000198,0.08940640163956612
ACH-000203,-0.07129134994903571
ACH-000204,0.06246342133418036
ACH-000206,0.2331035839324575
ACH-000207,0.11338469247250853
ACH-000208,0.1485547460283446
ACH-000210,0.11565656807754995
ACH-000211,0.12856325261021212
ACH-000215,0.17595726893354405
ACH-000221,0.22832196646976846
ACH-000222,0.2528819535547765
ACH-000223,0.009443120125393318
ACH-000226,-0.005351125796782778
ACH-000227,0.1087487080748164
ACH-000228,0.17787946270545602
ACH-000231,0.0618142689450314
ACH-000232,0.015146839053896454
ACH-000233,0.10312066071594146
ACH-000234,0.12708865248669887
ACH-000235,0.08725290184013865
ACH-000237,0.15635206234611584
ACH-000238,0.034657068944159805
ACH-000242,0.1932572494748088
ACH-000243,0.1318326128401221
ACH-000244,0.22215147532215831
ACH-000246,0.07673637826796333
ACH-000248,-0.02127517151618659
ACH-000250,0.03349985045054997
ACH-000251,-0.23005987298035016
ACH-000252,0.08962885407785318
ACH-000253,0.165686449121064
ACH-000255,0.1093455750911321
ACH-000256,0.08492581164632254
ACH-000257,0.014418485057324081
ACH-000258,0.12655073075809906
ACH-000259,0.09928469192931368
ACH-000260,0.1052313298244946
ACH-000261,0.08157460941420726
ACH-000262,0.2298406715047465
ACH-000263,0.04383356110002031
ACH-000264,-0.027569431111327973
ACH-000265,0.12173469095408646
ACH-000266,0.09243857449119144
ACH-000272,0.07553896335154812
ACH-000274,0.14490981281906887
ACH-000277,0.07411705824685706
ACH-000278,0.13861623636860185
ACH-000279,0.09770669490101468
ACH-000280,0.10905541135456387
ACH-000281,-0.0800001617010248
ACH-000288,0.03748830105972063
ACH-000291,0.08310451283573429
ACH-000293,0.15691769475487236
ACH-000294,-0.01229334215208797
ACH-000295,-0.009908461284144885
ACH-000296,0.0148648456194545
ACH-000302,0.010100432515354715
