,CDC42BPA (8476)
ACH-000004,0.03797452256671796
ACH-000005,0.13038673654190466
ACH-000007,0.06814339035384323
ACH-000009,-0.04121993085500215
ACH-000011,0.15144697482470998
ACH-000012,0.09982312819495354
ACH-000013,-0.013455589276710148
ACH-000014,-0.09104171847479413
ACH-000015,0.10769775994296424
ACH-000017,0.05891774735095495
ACH-000018,0.16739176913632112
ACH-000019,0.25635369111737044
ACH-000021,0.012315887077479165
ACH-000022,-0.017036795900521425
ACH-000025,-0.16956775327698825
ACH-000028,0.13968328553132492
ACH-000030,0.05338599816058772
ACH-000035,0.028517495478463637
ACH-000036,0.06752478174124762
ACH-000037,-0.06190368514449779
ACH-000039,0.2333818160334596
ACH-000040,-0.015139874798100975
ACH-000041,-0.008970859279126454
ACH-000042,0.07420508746399347
ACH-000045,-0.06763094606151059
ACH-000047,0.07540433960114126
ACH-000052,0.0035980809311222627
ACH-000053,0.03788290421254063
ACH-000054,0.054854782092085316
ACH-000055,0.0868860144091829
ACH-000060,0.09942993802431076
ACH-000067,0.06523628970267775
ACH-000070,-0.03938286232751504
ACH-000075,0.17177275388272606
ACH-000078,-0.02840593774627038
ACH-000082,-0.04984643564931802
ACH-000085,0.05462788041072721
ACH-000086,0.04481890288232015
ACH-000087,0.011534155459865495
ACH-000092,0.023702343271790903
ACH-000095,0.09849487281972827
ACH-000097,0.13727277986138445
ACH-000098,-0.0062373256413208395
ACH-000099,0.056744509470751374
ACH-000108,0.3770845572182933
ACH-000113,-0.02000809936473985
ACH-000116,0.0423052723913155
ACH-000118,0.09349269359977344
ACH-000120,0.08235750046874557
ACH-000123,0.0839511379809008
ACH-000127,0.08433252165458886
ACH-000128,0.14671250620490098
ACH-000132,0.1635112346961343
ACH-000133,0.03695334708031765
ACH-000137,0.14181704704554174
ACH-000138,0.10916342025009734
ACH-000142,-0.0002659216132971974
ACH-000143,-0.043450988561554785
ACH-000146,0.05040398640170626
ACH-000148,0.002896788498284131
ACH-000150,0.12850393319678854
ACH-000152,0.005838120655342618
ACH-000153,0.34005047291448
ACH-000159,0.08377362721684907
ACH-000160,-0.006819888653315668
ACH-000163,0.12270743955017435
ACH-000167,-0.1693724198923301
