,BRMS1 (25855)
ACH-000279,-0.2494450864411064
ACH-000280,-0.18919115803836295
ACH-000281,-0.5387517857252934
ACH-000288,-0.3623847618983619
ACH-000291,-0.2785403494528362
ACH-000293,-0.2220140146156198
ACH-000294,-0.5037777140573436
ACH-000295,-0.4324503102100893
ACH-000296,-0.3849066124183228
ACH-000302,-0.3554871484132733
ACH-000304,-0.21755755716573905
ACH-000307,-0.2231341658715099
ACH-000308,-0.4164125174295546
ACH-000310,-0.3044812871397813
ACH-000311,-0.21597886448615586
ACH-000312,-0.2903304447007191
ACH-000315,-0.28244792046904665
ACH-000316,-0.4517283714341171
ACH-000317,-0.399694188369596
ACH-000318,-0.3983610746379386
ACH-000319,-0.21251300461217854
ACH-000320,-0.05640484182222338
ACH-000322,-0.5025866951867695
ACH-000323,-0.366885067981156
ACH-000324,-0.2879942463288854
ACH-000329,-0.115272292767432
ACH-000330,-0.5151310838655251
ACH-000331,-0.41281799407945596
ACH-000332,-0.4274443255248676
ACH-000334,-0.3108020802963912
ACH-000335,-0.0029093168084022513
ACH-000336,0.3529679018475049
ACH-000337,-0.6091725780989652
ACH-000338,-0.22826470442618346
ACH-000339,-0.29299234752972353
ACH-000341,-0.4557373528164208
ACH-000348,-0.1429820348874906
ACH-000350,-0.3567403661083636
ACH-000352,-0.4394099636990989
ACH-000356,-0.4689073429839413
ACH-000361,-0.3803947057770823
ACH-000362,-0.5436977657284261
ACH-000363,-0.34017519247815103
ACH-000364,-0.27118586567955083
ACH-000365,-0.4911484432809417
ACH-000366,-0.3987790633209525
ACH-000368,-0.22349574290809224
ACH-000374,-0.6078987282350271
ACH-000375,-0.4551233379730285
ACH-000376,-0.34093484840553634
ACH-000381,-0.13734405275187295
ACH-000383,-0.3266062556197796
ACH-000387,-0.58141716010519
ACH-000389,-0.3033754135102341
ACH-000390,-0.21360028678958776
ACH-000393,-0.2861052090470707
ACH-000395,-0.4566764362195043
ACH-000396,-0.3320283127382495
ACH-000397,-0.3606417167042398
ACH-000401,0.06663977404010049
ACH-000402,-0.15445347848725524
ACH-000403,-0.4120757815071279
ACH-000404,-0.3685890442008611
ACH-000406,-0.32982215742517035
ACH-000407,-0.2524689253051677
ACH-000408,-0.3513493180033433
ACH-000410,-0.29319102044824186
ACH-000411,-0.36533303055955385
ACH-000414,-0.20171020586025384
ACH-000415,-0.5840837497446809
ACH-000416,-0.3255219539819316
ACH-000420,-0.3702647571093645
ACH-000421,-0.34295702967871244
ACH-000424,-0.4238563471533784
ACH-000425,-0.19928020672807825
ACH-000426,-0.04633629918964708
ACH-000427,-0.2430796344435297
ACH-000433,-0.19894204963404924
ACH-000435,-0.4872732462762353
ACH-000436,-0.35427211647173984
ACH-000444,-0.35175099156999834
ACH-000445,-0.2739090160356115
ACH-000448,-0.1957092003589864
ACH-000450,-0.08644986668252758
ACH-000452,-0.26286252971542945
ACH-000454,-0.36344417686819935
ACH-000458,-0.3729916863542349
ACH-000459,-0.19003101021920055
ACH-000460,-0.32667872706684103
ACH-000461,-0.5219998386904844
ACH-000463,-0.20112043463972246
ACH-000464,-0.3095160731734478
ACH-000466,-0.4269660221788304
ACH-000467,-0.14525736541087542
ACH-000468,-0.5558055279998166
ACH-000469,-0.5022509715306496
ACH-000470,-0.28113416559940096
ACH-000471,-0.2680406088366068
ACH-000472,-0.22174968226729094
ACH-000473,-0.2625862415884289
ACH-000475,-0.28365442553274034
ACH-000476,-0.22270975365418105
ACH-000477,-0.23858681785263414
ACH-000479,-0.08499698405455619
ACH-000480,-0.6064799618363681
ACH-000481,-0.21113898109494947
ACH-000483,-0.4822560859414394
ACH-000484,-0.6179919674413541
ACH-000485,-0.3689201312059508
ACH-000486,-0.5539132700874256
ACH-000487,-0.4729034448675908
ACH-000488,-0.3834275160300881
ACH-000490,-0.25084680533900194
ACH-000491,-0.2349391835001577
ACH-000495,-0.32248530489170363
ACH-000496,-0.27509401184225635
ACH-000499,-0.2523275540167053
ACH-000500,-0.13934730179715413
ACH-000502,-0.3698843104553892
ACH-000503,-0.2526586913783769
ACH-000505,-0.2357391045689477
ACH-000507,-0.4380183724760613
ACH-000510,-0.26560254224473195
ACH-000511,-0.2518157147292769
ACH-000512,-0.34089440200595095
ACH-000516,-0.23218780002671535
ACH-000517,-0.27314484883748685
ACH-000518,-0.42460510292631104
ACH-000520,-0.3404159760545373
ACH-000521,-0.22203489888736916
ACH-000522,-0.2998347252856041
ACH-000524,-0.3413570969680105
ACH-000527,-0.3300022930362947
ACH-000528,-0.3440504436307828
ACH-000537,-0.4630720276691454
ACH-000541,-0.36275206526077575
ACH-000542,-0.30384772607618604
ACH-000544,-0.5814216570108475
ACH-000545,-0.4451935358050169
ACH-000547,-0.40412562211229264
ACH-000548,-0.4258221193869284
ACH-000549,-0.344770339629324
ACH-000550,-0.2074843483632237
ACH-000552,-0.1450329230082193
ACH-000556,-0.35894166139895295
ACH-000557,0.30828800794653444
ACH-000569,-0.07346836841816247
ACH-000570,-0.20557461861792525
ACH-000571,-0.2763821623378505
ACH-000573,-0.2710640500243523
ACH-000576,-0.28185038236151216
ACH-000579,-0.319295386442857
ACH-000580,-0.2903972604016529
ACH-000584,-0.31589154753878257
ACH-000585,-0.4291433001855467
ACH-000588,-0.6011191823384635
ACH-000589,-0.2602258429477113
ACH-000591,-0.34278709515212746
ACH-000593,-0.3660106645142308
ACH-000600,-0.28303071884257003
ACH-000601,-0.21483981572698035
ACH-000605,-0.39324059295710995
ACH-000606,-0.4422592189919225
ACH-000608,-0.3405503355899056
ACH-000614,-0.5226650072689848
ACH-000616,-0.2656105509224214
ACH-000618,-0.5858786683115556
ACH-000619,-0.5949328202555304
ACH-000620,-0.2949550416528837
ACH-000621,-0.41520542500261226
ACH-000622,-0.09794118119182846
ACH-000623,-0.3241665699240087
ACH-000624,-0.32612837609824763
ACH-000627,-0.1626453347620257
ACH-000630,-0.4426656666554101
ACH-000631,-0.2749469064932919
ACH-000632,-0.2324447821349467
ACH-000633,-0.31294394209452464
ACH-000637,-0.5844325020482324
ACH-000638,-0.4930144370443215
ACH-000646,-0.2514252744328404
ACH-000647,-0.55995687733144
ACH-000648,-0.29956991361697616
ACH-000649,-0.17863170620552726
ACH-000651,-0.3044630148912732
ACH-000652,-0.4790799861293139
ACH-000653,-0.291078923618176
ACH-000657,-0.2570780131933665
ACH-000658,-0.3614038677133409
ACH-000661,-0.5184634674481272
ACH-000662,-0.2935296126198323
ACH-000663,-0.36649717069454224
ACH-000665,-0.35632154006258776
ACH-000671,-0.2217654227100577
ACH-000672,-0.5212853165545355
ACH-000673,-0.4004892406491062
ACH-000676,-0.28165295572169485
ACH-000677,-0.2823143033133841
ACH-000681,-0.2010090267795604
ACH-000683,-0.3180041015046577
ACH-000684,-0.2322013904327184
ACH-000688,-0.08529224927029831
ACH-000693,-0.4140335775088237
ACH-000694,-0.3826732585669792
ACH-000695,-0.5793349231354313
ACH-000696,-0.3822586715227439
ACH-000697,-0.38574785631091385
ACH-000699,-0.4222615332687635
ACH-000701,-0.4966240635580023
ACH-000706,-0.3751320116396472
ACH-000711,-0.2786660160270454
ACH-000713,-0.3713708111505231
ACH-000714,-0.5787685478590279
ACH-000718,-0.37800065828263
ACH-000720,-0.2458854380747785
ACH-000721,-0.17877728148447491
ACH-000724,-0.2446009020684927
ACH-000725,-0.3440237742218689
ACH-000732,-0.27426065635078417
ACH-000734,-0.48891480884711
ACH-000735,-0.4134403635158405
ACH-000736,-0.3027820630034623
ACH-000738,-0.34937514725000474
ACH-000746,-0.33149106925822364
ACH-000747,-0.24451075914916684
ACH-000748,-0.457310335953053
ACH-000753,-0.21812848677265012
ACH-000756,-0.3457000030013396
ACH-000757,-0.16235796708827244
ACH-000758,-0.39949708884230856
ACH-000760,-0.3358496311446044
ACH-000762,-0.3332564162363428
ACH-000763,-0.21374501546162333
ACH-000764,-0.21322714356136502
ACH-000765,-0.4570425105553646
ACH-000766,-0.28615751262912703
ACH-000767,-0.3398189397366338
ACH-000768,-0.4184832815952613
ACH-000769,-0.3124851538090114
ACH-000770,-0.5506069314213144
ACH-000771,-0.2415549293832893
ACH-000773,-0.21082657180168515
ACH-000776,-0.21443989178067827
ACH-000777,-0.2691095484852264
ACH-000778,-0.7145658139030369
ACH-000781,-0.23118109541566895
ACH-000782,-0.7721850019976121
ACH-000783,-0.4978040711405805
ACH-000784,-0.3054178806819543
ACH-000785,-0.34121051001802816
ACH-000787,-0.35256410164052826
ACH-000788,-0.22575294199771065
ACH-000791,-0.2366080257481787
ACH-000792,-0.34412473629586343
ACH-000794,-0.5312595094129375
ACH-000796,-0.29204915303875284
ACH-000798,-0.944374730465076
ACH-000799,-0.4829658251211608
ACH-000800,-0.15425291699615826
ACH-000802,-0.4567516508606037
ACH-000804,-0.3354733731299989
ACH-000805,-0.4476593226205587
ACH-000809,-0.3799438835922525
ACH-000810,-0.4137398012509206
ACH-000811,-0.2783319639243174
ACH-000817,-0.5559344901019742
ACH-000819,-0.4680095089285147
ACH-000820,-0.17453181680108176
ACH-000821,-0.07656518217678188
ACH-000822,-0.3193201354453477
ACH-000823,-0.2595313406854166
ACH-000824,-0.3847330994731481
ACH-000827,-0.20505975545998847
ACH-000829,-0.3214145137825003
ACH-000831,-0.27275369328400223
ACH-000832,-0.25295870561919964
ACH-000833,-0.3693752649956612
ACH-000834,-0.5679711795856373
ACH-000835,-0.21729887517302846
ACH-000836,-0.27196484784492664
ACH-000837,-0.1373375279956519
ACH-000838,-0.3288561383363017
ACH-000839,-0.4795738302066979
ACH-000840,-0.4131612076423323
ACH-000841,-0.2257184156773359
ACH-000843,-0.3284979953072521
ACH-000846,-0.5129589768120779
ACH-000847,-0.3671200451487484
ACH-000848,-0.4350639052878879
ACH-000849,-0.3853689133585774
ACH-000851,-0.31240024513578746
ACH-000855,-0.06349961537137283
ACH-000856,-0.3035699498688024
ACH-000858,-0.29084212725690856
ACH-000859,-0.3542202581176692
ACH-000861,-0.3693136594598215
ACH-000862,-0.20768454345432585
ACH-000865,-0.2529230843507736
ACH-000866,-0.3688204546259897
ACH-000867,-0.2150336365242934
ACH-000869,-0.28384770326952563
ACH-000872,-0.6703138926564687
ACH-000873,-0.33134009132440084
ACH-000876,-0.31792770139820736
ACH-000878,-0.39244216282811656
ACH-000880,-0.24197328110468425
ACH-000881,-0.25256374471757953
ACH-000882,-0.2831524917177738
ACH-000884,-0.2663011824616072
ACH-000885,-0.24930735462699055
ACH-000887,-0.3276562058360064
ACH-000889,-0.3548303994696991
ACH-000896,-0.2261646256676027
ACH-000898,-0.417261444101805
ACH-000900,-0.2636648846793884
ACH-000901,-0.5113781488870941
ACH-000905,-0.3658604127024489
ACH-000906,-0.4521600394625698
ACH-000907,-0.3252457561835914
ACH-000910,-0.4133790147670435
ACH-000911,-0.30845142074345305
ACH-000912,-0.32342535440833714
ACH-000913,-0.406935048102136
ACH-000915,-0.3289625083593987
ACH-000916,-0.903150918163096
ACH-000917,-0.25087456935077723
ACH-000920,-0.2570981632385333
ACH-000921,-0.17812460581685705
ACH-000924,-0.13693948557107755
ACH-000926,-0.2375395477886164
ACH-000928,-0.21848146013436484
ACH-000929,-0.3147870755418737
ACH-000932,-0.22522341019440026
ACH-000935,-0.5186492328926672
ACH-000936,-0.37593210990248654
ACH-000937,-0.3392721262689433
ACH-000938,-0.4414344607999836
ACH-000939,-0.34720535551722137
ACH-000941,-0.3970930669852512
ACH-000943,-0.2701361238777329
ACH-000946,-0.2414753186024488
ACH-000947,-0.2149071004008948
ACH-000948,-0.2891721967180185
ACH-000950,-0.19134415727139092
ACH-000953,-0.2621571093274913
ACH-000954,-0.2818782219880804
ACH-000957,-0.34342227335986536
ACH-000958,-0.22528686098732564
ACH-000960,-0.4409096673783759
ACH-000963,-0.4476832135776046
ACH-000968,-0.30780539328995943
ACH-000969,-0.2403220021386521
ACH-000972,-0.6208173864947808
ACH-000973,-0.3315802621345316
ACH-000974,-0.2337469773434081
ACH-000978,-0.6391774310227418
ACH-000984,-0.4495455660685682
ACH-000986,-0.3039612520042973
ACH-000988,-0.3103814047295916
ACH-000993,-0.3862078547660289
ACH-000994,-0.2481318089768368
ACH-000996,-0.3298551348079478
ACH-001001,-0.3451535597362128
ACH-001020,-0.4659346012138443
ACH-001028,-0.3393315351532181
ACH-001031,-0.2376119705131218
ACH-001038,-0.2683963589934381
ACH-001048,-0.28118332907017674
ACH-001050,-0.24074289297456286
ACH-001053,-0.3805516379385233
ACH-001054,-0.17586071636998918
ACH-001061,-0.388599412041235
ACH-001067,-0.3653973681340881
ACH-001075,-0.033865966537940585
ACH-001096,-0.12887109627683915
ACH-001111,-0.7038765521504338
ACH-001119,-0.5442783252191445
ACH-001128,-0.4983848415220776
ACH-001134,-0.459651673247916
ACH-001151,-0.2653716396220288
ACH-001163,-0.2688618817887869
ACH-001164,-0.1632744785435198
ACH-001183,-0.15177391183120176
ACH-001192,-0.04002360175398687
ACH-001193,-0.4997124695057808
ACH-001196,-0.18311198148038368
ACH-001197,-0.5241765061000532
ACH-001205,-0.13356241449964815
ACH-001211,-0.5463761214018471
ACH-001212,-0.22505889711755994
ACH-001228,-0.2291195978450318
ACH-001232,-0.2618700482618284
ACH-001239,-0.06862371834602228
ACH-001270,-0.4295053112820347
ACH-001274,-0.2339763754310803
ACH-001275,-0.1422255267803006
ACH-001277,-0.09671606299946417
ACH-001278,-0.2058916766102163
ACH-001280,-0.33194191366005377
ACH-001283,-0.16471027987609735
ACH-001289,-0.3967474702043803
ACH-001300,-0.17945499424482164
ACH-001301,-0.30707147073176305
ACH-001302,-0.1652304555457466
ACH-001306,-0.30112945905667377
ACH-001318,-0.21456715286474345
ACH-001322,-0.3387509032529078
ACH-001328,-0.21796948973464872
ACH-001332,-0.4698555381438628
ACH-001336,-0.4553379276197714
ACH-001346,-0.3606600508189557
ACH-001353,-0.2674551810612257
ACH-001354,-0.06594054738564886
ACH-001367,-0.3715484743725159
ACH-001368,-0.3777583131442488
ACH-001374,-0.15128130766848308
ACH-001377,-0.3044619230012852
ACH-001380,-0.427317606839237
ACH-001391,-0.16308554014019325
ACH-001408,-0.2754811565900127
ACH-001430,-0.234485803639258
ACH-001431,-0.2701259887977477
ACH-001450,-0.4060526117245339
ACH-001496,-0.3160512231005692
ACH-001500,-0.2891173092107669
ACH-001523,-0.2727110318740305
ACH-001532,-0.2369280936098898
ACH-001550,-0.4084374323716948
ACH-001552,-0.3513315120050535
ACH-001554,-0.3564090658602691
ACH-001654,-0.3620678838271789
ACH-001735,-0.3630880320922634
ACH-001736,-1.0539817126130442
ACH-001737,-0.4746788999338436
ACH-001740,-0.2158281818444199
ACH-001745,-0.22357892641011756
ACH-001765,-0.2441925015743721
