,UCN2 (90226)
ACH-000004,-0.20609451293393244
ACH-000005,-0.1038512189917834
ACH-000007,-0.1858169259679132
ACH-000009,-0.015623949204585682
ACH-000011,-0.09286351594753936
ACH-000012,-0.0036336194217492642
ACH-000013,0.031166297109228608
ACH-000014,-0.10767169626050878
ACH-000015,-0.020419242764830373
ACH-000017,-0.02721975672936432
ACH-000018,0.08089983545276391
ACH-000019,0.03225705148057723
ACH-000021,-0.08140783185523415
ACH-000022,0.03795703515898508
ACH-000025,-0.15229766481479634
ACH-000028,-0.01317011244723351
ACH-000030,-0.058828987102097614
ACH-000035,0.06853262031443008
ACH-000036,-0.04517555982913347
ACH-000037,-0.039324509687018255
ACH-000039,0.044682892164652634
ACH-000040,-0.2021317710084174
ACH-000041,0.019054626907749624
ACH-000042,-0.17575099842936825
ACH-000045,-0.015005811562893115
ACH-000047,0.032784884321529754
ACH-000052,0.0021031491568951318
ACH-000053,-0.03067557304278112
ACH-000054,-0.11052819366091213
ACH-000055,-0.0943619371900847
ACH-000060,-0.22001174365556805
ACH-000067,-0.04487951230825319
ACH-000070,0.2510016785809077
ACH-000075,0.07934342975646806
ACH-000078,-0.2001231631785372
ACH-000082,-0.08443012544460288
ACH-000085,-0.04778316822088593
ACH-000086,-0.15488144079193306
ACH-000087,0.022451162615535588
ACH-000092,-0.05590587308037686
ACH-000095,-0.1003886740912758
ACH-000097,-0.04302060224554699
ACH-000098,-0.13468915417304325
ACH-000099,-0.03906436290302447
ACH-000108,-0.14986160924065245
ACH-000113,-0.16864985361008408
ACH-000116,-0.058687223089468527
ACH-000118,-0.04479450964774872
ACH-000120,-0.10620398816518202
ACH-000123,-0.13349217231265606
ACH-000127,-0.10080168849502186
ACH-000128,-0.19259374383674
ACH-000132,-0.04312898022479835
ACH-000133,-0.13899638746220475
ACH-000137,-0.11154668326613916
ACH-000138,-0.11366747549194768
ACH-000142,-0.040465742223872204
ACH-000143,-0.03868283740005474
ACH-000146,-0.11279225175755835
ACH-000148,-0.04493088792802998
ACH-000150,-0.4202841211530545
ACH-000152,-0.13643128029763682
ACH-000153,0.08239607776510442
ACH-000159,-0.09928396839526753
ACH-000160,0.005677538352394535
ACH-000163,-0.2212089197303306
ACH-000167,0.15843229269433115
ACH-000168,-0.13228258719462438
ACH-000169,-0.2378237551510108
ACH-000178,-0.04377425963995592
ACH-000183,-0.15188237758274664
ACH-000188,-0.07341745530311472
ACH-000189,-0.21316995594301247
ACH-000190,0.063626217981917
ACH-000198,-0.10377749793946656
ACH-000203,0.006658227217641418
ACH-000204,-0.1895964132774397
ACH-000206,0.09914559795244687
ACH-000207,-0.009455054686834365
ACH-000208,-0.2334021524040636
ACH-000210,-0.3549497246234567
ACH-000211,-0.07561354583340486
ACH-000215,-0.013483581768420013
ACH-000221,-0.102812345328984
ACH-000222,-0.11311308084875607
ACH-000223,-0.07179561486170234
ACH-000226,0.0207686898078616
ACH-000227,-0.19334719676390708
ACH-000228,-0.1415599335533464
ACH-000231,-0.16076446014930962
ACH-000232,-0.02631763165992289
ACH-000233,-0.028883487465238618
ACH-000234,-0.06616050854324207
ACH-000235,-0.02133390169437861
ACH-000237,-0.02763158858485519
ACH-000238,-0.17157593925190387
ACH-000242,-0.1602030238032763
ACH-000243,-0.0003976392448294208
ACH-000244,-0.005062667414853272
ACH-000246,-0.1191469055938392
ACH-000248,-0.04419646526797622
ACH-000250,-0.07828303163679774
ACH-000251,-0.11159376386450766
ACH-000252,-0.11817985796845536
