,LTN1 (26046)
ACH-000004,-0.6267775725311929
ACH-000005,-0.4625955734898845
ACH-000007,-0.20256129434074896
ACH-000009,-0.1245121975127768
ACH-000011,-0.19407632238931
ACH-000012,-0.21363161374629305
ACH-000013,-0.09352829770882494
ACH-000014,0.04625006914812673
ACH-000015,-0.2105136834407121
ACH-000017,-0.261953376490318
ACH-000018,0.04078905132530421
ACH-000019,-0.2108948218866107
ACH-000021,-0.01819543976558774
ACH-000022,-0.169572016875419
ACH-000025,-0.12678964875018806
ACH-000028,-0.06695953485603855
ACH-000030,-0.1335584730402967
ACH-000035,-0.12103514191320705
ACH-000036,-0.241911200588983
ACH-000037,-0.27862615171244265
ACH-000039,-0.052634608292846864
ACH-000040,-0.11261005403934335
ACH-000041,0.08089023300283102
ACH-000042,-0.08802250727819537
ACH-000045,-0.04827352428483463
ACH-000047,0.019908900633921492
ACH-000052,-0.10058635547186373
ACH-000053,-0.1440373971589888
ACH-000054,-0.17296910754719855
ACH-000055,-0.02413203101670376
ACH-000060,-0.2313070745276817
ACH-000067,-0.102444580945204
ACH-000070,-0.16629070991397438
ACH-000075,-0.13348441230227184
ACH-000078,-0.16481844031190646
ACH-000082,-0.16091696436337305
ACH-000085,-0.3053494543394904
ACH-000086,-0.22875593729011975
ACH-000087,-0.26001252006325043
ACH-000092,-0.1505853699452108
ACH-000095,-0.15831525085317238
ACH-000097,-0.2620438455013995
ACH-000098,-0.05865436560157378
ACH-000099,-0.09437131262757886
ACH-000108,-0.06357627772446324
ACH-000113,-0.14631877928092607
ACH-000116,-0.21427730829119632
ACH-000118,-0.07920443540480195
ACH-000120,-0.09621964954442774
ACH-000123,-0.292647320340408
ACH-000127,-0.0916217876684092
ACH-000128,-0.12166247920997775
ACH-000132,-0.09456226751331376
ACH-000133,-0.20504527709769332
ACH-000137,-0.023109056417121385
ACH-000138,-0.038802613426014286
ACH-000142,-0.2367780083287555
ACH-000143,-0.3303189451868505
ACH-000146,-0.18925226342832432
ACH-000148,-0.16512549418084566
ACH-000150,-0.09920121623228392
ACH-000152,-0.16301764866865584
ACH-000153,-0.2122441510381
ACH-000159,-0.15009035953285801
ACH-000160,-0.28440758174829944
ACH-000163,-0.16422952555337594
ACH-000167,-0.3421305643121274
ACH-000168,-0.2104402823214818
ACH-000169,-0.20613509537577315
ACH-000178,-0.1788129408764295
ACH-000183,-0.15715281387522792
ACH-000188,-0.44491327858797736
ACH-000189,-0.17136732676478075
ACH-000190,-0.19493978919812105
ACH-000198,0.008351677574320619
ACH-000203,-0.017950391028821837
ACH-000204,-0.15944541484054098
ACH-000206,-0.3091570254405216
ACH-000207,-0.08051740207094144
ACH-000208,-0.0199237971725118
ACH-000210,-0.20736908100346446
ACH-000211,-0.23867038942093904
ACH-000215,-0.10102142320081814
ACH-000221,-0.21631503223632606
ACH-000222,-0.2334761323311139
ACH-000223,-0.099061676452989
ACH-000226,-0.21802833466161964
ACH-000227,-0.3449537676393177
ACH-000228,-0.10769006321105548
ACH-000231,-0.2924679836764138
ACH-000232,-0.1125643350896813
ACH-000233,-0.10400288386542476
ACH-000234,-0.10481107013534063
ACH-000235,-0.11825563347987393
ACH-000237,-0.19567219570783956
ACH-000238,-0.27047002444022955
ACH-000242,-0.17456618057459494
ACH-000243,-0.16973429762596992
ACH-000244,-0.4133989389193313
ACH-000246,-0.20649739089282254
ACH-000248,-0.4945541166978388
ACH-000250,-0.362372411691991
ACH-000251,0.1838014024749334
ACH-000252,-0.2742667269920555
ACH-000253,-0.13309420230853408
ACH-000255,-0.193667319310014
ACH-000256,-0.12961506209155976
ACH-000257,-0.25139062009798496
ACH-000258,-0.3105219010531627
ACH-000259,-0.09685133221660873
ACH-000260,-0.07136116745536009
ACH-000261,-0.10916987983328934
ACH-000262,-0.08841069726301805
ACH-000263,0.3394480233395661
ACH-000264,-0.1450566961341797
ACH-000265,-0.13151054236374454
ACH-000266,-0.18634232508822515
ACH-000272,-0.07451314574081408
ACH-000274,-0.18958254196362195
ACH-000277,-0.0819245369738957
ACH-000278,-0.2368880704308827
ACH-000279,-0.1602164103206367
ACH-000280,-0.009879138472444178
ACH-000281,-0.045534941837549255
ACH-000288,-0.21594572058851172
ACH-000291,-0.03748697870934669
ACH-000293,0.05904471787610845
ACH-000294,-0.2895606495691781
ACH-000295,-0.2273244585613529
ACH-000296,-0.19698346245093576
ACH-000302,-0.2123649680013326
ACH-000304,0.1284505437418411
ACH-000307,-0.19455056604847226
ACH-000308,-0.2153990985875542
ACH-000310,-0.18261177207309406
ACH-000311,-0.2267926167299641
ACH-000312,-0.08763766502088352
ACH-000315,0.09165350155361084
ACH-000316,-0.18515707113558905
ACH-000317,0.03576568114221365
ACH-000318,-0.2698966675618704
ACH-000319,-0.2057542337820932
ACH-000320,-0.1868003844808096
ACH-000322,-0.11765445947329092
ACH-000323,-0.03149549407848303
ACH-000324,-0.21272257402959652
ACH-000329,-0.2064319843256222
ACH-000330,-0.1113462199938734
ACH-000331,-0.053572542769799884
ACH-000332,-0.15690380686931324
ACH-000334,-0.2387580350350166
ACH-000335,-0.1855697383556189
ACH-000336,-0.07456567879153826
ACH-000337,-0.031069204333133368
ACH-000338,-0.06947130090992043
ACH-000339,-0.2201340716536132
ACH-000341,0.06958214112715011
ACH-000348,-0.16238884160925582
ACH-000350,-0.16499844439198055
ACH-000352,-0.047364362464229065
ACH-000356,-0.08876869273534525
ACH-000361,-0.29473161396556696
ACH-000362,-0.2547520335632075
ACH-000363,-0.20928140264846806
ACH-000364,-0.1366869670480705
ACH-000365,-0.1493534185812214
ACH-000366,-0.08965597745969747
ACH-000368,-0.2294736792205348
ACH-000374,-0.17847779071134684
ACH-000375,-0.1709619046561808
ACH-000376,-0.1769232124793633
ACH-000381,-0.16310704276157167
ACH-000383,-0.20363043062801986
ACH-000387,-0.24281638634100344
ACH-000389,-0.15605060487426306
ACH-000390,-0.25292504050447706
ACH-000393,-0.09344740714340376
ACH-000395,0.014756497364400928
ACH-000396,-0.152357084726778
