,MFNG (4242)
ACH-000004,0.10387637408430794
ACH-000005,-0.056557911686060676
ACH-000007,-0.013400284924614746
ACH-000009,0.026217580050439764
ACH-000011,0.07432611908942606
ACH-000012,-0.14488724133411526
ACH-000013,-0.17844883331422665
ACH-000014,-0.18500568001795129
ACH-000015,-0.2612029238183523
ACH-000017,-0.08365387192202503
ACH-000018,-0.3042444505507881
ACH-000019,-0.1557159597653064
ACH-000021,-0.03195677172337528
ACH-000022,-0.1408075243863915
ACH-000025,-0.14714705187860305
ACH-000028,-0.11060214894885184
ACH-000030,-0.23307150052560735
ACH-000035,-0.07495681080468104
ACH-000036,-0.15804665003551374
ACH-000037,-0.06693706567664856
ACH-000039,-0.15823823738176862
ACH-000040,0.010679437500639771
ACH-000041,-0.01565070289761974
ACH-000042,-0.2281819625442215
ACH-000045,-0.09074740254499772
ACH-000047,0.024757708436624483
ACH-000052,-0.15101342888640748
ACH-000053,-0.04536498367762222
ACH-000054,-0.07901764490759401
ACH-000055,-0.1945014770165807
ACH-000060,-0.2417580032835121
ACH-000067,-0.15318595219819695
ACH-000070,-0.16257229021862193
ACH-000075,-0.20460970315082255
ACH-000078,0.012067580752804744
ACH-000082,-0.05273392048877475
ACH-000085,-0.28850533009645296
ACH-000086,0.029630069929647763
ACH-000087,0.046257727196540435
ACH-000092,-0.15374004986645926
ACH-000095,-0.04757707812407114
ACH-000097,-0.056240129641803936
ACH-000098,-0.08059772387840831
ACH-000099,-0.047834510137453726
ACH-000108,-0.12487251624955854
ACH-000113,-0.0823742870606979
ACH-000116,0.052632827897302975
ACH-000118,-0.05510348285138208
ACH-000120,0.044514875353585934
ACH-000123,-0.04935513596712714
ACH-000127,-0.04876257200359002
ACH-000128,0.0992963082892229
ACH-000132,0.008140537155641395
ACH-000133,-0.17493372906300847
ACH-000137,0.05128595474786414
ACH-000138,0.07696453522880155
ACH-000142,0.036192042952884536
ACH-000143,-0.18136885853605733
ACH-000146,0.021966469983342583
ACH-000148,-0.008371293015157405
ACH-000150,0.10141879421475876
ACH-000152,-0.06171842246488875
ACH-000153,-0.030426592833058364
ACH-000159,0.05610890138924665
ACH-000160,-0.17100870721895964
ACH-000163,0.06841230259429075
ACH-000167,0.06323851763127453
ACH-000168,-0.08800030314015904
ACH-000169,-0.07762704505653778
ACH-000178,0.006889789970805812
ACH-000183,-0.01206888670653176
ACH-000188,-0.0035580681152265962
ACH-000189,0.026674480141719914
ACH-000190,0.002266105362329566
ACH-000198,0.025654725585167786
ACH-000203,-0.4639907175760699
ACH-000204,-0.10114084907145647
ACH-000206,-0.08201951232647532
ACH-000207,0.02409659434684473
ACH-000208,-0.030927314694207276
ACH-000210,-0.0894590889588103
ACH-000211,-0.03266267471862927
ACH-000215,-0.024844582735659003
ACH-000221,-0.08461043936376661
ACH-000222,-0.17111486213423552
ACH-000223,-1.5061741317462567e-05
ACH-000226,0.06621867768834422
ACH-000227,-0.08896713597969819
ACH-000228,-0.008881638048021423
ACH-000231,-0.043255160560093264
ACH-000232,-0.04976754778124973
ACH-000233,0.04465341491063925
ACH-000234,-0.11489399965092367
ACH-000235,-0.013958889946248335
ACH-000237,-0.18502038864871395
ACH-000238,-0.10833307150238927
ACH-000242,0.05866106984959458
ACH-000243,-0.10502965109301116
ACH-000244,0.18820674573676546
ACH-000246,0.014814233756239975
ACH-000248,-0.15243521636721838
ACH-000250,0.022182602912746492
ACH-000251,0.20014781592648065
ACH-000252,0.02102549992012977
ACH-000253,-0.09687932845836282
ACH-000255,-0.1571809698682785
